Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Jun 22 19:00,44.25,0,24.85,37,8.139898246,292.1240535,180,6.925,37.56167216,180,23.0225,72.5714,36.6,58,52,0,8,58
Year 1 Jun 22 20:00,0,0,25.45,35.4,-4.369973707,297.8544699,180,7.3,35.93584604,180,23.0225,72.5714,35,3,58,0,8,3
Year 1 Jun 22 21:00,0,0,26.05,33.8,-16.145244,305.0933922,180,7.625,27.98627098,180,23.0225,72.5714,33.4,0,66,0,9,0
Year 1 Jun 22 22:00,0,0,26.125,32.65,-26.75937266,314.5163622,180,6.425,29.8098415,180,23.0225,72.5714,32.4,0,69,0,8,0
Year 1 Jun 22 23:00,0,0,26.025,31.65,-35.51774581,326.937258,180,4.725,31.8123701,180,23.0225,72.5714,31.4,0,73,0,8,0
Year 1 Jun 23 00:00,0,0,25.925,30.65,-41.40377911,342.8292424,180,3.025,31.46350104,180,23.0225,72.5714,30.4,0,77,0,7,0
Year 1 Jun 23 01:00,0,0,25.975,30.4,-43.33382119,4.730945749,180,2.975,31.20653153,180,23.0225,72.5714,30.4,0,77,0,6,0
Year 1 Jun 23 02:00,0,0,26.075,30.4,-40.85301671,19.39578752,180,3.475,31.00338402,180,23.0225,72.5714,30.4,0,78,0,4,0
Year 1 Jun 23 03:00,0,0,26.175,30.4,-34.53259774,34.85421092,165,3.975,30.81548568,180,23.0225,72.5714,30.4,0,78,0,2,0
Year 1 Jun 23 04:00,0,0,26.2,30.175,-25.48469005,46.8481592,160,4.25,30.57199024,180,23.0225,72.5714,30.1,0,80,0,4,0
Year 1 Jun 23 05:00,0,0,26.2,29.8,-14.68869436,55.94600411,160,4.375,30.26451656,180,23.0225,72.5714,29.7,0,81,0,5,0
Year 1 Jun 23 06:00,7,0,25.6,29.475,-2.799174643,62.95796714,175,4.55,30.03086965,180,23.0225,72.5714,29.4,0,79,0,6,0
Year 1 Jun 23 07:00,53,37,26,29.625,9.784091004,68.53292404,180,4.75,30.51233589,180,23.0225,72.5714,29.7,28,81,0,6,28
Year 1 Jun 23 08:00,148.5,193.5,26.2,30,22.81823956,73.11978539,180,4.875,31.91327436,180,23.0225,72.5714,30.1,177,80,148,6,128
Year 1 Jun 23 09:00,234.25,320.25,26.2,30.325,36.15111345,77.01533231,180,5.05,33.35701523,180,23.0225,72.5714,30.4,388,78,330,6,210
Year 1 Jun 23 10:00,324,301,26.05,32.875,49.68275366,80.404311,232.5,5.1,35.76486047,180,23.0225,72.5714,33.7,517,64,291,7,307
Year 1 Jun 23 11:00,381.5,341.25,25.775,33.7,63.34340342,83.34990577,250,5.1,37.3214471,180,23.0225,72.5714,33.7,661,63,331,7,375
Year 1 Jun 23 12:00,406.25,373.25,25.55,33.625,77.07947696,85.42877397,250,5.1,37.91557703,180,23.0225,72.5714,33.6,758,63,372,7,401
Year 1 Jun 23 13:00,421,375.25,25.2,34.725,86.53318943,178.5471463,250,5.475,38.65907299,180,23.0225,72.5714,35.1,799,56,377,7,422
Year 1 Jun 23 14:00,407,369,24.725,36.15,75.36229671,274.7092986,250,6.05,39.681913,180,23.0225,72.5714,36.5,781,51,370,7,418
Year 1 Jun 23 15:00,350.5,390,24.3,37.625,61.63287385,276.9902342,197.5,6.575,40.48617059,180,23.0225,72.5714,38,706,46,366,7,374
Year 1 Jun 23 16:00,262.75,457,24.5,38,47.98519289,279.9948506,180,6.475,40.53057438,180,23.0225,72.5714,38,641,47,462,7,280
Year 1 Jun 23 17:00,194.5,407,24.975,38,34.47408941,283.4404973,180,6.1,40.10620561,180,23.0225,72.5714,38,482,48,442,6,211
Year 1 Jun 23 18:00,126,236.75,25.4,38,21.17223867,287.41018,217.5,5.775,39.27500117,180,23.0225,72.5714,38,271,49,302,5,145
Year 1 Jun 23 19:00,52.75,30.75,25.575,36.725,8.184667191,292.1015582,230,7.125,37.46766574,180,23.0225,72.5714,36.3,77,54,41,4,69
Year 1 Jun 23 20:00,0,0,25.75,35.1,-4.327697656,297.8276867,230,8.95,35.60313959,180,23.0225,72.5714,34.7,4,60,0,3,4
Year 1 Jun 23 21:00,0,0,25.875,33.425,-16.10671542,305.0602019,230,10.825,34.11220099,180,23.0225,72.5714,33,0,66,0,2,0
Year 1 Jun 23 22:00,0,0,25.975,32.85,-26.72662956,314.4740323,230,9.725,33.42539791,180,23.0225,72.5714,32.8,0,68,0,4,0
Year 1 Jun 23 23:00,0,0,26.15,32.65,-35.49394191,326.8832744,230,7.7,33.13068337,180,23.0225,72.5714,32.6,0,69,0,6,0
Year 1 Jun 24 00:00,0,0,26.275,32.45,-41.39294961,342.7643242,230,5.625,32.91717984,180,23.0225,72.5714,32.4,0,70,0,7,0
Year 1 Jun 24 01:00,0,0,25.925,32.025,-43.34578524,4.732388154,230,4.875,32.54826622,180,23.0225,72.5714,31.9,0,70,0,6,0
Year 1 Jun 24 02:00,0,0,25.35,31.6,-40.87984558,19.33877393,230,4.5,32.12745647,180,23.0225,72.5714,31.5,0,70,0,4,0
Year 1 Jun 24 03:00,0,0,24.825,31.125,-34.57000884,34.81239784,207.5,4.175,31.68056854,180,23.0225,72.5714,31,0,69,0,2,0
Year 1 Jun 24 04:00,0,0,24.775,30.7,-25.5284845,46.81949718,200,4.1,31.26711244,180,23.0225,72.5714,30.6,0,71,0,3,0
Year 1 Jun 24 05:00,0,0,24.875,30.3,-14.7360593,55.92683746,200,4.1,30.849537,180,23.0225,72.5714,30.2,0,73,0,4,0
Year 1 Jun 24 06:00,7,0,24.975,29.9,-2.848471657,62.94542687,200,4.1,30.46830257,180,23.0225,72.5714,29.8,0,76,0,5,0
Year 1 Jun 24 07:00,53,19.25,25.15,29.875,9.733793202,68.52524074,200,3.875,30.8602868,180,23.0225,72.5714,29.9,28,76,0,6,28
Year 1 Jun 24 08:00,149.75,71.5,25.425,30.05,22.76748621,73.11610172,200,3.5,32.21142174,180,23.0225,72.5714,30.1,154,76,77,7,128
Year 1 Jun 24 09:00,245.25,74.25,25.65,30.175,36.10024396,77.01563139,222.5,3.175,33.67774093,180,23.0225,72.5714,30.2,245,77,55,9,215
Year 1 Jun 24 10:00,349.5,163.25,25.475,31.25,49.63200111,80.40979024,230,3.325,35.6876321,180,23.0225,72.5714,31.6,431,70,132,8,336
Year 1 Jun 24 11:00,394.75,283.75,25.175,32.65,63.29296027,83.36501536,230,3.7,37.23881696,180,23.0225,72.5714,33,612,63,257,8,390
Year 1 Jun 24 12:00,400,392,24.875,34.05,77.02962488,85.47860127,230,4.025,38.34369925,180,23.0225,72.5714,34.4,758,58,364,7,409
Year 1 Jun 24 13:00,364.5,492,23.975,35.225,86.53444365,178.6861285,230,4.1,38.97357634,180,23.0225,72.5714,35.5,849,50,476,7,373
Year 1 Jun 24 14:00,322,554.5,22.725,36.4,75.41162293,274.6581158,230,4.1,39.86520161,180,23.0225,72.5714,36.7,869,44,540,7,339
Year 1 Jun 24 15:00,262.75,585.5,21.425,37.525,61.68125514,276.9568263,207.5,4.1,40.54256492,180,23.0225,72.5714,37.8,814,38,598,6,271
Year 1 Jun 24 16:00,233.75,513.5,21.475,37.575,48.03251512,279.9668506,200,4.325,40.6078076,180,23.0225,72.5714,37.5,667,40,548,6,238
Year 1 Jun 24 17:00,207.5,361.75,21.975,37.35,34.52010142,283.4141249,200,4.7,40.08677761,180,23.0225,72.5714,37.3,473,42,410,6,221
Year 1 Jun 24 18:00,142.5,171,22.475,37.075,21.21656294,287.383375,200,5.025,38.9865328,180,23.0225,72.5714,37,257,44,217,6,167
Year 1 Jun 24 19:00,52.75,24.75,23.2,36.025,8.226739166,292.072639,200,4.875,37.17188333,180,23.0225,72.5714,35.7,76,49,33,5,69
Year 1 Jun 24 20:00,0,0,23.925,34.65,-4.288744503,297.7948458,200,4.5,35.4512914,180,23.0225,72.5714,34.3,4,55,0,5,4
Year 1 Jun 24 21:00,0,0,24.625,33.325,-16.07224462,305.0212296,155,4.175,34.25492596,180,23.0225,72.5714,33,0,62,0,4,0
Year 1 Jun 24 22:00,0,0,25.1,32.475,-26.69879434,314.4263342,140,4.775,33.42333767,180,23.0225,72.5714,32.3,0,66,0,5,0
Year 1 Jun 24 23:00,0,0,25.5,31.7,-35.47595273,326.8248604,140,5.6,32.72299303,180,23.0225,72.5714,31.5,0,71,0,5,0
Year 1 Jun 25 00:00,0,0,25.9,30.975,-41.38868993,342.6969113,170,6.475,32.04109323,180,23.0225,72.5714,30.8,0,76,0,6,0
Year 1 Jun 25 01:00,0,0,25.925,30.575,-43.36456334,4.734604325,180,6.025,31.54259122,180,23.0225,72.5714,30.5,0,77,0,5,0
Year 1 Jun 25 02:00,0,0,25.9,30.35,-40.91304133,19.28501996,180,5.2,31.1663047,180,23.0225,72.5714,30.3,0,77,0,4,0
Year 1 Jun 25 03:00,0,0,25.825,30.075,-34.6129012,34.77556293,180,4.325,30.74957666,180,23.0225,72.5714,30,0,78,0,2,0
Year 1 Jun 25 04:00,0,0,25.8,29.775,-25.57678642,46.79657504,180,3.875,30.37812523,180,23.0225,72.5714,29.7,0,79,0,3,0
Year 1 Jun 25 05:00,0,0,25.8,29.55,-14.78705101,55.91371909,180,3.5,30.15375253,180,23.0225,72.5714,29.5,0,81,0,4,0
Year 1 Jun 25 06:00,7.25,0,25.8,29.275,-2.900646907,62.93915687,180,3.175,29.98366339,180,23.0225,72.5714,29.2,0,82,0,5,0
Year 1 Jun 25 07:00,53,44,25.35,29.875,9.681249124,68.52417457,180,3.25,30.73349506,180,23.0225,72.5714,30.1,29,75,0,5,29
Year 1 Jun 25 08:00,143.5,226,24.825,30.7,22.71502898,73.11967129,180,3.375,32.52230626,180,23.0225,72.5714,30.9,184,69,176,5,125
Year 1 Jun 25 09:00,204.25,416.75,24.25,31.575,36.04814875,77.02434262,180,3.55,34.34064397,180,23.0225,72.5714,31.8,402,64,376,6,199
Year 1 Jun 25 10:00,233,548.5,23.65,32.475,49.58045909,80.42588113,180,3.75,35.8057372,180,23.0225,72.5714,32.7,609,59,539,6,220
Year 1 Jun 25 11:00,280.5,580.5,23.05,33.3,63.24214657,83.39559212,180,3.875,37.01112778,180,23.0225,72.5714,33.5,771,54,577,6,272
Year 1 Jun 25 12:00,313,589.75,22.375,34.175,76.9798707,85.56081995,195,4.05,37.82383397,180,23.0225,72.5714,34.4,872,49,591,6,306
Year 1 Jun 25 13:00,331,586.75,22.125,35.225,86.53627491,178.8425034,200,4.1,38.87348892,180,23.0225,72.5714,35.5,920,46,586,6,334
Year 1 Jun 25 14:00,309.5,590.5,21.95,36.25,75.46048817,274.5775716,200,4.1,39.59672648,180,23.0225,72.5714,36.5,900,43,589,6,322
Year 1 Jun 25 15:00,256.75,601.5,22.2,37.325,61.72872098,276.908687,200,4.1,40.35952018,180,23.0225,72.5714,37.6,813,42,595,6,272
Year 1 Jun 25 16:00,199.75,604.5,21.775,37.525,48.07850671,279.9286183,200,4.1,40.36764999,180,23.0225,72.5714,37.5,697,40,621,5,211
Year 1 Jun 25 17:00,162.5,492.75,21.525,37.5,34.56434995,283.3796086,200,4.1,39.87242102,180,23.0225,72.5714,37.5,507,40,555,5,166
Year 1 Jun 25 18:00,131.5,241,21.35,37.425,21.25865025,287.3495475,185,4.1,38.99475175,180,23.0225,72.5714,37.4,280,39,306,4,152
Year 1 Jun 25 19:00,53.5,34.5,21.975,36.5,8.266039118,292.0373325,180,4.1,37.28486266,180,23.0225,72.5714,36.2,79,45,46,3,70
Year 1 Jun 25 20:00,0,0,22.875,35.375,-4.253182969,297.7559927,180,4.1,35.73626664,180,23.0225,72.5714,35.1,4,50,0,2,4
Year 1 Jun 25 21:00,0,0,23.7,34.2,-16.0418917,304.9765313,180,4.1,34.7040615,180,23.0225,72.5714,33.9,0,56,0,2,0
Year 1 Jun 25 22:00,0,0,24.5,33,-26.67591524,314.3733358,180,4.1,33.73733474,180,23.0225,72.5714,32.7,0,63,0,1,0
Year 1 Jun 25 23:00,0,0,25.3,31.875,-35.46381065,326.7620956,180,4.1,32.7823128,180,23.0225,72.5714,31.6,0,70,0,1,0
Year 1 Jun 26 00:00,0,0,26.025,30.7,-41.39101301,342.6270913,195,4.1,31.84769904,180,23.0225,72.5714,30.4,0,78,0,0,0
Year 1 Jun 26 01:00,0,0,26.2,30.4,-43.39014454,4.737594516,200,3.575,31.36471455,180,23.0225,72.5714,30.4,0,78,0,0,0
Year 1 Jun 26 02:00,0,0,26.2,30.4,-40.95257161,19.23461292,200,2.95,31.12010969,180,23.0225,72.5714,30.4,0,78,0,0,0
Year 1 Jun 26 03:00,0,0,26.2,30.4,-34.66122389,34.74378131,200,2.275,30.93479563,180,23.0225,72.5714,30.4,0,78,0,0,0
Year 1 Jun 26 04:00,0,0,26.125,30.1,-25.62953139,46.77945101,200,2.625,30.61858149,180,23.0225,72.5714,30,0,80,0,0,0
Year 1 Jun 26 05:00,0,0,25.95,29.7,-14.84159651,55.90669112,200,3.25,30.23706913,180,23.0225,72.5714,29.6,0,81,0,1,0
Year 1 Jun 26 06:00,7.25,0,25.825,29.3,-2.955622453,62.93918578,185,3.925,29.91847079,180,23.0225,72.5714,29.2,0,82,0,1,0
Year 1 Jun 26 07:00,52.75,47.75,25.875,29.5,9.62653925,68.52974266,180,4.1,30.49390823,180,23.0225,72.5714,29.6,29,81,0,3,29
Year 1 Jun 26 08:00,145.25,225.25,26.05,29.9,22.66094918,73.1304999,180,4.1,32.07454213,180,23.0225,72.5714,30,187,80,191,5,124
Year 1 Jun 26 09:00,223.25,351.75,26.175,30.3,35.99490853,77.04145787,150,4.1,33.69097032,180,23.0225,72.5714,30.4,385,78,328,6,209
Year 1 Jun 26 10:00,283.25,422.5,26.275,30.775,49.52820605,80.45255195,140,4.1,35.0431995,180,23.0225,72.5714,30.9,570,76,423,7,266
Year 1 Jun 26 11:00,351,408.75,26.3,31.35,63.19103532,83.44154378,140,4.1,36.15648894,180,23.0225,72.5714,31.5,699,74,421,7,335
Year 1 Jun 26 12:00,392.75,397.25,26.375,31.875,76.93026828,85.67497449,155,4.1,36.98979295,180,23.0225,72.5714,32,756,72,372,7,399
Year 1 Jun 26 13:00,365.5,489,25.575,33.275,86.53856106,179.0112795,160,3.875,37.7222565,180,23.0225,72.5714,33.7,846,62,473,7,374
Year 1 Jun 26 14:00,323.25,551,24.4,34.9,75.50878217,274.4673994,160,3.5,38.97517841,180,23.0225,72.5714,35.3,867,53,537,7,340
Year 1 Jun 26 15:00,264.5,581.25,23.2,36.575,61.77517527,276.8457888,175,3.175,39.90045509,180,23.0225,72.5714,37,812,44,593,6,273
Year 1 Jun 26 16:00,234.5,512,22.525,36.925,48.12307795,279.8801634,180,3.625,40.06679772,180,23.0225,72.5714,36.9,667,44,546,6,239
Year 1 Jun 26 17:00,207.5,362.25,22.025,36.75,34.60675022,283.3369719,180,4.25,39.48815041,180,23.0225,72.5714,36.7,474,43,410,6,221
Year 1 Jun 26 18:00,142.75,173.5,21.525,36.625,21.29842072,287.3087294,180,4.925,38.3455586,180,23.0225,72.5714,36.6,259,41,219,6,167
Year 1 Jun 26 19:00,53.5,27.75,22.075,35.475,8.302492778,291.9956776,180,5.4,36.45620027,180,23.0225,72.5714,35.1,77,48,37,5,70
Year 1 Jun 26 20:00,0,0,22.975,33.9,-4.221080329,297.7111749,180,5.725,34.6027549,180,23.0225,72.5714,33.5,4,55,0,4,4
Year 1 Jun 26 21:00,0,0,23.8,32.375,-16.01571477,304.9261645,180,6.1,33.24488495,180,23.0225,72.5714,32,0,63,0,2,0
Year 1 Jun 26 22:00,0,0,24.6,31.475,-26.65803807,314.3151059,180,5.9,32.32425284,180,23.0225,72.5714,31.3,0,68,0,2,0
Year 1 Jun 26 23:00,0,0,25.4,30.85,-35.45754549,326.6950595,180,5.575,31.65966084,180,23.0225,72.5714,30.7,0,75,0,2,0
Year 1 Jun 27 00:00,0,0,26.2,30.175,-41.39992926,342.5549513,180,5.2,31.0434075,180,23.0225,72.5714,30,0,81,0,1,0
Year 1 Jun 27 01:00,0,0,26.475,29.85,-43.42251547,4.74135924,180,4.875,30.61815507,180,23.0225,72.5714,29.8,0,82,0,1,0
Year 1 Jun 27 02:00,0,0,26.5,29.65,-40.99840145,19.18764091,180,4.5,30.30679271,180,23.0225,72.5714,29.6,0,84,0,1,0
Year 1 Jun 27 03:00,0,0,26.575,29.45,-34.71492333,34.71712827,180,4.175,30.02871872,180,23.0225,72.5714,29.4,0,85,0,1,0
Year 1 Jun 27 04:00,0,0,26.525,29.325,-25.68665267,46.76818243,180,4.1,29.85449016,180,23.0225,72.5714,29.3,0,85,0,2,0
Year 1 Jun 27 05:00,0,0,26.35,29.15,-14.89962103,55.90579397,180,4.1,29.69327443,180,23.0225,72.5714,29.1,0,85,0,2,0
Year 1 Jun 27 06:00,7,0,26.225,29.025,-3.013319223,62.9455399,180,4.1,29.59150454,180,23.0225,72.5714,29,0,85,0,2,0
Year 1 Jun 27 07:00,52.25,40.25,25.375,29.375,9.569744458,68.54195926,180,4.1,30.25455988,180,23.0225,72.5714,29.5,28,77,0,4,28
Year 1 Jun 27 08:00,156.25,161,24.2,29.8,22.6053277,73.14859007,180,4.1,31.84416054,180,23.0225,72.5714,29.9,178,70,161,6,125
Year 1 Jun 27 09:00,286.75,148.5,22.925,30.275,35.94060264,77.06696512,180,4.1,33.7186005,180,23.0225,72.5714,30.4,337,63,161,7,250
Year 1 Jun 27 10:00,409.5,113.25,23.2,31.375,49.47531777,80.48976627,180,3.575,36.03100346,180,23.0225,72.5714,31.7,477,61,111,8,397
Year 1 Jun 27 11:00,446.25,117.25,23.925,32.75,63.1396947,83.50277236,180,2.95,37.76944918,180,23.0225,72.5714,33.1,551,59,120,8,447
Year 1 Jun 27 12:00,449.75,154.25,24.625,34.075,76.88086045,85.82061069,180,2.275,39.28991738,180,23.0225,72.5714,34.4,548,58,109,9,444
Year 1 Jun 27 13:00,443.5,339,24.275,35,86.54114186,179.1877104,180,2.025,40.2230568,180,23.0225,72.5714,35.2,756,53,290,8,467
Year 1 Jun 27 14:00,347.25,518.5,23.65,35.875,75.55638446,274.3273494,180,2,40.70743879,180,23.0225,72.5714,36.1,850,48,486,7,373
Year 1 Jun 27 15:00,254,620.25,22.975,36.7,61.82051774,276.7681136,180,1.925,40.91748206,180,23.0225,72.5714,36.9,829,44,616,6,270
Year 1 Jun 27 16:00,196,613.75,22.65,36.9,48.16613711,279.8215017,180,2.2,40.64166075,180,23.0225,72.5714,36.9,702,44,633,5,206
Year 1 Jun 27 17:00,162.75,493.25,22.45,36.825,34.64721667,283.2862423,180,2.675,39.87197784,180,23.0225,72.5714,36.8,509,44,556,4,166
Year 1 Jun 27 18:00,132.25,240.5,22.325,36.725,21.33579459,287.2609557,180,3.1,38.73783591,180,23.0225,72.5714,36.7,280,43,305,4,153
Year 1 Jun 27 19:00,53.5,35.25,22.825,35.725,8.336026743,291.9477166,180,3.575,36.79490862,180,23.0225,72.5714,35.4,80,49,47,3,70
Year 1 Jun 27 20:00,0,0,23.525,34.425,-4.192502338,297.660442,180,4.075,35.03773442,180,23.0225,72.5714,34.1,4,55,0,2,4
Year 1 Jun 27 21:00,0,0,24.225,33.05,-15.99376985,304.870188,180,4.575,33.84785329,180,23.0225,72.5714,32.7,0,62,0,1,0
Year 1 Jun 27 22:00,0,0,24.925,32.025,-26.64520621,314.2517136,180,4.775,32.89586349,180,23.0225,72.5714,31.8,0,68,0,1,0
Year 1 Jun 27 23:00,0,0,25.625,31.125,-35.45718444,326.6238312,180,4.95,32.06705231,180,23.0225,72.5714,30.9,0,74,0,0,0
Year 1 Jun 28 00:00,0,0,26.25,30.225,-41.41544656,342.4805777,180,5.075,31.27105152,180,23.0225,72.5714,30,0,81,0,0,0
Year 1 Jun 28 01:00,0,0,26.25,29.925,-43.4616603,4.745899274,180,4.5,30.87747175,180,23.0225,72.5714,29.9,0,81,0,1,0
Year 1 Jun 28 02:00,0,0,26.125,29.75,-41.05049333,19.14419276,180,3.625,30.61642953,180,23.0225,72.5714,29.7,0,81,0,2,0
Year 1 Jun 28 03:00,0,0,26.025,29.625,-34.7739434,34.69567926,180,2.8,30.44472255,180,23.0225,72.5714,29.6,0,81,0,4,0
Year 1 Jun 28 04:00,0,0,25.85,29.525,-25.74808126,46.76282573,180,1.925,30.31113946,180,23.0225,72.5714,29.5,0,81,0,5,0
Year 1 Jun 28 05:00,0,0,25.65,29.35,-14.9610481,55.91106624,180,1.025,30.1890744,180,23.0225,72.5714,29.3,0,81,0,6,0
Year 1 Jun 28 06:00,0,0,25.525,29.225,-3.073657106,62.95824316,45,0.2,30.10390977,180,23.0225,72.5714,29.2,0,81,0,7,0
Year 1 Jun 28 07:00,49.5,31,25.575,29.425,9.510945928,68.56083584,0,1.125,30.63267448,180,23.0225,72.5714,29.5,24,79,0,7,24
Year 1 Jun 28 08:00,146.5,174.5,25.6,29.8,22.54824493,73.17394103,0,2.7,32.05735096,180,23.0225,72.5714,29.9,167,78,124,7,126
Year 1 Jun 28 09:00,232.25,317,25.675,30.125,35.88530895,77.10084855,135,4.225,33.30635047,180,23.0225,72.5714,30.2,384,77,326,6,208
Year 1 Jun 28 10:00,327.25,241.5,25.55,30.875,49.42186733,80.53748312,180,4.45,34.81780983,180,23.0225,72.5714,31.1,514,72,290,7,305
Year 1 Jun 28 11:00,341,73.75,25.35,31.85,63.08818801,83.57917453,180,4.325,35.83557588,180,23.0225,72.5714,32.1,477,68,96,9,394
Year 1 Jun 28 12:00,230.25,14.75,25.15,32.775,76.8316793,85.99727655,180,4.15,35.56431538,180,23.0225,72.5714,33,189,63,7,10,182
Year 1 Jun 28 13:00,399.25,52.75,24.65,33.3,86.54381948,179.3672562,180,3.95,37.53480848,180,23.0225,72.5714,33.4,413,60,38,9,375
Year 1 Jun 28 14:00,462.5,125.25,23.975,33.775,75.60316439,274.1571918,180,3.825,38.8598242,180,23.0225,72.5714,33.9,567,56,97,9,472
Year 1 Jun 28 15:00,410.75,234.25,23.275,34.2,61.86464401,276.6756525,180,3.65,39.22689715,180,23.0225,72.5714,34.3,625,52,210,8,434
Year 1 Jun 28 16:00,315.75,315.25,22.575,34.6,48.20759051,279.7526549,180,3.45,39.09670086,180,23.0225,72.5714,34.7,582,49,307,7,341
Year 1 Jun 28 17:00,223.75,305.25,21.875,35.075,34.68566304,283.2274523,180,3.325,38.52385199,180,23.0225,72.5714,35.2,450,46,340,7,240
Year 1 Jun 28 18:00,147.75,157.5,21.1,35.5,21.37069233,287.206265,180,3.15,37.54294159,180,23.0225,72.5714,35.6,260,43,201,6,175
Year 1 Jun 28 19:00,50.5,20.25,21.275,35.075,8.366568569,291.8934939,180,3.25,35.92263185,180,23.0225,72.5714,34.9,71,46,27,7,66
Year 1 Jun 28 20:00,0,0,21.7,34.3,-4.167513164,297.6038458,180,3.525,34.60312581,180,23.0225,72.5714,34.1,4,49,0,7,4
Year 1 Jun 28 21:00,0,0,22.1,33.575,-15.97611084,304.8086619,180,3.75,33.91277349,180,23.0225,72.5714,33.4,0,52,0,7,0
Year 1 Jun 28 22:00,0,0,22.575,32.875,-26.63746051,314.1832284,180,4.025,33.31860633,180,23.0225,72.5714,32.7,0,56,0,8,0
Year 1 Jun 28 23:00,0,0,23,32.1,-35.46275206,326.5484892,180,4.325,32.72302038,180,23.0225,72.5714,31.9,0,60,0,8,0
Year 1 Jun 29 00:00,0,0,25.875,31.375,-41.43757031,342.4040563,180,4.55,32.18289701,180,23.0225,72.5714,31.2,0,78,0,9,0
Year 1 Jun 29 01:00,0,0,24.55,31.05,-43.50756078,4.75121566,180,4.45,31.78903508,180,23.0225,72.5714,31,0,65,0,8,0
Year 1 Jun 29 02:00,0,0,23.95,30.85,-41.10880722,19.10435805,180,4.175,31.4704877,180,23.0225,72.5714,30.8,0,67,0,8,0
Year 1 Jun 29 03:00,0,0,24.15,30.65,-34.83822542,34.6795098,180,3.875,31.18185081,180,23.0225,72.5714,30.6,0,69,0,7,0
Year 1 Jun 29 04:00,0,0,24.275,30.45,-25.81374594,46.76343638,180,3.65,30.93054389,180,23.0225,72.5714,30.4,0,70,0,7,0
Year 1 Jun 29 05:00,0,0,24.45,30.25,-15.02579959,55.92254478,180,3.375,30.68063191,180,23.0225,72.5714,30.2,0,71,0,7,0
Year 1 Jun 29 06:00,0,0,24.575,30.05,-3.136555037,62.97731711,180,3.15,30.41774425,180,23.0225,72.5714,30,0,73,0,6,0
Year 1 Jun 29 07:00,43.5,0.5,24.75,30,9.450225047,68.58638101,180,3.1,30.85303187,180,23.0225,72.5714,30,22,74,0,7,22
Year 1 Jun 29 08:00,102,1.5,24.95,30,22.48978066,73.20654882,180,3.1,31.75271296,180,23.0225,72.5714,30,108,75,2,9,108
Year 1 Jun 29 09:00,95,0,25.15,30,35.82910379,77.14308865,180,3.1,32.02027356,180,23.0225,72.5714,30,84,76,0,10,84
Year 1 Jun 29 10:00,136.75,0.5,25.425,30.3,49.36792498,80.59565727,180,3.1,32.76571267,180,23.0225,72.5714,30.4,128,75,0,10,128
Year 1 Jun 29 11:00,168.75,2.25,25.8,30.7,63.03657368,83.67064215,180,3.1,33.52147704,180,23.0225,72.5714,30.8,165,75,2,10,163
Year 1 Jun 29 12:00,222,6.5,26.125,31.1,76.78274635,86.20452282,180,3.1,34.49520403,180,23.0225,72.5714,31.2,189,75,3,10,186
Year 1 Jun 29 13:00,353.75,22,26.125,30.75,86.54635879,179.5455554,180,2.35,36.26608127,180,23.0225,72.5714,30.6,347,77,17,10,330
Year 1 Jun 29 14:00,425.25,51,26.025,30.15,75.64898115,273.9567202,180,1.275,37.69526339,180,23.0225,72.5714,30,462,79,37,9,425
Year 1 Jun 29 15:00,413.5,83.75,26,29.55,61.90744579,276.5684071,45,0.25,38.38472984,180,23.0225,72.5714,29.4,511,82,93,9,426
Year 1 Jun 29 16:00,351.25,50.75,25.85,29.475,48.24734268,279.6736512,0,1.05,37.5778305,180,23.0225,72.5714,29.5,420,81,56,9,376
Year 1 Jun 29 17:00,245.75,33,25.725,29.5,34.72200252,283.1606383,0,2.375,35.89365263,180,23.0225,72.5714,29.5,299,80,35,9,277
Year 1 Jun 29 18:00,126.5,20.25,25.625,29.575,21.4030347,287.1446995,135,3.75,33.83714691,180,23.0225,72.5714,29.6,163,79,27,9,152
Year 1 Jun 29 19:00,38.25,0,25.525,29.375,8.394046852,291.833057,180,3.95,32.13631662,180,23.0225,72.5714,29.3,50,80,0,9,50
Year 1 Jun 29 20:00,0,0,25.5,29.15,-4.146175315,297.5414398,180,3.675,31.07649565,180,23.0225,72.5714,29.1,3,81,0,8,3
Year 1 Jun 29 21:00,0,0,25.425,28.875,-15.9627895,304.7416474,180,3.375,30.549156,180,23.0225,72.5714,28.8,0,82,0,8,0
Year 1 Jun 29 22:00,0,0,25.325,28.575,-26.63483933,314.1097203,180,3.15,30.08548373,180,23.0225,72.5714,28.5,0,83,0,8,0
Year 1 Jun 29 23:00,0,0,25.3,28.35,-35.47427033,326.4691115,180,2.875,29.73112793,180,23.0225,72.5714,28.3,0,84,0,8,0
Year 1 Jun 30 00:00,0,0,25.225,28.075,-41.46630339,342.3254722,180,2.65,29.40728155,180,23.0225,72.5714,28,0,85,0,7,0
