Date/Time,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction ,[1] Wind Speed (m/s),[1] Surface Outside Face Temperature ,Lats,Longs
Year 1 Dec 09 12:00,2.9,98,949,23.4,26,0,360,0,22.13271749,26.263863,73.008957
Year 1 Dec 09 13:00,3.1,87,1008,25,24,0,360,0.2,25.18357222,26.263863,73.008957
Year 1 Dec 09 14:00,3.7,77,1032,26.5,23,0,360,0.5,30.07258873,26.263863,73.008957
Year 1 Dec 09 15:00,3.8,75,986,27.3,22,0,50,0.8,32.03594784,26.263863,73.008957
Year 1 Dec 09 16:00,3.9,71,885,27.5,22,1,50,1,33.71684315,26.263863,73.008957
Year 1 Dec 09 17:00,3.4,72,532,26.8,22,3,50,1,31.9318608,26.263863,73.008957
Year 1 Dec 09 18:00,3.9,11,249,25.3,25,5,50,1,25.61954936,26.263863,73.008957
Year 1 Dec 09 19:00,3,0,0,23.5,26,5,50,1,22.89007836,26.263863,73.008957
Year 1 Dec 09 20:00,2.5,0,0,22.3,27,5,50,1.1,21.26021854,26.263863,73.008957
Year 1 Dec 09 21:00,1.6,0,0,22.5,25,5,50,1.2,19.74926186,26.263863,73.008957
Year 1 Dec 09 22:00,0.4,0,0,21,26,4,50,1.3,18.58289199,26.263863,73.008957
Year 1 Dec 09 23:00,-0.2,0,0,20.5,25,4,50,1.4,17.54952649,26.263863,73.008957
Year 1 Dec 10 00:00,-0.4,0,0,19.5,26,4,360,1.5,16.82880389,26.263863,73.008957
Year 1 Dec 10 01:00,-0.1,0,0,19.4,27,4,360,1.6,15.97377434,26.263863,73.008957
Year 1 Dec 10 02:00,-0.7,0,0,18.5,27,4,360,1.8,14.75778301,26.263863,73.008957
Year 1 Dec 10 03:00,-0.7,0,0,18,28,4,50,2,13.5681909,26.263863,73.008957
Year 1 Dec 10 04:00,-1.1,0,0,17.5,28,3,50,1.8,12.56333977,26.263863,73.008957
Year 1 Dec 10 05:00,-1,0,0,17,29,2,50,1.1,12.62817108,26.263863,73.008957
Year 1 Dec 10 06:00,-1.4,0,0,16,30,0,50,0.3,12.31696512,26.263863,73.008957
Year 1 Dec 10 07:00,-1.4,0,0,16,30,1,50,0,12.18672495,26.263863,73.008957
Year 1 Dec 10 08:00,-1,29,161,16,31,3,50,0,12.84544149,26.263863,73.008957
Year 1 Dec 10 09:00,1.8,88,322,16,39,5,50,0,14.79787019,26.263863,73.008957
Year 1 Dec 10 10:00,3.1,143,469,18.8,35,5,50,0,17.28969158,26.263863,73.008957
Year 1 Dec 10 11:00,4.6,139,717,22,32,3,50,0,19.36095888,26.263863,73.008957
Year 1 Dec 10 12:00,5.6,88,986,24.8,29,1,50,0,21.52813473,26.263863,73.008957
Year 1 Dec 10 13:00,5.3,91,991,25.6,27,0,50,0,24.49067972,26.263863,73.008957
Year 1 Dec 10 14:00,4.2,92,971,26.3,24,0,50,0,31.12372428,26.263863,73.008957
Year 1 Dec 10 15:00,4.8,87,935,27.8,23,0,50,0,35.51214894,26.263863,73.008957
Year 1 Dec 10 16:00,2.9,81,826,27,21,1,50,0,31.78815886,26.263863,73.008957
Year 1 Dec 10 17:00,2.4,82,422,25.6,22,4,50,0,32.30201804,26.263863,73.008957
Year 1 Dec 10 18:00,3.6,13,95,23,28,6,50,0,25.90439424,26.263863,73.008957
Year 1 Dec 10 19:00,3,0,0,19.6,33,7,50,0,23.03107526,26.263863,73.008957
Year 1 Dec 10 20:00,3.3,0,0,18.2,37,6,50,0,21.2153535,26.263863,73.008957
Year 1 Dec 10 21:00,3.7,0,0,17,41,5,50,0,19.56961958,26.263863,73.008957
Year 1 Dec 10 22:00,2.3,0,0,17,38,4,50,0,18.15679921,26.263863,73.008957
Year 1 Dec 10 23:00,0.7,0,0,17.5,32,4,50,0,17.24795069,26.263863,73.008957
Year 1 Dec 11 00:00,-0.6,0,0,17,30,3,50,0,16.52797736,26.263863,73.008957
Year 1 Dec 11 01:00,-0.9,0,0,16.6,30,2,50,0,16.19703885,26.263863,73.008957
Year 1 Dec 11 02:00,-1.3,0,0,15.6,31,1,50,0,15.682649,26.263863,73.008957
Year 1 Dec 11 03:00,-1.1,0,0,14.4,34,0,50,0,14.83758321,26.263863,73.008957
Year 1 Dec 11 04:00,-1.2,0,0,13,37,0,50,0,14.09233774,26.263863,73.008957
Year 1 Dec 11 05:00,-2,0,0,12,37,0,50,0,13.23828932,26.263863,73.008957
Year 1 Dec 11 06:00,-0.6,0,0,11.4,44,0,50,0,12.62099534,26.263863,73.008957
Year 1 Dec 11 07:00,-0.4,0,0,11,45,0,50,0,12.29768389,26.263863,73.008957
Year 1 Dec 11 08:00,0,24,287,12.5,43,2,50,0,12.42992781,26.263863,73.008957
Year 1 Dec 11 09:00,2.1,66,575,14.8,43,3,50,0,14.00100814,26.263863,73.008957
Year 1 Dec 11 10:00,4.4,97,730,18.2,40,4,50,0,16.25476158,26.263863,73.008957
Year 1 Dec 11 11:00,5.7,167,599,21.4,36,6,50,0,18.38204131,26.263863,73.008957
Year 1 Dec 11 12:00,5.9,209,557,24,31,7,50,0,20.51859961,26.263863,73.008957
Year 1 Dec 11 13:00,3.8,242,482,26.6,23,8,50,0,23.92461552,26.263863,73.008957
Year 1 Dec 11 14:00,2.1,240,444,26.8,20,8,50,0,31.53577934,26.263863,73.008957
Year 1 Dec 11 15:00,1.4,212,406,27.8,18,8,50,0,37.3502735,26.263863,73.008957
Year 1 Dec 11 16:00,0.6,169,301,27.8,17,8,50,0,37.73747468,26.263863,73.008957
Year 1 Dec 11 17:00,1.5,96,161,27,19,8,50,0,31.06112964,26.263863,73.008957
Year 1 Dec 11 18:00,2.6,10,24,23.1,26,8,50,0,27.57627128,26.263863,73.008957
Year 1 Dec 11 19:00,2.9,0,0,19,35,8,50,0,23.36739399,26.263863,73.008957
Year 1 Dec 11 20:00,4.1,0,0,17.8,40,6,50,0,21.34605797,26.263863,73.008957
Year 1 Dec 11 21:00,4.9,0,0,16.5,46,4,50,0,19.78140229,26.263863,73.008957
Year 1 Dec 11 22:00,5.9,0,0,17,48,4,50,0,18.58250201,26.263863,73.008957
Year 1 Dec 11 23:00,4.9,0,0,16.5,46,4,50,0,17.39592411,26.263863,73.008957
Year 1 Dec 12 00:00,4.9,0,0,16.5,46,4,50,0,16.30699228,26.263863,73.008957
Year 1 Dec 12 01:00,3.4,0,0,14.8,47,4,50,0,15.69022765,26.263863,73.008957
Year 1 Dec 12 02:00,3,0,0,14.4,47,4,50,0,14.90649458,26.263863,73.008957
Year 1 Dec 12 03:00,2.2,0,0,13.8,46,4,50,0,14.30348453,26.263863,73.008957
Year 1 Dec 12 04:00,1.2,0,0,13.8,43,4,50,0,13.78393976,26.263863,73.008957
Year 1 Dec 12 05:00,1.5,0,0,13.8,44,4,50,0,13.40979773,26.263863,73.008957
Year 1 Dec 12 06:00,1.9,0,0,13.8,45,4,50,0,12.79009375,26.263863,73.008957
Year 1 Dec 12 07:00,2,0,0,13.3,47,4,50,0,12.40110448,26.263863,73.008957
Year 1 Dec 12 08:00,1.6,18,260,12.8,47,5,50,0,12.81327022,26.263863,73.008957
Year 1 Dec 12 09:00,1.3,70,520,18.6,32,5,50,0,14.4559613,26.263863,73.008957
Year 1 Dec 12 10:00,1,122,584,20.5,28,6,50,0,16.83803125,26.263863,73.008957
Year 1 Dec 12 11:00,1.8,168,591,23.4,24,7,50,0,19.31787844,26.263863,73.008957
Year 1 Dec 12 12:00,1.9,217,525,26.6,20,7,50,0,21.35975009,26.263863,73.008957
Year 1 Dec 12 13:00,0.7,183,678,30,15,7,50,0,24.69348367,26.263863,73.008957
Year 1 Dec 12 14:00,-1.4,208,561,28.4,14,7,50,0,31.42676242,26.263863,73.008957
Year 1 Dec 12 15:00,-2.9,172,583,29,12,6,50,0,32.20233384,26.263863,73.008957
Year 1 Dec 12 16:00,-3.9,151,425,29,11,6,50,0,32.8608134,26.263863,73.008957
Year 1 Dec 12 17:00,-3.6,95,229,28,12,7,50,0,30.34875675,26.263863,73.008957
Year 1 Dec 12 18:00,-0.8,12,61,24.2,19,7,50,0,25.68933705,26.263863,73.008957
Year 1 Dec 12 19:00,0.9,0,0,21,27,7,50,0.2,22.8998143,26.263863,73.008957
Year 1 Dec 12 20:00,2.9,0,0,20,32,6,50,0.5,21.02291137,26.263863,73.008957
Year 1 Dec 12 21:00,3.4,0,0,19.2,35,4,50,0.9,19.5032169,26.263863,73.008957
Year 1 Dec 12 22:00,3.3,0,0,21,31,3,50,1.2,18.17550504,26.263863,73.008957
Year 1 Dec 12 23:00,4.9,0,0,22.4,32,2,50,1.6,17.12897072,26.263863,73.008957
Year 1 Dec 13 00:00,-1,0,0,21.4,22,0,50,1.9,16.35693218,26.263863,73.008957
Year 1 Dec 13 01:00,-0.2,0,0,20.4,25,0,50,2.1,15.76351769,26.263863,73.008957
Year 1 Dec 13 02:00,-0.1,0,0,20,26,0,50,2.1,15.12470697,26.263863,73.008957
Year 1 Dec 13 03:00,0.2,0,0,19.7,27,0,50,2.1,14.58856654,26.263863,73.008957
Year 1 Dec 13 04:00,0.6,0,0,19.4,29,0,50,2.2,13.84179557,26.263863,73.008957
Year 1 Dec 13 05:00,1,0,0,19.4,29,0,50,2.4,13.53338676,26.263863,73.008957
Year 1 Dec 13 06:00,1.1,0,0,19,30,0,50,2.5,13.3559167,26.263863,73.008957
Year 1 Dec 13 07:00,1.1,0,0,18.4,32,1,50,2.2,13.48762091,26.263863,73.008957
Year 1 Dec 13 08:00,1.9,27,111,18.4,33,4,50,1.3,13.90405758,26.263863,73.008957
Year 1 Dec 13 09:00,3.1,91,221,17.9,37,6,50,0.4,15.50048366,26.263863,73.008957
Year 1 Dec 13 10:00,3.3,169,256,20,33,7,50,0,17.89759944,26.263863,73.008957
Year 1 Dec 13 11:00,6,201,443,23.6,32,6,50,0,20.23964016,26.263863,73.008957
Year 1 Dec 13 12:00,6.1,137,805,26,28,4,50,0,22.17601277,26.263863,73.008957
Year 1 Dec 13 13:00,5.5,124,877,27.9,24,4,50,0,25.15981342,26.263863,73.008957
Year 1 Dec 13 14:00,5.3,111,904,30,21,4,50,0,31.91918923,26.263863,73.008957
Year 1 Dec 13 15:00,1.9,108,844,30.4,16,4,50,0,38.98093523,26.263863,73.008957
Year 1 Dec 13 16:00,1.8,112,653,30.3,16,5,50,0,37.41718987,26.263863,73.008957
Year 1 Dec 13 17:00,1.1,92,294,29.4,16,6,50,0,36.88035586,26.263863,73.008957
Year 1 Dec 13 18:00,1.1,13,79,26.5,19,7,50,0,28.62253953,26.263863,73.008957
Year 1 Dec 13 19:00,0.8,0,0,24.4,21,7,50,0.2,25.72143656,26.263863,73.008957
Year 1 Dec 13 20:00,0.9,0,0,24.5,21,6,50,0.5,23.58833382,26.263863,73.008957
Year 1 Dec 13 21:00,6,0,0,24.2,31,4,360,0.8,21.69257919,26.263863,73.008957
Year 1 Dec 13 22:00,-0.1,0,0,23.4,21,4,360,1,20.09316056,26.263863,73.008957
Year 1 Dec 13 23:00,-0.9,0,0,22.4,21,4,360,1,19.03993421,26.263863,73.008957
Year 1 Dec 14 00:00,-1.3,0,0,21,22,4,360,1,17.78366184,26.263863,73.008957
Year 1 Dec 14 01:00,-1.9,0,0,20.2,22,3,360,0.8,16.93414487,26.263863,73.008957
Year 1 Dec 14 02:00,-2.1,0,0,19.9,22,2,360,0.5,15.91638302,26.263863,73.008957
Year 1 Dec 14 03:00,-2.6,0,0,19.3,22,0,360,0.2,15.25344918,26.263863,73.008957
Year 1 Dec 14 04:00,-2.6,0,0,19.3,22,0,360,0,14.65493866,26.263863,73.008957
Year 1 Dec 14 05:00,-2.4,0,0,18.8,23,1,360,0,14.87726648,26.263863,73.008957
Year 1 Dec 14 06:00,-2.7,0,0,18.4,23,2,360,0,15.00066921,26.263863,73.008957
Year 1 Dec 14 07:00,-1.6,0,0,17.9,26,2,360,0,15.06316328,26.263863,73.008957
Year 1 Dec 14 08:00,-0.8,23,207,17.8,28,3,360,0,15.59709097,26.263863,73.008957
Year 1 Dec 14 09:00,2.4,78,415,19,33,4,360,0,17.2979698,26.263863,73.008957
Year 1 Dec 14 10:00,3.6,121,582,21.4,31,4,360,0,19.54381374,26.263863,73.008957
Year 1 Dec 14 11:00,4.1,146,679,24.2,27,4,360,0,22.02508552,26.263863,73.008957
Year 1 Dec 14 12:00,4.3,124,852,26.5,24,3,360,0,24.03067922,26.263863,73.008957
Year 1 Dec 14 13:00,5.6,87,1005,29.5,22,2,360,0,27.52331051,26.263863,73.008957
Year 1 Dec 14 14:00,5,72,1047,30.5,20,1,360,0,34.83037382,26.263863,73.008957
Year 1 Dec 14 15:00,3.9,71,1006,30.9,18,0,360,0,38.72477629,26.263863,73.008957
Year 1 Dec 14 16:00,3.9,77,851,30.9,18,0,360,0,37.09718187,26.263863,73.008957
Year 1 Dec 14 17:00,4.3,67,594,30.5,19,1,360,0,37.16128766,26.263863,73.008957
Year 1 Dec 14 18:00,5.1,11,326,26.7,25,2,360,0,28.88826368,26.263863,73.008957
Year 1 Dec 14 19:00,5.4,0,0,23.5,31,3,360,0,26.25348059,26.263863,73.008957
Year 1 Dec 14 20:00,5.5,0,0,22,34,3,360,0,24.35092587,26.263863,73.008957
Year 1 Dec 14 21:00,4.5,0,0,20.9,34,3,360,0,23.22439072,26.263863,73.008957
Year 1 Dec 14 22:00,4.5,0,0,20.4,35,3,360,0,22.17998434,26.263863,73.008957
Year 1 Dec 14 23:00,3.2,0,0,20.9,31,3,360,0,21.35766518,26.263863,73.008957
Year 1 Dec 15 00:00,1.8,0,0,20.9,28,2,360,0,20.40516868,26.263863,73.008957
Year 1 Dec 15 01:00,1,0,0,19.9,29,2,360,0,19.30170979,26.263863,73.008957
Year 1 Dec 15 02:00,1,0,0,19.9,29,2,360,0,17.87775061,26.263863,73.008957
Year 1 Dec 15 03:00,1.1,0,0,18.4,32,1,360,0,17.04015593,26.263863,73.008957
Year 1 Dec 15 04:00,1.6,0,0,18.5,33,1,360,0,16.36564226,26.263863,73.008957
Year 1 Dec 15 05:00,1.6,0,0,18.5,33,0,360,0,16.89204071,26.263863,73.008957
Year 1 Dec 15 06:00,1.6,0,0,18.5,33,0,360,0,16.97123207,26.263863,73.008957
Year 1 Dec 15 07:00,1.6,0,0,18.5,33,1,360,0,16.74771297,26.263863,73.008957
Year 1 Dec 15 08:00,2,24,168,18,35,3,360,0,17.11828027,26.263863,73.008957
Year 1 Dec 15 09:00,4,83,337,19,37,5,360,0,18.41629478,26.263863,73.008957
Year 1 Dec 15 10:00,5.6,113,624,21.7,35,3,360,0,20.78172942,26.263863,73.008957
Year 1 Dec 15 11:00,6.7,106,844,24.5,32,0,360,0,22.94399211,26.263863,73.008957
Year 1 Dec 15 12:00,7.7,81,1010,27.9,28,0,360,0,25.00926653,26.263863,73.008957
Year 1 Dec 15 13:00,8.3,74,1055,29.9,26,0,360,0.2,28.0819027,26.263863,73.008957
Year 1 Dec 15 14:00,8.3,93,967,29.9,26,2,360,0.5,34.88874869,26.263863,73.008957
Year 1 Dec 15 15:00,7.7,131,753,30.5,24,4,320,0.8,38.78985441,26.263863,73.008957
Year 1 Dec 15 16:00,8.1,125,587,31,24,5,320,0.8,38.63802746,26.263863,73.008957
Year 1 Dec 15 17:00,8.3,91,326,30.5,25,6,320,0.5,36.09355178,26.263863,73.008957
Year 1 Dec 15 18:00,7.6,13,62,26,31,7,320,0.2,31.66852996,26.263863,73.008957
Year 1 Dec 15 19:00,8.4,0,0,24,37,8,320,0,27.4035455,26.263863,73.008957
Year 1 Dec 15 20:00,9.1,0,0,21.9,44,8,320,0,25.68502727,26.263863,73.008957
Year 1 Dec 15 21:00,7.8,0,0,20.5,44,8,320,0,24.25301237,26.263863,73.008957
Year 1 Dec 15 22:00,8.2,0,0,20.9,44,7,320,0,22.72591357,26.263863,73.008957
Year 1 Dec 15 23:00,7.9,0,0,20.9,43,6,320,0,21.76355294,26.263863,73.008957
Year 1 Dec 16 00:00,6.4,0,0,20,41,4,320,0,20.99393136,26.263863,73.008957
Year 1 Dec 16 01:00,6.4,0,0,20,41,4,320,0,20.26462959,26.263863,73.008957
Year 1 Dec 16 02:00,5.8,0,0,19,42,4,320,0,19.92841387,26.263863,73.008957
Year 1 Dec 16 03:00,5.3,0,0,18,43,4,320,0,19.53531768,26.263863,73.008957
Year 1 Dec 16 04:00,5.3,0,0,17,46,3,320,0,18.90389571,26.263863,73.008957
Year 1 Dec 16 05:00,5.6,0,0,18,44,3,320,0,18.24468518,26.263863,73.008957
Year 1 Dec 16 06:00,5.6,0,0,18,44,3,320,0,17.42045331,26.263863,73.008957
Year 1 Dec 16 07:00,4.3,0,0,16.2,45,2,320,0,17.04544945,26.263863,73.008957
Year 1 Dec 16 08:00,5,19,280,17,45,1,320,0,17.23007716,26.263863,73.008957
Year 1 Dec 16 09:00,6.5,64,561,19,44,0,320,0,18.77468581,26.263863,73.008957
Year 1 Dec 16 10:00,8.1,77,831,22,41,0,320,0,21.34693743,26.263863,73.008957
Year 1 Dec 16 11:00,9.7,100,870,25.5,37,2,320,0,23.74031507,26.263863,73.008957
Year 1 Dec 16 12:00,10.2,97,951,29,31,3,320,0,26.48197209,26.263863,73.008957
Year 1 Dec 16 13:00,9.7,104,946,31.5,26,4,320,0,28.62079517,26.263863,73.008957
Year 1 Dec 16 14:00,9.2,125,851,31,26,4,320,0,32.50049869,26.263863,73.008957
Year 1 Dec 16 15:00,8.9,129,762,32,24,4,320,0,36.22401922,26.263863,73.008957
Year 1 Dec 16 16:00,7.2,114,649,32.3,21,4,320,0,35.5813337,26.263863,73.008957
Year 1 Dec 16 17:00,7.7,80,460,31.3,23,4,320,0,36.89551737,26.263863,73.008957
Year 1 Dec 16 18:00,8.4,14,202,27,31,4,320,0,29.09829124,26.263863,73.008957
Year 1 Dec 16 19:00,8.7,0,0,23.5,39,5,320,0,26.2258532,26.263863,73.008957
Year 1 Dec 16 20:00,9.3,0,0,21.8,45,6,320,0,24.70147983,26.263863,73.008957
Year 1 Dec 16 21:00,9.4,0,0,20.5,49,7,320,0,23.40772464,26.263863,73.008957
Year 1 Dec 16 22:00,9.6,0,0,19.4,53,7,320,0,22.25884637,26.263863,73.008957
Year 1 Dec 16 23:00,8.8,0,0,19.5,50,5,320,0,21.39472226,26.263863,73.008957
Year 1 Dec 17 00:00,7.9,0,0,18.2,51,3,320,0,20.73440713,26.263863,73.008957
Year 1 Dec 17 01:00,7.7,0,0,18,51,2,320,0,20.28479439,26.263863,73.008957
Year 1 Dec 17 02:00,7.3,0,0,17.5,51,1,320,0,19.85724398,26.263863,73.008957
Year 1 Dec 17 03:00,7.1,0,0,16.4,54,0,320,0,19.54713424,26.263863,73.008957
Year 1 Dec 17 04:00,7.6,0,0,15.8,58,0,320,0,18.74227748,26.263863,73.008957
Year 1 Dec 17 05:00,7.2,0,0,15.2,59,0,320,0,17.70284626,26.263863,73.008957
Year 1 Dec 17 06:00,7.4,0,0,15.4,59,0,320,0,16.74330148,26.263863,73.008957
Year 1 Dec 17 07:00,6.8,0,0,15,58,0,320,0,16.33313548,26.263863,73.008957
Year 1 Dec 17 08:00,7.1,21,210,15,59,2,320,0,16.32079019,26.263863,73.008957
Year 1 Dec 17 09:00,6.5,75,420,17,50,4,320,0,17.212234,26.263863,73.008957
Year 1 Dec 17 10:00,8.2,99,702,21.7,42,4,320,0,19.55230267,26.263863,73.008957
Year 1 Dec 17 11:00,9.1,102,859,25.7,35,4,320,0,21.60091912,26.263863,73.008957
Year 1 Dec 17 12:00,8.4,92,969,28.7,28,4,320,0,23.61617922,26.263863,73.008957
Year 1 Dec 17 13:00,7.2,108,930,30.7,23,4,320,0,26.58577631,26.263863,73.008957
Year 1 Dec 17 14:00,6.6,129,837,30.7,22,4,320,0,33.55456235,26.263863,73.008957
Year 1 Dec 17 15:00,5.9,129,761,31.5,20,4,320,0,37.17186102,26.263863,73.008957
Year 1 Dec 17 16:00,5.5,106,695,31,20,3,320,0.2,34.26655719,26.263863,73.008957
Year 1 Dec 17 17:00,6.2,73,544,30.3,22,2,320,0.5,36.23877849,26.263863,73.008957
Year 1 Dec 17 18:00,4.8,11,382,27,24,0,320,0.8,28.47755768,26.263863,73.008957
Year 1 Dec 17 19:00,5.4,0,0,23.5,31,0,320,0.8,26.24454502,26.263863,73.008957
Year 1 Dec 17 20:00,6.8,0,0,21.3,39,0,320,0.5,24.64763157,26.263863,73.008957
Year 1 Dec 17 21:00,7.4,0,0,20,44,0,320,0.2,23.58538553,26.263863,73.008957
Year 1 Dec 17 22:00,7.1,0,0,19,46,0,320,0,22.51311695,26.263863,73.008957
Year 1 Dec 17 23:00,7.3,0,0,18.5,48,0,320,0,21.65236958,26.263863,73.008957
Year 1 Dec 18 00:00,6.8,0,0,18,48,0,320,0,20.7977199,26.263863,73.008957
Year 1 Dec 18 01:00,6.4,0,0,17.5,48,0,320,0,20.03464874,26.263863,73.008957
Year 1 Dec 18 02:00,5.9,0,0,17,48,0,320,0,19.32178197,26.263863,73.008957
Year 1 Dec 18 03:00,4.8,0,0,15.7,48,0,320,0,18.60615324,26.263863,73.008957
Year 1 Dec 18 04:00,5.2,0,0,15.5,50,0,320,0,17.84540132,26.263863,73.008957
Year 1 Dec 18 05:00,4.7,0,0,14.7,51,0,320,0,17.51447376,26.263863,73.008957
Year 1 Dec 18 06:00,4.3,0,0,13.7,53,0,320,0,17.21690151,26.263863,73.008957
Year 1 Dec 18 07:00,5.2,0,0,13,59,0,320,0,17.11903753,26.263863,73.008957
Year 1 Dec 18 08:00,5.4,16,293,12.5,62,0,320,0,17.41822174,26.263863,73.008957
Year 1 Dec 18 09:00,8.7,60,585,18.2,54,0,320,0,18.80194206,26.263863,73.008957
Year 1 Dec 18 10:00,8.2,75,840,22.5,40,0,320,0,21.21911107,26.263863,73.008957
Year 1 Dec 18 11:00,8.8,76,971,25.4,35,0,320,0,23.34236456,26.263863,73.008957
Year 1 Dec 18 12:00,8.1,74,1038,26.6,31,0,320,0,25.20637629,26.263863,73.008957
Year 1 Dec 18 13:00,7.8,72,1060,28.6,27,0,320,0,27.91663458,26.263863,73.008957
Year 1 Dec 18 14:00,5.3,74,1043,30,21,0,320,0,32.22186836,26.263863,73.008957
Year 1 Dec 18 15:00,3.2,76,985,30,18,0,320,0,34.24478468,26.263863,73.008957
Year 1 Dec 18 16:00,4,75,865,30.1,19,0,320,0.2,37.89903395,26.263863,73.008957
Year 1 Dec 18 17:00,5.2,64,634,29.8,21,0,320,0.5,33.95711499,26.263863,73.008957
Year 1 Dec 18 18:00,4.9,8,532,27.2,24,0,230,0.8,29.0697856,26.263863,73.008957
Year 1 Dec 18 19:00,3.5,0,0,24.1,26,0,230,0.8,25.63877588,26.263863,73.008957
Year 1 Dec 18 20:00,3.4,0,0,23.4,27,0,230,0.5,24.11356634,26.263863,73.008957
Year 1 Dec 18 21:00,6.1,0,0,23.7,32,0,230,0.2,22.97709872,26.263863,73.008957
Year 1 Dec 18 22:00,3.9,0,0,20.2,34,0,230,0.2,22.08572381,26.263863,73.008957
Year 1 Dec 18 23:00,4.6,0,0,19.6,37,0,230,0.5,21.0326224,26.263863,73.008957
Year 1 Dec 19 00:00,3.7,0,0,18.6,37,0,230,0.8,20.04966317,26.263863,73.008957
Year 1 Dec 19 01:00,3.7,0,0,18.6,37,0,230,0.8,19.1983477,26.263863,73.008957
Year 1 Dec 19 02:00,3.7,0,0,17.8,39,0,230,0.5,18.79136025,26.263863,73.008957
Year 1 Dec 19 03:00,4,0,0,18.1,39,0,230,0.2,18.21708446,26.263863,73.008957
Year 1 Dec 19 04:00,4.9,0,0,17.6,43,0,230,0.2,17.85340973,26.263863,73.008957
Year 1 Dec 19 05:00,5.6,0,0,17,47,0,230,0.5,17.16847533,26.263863,73.008957
Year 1 Dec 19 06:00,7,0,0,16.6,53,0,230,0.8,16.11050375,26.263863,73.008957
Year 1 Dec 19 07:00,7.8,0,0,16.6,56,0,230,0.8,15.45877373,26.263863,73.008957
Year 1 Dec 19 08:00,8.2,17,234,16,60,2,230,0.5,15.64914285,26.263863,73.008957
Year 1 Dec 19 09:00,10.2,70,467,18.4,59,3,230,0.2,17.06356311,26.263863,73.008957
Year 1 Dec 19 10:00,11,112,621,20.6,54,3,230,0.2,19.40047718,26.263863,73.008957
Year 1 Dec 19 11:00,12.1,111,819,23.8,48,2,230,0.5,21.47251864,26.263863,73.008957
Year 1 Dec 19 12:00,13.5,104,923,26,46,0,180,0.8,23.63831704,26.263863,73.008957
Year 1 Dec 19 13:00,14.5,108,932,26.8,47,0,180,1,26.47758697,26.263863,73.008957
Year 1 Dec 19 14:00,14,121,869,27.7,43,2,180,1,32.32702469,26.263863,73.008957
Year 1 Dec 19 15:00,13,126,774,28.3,39,3,270,1,36.36041942,26.263863,73.008957
Year 1 Dec 19 16:00,13,114,655,28.3,39,4,270,1.2,31.16337899,26.263863,73.008957
Year 1 Dec 19 17:00,12.9,96,291,27.7,40,6,270,1.6,29.8613641,26.263863,73.008957
Year 1 Dec 19 18:00,12.3,16,116,26.2,42,7,230,1.9,27.23710851,26.263863,73.008957
Year 1 Dec 19 19:00,12.7,0,0,24.8,47,8,230,2.1,24.04349095,26.263863,73.008957
Year 1 Dec 19 20:00,13.1,0,0,23.5,52,8,230,2.1,22.51324226,26.263863,73.008957
