Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Apr 26 11:00,90.5,968,7.475,35.925,64.48956859,107.8609406,3.425,37.01601688,270,22.7196,75.8577,36.4,860,16,924,0,108
Year 1 Apr 26 12:00,47.25,1094.75,4.7,37.525,76.40459877,135.397669,4.05,38.17439168,270,22.7196,75.8577,37.9,1116,12,1100,0,38
Year 1 Apr 26 13:00,83.75,1058,1.675,38.95,78.92031647,205.403409,4.9,41.34513487,270,22.7196,75.8577,39.3,1133,9,1079,1,75
Year 1 Apr 26 14:00,93.75,1021.25,0.525,39.975,68.6774601,246.4086266,5.85,47.83067247,270,22.7196,75.8577,40.2,1081,8,995,1,110
Year 1 Apr 26 15:00,57.25,1062.5,1.075,40.5,55.42077177,260.1078341,5.8,54.51261914,270,22.7196,75.8577,40.6,1081,7,1100,1,45
Year 1 Apr 26 16:00,135.5,755,0.85,40.075,41.6743272,267.6805555,5.25,57.23252045,270,22.7196,75.8577,39.9,842,8,950,1,94
Year 1 Apr 26 17:00,229.5,214.25,0.775,38.625,27.84926019,273.4392194,4.2,52.02370837,270,22.7196,75.8577,38.2,365,8,170,1,260
Year 1 Apr 26 18:00,115.75,270.75,0.275,36.175,14.09964838,278.7167411,3.825,51.10506915,270,22.7196,75.8577,35.5,281,11,347,1,138
Year 1 Apr 26 19:00,24.5,21,0.325,33.475,0.546467266,284.2022011,3.95,41.64762278,270,22.7196,75.8577,32.8,56,13,42,0,49
Year 1 Apr 26 20:00,0,0,1.15,31,-12.65564634,290.4860128,4.75,36.09382463,270,22.7196,75.8577,30.4,0,15,0,0,0
Year 1 Apr 26 21:00,0,0,1.85,29.425,-25.25560003,298.3119021,5.225,33.61148677,270,22.7196,75.8577,29.1,0,17,0,0,0
Year 1 Apr 26 22:00,0,0,2.6,28.65,-36.79513227,308.8031439,5.6,32.27568187,270,22.7196,75.8577,28.5,0,19,0,0,0
Year 1 Apr 26 23:00,0,0,3.1,28.425,-46.40083656,323.5946264,5.175,31.24146149,270,22.7196,75.8577,28.4,0,20,0,0,0
Year 1 Apr 27 00:00,0,0,3.65,28.025,-52.55030999,344.0476785,4.775,30.58914702,270,22.7196,75.8577,27.9,0,21,0,0,0
Year 1 Apr 27 01:00,0,0,3.125,27.3,-53.16442382,8.260745403,4.025,29.93989666,270,22.7196,75.8577,27.1,0,21,0,0,0
Year 1 Apr 27 02:00,0,0,2.15,26.125,-48.56360437,30.22588908,3.875,28.93043992,270,22.7196,75.8577,25.8,0,21,0,0,0
Year 1 Apr 27 03:00,0,0,0.775,24.975,-39.92061041,46.70741967,3.9,28.03242941,270,22.7196,75.8577,24.7,0,20,0,0,0
Year 1 Apr 27 04:00,0,0,0.625,24.175,-28.92276953,58.37561891,4.65,27.04689287,270,22.7196,75.8577,24,0,21,0,0,0
Year 1 Apr 27 05:00,0,0,5.725,24.6,-16.6316543,66.91541362,5.425,26.70390343,270,22.7196,75.8577,24.8,0,33,0,0,0
Year 1 Apr 27 06:00,0,0,8.9,25.175,-3.612414372,73.60017782,5.675,26.83140581,270,22.7196,75.8577,25.3,0,37,0,0,0
Year 1 Apr 27 07:00,9.5,197.75,10.525,26.575,9.831228164,79.26400802,5.475,27.54482128,270,22.7196,75.8577,27,2,37,0,0,2
Year 1 Apr 27 08:00,26.5,868.25,11.575,28.95,23.52092639,84.51700653,5.55,29.68769871,270,22.7196,75.8577,29.6,214,33,791,0,32
Year 1 Apr 27 09:00,9.25,1100,11.425,31.775,37.33133691,89.97160009,5,31.93486189,270,22.7196,75.8577,32.5,549,27,1100,0,10
Year 1 Apr 27 10:00,6,1100,10.1,34.6,51.133256,96.62539777,4.425,34.32945346,270,22.7196,75.8577,35.3,828,21,1100,0,7
Year 1 Apr 27 11:00,5,1100,7.6,37.025,64.66508538,107.2149933,3.55,36.33740644,270,22.7196,75.8577,37.6,1064,15,1100,0,3
Year 1 Apr 27 12:00,16.75,1100,4.725,38.8,76.66782521,134.6291314,3.3,38.07966243,270,22.7196,75.8577,39.2,1182,11,1100,0,11
Year 1 Apr 27 13:00,72,1033.75,2.125,39.875,79.18622663,206.2184354,3.075,41.55997243,270,22.7196,75.8577,40.1,1200,9,1100,1,34
Year 1 Apr 27 14:00,186.5,823.25,1.2,40.325,68.8002885,247.2529297,3.225,49.0565486,270,22.7196,75.8577,40.4,1000,9,835,2,186
Year 1 Apr 27 15:00,194.75,746.5,1.325,40.25,55.49729149,260.6705605,3.15,55.3082965,270,22.7196,75.8577,40.2,905,9,788,3,188
Year 1 Apr 27 16:00,215.25,568.25,2.525,39.75,41.73872258,268.1098136,3.325,57.70037637,270,22.7196,75.8577,39.6,705,10,622,3,215
Year 1 Apr 27 17:00,192.5,418.75,3.425,38.7,27.91479602,273.8008482,3.325,56.918095,270,22.7196,75.8577,38.4,467,12,407,3,216
Year 1 Apr 27 18:00,106.5,388.75,4.2,37.125,14.17408056,279.0440634,3.975,54.99378158,270,22.7196,75.8577,36.7,310,14,454,2,122
Year 1 Apr 27 19:00,30,96.5,4.25,35.275,0.636300003,284.5154759,4.575,45.66239809,270,22.7196,75.8577,34.8,96,15,193,1,60
Year 1 Apr 27 20:00,0,0,4.275,33.45,-12.54327027,290.7993673,5.375,38.40643564,270,22.7196,75.8577,33,0,16,0,0,0
Year 1 Apr 27 21:00,0,0,4.075,31.875,-25.11155963,298.634666,5.6,35.89783695,270,22.7196,75.8577,31.5,0,18,0,0,0
Year 1 Apr 27 22:00,0,0,4.075,30.825,-36.60751298,309.13458,5.975,34.11266695,270,22.7196,75.8577,30.6,0,19,0,0,0
Year 1 Apr 27 23:00,0,0,4.175,30.15,-46.15717661,323.904626,6.1,32.96117244,270,22.7196,75.8577,30,0,19,0,0,0
Year 1 Apr 28 00:00,0,0,4.575,29.625,-52.25053391,344.2479553,6.625,31.97587841,270,22.7196,75.8577,29.5,0,21,0,0,0
Year 1 Apr 28 01:00,0,0,4.775,29.05,-52.84455752,8.253467498,6.875,31.14099869,270,22.7196,75.8577,28.9,0,21,0,0,0
Year 1 Apr 28 02:00,0,0,5.025,28.075,-48.26536695,30.05001759,7.125,30.12950563,270,22.7196,75.8577,27.8,0,23,0,0,0
Year 1 Apr 28 03:00,0,0,5.025,26.825,-39.6629245,46.45835283,6.75,29.06329042,270,22.7196,75.8577,26.5,0,25,0,0,0
Year 1 Apr 28 04:00,0,0,5.9,25.6,-28.70301488,58.10783052,6.375,27.93803003,270,22.7196,75.8577,25.3,0,29,0,0,0
Year 1 Apr 28 05:00,0,0,8.225,24.925,-16.44169641,66.64457602,6.15,27.22237074,270,22.7196,75.8577,24.8,0,36,0,0,0
Year 1 Apr 28 06:00,0,0,10.175,25.475,-3.444671441,73.32500223,6.25,27.22551034,270,22.7196,75.8577,25.7,0,39,0,0,0
Year 1 Apr 28 07:00,4.75,239.25,11.425,27.425,9.983026564,78.97579398,6.075,28.32666289,270,22.7196,75.8577,28,0,36,0,0,0
Year 1 Apr 28 08:00,18.75,992.75,11.7,30.25,23.66240665,84.20119005,5.7,30.78698174,270,22.7196,75.8577,31,241,31,957,0,19
Year 1 Apr 28 09:00,14.5,1100,11.25,33.325,37.46874464,89.60428696,5,33.38658174,270,22.7196,75.8577,34.1,531,25,1100,0,18
Year 1 Apr 28 10:00,37,1037.5,10.125,35.825,51.27609939,96.16251548,4.65,35.79756169,270,22.7196,75.8577,36.4,842,20,1100,0,4
Year 1 Apr 28 11:00,108.5,912.5,8.6,37.6,64.83436012,106.5661825,4.9,38.2630676,270,22.7196,75.8577,38,830,16,850,0,136
Year 1 Apr 28 12:00,31.5,1100,7.075,38.525,76.92451107,133.8330752,5.975,38.93593697,270,22.7196,75.8577,38.7,1144,14,1100,0,26
Year 1 Apr 28 13:00,58.75,1084.75,5.875,39.075,79.44705958,207.0527909,7.5,41.23804473,270,22.7196,75.8577,39.2,1177,13,1100,1,48
Year 1 Apr 28 14:00,79.25,1054.25,5.075,39.5,68.9190567,248.0952686,9.025,46.65659364,270,22.7196,75.8577,39.6,1107,12,1039,1,91
Year 1 Apr 28 15:00,62.5,1045.75,4.375,39.9,55.571935,261.2280541,9.85,51.45512957,270,22.7196,75.8577,40,1086,11,1100,1,44
Year 1 Apr 28 16:00,104.75,900.75,3.675,40,41.80235554,268.5343337,10,54.52565556,270,22.7196,75.8577,40,814,11,883,1,118
Year 1 Apr 28 17:00,72.75,866.25,3.425,39.4,27.9801933,274.1581891,9.175,56.86549777,270,22.7196,75.8577,39.2,656,11,954,1,65
Year 1 Apr 28 18:00,82.75,458.5,3.625,37.85,14.24874757,279.3672738,7.925,52.50570408,270,22.7196,75.8577,37.4,346,12,603,1,96
Year 1 Apr 28 19:00,21.5,12.5,4.3,35.675,0.72657834,284.8245385,6.4,41.75269745,270,22.7196,75.8577,35.1,48,15,25,0,43
Year 1 Apr 28 20:00,0,0,5.55,33.225,-12.43038352,291.1080977,5.25,37.62521471,270,22.7196,75.8577,32.6,0,19,0,0,0
Year 1 Apr 28 21:00,0,0,6.575,31.25,-24.96713262,298.9519871,4.4,35.55278692,270,22.7196,75.8577,30.8,0,22,0,0,0
Year 1 Apr 28 22:00,0,0,7.1,30.05,-36.41995282,309.4592551,4.05,33.90388169,270,22.7196,75.8577,29.8,0,24,0,0,0
Year 1 Apr 28 23:00,0,0,6.75,29.65,-45.91458316,324.2064485,3.925,32.68962107,270,22.7196,75.8577,29.6,0,23,0,0,0
Year 1 Apr 29 00:00,0,0,5.7,29.45,-51.95342445,344.4407976,4.125,31.93622136,270,22.7196,75.8577,29.4,0,22,0,0,0
Year 1 Apr 29 01:00,0,0,4.425,29.1,-52.52867847,8.243670084,4.425,31.42638181,270,22.7196,75.8577,29,0,20,0,0,0
Year 1 Apr 29 02:00,0,0,3.95,28.1,-47.97117596,29.8760228,4.875,30.37768532,270,22.7196,75.8577,27.8,0,22,0,0,0
Year 1 Apr 29 03:00,0,0,4.65,26.75,-39.40891109,46.21248821,5.225,29.38566838,270,22.7196,75.8577,26.4,0,25,0,0,0
Year 1 Apr 29 04:00,0,0,6.25,25.425,-28.48668615,57.84319807,5.75,27.99537501,270,22.7196,75.8577,25.1,0,31,0,0,0
Year 1 Apr 29 05:00,0,0,7.975,24.875,-16.25509669,66.37661804,5.225,27.44335759,270,22.7196,75.8577,24.8,0,35,0,0,0
Year 1 Apr 29 06:00,0.75,0,9.225,25.25,-3.280350091,73.0524888,5.375,27.28485734,270,22.7196,75.8577,25.4,0,37,0,0,0
Year 1 Apr 29 07:00,9,216.5,9.65,26.3,10.13123331,78.69011675,5.8,27.73166816,270,22.7196,75.8577,26.6,3,35,0,0,3
Year 1 Apr 29 08:00,37.75,850.5,9.85,29,23.80000988,83.88784505,6.05,30.06297576,270,22.7196,75.8577,29.8,229,29,866,0,27
Year 1 Apr 29 09:00,57,878,8.925,31.9,37.60182626,89.23933139,5.95,32.82304603,270,22.7196,75.8577,32.6,438,23,804,0,70
Year 1 Apr 29 10:00,13.75,1100,8,35.075,51.41388584,95.70136045,5.6,35.18976054,270,22.7196,75.8577,35.9,797,18,1100,0,18
Year 1 Apr 29 11:00,1,1100,6.525,37.325,64.99734374,105.9150022,5.125,37.01953375,270,22.7196,75.8577,37.8,1081,14,1100,0,1
Year 1 Apr 29 12:00,67.75,993.75,6.025,39.3,77.17446998,133.0087544,5,38.93817366,270,22.7196,75.8577,39.8,1200,13,1100,0,1
Year 1 Apr 29 13:00,210.75,781.25,5.1,40.25,79.70274361,207.9067005,5.225,42.43791849,270,22.7196,75.8577,40.4,932,11,675,0,268
Year 1 Apr 29 14:00,84.75,1003.5,4.8,40.85,69.03385057,248.9350223,5.9,48.53111424,270,22.7196,75.8577,41,1186,11,1100,0,39
Year 1 Apr 29 15:00,257.5,608,3.375,40.4,55.64478532,261.7800692,6.7,51.58781597,270,22.7196,75.8577,40.2,872,10,714,0,222
Year 1 Apr 29 16:00,306.75,390.75,2.225,39.825,41.8652833,268.9539688,7.275,52.1647771,270,22.7196,75.8577,39.7,593,10,290,0,364
Year 1 Apr 29 17:00,129.75,645.5,0.725,38.425,28.04548634,274.5111282,7.25,55.43819989,270,22.7196,75.8577,38,565,9,693,0,135
Year 1 Apr 29 18:00,98.25,388.75,0.75,37.025,14.3236625,279.6862723,6.675,51.44496581,270,22.7196,75.8577,36.7,323,10,503,0,114
Year 1 Apr 29 19:00,25.5,23,0.825,34.6,0.817293823,285.1292947,5.525,41.72063683,270,22.7196,75.8577,33.9,60,12,46,0,51
Year 1 Apr 29 20:00,0,0,1.55,31.875,-12.31701835,291.4121143,4.225,37.09899006,270,22.7196,75.8577,31.2,0,15,0,0,0
Year 1 Apr 29 21:00,0,0,1.125,28.5,-24.82237883,299.2637862,3.075,34.41707882,270,22.7196,75.8577,27.6,0,18,0,0,0
Year 1 Apr 29 22:00,0,0,1.125,26.1,-36.23254213,309.7771224,2.35,32.23529497,270,22.7196,75.8577,25.6,0,20,0,0,0
Year 1 Apr 29 23:00,0,0,0.675,24.7,-45.6731704,324.5001263,2.2,30.6986444,270,22.7196,75.8577,24.4,0,21,0,0,0
Year 1 Apr 30 00:00,0,0,1.475,25.15,-51.65909226,344.6263111,2.575,29.66286952,270,22.7196,75.8577,25.4,0,21,0,0,0
Year 1 Apr 30 01:00,0,0,2.55,26.15,-52.21688008,8.231377609,3.15,29.30827659,270,22.7196,75.8577,26.4,0,22,0,0,0
Year 1 Apr 30 02:00,0,0,4.675,27.3,-47.68112961,29.70384816,3.75,29.42229971,270,22.7196,75.8577,27.6,0,24,0,0,0
Year 1 Apr 30 03:00,0,0,6.05,27.075,-39.15867238,45.96979249,4.125,28.89844474,270,22.7196,75.8577,26.9,0,27,0,0,0
Year 1 Apr 30 04:00,0,0,7.5,26.375,-28.27387844,57.58172974,4.5,28.25201529,270,22.7196,75.8577,26.2,0,31,0,0,0
Year 1 Apr 30 05:00,0,0,3.025,23.65,-16.07193801,66.1115781,5.725,26.3267585,270,22.7196,75.8577,22.8,0,24,0,0,0
Year 1 Apr 30 06:00,0,0,4.175,23.925,-3.11951973,72.78269885,6.175,25.8396018,270,22.7196,75.8577,24.3,0,29,0,0,0
Year 1 Apr 30 07:00,9,191.75,6.525,26.1,10.27579246,78.40706031,6.8,26.89922259,270,22.7196,75.8577,26.7,0,29,0,0,0
Year 1 Apr 30 08:00,28.5,850.25,8.2,28.875,23.93369333,83.57708568,6.775,29.59542353,270,22.7196,75.8577,29.6,217,27,767,0,36
Year 1 Apr 30 09:00,5.5,1100,7.4,31.85,37.73055149,88.87689858,7.3,31.99178841,270,22.7196,75.8577,32.6,572,20,1100,0,6
Year 1 Apr 30 10:00,5.75,1100,5.275,34.55,51.54659354,95.24220407,7.275,34.15872505,270,22.7196,75.8577,35.2,846,15,1100,1,4
Year 1 Apr 30 11:00,25.25,1095.25,1.4,36.7,65.15399572,105.2619718,7.65,36.35954148,270,22.7196,75.8577,37.2,1182,9,1100,1,11
Year 1 Apr 30 12:00,73.5,1071.75,1.5,38.1,77.41751646,132.1554599,7.275,38.39253834,270,22.7196,75.8577,38.4,1074,8,1081,1,68
Year 1 Apr 30 13:00,98,1025.75,3.025,38.925,79.95321176,208.7803897,7.55,40.83402935,270,22.7196,75.8577,39.1,1118,6,1044,0,90
Year 1 Apr 30 14:00,122,963,2.05,39.325,69.14476116,249.7715678,7.775,46.56385401,270,22.7196,75.8577,39.4,1072,7,971,0,122
Year 1 Apr 30 15:00,127.25,907.5,1.9,39.4,55.71592574,262.3263645,9.075,50.95798581,270,22.7196,75.8577,39.4,979,7,939,0,122
Year 1 Apr 30 16:00,160,716.25,0.875,39.025,41.92756197,269.3685739,9.875,52.34821337,270,22.7196,75.8577,38.9,786,8,813,0,143
Year 1 Apr 30 17:00,197,379.5,1.175,38.075,28.1107077,274.859553,10.75,49.24807089,270,22.7196,75.8577,37.8,476,8,426,0,211
Year 1 Apr 30 18:00,131.75,227,0.425,36.45,14.39883642,280.0009598,10.175,45.92452501,270,22.7196,75.8577,36,255,10,240,0,155
