Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs,[1] Dry Bulb Temperature (C),[1] Global Horizontal Radiation (Wh/m2),[1] Relative Humidity (),DNR,SC,hdi
Year 1 Jan 04 23:00,0,0,9.7,15.675,-65.47866601,264.5222041,256.25,3.325,19.95346014,180,22.7196,75.8577,15.4,0,67,0,3,0
Year 1 Jan 05 00:00,0,0,9.325,14.2,-79.27704791,267.1339501,172.25,2.25,19.08508237,180,22.7196,75.8577,13.8,0,74,0,5,0
Year 1 Jan 05 01:00,0,0,9.3,13.125,-86.54124606,90.52760213,87,1.375,18.37409472,180,22.7196,75.8577,12.9,0,79,0,6,0
Year 1 Jan 05 02:00,0,0,9.825,12.075,-73.17300619,93.54370975,16.75,0.3,17.74679554,180,22.7196,75.8577,11.8,0,89,0,5,0
Year 1 Jan 05 03:00,0,0,10.15,11.575,-59.39347571,96.58019972,15,0.3,17.05712558,180,22.7196,75.8577,11.5,0,92,0,2,0
Year 1 Jan 05 04:00,0,0,10.575,11.2,-45.70133588,99.82067581,50,0.325,16.64982259,180,22.7196,75.8577,11.1,0,98,0,1,0
Year 1 Jan 05 05:00,0,0,8.75,11.625,-32.15039172,103.3920885,183.75,2.55,15.68284295,180,22.7196,75.8577,11.8,0,78,0,0,0
Year 1 Jan 05 06:00,0,0,7.95,11.95,-18.81453939,107.4618111,219.75,2.85,15.09068958,180,22.7196,75.8577,12,0,76,0,0,0
Year 1 Jan 05 07:00,0,0,7.15,12.675,-5.802347056,112.2662908,210.5,2.55,15.25812142,180,22.7196,75.8577,12.9,0,67,0,0,0
Year 1 Jan 05 08:00,13.5,58.25,6.675,14.325,6.717417095,118.1531441,254.5,2.725,16.88723323,180,22.7196,75.8577,14.8,0,58,0,1,0
Year 1 Jan 05 09:00,48.5,414.5,5.175,16.15,18.47010772,125.6400146,291,3.175,24.25861166,180,22.7196,75.8577,16.6,93,45,233,1,54
Year 1 Jan 05 10:00,58.75,858.5,3.875,18.25,28.9965021,135.466351,338.5,3.45,34.964572,180,22.7196,75.8577,18.8,381,36,959,2,32
Year 1 Jan 05 11:00,115,682,2.1,20.15,37.54234269,148.5053248,341.5,3.35,38.34514123,180,22.7196,75.8577,20.6,430,28,557,1,139
Year 1 Jan 05 12:00,48,1043.75,1.975,22.1,43.01407709,165.1691182,339.5,2.775,46.78579788,180,22.7196,75.8577,22.6,714,26,1057,0,43
Year 1 Jan 05 13:00,87,925.5,2.55,23.575,44.30736268,184.182964,298,2.15,49.73199296,180,22.7196,75.8577,23.9,760,25,1004,0,63
Year 1 Jan 05 14:00,188,574.75,4.125,24.725,41.09536925,202.480674,273.5,1.775,48.08124834,180,22.7196,75.8577,25,639,27,690,0,159
Year 1 Jan 05 15:00,242,310.25,4.9,24.925,34.13955897,217.5988783,243.75,2,43.34940864,180,22.7196,75.8577,24.9,422,28,229,0,275
Year 1 Jan 05 16:00,141.75,457,6.05,24.45,24.61823071,229.1424997,268,2.55,42.58319846,180,22.7196,75.8577,24.3,436,32,554,1,143
Year 1 Jan 05 17:00,117.5,144.25,6.1,23.025,13.48689729,237.8483627,306,3.15,35.13335711,180,22.7196,75.8577,22.6,200,34,166,1,138
Year 1 Jan 05 18:00,28,39.5,6.6,21.25,1.357964666,244.5635645,193.5,3.225,29.92607379,180,22.7196,75.8577,20.8,70,40,79,1,56
Year 1 Jan 05 19:00,0,0,6.275,19.15,-11.40168654,249.9285152,25.5,2.675,25.91423338,180,22.7196,75.8577,18.6,0,44,0,0,0
Year 1 Jan 05 20:00,0,0,6.175,17.4,-24.57079421,254.3790696,169.25,1.45,24.05998497,180,22.7196,75.8577,17,0,49,0,0,0
Year 1 Jan 05 21:00,0,0,5.375,15.95,-38.01087777,258.208288,227.75,0.275,23.00221958,180,22.7196,75.8577,15.6,0,49,0,0,0
Year 1 Jan 05 22:00,0,0,5.325,15.375,-51.63075368,261.6184318,110.75,0,22.05185328,180,22.7196,75.8577,15.3,0,52,0,0,0
Year 1 Jan 05 23:00,0,0,5.625,15.225,-65.36661319,264.7562631,21,0,21.29716364,180,22.7196,75.8577,15.2,0,53,0,1,0
Year 1 Jan 06 00:00,0,0,7.2,15.575,-79.17040988,267.7404621,38.25,0.9,20.45293085,180,22.7196,75.8577,15.7,0,59,0,2,0
