Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 02 20:00,23.31,77.93,270,2.7,0,0,13.5,48,0,354,0.8,17.714854372462484
Year 1 Jan 02 21:00,23.31,77.93,270,1.7,0,0,12.1,49,0,353,0.8,16.141799483309094
Year 1 Jan 02 22:00,23.31,77.93,270,1.1,0,0,11.1,50,0,350,0.8,14.88889937602043
Year 1 Jan 02 23:00,23.31,77.93,270,0.5,0,0,10.2,51,0,348,0.8,13.843547584096811
Year 1 Jan 03 00:00,23.31,77.93,270,0.3,0,0,9.4,53,0,345,0.7,12.944971272947381
Year 1 Jan 03 01:00,23.31,77.93,270,0,0,0,8.5,55,0,343,0.7,12.100599664436605
Year 1 Jan 03 02:00,23.31,77.93,270,0.1,0,0,7.8,58,0,344,0.6,11.34967417836285
Year 1 Jan 03 03:00,23.31,77.93,270,0,0,0,7,61,0,350,0.5,10.65947460742792
Year 1 Jan 03 04:00,23.31,77.93,270,0,0,0,6.3,64,0,4,0.4,10.00943481846241
Year 1 Jan 03 05:00,23.31,77.93,270,0.1,0,0,5.7,67,0,30,0.3,9.376196083551733
Year 1 Jan 03 06:00,23.31,77.93,270,-0.1,0,0,5.3,68,0,56,0.4,8.829397166275446
Year 1 Jan 03 07:00,23.31,77.93,270,0.4,0,0,5.2,71,0,76,0.4,8.397044081825266
Year 1 Jan 03 08:00,23.31,77.93,270,1.7,44,71,7,69,0,92,0.5,9.453824198849916
Year 1 Jan 03 09:00,23.31,77.93,270,3.7,125,344,11.4,59,0,104,0.6,11.977919999748814
Year 1 Jan 03 10:00,23.31,77.93,270,5.9,173,506,16.3,50,0,86,0.8,14.861977724847847
Year 1 Jan 03 11:00,23.31,77.93,270,6.5,201,596,18.7,45,0,80,1,17.296529351409288
Year 1 Jan 03 12:00,23.31,77.93,270,6.7,216,643,20.4,41,0,66,0.9,19.221881142796066
Year 1 Jan 03 13:00,23.31,77.93,270,6.6,217,660,21.5,38,0,51,0.8,22.33111023303768
Year 1 Jan 03 14:00,23.31,77.93,270,6.2,211,638,22.4,35,0,37,0.8,28.887750844041706
Year 1 Jan 03 15:00,23.31,77.93,270,5.9,196,576,22.5,34,0,25,0.9,33.988153247104907
Year 1 Jan 03 16:00,23.31,77.93,270,5.9,163,473,22.5,34,0,22,1,35.99200041288513
Year 1 Jan 03 17:00,23.31,77.93,270,5.7,107,290,21.4,36,0,22,1.1,32.49717071200423
Year 1 Jan 03 18:00,23.31,77.93,270,4.8,21,30,18.7,40,0,23,0.9,23.865983491263699
Year 1 Jan 03 19:00,23.31,77.93,270,4.1,0,0,16.4,44,0,22,0.9,20.24699082417397
Year 1 Jan 03 20:00,23.31,77.93,270,4,0,0,14.9,48,0,20,0.9,18.28350624442912
Year 1 Jan 03 21:00,23.31,77.93,270,3.5,0,0,13.7,50,0,14,0.9,16.840596384229867
Year 1 Jan 03 22:00,23.31,77.93,270,3.1,0,0,12.7,52,0,11,0.8,15.702107748679257
Year 1 Jan 03 23:00,23.31,77.93,270,2.7,0,0,11.7,54,0,12,0.7,14.736729451912823
Year 1 Jan 04 00:00,23.31,77.93,270,2.2,0,0,10.6,56,0,14,0.5,13.864379482805138
Year 1 Jan 04 01:00,23.31,77.93,270,2.3,0,0,9.4,61,0,37,0.2,13.05422158773482
Year 1 Jan 04 02:00,23.31,77.93,270,1.6,0,0,8.9,60,0,135,0.2,12.353952618423467
Year 1 Jan 04 03:00,23.31,77.93,270,1.2,0,0,8.3,61,0,162,0.3,11.70015002247218
Year 1 Jan 04 04:00,23.31,77.93,270,1,0,0,7.6,63,0,173,0.3,11.078304791407412
Year 1 Jan 04 05:00,23.31,77.93,270,0.7,0,0,7.3,63,0,154,0.4,10.502907886378108
Year 1 Jan 04 06:00,23.31,77.93,270,0.6,0,0,7.2,63,0,149,0.6,10.020167255293558
Year 1 Jan 04 07:00,23.31,77.93,270,2.3,0,0,6.8,73,0,160,0.4,9.593715420297958
Year 1 Jan 04 08:00,23.31,77.93,270,6.2,44,73,8.2,87,0,145,0.3,10.600221745546403
Year 1 Jan 04 09:00,23.31,77.93,270,5.5,123,357,13.3,59,0,125,0.4,13.204923899823108
Year 1 Jan 04 10:00,23.31,77.93,270,4.6,169,528,18,41,0,118,0.4,16.085767696363559
Year 1 Jan 04 11:00,23.31,77.93,270,4.8,196,618,20.4,36,0,100,0.4,18.53323162161341
Year 1 Jan 04 12:00,23.31,77.93,270,5.2,212,657,21.7,34,0,54,0.3,20.355681458204729
Year 1 Jan 04 13:00,23.31,77.93,270,5.7,216,665,22.8,33,0,35,0.3,23.503493783783889
Year 1 Jan 04 14:00,23.31,77.93,270,7.2,213,635,23.5,35,0,15,0.4,30.16534592
Year 1 Jan 04 15:00,23.31,77.93,270,7.3,200,563,23.7,35,0,17,0.4,35.26370811946114
Year 1 Jan 04 16:00,23.31,77.93,270,7.7,167,454,23.6,36,0,21,0.4,36.97223854
Year 1 Jan 04 17:00,23.31,77.93,270,8.1,109,276,22.8,39,0,25,0.4,33.786675220363509
Year 1 Jan 04 18:00,23.31,77.93,270,7.1,22,30,19.7,44,0,28,0.5,25.144840887187067
Year 1 Jan 04 19:00,23.31,77.93,270,6.4,0,0,17.2,49,0,34,0.6,21.37774829982125
Year 1 Jan 04 20:00,23.31,77.93,270,6.2,0,0,15.7,53,0,40,0.6,19.376612379851509
Year 1 Jan 04 21:00,23.31,77.93,270,5.8,0,0,14.5,56,0,40,0.7,17.90493728284479
Year 1 Jan 04 22:00,23.31,77.93,270,5.4,0,0,13.5,58,0,32,0.7,16.732478450624379
Year 1 Jan 04 23:00,23.31,77.93,270,5.3,0,0,12.6,61,0,25,0.6,15.760198895281855
Year 1 Jan 05 00:00,23.31,77.93,270,4.9,0,0,11.7,63,0,24,0.5,14.889886643571014
Year 1 Jan 05 01:00,23.31,77.93,270,4.6,0,0,10.7,66,0,30,0.4,14.069346825218588
Year 1 Jan 05 02:00,23.31,77.93,270,4.4,0,0,10,68,0,41,0.3,13.342412788456003
Year 1 Jan 05 03:00,23.31,77.93,270,4,0,0,9.4,69,0,52,0.4,12.663670999951503
Year 1 Jan 05 04:00,23.31,77.93,270,3.9,0,0,8.9,71,0,59,0.4,12.055854276861272
Year 1 Jan 05 05:00,23.31,77.93,270,3.7,0,0,8.5,72,0,62,0.4,11.519431162356643
Year 1 Jan 05 06:00,23.31,77.93,270,3.6,0,0,8.1,73,0,60,0.3,11.041582626416752
Year 1 Jan 05 07:00,23.31,77.93,270,3.7,0,0,7.8,75,0,55,0.3,10.613604274656522
Year 1 Jan 05 08:00,23.31,77.93,270,5.2,42,63,9.4,75,0,61,0.3,11.613727061017359
Year 1 Jan 05 09:00,23.31,77.93,270,6.8,127,317,13.7,63,0,79,0.4,14.118495427025856
Year 1 Jan 05 10:00,23.31,77.93,270,8.7,176,493,18.8,52,0,91,0.5,16.989502650949406
Year 1 Jan 05 11:00,23.31,77.93,270,9.6,202,593,21.7,46,0,90,0.9,19.542106956176668
Year 1 Jan 05 12:00,23.31,77.93,270,9.9,218,637,23.2,43,0,105,0.6,21.504428111964729
Year 1 Jan 05 13:00,23.31,77.93,270,10.2,221,652,23.9,42,0,97,0.3,24.57431192501439
Year 1 Jan 05 14:00,23.31,77.93,270,10.8,215,630,24.5,42,0,346,0.3,31.164994192797864
Year 1 Jan 05 15:00,23.31,77.93,270,10.8,199,568,24.9,41,0,329,0.5,36.496818107701788
Year 1 Jan 05 16:00,23.31,77.93,270,10.4,166,467,24.9,40,0,324,0.7,38.618161273220668
Year 1 Jan 05 17:00,23.31,77.93,270,10.2,109,290,23.9,42,0,325,0.7,35.23076744
Year 1 Jan 05 18:00,23.31,77.93,270,9.3,23,32,20.7,48,0,334,0.5,26.407499754330219
Year 1 Jan 05 19:00,23.31,77.93,270,8.5,0,0,17.9,54,0,350,0.5,22.498326463629444
Year 1 Jan 05 20:00,23.31,77.93,270,7.9,0,0,16.2,58,0,4,0.5,20.39699737824506
Year 1 Jan 05 21:00,23.31,77.93,270,7.5,0,0,14.9,61,0,13,0.5,18.84609846406925
Year 1 Jan 05 22:00,23.31,77.93,270,7.1,0,0,13.8,64,0,19,0.6,17.56293782954871
Year 1 Jan 05 23:00,23.31,77.93,270,6.9,0,0,13.1,66,0,23,0.6,16.547157770140623
Year 1 Jan 06 00:00,23.31,77.93,270,6.5,0,0,12.2,68,0,29,0.5,15.654191129916779
Year 1 Jan 06 01:00,23.31,77.93,270,6.2,0,0,11.5,70,0,34,0.5,14.84379422959885
Year 1 Jan 06 02:00,23.31,77.93,270,6.1,0,0,10.9,72,0,37,0.5,14.121372485165761
Year 1 Jan 06 03:00,23.31,77.93,270,5.8,0,0,10.2,74,0,45,0.4,13.463975188940758
Year 1 Jan 06 04:00,23.31,77.93,270,5.4,0,0,9.6,75,0,60,0.4,12.839081946532183
Year 1 Jan 06 05:00,23.31,77.93,270,5.2,0,0,9,77,0,86,0.3,12.265466550356841
Year 1 Jan 06 06:00,23.31,77.93,270,5.1,0,0,8.7,78,0,112,0.4,11.761567634791224
Year 1 Jan 06 07:00,23.31,77.93,270,5.2,0,0,8.6,79,0,128,0.5,11.340976497953778
Year 1 Jan 06 08:00,23.31,77.93,270,6.5,42,63,10.4,77,0,137,0.6,12.360151220319813
Year 1 Jan 06 09:00,23.31,77.93,270,8.7,126,320,14.8,67,0,138,0.7,14.907962022217252
Year 1 Jan 06 10:00,23.31,77.93,270,11.1,177,490,19.6,58,0,120,0.5,17.813400095913378
Year 1 Jan 06 11:00,23.31,77.93,270,11.9,205,585,22.5,51,0,110,0.8,20.35600793645118
Year 1 Jan 06 12:00,23.31,77.93,270,12.1,220,631,24.1,47,0,107,0.5,22.293223344464346
Year 1 Jan 06 13:00,23.31,77.93,270,11.9,223,648,25,44,0,54,0.2,25.457538691777434
Year 1 Jan 06 14:00,23.31,77.93,270,11.9,217,625,25.8,42,0,345,0.4,32.07989659498067
Year 1 Jan 06 15:00,23.31,77.93,270,12.6,202,560,26.1,43,0,341,0.6,37.34761603760815
Year 1 Jan 06 16:00,23.31,77.93,270,12.7,169,457,25.9,44,0,343,0.7,39.14703843684415
Year 1 Jan 06 17:00,23.31,77.93,270,12.9,111,284,25,47,0,347,0.6,36.066387432445399
Year 1 Jan 06 18:00,23.31,77.93,270,11.9,24,32,21.9,53,0,359,0.5,27.409469036393796
Year 1 Jan 06 19:00,23.31,77.93,270,11,0,0,19.2,59,0,11,0.6,23.507651230182817
Year 1 Jan 06 20:00,23.31,77.93,270,10.2,0,0,17.6,62,0,21,0.6,21.406291295203219
Year 1 Jan 06 21:00,23.31,77.93,270,9.7,0,0,16.3,65,0,29,0.6,19.89650183645119
Year 1 Jan 06 22:00,23.31,77.93,270,9.1,0,0,15.2,67,0,33,0.6,18.677660820390338
Year 1 Jan 06 23:00,23.31,77.93,270,8.7,0,0,14.3,69,1.9,32,0.5,17.67830081871147
Year 1 Jan 07 00:00,23.31,77.93,270,8.3,0,0,13.4,71,3.8,26,0.5,16.779529723527895
Year 1 Jan 07 01:00,23.31,77.93,270,7.7,0,0,12.6,72,5.7,28,0.5,15.96130310688879
Year 1 Jan 07 02:00,23.31,77.93,270,7.6,0,0,12.1,74,3.8,36,0.5,15.25966333
Year 1 Jan 07 03:00,23.31,77.93,270,7.3,0,0,11.6,75,1.9,44,0.5,14.641253459090475
Year 1 Jan 07 04:00,23.31,77.93,270,6.9,0,0,11,76,0,55,0.4,14.057759932484565
Year 1 Jan 07 05:00,23.31,77.93,270,6.6,0,0,10.5,77,0,73,0.4,13.511138857452778
Year 1 Jan 07 06:00,23.31,77.93,270,6.4,0,0,10.1,78,0,97,0.4,13.013644866611422
Year 1 Jan 07 07:00,23.31,77.93,270,6.5,0,0,9.8,80,0,117,0.4,12.56867353866133
Year 1 Jan 07 08:00,23.31,77.93,270,7.8,41,55,11.5,78,0,128,0.6,13.551673847867761
Year 1 Jan 07 09:00,23.31,77.93,270,10,129,284,15.7,69,0,135,0.7,16.042053764059433
Year 1 Jan 07 10:00,23.31,77.93,270,12.5,184,451,20.8,59,0,148,0.6,19.044166191587978
Year 1 Jan 07 11:00,23.31,77.93,270,13.5,215,548,23.9,52,0,159,0.9,21.714775807676888
Year 1 Jan 07 12:00,23.31,77.93,270,14,233,592,25.5,49,0,176,0.6,23.686840400965815
Year 1 Jan 07 13:00,23.31,77.93,270,14.4,236,608,26.3,48,0,264,0.3,26.737514272861178
Year 1 Jan 07 14:00,23.31,77.93,270,15.5,230,586,27.1,49,0,319,0.6,33.195826496386157
Year 1 Jan 07 15:00,23.31,77.93,270,16.3,213,523,27.3,51,0,332,0.8,38.12284312
Year 1 Jan 07 16:00,23.31,77.93,270,16.6,176,424,27,53,0,341,0.9,39.69866659956564
Year 1 Jan 07 17:00,23.31,77.93,270,16.6,113,264,26.1,56,0,352,0.8,36.692395953964837
Year 1 Jan 07 18:00,23.31,77.93,270,15.5,24,31,23.2,62,0,8,0.6,28.429229731403369
Year 1 Jan 07 19:00,23.31,77.93,270,14.3,0,0,20.6,67,0,27,0.6,24.645577888469974
Year 1 Jan 07 20:00,23.31,77.93,270,13.4,0,0,19,70,0,41,0.6,22.64791713715921
Year 1 Jan 07 21:00,23.31,77.93,270,12.7,0,0,17.8,72,0,53,0.6,21.194506891232359
Year 1 Jan 07 22:00,23.31,77.93,270,12.2,0,0,16.9,74,0,61,0.6,20.05488222102128
Year 1 Jan 07 23:00,23.31,77.93,270,11.6,0,0,16,75,0.7,66,0.6,19.072049334317513
Year 1 Jan 08 00:00,23.31,77.93,270,10.9,0,0,15.1,76,1.3,73,0.6,18.171352054128997
Year 1 Jan 08 01:00,23.31,77.93,270,10.6,0,0,14.4,78,2,78,0.5,17.379087441897956
Year 1 Jan 08 02:00,23.31,77.93,270,10,0,0,13.8,78,2.2,85,0.5,16.691003808156827
Year 1 Jan 08 03:00,23.31,77.93,270,9.6,0,0,13.2,79,2.3,94,0.4,16.079273028479418
Year 1 Jan 08 04:00,23.31,77.93,270,9.2,0,0,12.6,80,2.5,108,0.4,15.498682484290061
Year 1 Jan 08 05:00,23.31,77.93,270,8.8,0,0,12,81,3.6,115,0.4,14.929087398820503
Year 1 Jan 08 06:00,23.31,77.93,270,8.7,0,0,11.7,82,4.7,116,0.5,14.413830694144768
Year 1 Jan 08 07:00,23.31,77.93,270,8.6,0,0,11.6,82,5.8,122,0.7,13.965432224640285
Year 1 Jan 08 08:00,23.31,77.93,270,9.6,41,55,13.2,79,3.9,130,0.8,14.916428546154674
Year 1 Jan 08 09:00,23.31,77.93,270,11.9,129,290,17,72,1.9,138,0.7,17.316892384056506
Year 1 Jan 08 10:00,23.31,77.93,270,14.4,180,470,22,62,0,142,0.7,20.195412260339589
Year 1 Jan 08 11:00,23.31,77.93,270,15.3,208,574,25,55,0,141,1,22.78069774688731
Year 1 Jan 08 12:00,23.31,77.93,270,16.3,224,620,26.7,53,0,136,0.7,24.77688433269066
Year 1 Jan 08 13:00,23.31,77.93,270,16.8,227,638,27.5,52,0,106,0.4,27.83048070532127
Year 1 Jan 08 14:00,23.31,77.93,270,16.5,222,614,28.2,49,3.3,37,0.4,34.30268627094576
Year 1 Jan 08 15:00,23.31,77.93,270,16.8,208,545,28.5,49,6.7,29,0.6,39.31297072
Year 1 Jan 08 16:00,23.31,77.93,270,16.6,174,441,28.3,49,10,34,0.6,41.002826939394889
Year 1 Jan 08 17:00,23.31,77.93,270,16.5,113,276,27.5,51,7.4,48,0.5,38.02877393390867
Year 1 Jan 08 18:00,23.31,77.93,270,15.1,25,34,24.1,57,4.9,66,0.5,29.52676344642129
Year 1 Jan 08 19:00,23.31,77.93,270,13.9,0,0,21.5,62,2.3,79,0.6,25.62378430554988
Year 1 Jan 08 20:00,23.31,77.93,270,13.4,0,0,19.9,66,1.5,90,0.6,23.578767370973375
Year 1 Jan 08 21:00,23.31,77.93,270,12.6,0,0,18.6,68,0.8,102,0.6,22.076365613531644
Year 1 Jan 08 22:00,23.31,77.93,270,12.3,0,0,17.6,71,0,113,0.6,20.882496404553917
Year 1 Jan 08 23:00,23.31,77.93,270,11.8,0,0,16.7,73,0.3,122,0.6,19.87480261876696
Year 1 Jan 09 00:00,23.31,77.93,270,11.2,0,0,15.8,74,0.7,130,0.6,18.968159590739157
Year 1 Jan 09 01:00,23.31,77.93,270,10.9,0,0,15.1,76,1,136,0.5,18.167709778180457
Year 1 Jan 09 02:00,23.31,77.93,270,10.6,0,0,14.4,78,0.8,141,0.5,17.450206265039627
Year 1 Jan 09 03:00,23.31,77.93,270,10.2,0,0,13.8,79,0.6,145,0.5,16.790693006757743
Year 1 Jan 09 04:00,23.31,77.93,270,9.8,0,0,13.2,80,0.4,147,0.5,16.179651347790928
Year 1 Jan 09 05:00,23.31,77.93,270,9.7,0,0,12.9,81,0.3,147,0.6,15.644115437261175
Year 1 Jan 09 06:00,23.31,77.93,270,9.4,0,0,12.6,81,0.1,147,0.6,15.176170145143909
Year 1 Jan 09 07:00,23.31,77.93,270,9.5,0,0,12.5,82,0,147,0.6,14.786466846610475
Year 1 Jan 09 08:00,23.31,77.93,270,10.6,41,55,14,80,0,153,0.6,15.77019102563996
Year 1 Jan 09 09:00,23.31,77.93,270,13.2,128,294,18.3,72,0,164,0.7,18.252351126871234
Year 1 Jan 09 10:00,23.31,77.93,270,15.7,179,478,23.1,63,0,181,0.6,21.157592729993007
Year 1 Jan 09 11:00,23.31,77.93,270,16.5,205,586,26.3,55,0,193,0.9,23.74758666139684
Year 1 Jan 09 12:00,23.31,77.93,270,16.9,220,634,28,51,0,194,0.8,25.801234270931329
Year 1 Jan 09 13:00,23.31,77.93,270,17.1,222,654,28.9,49,0,199,0.5,28.93488218546949
Year 1 Jan 09 14:00,23.31,77.93,270,17.1,216,636,29.2,48,0,234,0.2,35.678302231226179
Year 1 Jan 09 15:00,23.31,77.93,270,16.8,200,578,29.3,47,0,247,0.1,41.002812432302167
Year 1 Jan 09 16:00,23.31,77.93,270,16.8,168,480,29.3,47,0,252,0.2,43.34933979
Year 1 Jan 09 17:00,23.31,77.93,270,20.2,112,308,28.4,61,0,262,0.2,40.15779850473251
Year 1 Jan 09 18:00,23.31,77.93,270,16.6,27,39,24.6,61,0,252,0.1,31.09200101085716
Year 1 Jan 09 19:00,23.31,77.93,270,15.3,0,0,21.4,68,0,224,0.1,26.816175530700109
Year 1 Jan 09 20:00,23.31,77.93,270,13.3,0,0,19.6,67,0,212,0.2,24.590201745860634
Year 1 Jan 09 21:00,23.31,77.93,270,12.5,0,0,18.5,68,0,209,0.3,23.038638417264964
Year 1 Jan 09 22:00,23.31,77.93,270,12.2,0,0,17.7,70,0,208,0.5,21.851060683386323
Year 1 Jan 09 23:00,23.31,77.93,270,11.7,0,0,17,71,0,208,0.6,20.84808921840907
Year 1 Jan 10 00:00,23.31,77.93,270,11.2,0,0,16.3,72,0,208,0.6,19.96263468280645
Year 1 Jan 10 01:00,23.31,77.93,270,10.8,0,0,15.4,74,0,202,0.6,19.113783294308058
Year 1 Jan 10 02:00,23.31,77.93,270,10.3,0,0,14.7,75,0.1,184,0.5,18.339998374820604
Year 1 Jan 10 03:00,23.31,77.93,270,9.9,0,0,14.1,76,0.2,159,0.5,17.60959533349778
Year 1 Jan 10 04:00,23.31,77.93,270,9.8,0,0,13.8,77,0.3,144,0.6,16.93807493287237
Year 1 Jan 10 05:00,23.31,77.93,270,9.7,0,0,13.5,78,2.5,141,0.7,16.409074971042715
Year 1 Jan 10 06:00,23.31,77.93,270,9.5,0,0,13.3,78,4.6,146,0.7,15.980643017405012
Year 1 Jan 10 07:00,23.31,77.93,270,9.6,0,0,13.2,79,6.8,157,0.7,15.63924619624785
Year 1 Jan 10 08:00,23.31,77.93,270,11,39,46,15,77,4.5,170,0.8,16.65780093376005
Year 1 Jan 10 09:00,23.31,77.93,270,13.2,131,262,19.2,68,2.3,183,0.8,19.212220668380888
Year 1 Jan 10 10:00,23.31,77.93,270,15.6,179,477,24.1,59,0,207,0.8,22.091956726304607
Year 1 Jan 10 11:00,23.31,77.93,270,17.2,199,606,27.3,54,0,229,1.4,24.706570166840778
Year 1 Jan 10 12:00,23.31,77.93,270,18,216,650,29.2,51,0,241,1.4,26.86576880686757
Year 1 Jan 10 13:00,23.31,77.93,270,18.4,218,668,30.3,49,0,246,1.6,30.01030255577156
Year 1 Jan 10 14:00,23.31,77.93,270,18.5,213,647,30.8,48,0,248,1.7,36.35316906031436
Year 1 Jan 10 15:00,23.31,77.93,270,18.3,199,585,30.6,48,0,251,1.7,41.28762038809988
Year 1 Jan 10 16:00,23.31,77.93,270,18.2,168,484,30.1,49,0,255,1.6,43.36670298414391
Year 1 Jan 10 17:00,23.31,77.93,270,18.2,113,313,29,52,0,262,1.3,40.31538826885587
Year 1 Jan 10 18:00,23.31,77.93,270,17.1,28,41,26,58,0,269,0.8,31.72188879845442
Year 1 Jan 10 19:00,23.31,77.93,270,15.8,0,0,23.2,63,0,271,0.6,27.686353350778125
Year 1 Jan 10 20:00,23.31,77.93,270,14.9,0,0,21.3,67,3.3,268,0.5,25.620790334517566
Year 1 Jan 10 21:00,23.31,77.93,270,14.6,0,0,20.2,70,6.7,263,0.5,24.20507813694268
Year 1 Jan 10 22:00,23.31,77.93,270,14.2,0,0,19.4,72,10,263,0.5,23.165210783271374
Year 1 Jan 10 23:00,23.31,77.93,270,13.9,0,0,18.8,73,9.5,263,0.4,22.28033500466751
Year 1 Jan 11 00:00,23.31,77.93,270,13.3,0,0,17.8,75,9.1,259,0.4,21.390148501088185
Year 1 Jan 11 01:00,23.31,77.93,270,12.8,0,0,16.9,77,8.6,251,0.3,20.522242736789925
Year 1 Jan 11 02:00,23.31,77.93,270,12.4,0,0,16,79,5.8,239,0.3,19.71651544365116
Year 1 Jan 11 03:00,23.31,77.93,270,11.8,0,0,15.2,80,2.9,227,0.2,18.967444491045549
Year 1 Jan 11 04:00,23.31,77.93,270,11.4,0,0,14.4,82,0.1,216,0.2,18.253700458629305
Year 1 Jan 11 05:00,23.31,77.93,270,11,0,0,13.8,83,0.1,205,0.1,17.605365902051198
Year 1 Jan 11 06:00,23.31,77.93,270,10.7,0,0,13.2,85,0.1,180,0.1,17.00534452270157
Year 1 Jan 11 07:00,23.31,77.93,270,11.1,0,0,12.7,90,0.1,138,0.1,16.434686991814993
