Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 03 05:00,23.47,69.79,0,2.9,0,0,16.1,41,0,49,1.9,16.45946667
Year 1 Jan 03 06:00,23.47,69.79,0,2.8,0,0,15.7,42,0,47,1.9,16.05559935
Year 1 Jan 03 07:00,23.47,69.79,0,3,0,0,15.2,44,0,48,1.8,15.65210099
Year 1 Jan 03 08:00,23.47,69.79,0,4.9,6,9,15.3,50,0,51,1.7,15.68222183
Year 1 Jan 03 09:00,23.47,69.79,0,6.7,85,174,18.5,46,0,54,1.9,17.62276878
Year 1 Jan 03 10:00,23.47,69.79,0,7.8,156,393,21.6,41,0,61,1.8,20.21219333
Year 1 Jan 03 11:00,23.47,69.79,0,9.7,198,515,24.1,40,0,80,2.8,22.67246921
Year 1 Jan 03 12:00,23.47,69.79,0,10.1,223,582,25.4,38,0,88,2.5,24.53562255
Year 1 Jan 03 13:00,23.47,69.79,0,10.8,232,617,27.1,36,0,89,2.3,26.04106182
Year 1 Jan 03 14:00,23.47,69.79,0,10.2,230,619,28.5,32,0,82,2.2,27.22777198
Year 1 Jan 03 15:00,23.47,69.79,0,9.7,217,585,29,30,0,77,2.1,27.84780962
Year 1 Jan 03 16:00,23.47,69.79,0,9.9,189,519,29.3,30,0,77,1.7,27.84610968
Year 1 Jan 03 17:00,23.47,69.79,0,9.9,143,391,29.3,30,0,75,1.4,27.04339663
Year 1 Jan 03 18:00,23.47,69.79,0,11.6,69,161,26.3,40,0,64,0.7,24.98056328
Year 1 Jan 03 19:00,23.47,69.79,0,9.5,2,2,22.7,43,0,49,0.6,22.70204834
Year 1 Jan 03 20:00,23.47,69.79,0,9.5,0,0,21.2,47,0,44,0.6,21.4622244
Year 1 Jan 03 21:00,23.47,69.79,0,9.3,0,0,20,50,0,43,0.5,20.55318926
Year 1 Jan 03 22:00,23.47,69.79,0,9.5,0,0,18.7,55,0,27,0.3,19.74127305
Year 1 Jan 03 23:00,23.47,69.79,0,9.6,0,0,18,58,0,303,0.3,19.05069512
Year 1 Jan 04 00:00,23.47,69.79,0,9.4,0,0,17.5,59,0,278,0.8,18.44972216
Year 1 Jan 04 01:00,23.47,69.79,0,9.6,0,0,17.2,61,0,275,1.2,17.92816083
Year 1 Jan 04 02:00,23.47,69.79,0,9.7,0,0,17,62,0,275,1.6,17.4657366
Year 1 Jan 04 03:00,23.47,69.79,0,9.7,0,0,16.5,64,0,276,1.8,16.99101109
Year 1 Jan 04 04:00,23.47,69.79,0,9.4,0,0,16,65,0,282,1.8,16.4999694
Year 1 Jan 04 05:00,23.47,69.79,0,8.8,0,0,15.8,63,0,301,1.8,16.11132689
Year 1 Jan 04 06:00,23.47,69.79,0,8.3,0,0,15.3,63,0,320,1.6,15.71968538
Year 1 Jan 04 07:00,23.47,69.79,0,8.1,0,0,14.4,66,0,326,1.2,15.23637459
Year 1 Jan 04 08:00,23.47,69.79,0,9.6,6,9,14,75,0,311,0.7,15.16807782
Year 1 Jan 04 09:00,23.47,69.79,0,12.2,84,184,18.2,68,0,277,0.6,17.17667978
Year 1 Jan 04 10:00,23.47,69.79,0,12.4,154,408,21.3,57,0,288,0.9,19.84789783
Year 1 Jan 04 11:00,23.47,69.79,0,13.9,196,527,23.8,54,0,315,2.2,22.30272122
Year 1 Jan 04 12:00,23.47,69.79,0,14.6,222,587,25.1,52,0,312,2.3,24.20151544
Year 1 Jan 04 13:00,23.47,69.79,0,14.8,233,616,26.7,48,0,307,2.3,25.71310755
Year 1 Jan 04 14:00,23.47,69.79,0,13.7,233,610,28.2,41,0,296,2.5,26.96530591
Year 1 Jan 04 15:00,23.47,69.79,0,14.3,222,569,28.9,41,0,288,2.7,27.71738217
Year 1 Jan 04 16:00,23.47,69.79,0,14.9,194,498,29.1,42,0,278,3,27.8365308
Year 1 Jan 04 17:00,23.47,69.79,0,15.3,148,361,28.7,44,0,272,3.3,27.14484579
Year 1 Jan 04 18:00,23.47,69.79,0,16.2,69,139,26.6,53,0,271,2.7,25.35728924
Year 1 Jan 04 19:00,23.47,69.79,0,16.8,2,2,24.3,63,0,269,2.6,23.461463
Year 1 Jan 04 20:00,23.47,69.79,0,17.8,0,0,23.1,72,0,268,2.8,22.42475523
Year 1 Jan 04 21:00,23.47,69.79,0,18.3,0,0,22.1,79,0,267,2.8,21.61493046
Year 1 Jan 04 22:00,23.47,69.79,0,18.4,0,0,21.2,84,0,270,2.8,20.906812
Year 1 Jan 04 23:00,23.47,69.79,0,18.4,0,0,20.6,87,0,275,2.8,20.2961631
Year 1 Jan 05 00:00,23.47,69.79,0,18.3,0,0,20,90,0,280,2.9,19.73586815
Year 1 Jan 05 01:00,23.47,69.79,0,17.9,0,0,19.4,91,0,286,3,19.20069759
Year 1 Jan 05 02:00,23.47,69.79,0,17.8,0,0,19,93,0,292,3.1,18.74826727
Year 1 Jan 05 03:00,23.47,69.79,0,17.5,0,0,18.5,94,0,297,3,18.31433722
Year 1 Jan 05 04:00,23.47,69.79,0,17.2,0,0,18,95,0,302,2.9,17.87925994
Year 1 Jan 05 05:00,23.47,69.79,0,16.7,0,0,17.3,96,0,318,2.6,17.39340258
Year 1 Jan 05 06:00,23.47,69.79,0,15.7,0,0,16.5,95,0,345,2.3,16.86154354
Year 1 Jan 05 07:00,23.47,69.79,0,13.8,0,0,15.8,88,0,5,2.3,16.34501589
Year 1 Jan 05 08:00,23.47,69.79,0,11.6,6,8,15.8,76,0,13,2.4,16.21996123
Year 1 Jan 05 09:00,23.47,69.79,0,8.6,84,167,17.7,55,0,16,2.8,17.68500651
Year 1 Jan 05 10:00,23.47,69.79,0,3.1,155,393,19.3,34,0,16,3.4,19.54218204
Year 1 Jan 05 11:00,23.47,69.79,0,0.7,196,526,20.3,27,0,9,3.1,21.13894783
Year 1 Jan 05 12:00,23.47,69.79,0,-0.8,220,596,21.8,22,0,1,3.1,22.56026057
Year 1 Jan 05 13:00,23.47,69.79,0,-1.4,227,635,23.5,19,0,358,3.2,23.85933179
Year 1 Jan 05 14:00,23.47,69.79,0,0,225,638,24.4,20,0,356,3.3,24.76606217
Year 1 Jan 05 15:00,23.47,69.79,0,0.2,213,603,24.6,20,0,348,3.2,25.05937195
Year 1 Jan 05 16:00,23.47,69.79,0,0.3,187,535,24.7,20,0,341,3.2,24.87400699
Year 1 Jan 05 17:00,23.47,69.79,0,0.6,144,402,24.3,21,0,337,3.2,23.99208215
Year 1 Jan 05 18:00,23.47,69.79,0,-0.4,71,165,22.3,22,0,336,2.3,22.04809884
Year 1 Jan 05 19:00,23.47,69.79,0,-1.5,2,2,19.6,24,0,336,1.7,19.87685494
Year 1 Jan 05 20:00,23.47,69.79,0,-2.1,0,0,18.2,25,0,340,1.7,18.60173315
Year 1 Jan 05 21:00,23.47,69.79,0,-3.2,0,0,17,25,0,345,1.8,17.58255437
Year 1 Jan 05 22:00,23.47,69.79,0,-4.5,0,0,15.4,25,0,351,1.6,16.55603088
Year 1 Jan 05 23:00,23.47,69.79,0,-5.8,0,0,13.9,25,0,356,1.5,15.52180045
Year 1 Jan 06 00:00,23.47,69.79,0,-6.7,0,0,12.3,26,0,359,1.3,14.49317764
Year 1 Jan 06 01:00,23.47,69.79,0,-7.9,0,0,10.8,26,0,4,1.1,13.48157151
Year 1 Jan 06 02:00,23.47,69.79,0,-8.7,0,0,9.3,27,0,6,1,12.47714111
Year 1 Jan 06 03:00,23.47,69.79,0,-8.8,0,0,8.7,28,0,9,1,11.68168323
Year 1 Jan 06 04:00,23.47,69.79,0,-8.9,0,0,8.1,29,0,12,1,11.01895574
Year 1 Jan 06 05:00,23.47,69.79,0,-8.9,0,0,7.6,30,0,16,1,10.42262418
Year 1 Jan 06 06:00,23.47,69.79,0,-9.3,0,0,7.1,30,0,20,1,9.869552748
Year 1 Jan 06 07:00,23.47,69.79,0,-9.3,0,0,6.6,31,0,23,1,9.343284578
Year 1 Jan 06 08:00,23.47,69.79,0,-4.9,6,11,7.1,42,0,27,1,9.377948368
Year 1 Jan 06 09:00,23.47,69.79,0,-3.9,83,239,11.9,33,0,31,1.2,11.55638948
Year 1 Jan 06 10:00,23.47,69.79,0,-7.3,141,492,15.6,20,0,31,1.3,14.30031933
Year 1 Jan 06 11:00,23.47,69.79,0,-8.5,176,613,18.6,15,0,33,2.4,16.90921861
Year 1 Jan 06 12:00,23.47,69.79,0,-9.3,196,680,20,13,0,29,2.7,18.91549824
Year 1 Jan 06 13:00,23.47,69.79,0,-10.1,205,709,21.6,11,0,22,3,20.43538637
Year 1 Jan 06 14:00,23.47,69.79,0,-10.7,204,709,22.4,10,0,17,3.1,21.48296735
Year 1 Jan 06 15:00,23.47,69.79,0,-10.2,193,679,23,10,0,11,3.2,22.07255782
Year 1 Jan 06 16:00,23.47,69.79,0,-10.2,171,612,23.1,10,0,9,3.3,21.99109576
Year 1 Jan 06 17:00,23.47,69.79,0,-10.4,135,479,22.8,10,0,8,3.2,21.30119191
Year 1 Jan 06 18:00,23.47,69.79,0,-11.2,73,213,20.2,11,0,6,2.2,19.30505657
Year 1 Jan 06 19:00,23.47,69.79,0,-11.7,3,4,16.9,13,0,5,1.8,16.91310756
Year 1 Jan 06 20:00,23.47,69.79,0,-11.1,0,0,15.4,15,0,6,1.8,15.55785705
Year 1 Jan 06 21:00,23.47,69.79,0,-11.2,0,0,14.3,16,0,11,1.8,14.58209637
Year 1 Jan 06 22:00,23.47,69.79,0,-10.5,0,0,13.3,18,0,19,1.6,13.75569918
Year 1 Jan 06 23:00,23.47,69.79,0,-10,0,0,12.3,20,0,22,1.5,12.99421238
Year 1 Jan 07 00:00,23.47,69.79,0,-9.7,0,0,11.3,22,0,23,1.3,12.26152994
Year 1 Jan 07 01:00,23.47,69.79,0,-9.4,0,0,10.3,24,0,4,1.1,11.55975654
Year 1 Jan 07 02:00,23.47,69.79,0,-8.7,0,0,9.3,27,0,6,1,10.87431946
Year 1 Jan 07 03:00,23.47,69.79,0,-8.8,0,0,8.7,28,0,9,1,10.27309738
Year 1 Jan 07 04:00,23.47,69.79,0,-8.9,0,0,8.1,29,0,12,1,9.727248609
Year 1 Jan 07 05:00,23.47,69.79,0,-8.9,0,0,7.6,30,0,16,1,9.222308285
Year 1 Jan 07 06:00,23.47,69.79,0,-9.3,0,0,7.1,30,0,20,1,8.744860368
Year 1 Jan 07 07:00,23.47,69.79,0,-9.3,0,0,6.6,31,0,23,1,8.283302771
Year 1 Jan 07 08:00,23.47,69.79,0,-4.9,6,11,7.1,42,0,27,1,8.370405466
Year 1 Jan 07 09:00,23.47,69.79,0,-3.9,83,239,11.9,33,0,31,1.2,10.59816583
Year 1 Jan 07 10:00,23.47,69.79,0,-7.3,141,492,15.6,20,0,31,1.3,13.41126371
Year 1 Jan 07 11:00,23.47,69.79,0,-8.5,176,613,18.6,15,0,33,2.4,16.1252107
Year 1 Jan 07 12:00,23.47,69.79,0,-9.3,196,680,20,13,0,29,2.7,18.21541948
Year 1 Jan 07 13:00,23.47,69.79,0,-10.1,205,709,21.6,11,0,22,3,19.79826775
Year 1 Jan 07 14:00,23.47,69.79,0,-10.7,204,709,22.4,10,0,17,3.1,20.89431428
Year 1 Jan 07 15:00,23.47,69.79,0,-10.2,193,679,23,10,0,11,3.2,21.52326482
Year 1 Jan 07 16:00,23.47,69.79,0,-10.2,171,612,23.1,10,0,9,3.3,21.47670933
Year 1 Jan 07 17:00,23.47,69.79,0,-10.4,135,479,22.8,10,0,8,3.2,20.81094545
Year 1 Jan 07 18:00,23.47,69.79,0,-11.2,73,213,20.2,11,0,6,2.2,18.80601117
Year 1 Jan 07 19:00,23.47,69.79,0,-11.7,3,4,16.9,13,0,5,1.8,16.40342861
Year 1 Jan 07 20:00,23.47,69.79,0,-11.1,0,0,15.4,15,0,6,1.8,15.05285099
Year 1 Jan 07 21:00,23.47,69.79,0,-11.2,0,0,14.3,16,0,11,1.8,14.08870859
Year 1 Jan 07 22:00,23.47,69.79,0,-11.4,0,0,13.1,17,0,19,1.7,13.22307279
Year 1 Jan 07 23:00,23.47,69.79,0,-11.4,0,0,12.2,18,0,22,1.6,12.46733086
Year 1 Jan 08 00:00,23.47,69.79,0,-10.8,0,0,11.4,20,0,23,1.5,11.7934079
Year 1 Jan 08 01:00,23.47,69.79,0,-10.7,0,0,10.7,21,0,26,1.5,11.18362127
Year 1 Jan 08 02:00,23.47,69.79,0,-10.7,0,0,10,22,0,29,1.5,10.62019939
Year 1 Jan 08 03:00,23.47,69.79,0,-10.1,0,0,9.5,24,0,37,1.5,10.11215183
Year 1 Jan 08 04:00,23.47,69.79,0,-9.8,0,0,9.2,25,0,49,1.6,9.686394354
Year 1 Jan 08 05:00,23.47,69.79,0,-9.3,0,0,9.2,26,0,63,1.9,9.372439215
Year 1 Jan 08 06:00,23.47,69.79,0,-8.7,0,0,9.3,27,0,73,2.1,9.158668453
Year 1 Jan 08 07:00,23.47,69.79,0,-8.7,0,0,9.3,27,0,77,2.3,8.981007741
Year 1 Jan 08 08:00,23.47,69.79,0,-7,6,10,9.8,30,0,77,2.3,9.245290619
Year 1 Jan 08 09:00,23.47,69.79,0,-6.1,83,223,13.6,25,0,74,2.5,11.47695224
Year 1 Jan 08 10:00,23.47,69.79,0,-6.5,145,467,17.3,19,0,71,3.2,14.50154303
Year 1 Jan 08 11:00,23.47,69.79,0,-7.1,182,587,19.3,16,0,72,4.1,17.07607645
Year 1 Jan 08 12:00,23.47,69.79,0,-7.6,205,651,20.9,14,0,73,3.8,19.11053978
Year 1 Jan 08 13:00,23.47,69.79,0,-7,215,679,22.9,13,0,71,3.8,20.82798681
Year 1 Jan 08 14:00,23.47,69.79,0,-7.1,214,677,24,12,0,67,3.8,22.09897529
Year 1 Jan 08 15:00,23.47,69.79,0,-6.8,204,644,24.5,12,0,62,3.4,22.72106238
Year 1 Jan 08 16:00,23.47,69.79,0,-6.7,181,575,24.6,12,0,57,3.1,22.68651902
Year 1 Jan 08 17:00,23.47,69.79,0,-5.9,141,447,24.3,13,0,52,2.8,21.96045884
Year 1 Jan 08 18:00,23.47,69.79,0,-6.1,75,200,21.6,15,0,45,1.9,19.92471525
Year 1 Jan 08 19:00,23.47,69.79,0,-6.5,3,4,18.2,18,0,38,1.5,17.48266718
Year 1 Jan 08 20:00,23.47,69.79,0,-5.6,0,0,16.9,21,0,35,1.7,16.20205871
Year 1 Jan 08 21:00,23.47,69.79,0,-5.7,0,0,16,22,0,35,1.8,15.3385714
Year 1 Jan 08 22:00,23.47,69.79,0,-5.2,0,0,15.2,24,0,37,1.8,14.63232668
Year 1 Jan 08 23:00,23.47,69.79,0,-4.9,0,0,14.4,26,0,37,1.7,13.98209673
Year 1 Jan 09 00:00,23.47,69.79,0,-5.1,0,0,13.5,27,0,40,1.6,13.33992189
Year 1 Jan 09 01:00,23.47,69.79,0,-5.3,0,0,12.8,28,0,45,1.5,12.75281716
Year 1 Jan 09 02:00,23.47,69.79,0,-5.6,0,0,12.4,28,0,59,1.6,12.26266121
Year 1 Jan 09 03:00,23.47,69.79,0,-5.4,0,0,12.1,29,0,56,1.7,11.85466107
Year 1 Jan 09 04:00,23.47,69.79,0,-5.5,0,0,11.5,30,0,46,1.7,11.42494219
Year 1 Jan 09 05:00,23.47,69.79,0,-5.5,0,0,11,31,0,51,1.7,10.99499998
Year 1 Jan 09 06:00,23.47,69.79,0,-5.5,0,0,10.5,32,0,60,1.7,10.58871606
Year 1 Jan 09 07:00,23.47,69.79,0,-5.8,0,0,9.7,33,0,69,1.5,10.12499055
Year 1 Jan 09 08:00,23.47,69.79,0,-2.2,6,9,9.8,43,0,75,1.2,10.14028851
Year 1 Jan 09 09:00,23.47,69.79,0,-1.4,83,209,13.8,35,0,58,1.3,12.17631232
Year 1 Jan 09 10:00,23.47,69.79,0,-4.2,147,451,17.1,23,0,39,1.3,14.87117426
Year 1 Jan 09 11:00,23.47,69.79,0,-5.8,185,575,20,17,0,78,1.7,17.38810132
Year 1 Jan 09 12:00,23.47,69.79,0,-7,207,642,21.6,14,0,81,2,19.50349921
Year 1 Jan 09 13:00,23.47,69.79,0,-7.7,216,675,23.3,12,0,80,1.7,21.06233089
Year 1 Jan 09 14:00,23.47,69.79,0,-8.8,214,679,24.9,10,0,76,1.4,22.27850073
Year 1 Jan 09 15:00,23.47,69.79,0,-8,202,654,25.9,10,0,63,1.3,22.99493578
Year 1 Jan 09 16:00,23.47,69.79,0,-7.9,177,592,26.1,10,0,47,1.1,22.97579187
Year 1 Jan 09 17:00,23.47,69.79,0,-7.9,139,467,26.1,10,0,24,1,22.29153239
Year 1 Jan 09 18:00,23.47,69.79,0,-0.3,76,212,22.4,22,0,3,0.8,20.15582709
Year 1 Jan 09 19:00,23.47,69.79,0,-6.8,3,5,18.7,17,0,354,1.2,17.70626696
Year 1 Jan 09 20:00,23.47,69.79,0,-5.8,0,0,17.4,20,2.9,352,1.4,16.47837358
Year 1 Jan 09 21:00,23.47,69.79,0,-5.4,0,0,16.4,22,5.7,351,1.2,15.62589365
Year 1 Jan 09 22:00,23.47,69.79,0,-4.3,0,0,15.1,26,8.6,344,1,14.84899889
Year 1 Jan 09 23:00,23.47,69.79,0,-3.7,0,0,14,29,5.7,326,0.9,14.1009268
Year 1 Jan 10 00:00,23.47,69.79,0,-3.7,0,0,13.5,30,2.9,305,1.1,13.49232314
Year 1 Jan 10 01:00,23.47,69.79,0,-3.8,0,0,13.4,30,0,293,1.4,13.0549971
Year 1 Jan 10 02:00,23.47,69.79,0,-4.1,0,0,13.1,30,0,288,1.7,12.67524719
Year 1 Jan 10 03:00,23.47,69.79,0,-4.5,0,0,12.6,30,0,289,1.7,12.26333535
Year 1 Jan 10 04:00,23.47,69.79,0,-3.2,0,0,12.2,34,0,296,1.8,11.86122055
Year 1 Jan 10 05:00,23.47,69.79,0,0.4,0,0,12,45,0,304,1.8,11.5552831
Year 1 Jan 10 06:00,23.47,69.79,0,4.1,0,0,11.8,59,0,311,1.7,11.30610775
Year 1 Jan 10 07:00,23.47,69.79,0,6.7,0,0,11.6,72,0,316,1.6,11.08029414
Year 1 Jan 10 08:00,23.47,69.79,0,9,5,8,12,82,0,319,1.5,11.34405091
Year 1 Jan 10 09:00,23.47,69.79,0,12.4,83,173,15.8,80,0,322,1.6,13.62358476
Year 1 Jan 10 10:00,23.47,69.79,0,15.1,159,370,19.4,76,0,325,1.5,16.64536676
Year 1 Jan 10 11:00,23.47,69.79,0,18,209,473,22.4,76,0,328,2.7,19.64921091
Year 1 Jan 10 12:00,23.47,69.79,0,19,240,531,23.9,74,0,329,2.9,21.9611364
Year 1 Jan 10 13:00,23.47,69.79,0,19.4,253,560,25.3,70,0,331,3,23.69881968
Year 1 Jan 10 14:00,23.47,69.79,0,19.2,253,557,26,66,0,329,2.8,24.8515025
Year 1 Jan 10 15:00,23.47,69.79,0,18.6,240,523,26.5,62,0,324,2.6,25.46418075
Year 1 Jan 10 16:00,23.47,69.79,0,18.3,208,461,26.7,60,0,319,2.4,25.48032687
Year 1 Jan 10 17:00,23.47,69.79,0,18.5,158,337,26.6,61,0,316,2.3,24.77417102
Year 1 Jan 10 18:00,23.47,69.79,0,17.9,77,134,24.9,65,0,315,1.6,23.00138928
Year 1 Jan 10 19:00,23.47,69.79,0,17.1,3,4,22.2,73,0,313,1.1,20.94737935
Year 1 Jan 10 20:00,23.47,69.79,0,16.6,0,0,20.8,77,0,308,1,19.83292284
Year 1 Jan 10 21:00,23.47,69.79,0,16.3,0,0,19.8,80,0,299,0.9,19.03411104
Year 1 Jan 10 22:00,23.47,69.79,0,16.2,0,0,19,84,0,288,0.9,18.39838567
Year 1 Jan 10 23:00,23.47,69.79,0,16.2,0,0,18.4,87,0,283,0.9,17.84512185
Year 1 Jan 11 00:00,23.47,69.79,0,15.9,0,0,17.6,90,0,286,0.9,17.28358886
Year 1 Jan 11 01:00,23.47,69.79,0,15.5,0,0,16.8,92,0,295,0.7,16.71722703
Year 1 Jan 11 02:00,23.47,69.79,0,15,0,0,16.3,92,0,303,0.6,16.21017823
Year 1 Jan 11 03:00,23.47,69.79,0,14.2,0,0,15.5,92,0,313,0.5,15.69425652
Year 1 Jan 11 04:00,23.47,69.79,0,13.3,0,0,14.8,91,0,328,0.5,15.17635546
Year 1 Jan 11 05:00,23.47,69.79,0,12.6,0,0,14.4,89,0,353,0.7,14.71897722
Year 1 Jan 11 06:00,23.47,69.79,0,11.8,0,0,14.1,86,0,15,1,14.30643122
Year 1 Jan 11 07:00,23.47,69.79,0,10.6,0,0,13.8,81,0,32,1.3,13.92672596
Year 1 Jan 11 08:00,23.47,69.79,0,10,5,7,14.4,75,0,45,1.6,14.04280919
Year 1 Jan 11 09:00,23.47,69.79,0,9.9,83,154,17.8,60,0,52,2.1,16.04034919
Year 1 Jan 11 10:00,23.47,69.79,0,8.4,160,363,21.5,43,0,53,2.7,18.95553588
Year 1 Jan 11 11:00,23.47,69.79,0,6,205,490,23.6,32,0,54,4,21.57141955
Year 1 Jan 11 12:00,23.47,69.79,0,5.3,232,561,25.1,28,0,52,3.7,23.49856165
Year 1 Jan 11 13:00,23.47,69.79,0,5.6,241,602,26.7,26,0,48,3.7,25.03820139
Year 1 Jan 11 14:00,23.47,69.79,0,5.9,236,616,27.7,25,0,42,3.7,26.14054868
Year 1 Jan 11 15:00,23.47,69.79,0,6.2,219,599,28.1,25,0,35,3.5,26.66169122
Year 1 Jan 11 16:00,23.47,69.79,0,6.2,189,549,28.1,25,0,27,3.3,26.57584193
Year 1 Jan 11 17:00,23.47,69.79,0,6.5,147,428,27.7,26,0,23,3,25.78354868
