Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 02 06:00,23.44,86.07,90,14.6,0,0,15.1,97,2.8,78,0.4,18.07782962645811
Year 1 Jan 02 07:00,23.44,86.07,90,14.8,7,7,15.4,96,3.1,85,0.4,19.18790300354452
Year 1 Jan 02 08:00,23.44,86.07,90,15.6,82,57,16.4,95,2.1,99,0.4,23.441676078245544
Year 1 Jan 02 09:00,23.44,86.07,90,17.2,182,159,18.4,93,1,119,0.4,29.263346650096879
Year 1 Jan 02 10:00,23.44,86.07,90,16.9,228,377,20.5,80,0,117,0.7,33.81394438977782
Year 1 Jan 02 11:00,23.44,86.07,90,17.4,234,531,21.2,79,0,112,0.6,33.90014743242715
Year 1 Jan 02 12:00,23.44,86.07,90,18.1,250,552,22.5,76,0,107,0.6,30.88627169325076
Year 1 Jan 02 13:00,23.44,86.07,90,17.7,245,556,23.5,70,0,100,0.7,29.870338021024194
Year 1 Jan 02 14:00,23.44,86.07,90,17.7,234,502,24,68,0.3,89,0.9,29.553947842494745
Year 1 Jan 02 15:00,23.44,86.07,90,17.9,209,394,23.7,70,0.7,84,1,28.754699084039879
Year 1 Jan 02 16:00,23.44,86.07,90,17.9,150,259,22.8,74,1,81,1.2,27.186859651570197
Year 1 Jan 02 17:00,23.44,86.07,90,17.1,56,99,21.5,76,2.6,79,1.1,25.038033943875186
Year 1 Jan 02 18:00,23.44,86.07,90,16.5,0,0,20.5,78,4.2,80,1,23.42889985069952
Year 1 Jan 02 19:00,23.44,86.07,90,16.2,0,0,19.7,80,5.8,85,0.9,22.55950373
Year 1 Jan 02 20:00,23.44,86.07,90,16,0,0,19.1,82,4.2,93,0.9,21.826708803564899
Year 1 Jan 02 21:00,23.44,86.07,90,15.8,0,0,18.6,84,2.5,102,0.9,21.175909739786677
Year 1 Jan 02 22:00,23.44,86.07,90,15.7,0,0,18.1,86,0.9,113,0.9,20.568746686090223
Year 1 Jan 02 23:00,23.44,86.07,90,15.7,0,0,17.7,88,0.6,122,0.9,20.033942621581806
Year 1 Jan 03 00:00,23.44,86.07,90,15.4,0,0,17.2,89,0.3,129,0.8,19.540780299781355
Year 1 Jan 03 01:00,23.44,86.07,90,15.2,0,0,16.7,91,0,127,0.7,19.0668291
Year 1 Jan 03 02:00,23.44,86.07,90,15,0,0,16.1,93,1.8,122,0.6,18.62928768346708
Year 1 Jan 03 03:00,23.44,86.07,90,14.8,0,0,15.6,95,3.7,125,0.6,18.225843248035088
Year 1 Jan 03 04:00,23.44,86.07,90,14.7,0,0,15.2,97,5.5,130,0.5,17.871991118827986
Year 1 Jan 03 05:00,23.44,86.07,90,14.4,0,0,14.9,97,4.7,123,0.4,17.58855089685997
Year 1 Jan 03 06:00,23.44,86.07,90,14.4,0,0,14.7,98,4,96,0.4,17.356793562670256
Year 1 Jan 03 07:00,23.44,86.07,90,14.7,7,7,15,98,3.2,89,0.5,18.528926618092148
Year 1 Jan 03 08:00,23.44,86.07,90,15.8,82,56,16.4,96,2.2,109,0.5,22.90168666982877
Year 1 Jan 03 09:00,23.44,86.07,90,17.3,184,158,18.6,92,1.2,128,0.9,28.78575189452768
Year 1 Jan 03 10:00,23.44,86.07,90,18.1,229,383,20.1,88,0.2,132,1,33.216541497044548
Year 1 Jan 03 11:00,23.44,86.07,90,18.4,245,500,21.2,84,1.2,137,0.9,33.21850890358347
Year 1 Jan 03 12:00,23.44,86.07,90,18.6,284,440,22.6,78,2.1,144,0.9,30.59056983391204
Year 1 Jan 03 13:00,23.44,86.07,90,18.6,288,384,23.3,75,3.1,141,0.9,29.837277574947977
Year 1 Jan 03 14:00,23.44,86.07,90,19.1,284,209,23.8,75,5.4,129,1,29.454716906531134
Year 1 Jan 03 15:00,23.44,86.07,90,19.1,198,55,22.7,80,7.7,120,0.9,27.991976967960583
Year 1 Jan 03 16:00,23.44,86.07,90,19.1,80,11,21.4,87,10,113,1,25.93782964427627
Year 1 Jan 03 17:00,23.44,86.07,90,18.5,16,3,20.7,87,6.7,117,1.2,24.141360213371436
Year 1 Jan 03 18:00,23.44,86.07,90,18,0,0,19.9,89,3.3,121,1.1,22.879237047735186
Year 1 Jan 03 19:00,23.44,86.07,90,17.6,0,0,18.9,92,0,123,0.9,21.852521688815494
Year 1 Jan 03 20:00,23.44,86.07,90,17.3,0,0,18.3,94,0.8,125,0.8,21.111529218574974
Year 1 Jan 03 21:00,23.44,86.07,90,17.1,0,0,17.9,95,1.7,131,0.7,20.598691575068416
Year 1 Jan 03 22:00,23.44,86.07,90,17,0,0,17.6,96,2.5,136,0.7,20.18370084
Year 1 Jan 03 23:00,23.44,86.07,90,16.8,0,0,17.3,97,3.8,133,0.6,19.883724028309925
Year 1 Jan 04 00:00,23.44,86.07,90,16.9,0,0,17.4,97,5,127,0.6,19.72556635
Year 1 Jan 04 01:00,23.44,86.07,90,17.2,0,0,17.5,98,6.3,129,0.6,19.653469212735354
Year 1 Jan 04 02:00,23.44,86.07,90,17.1,0,0,17.4,98,5.5,131,0.6,19.484964425738004
Year 1 Jan 04 03:00,23.44,86.07,90,17,0,0,17.2,99,4.7,133,0.6,19.228621558100455
Year 1 Jan 04 04:00,23.44,86.07,90,16.8,0,0,17,99,3.9,142,0.6,18.955462690418629
Year 1 Jan 04 05:00,23.44,86.07,90,16.8,0,0,17,99,5.9,156,0.5,18.884533905420527
Year 1 Jan 04 06:00,23.44,86.07,90,17.2,0,0,17.4,99,8,174,0.4,19.009462216744994
Year 1 Jan 04 07:00,23.44,86.07,90,17.7,2,1,17.9,99,10,184,0.5,19.355662472029388
Year 1 Jan 04 08:00,23.44,86.07,90,18.3,23,3,18.5,99,10,194,0.7,20.00209018212911
Year 1 Jan 04 09:00,23.44,86.07,90,18.6,55,4,18.9,98,10,205,1,20.73134160842887
Year 1 Jan 04 10:00,23.44,86.07,90,18.9,86,5,19.6,96,10,210,0.9,21.768470132337819
Year 1 Jan 04 11:00,23.44,86.07,90,19.4,154,11,20.4,94,8.2,211,0.8,23.513707590643976
Year 1 Jan 04 12:00,23.44,86.07,90,20.1,254,38,22,89,6.4,212,0.7,25.428113484282748
Year 1 Jan 04 13:00,23.44,86.07,90,20.1,310,107,23.6,81,4.6,213,0.5,26.918796924505135
Year 1 Jan 04 14:00,23.44,86.07,90,19.7,293,193,24.6,74,3.1,213,0.3,27.655731418375589
Year 1 Jan 04 15:00,23.44,86.07,90,19.6,237,237,25.2,71,1.6,59,0.1,27.543546942343299
Year 1 Jan 04 16:00,23.44,86.07,90,20.5,157,243,24.8,77,0.1,50,0.4,26.424189537043419
Year 1 Jan 04 17:00,23.44,86.07,90,20.2,61,118,23.1,84,1,52,0.5,24.44839431572398
Year 1 Jan 04 18:00,23.44,86.07,90,19.2,0,1,21.3,88,1.8,50,0.5,22.80461953257555
Year 1 Jan 04 19:00,23.44,86.07,90,19,0,0,20.2,93,2.7,52,0.4,21.968374364248253
Year 1 Jan 04 20:00,23.44,86.07,90,18.7,0,0,19.4,96,1.8,80,0.4,21.258943184535583
Year 1 Jan 04 21:00,23.44,86.07,90,18.3,0,0,18.8,97,0.9,107,0.4,20.627050111413909
Year 1 Jan 04 22:00,23.44,86.07,90,17.7,0,0,18,98,0,125,0.3,20.007024958113968
Year 1 Jan 04 23:00,23.44,86.07,90,16.7,0,0,17,98,0,140,0.2,19.41583491334559
Year 1 Jan 05 00:00,23.44,86.07,90,16.1,0,0,16.3,99,0,138,0.1,18.90955298585289
Year 1 Jan 05 01:00,23.44,86.07,90,15.6,0,0,15.8,99,0,86,0,18.474598374144287
Year 1 Jan 05 02:00,23.44,86.07,90,15.4,0,0,15.6,99,0,37,0.1,18.09351951149297
Year 1 Jan 05 03:00,23.44,86.07,90,15,0,0,15.2,99,0,15,0.2,17.695436845102017
Year 1 Jan 05 04:00,23.44,86.07,90,14.5,0,0,14.7,99,0,351,0.2,17.27967175580106
Year 1 Jan 05 05:00,23.44,86.07,90,14.1,0,0,14.3,99,2.5,283,0.3,16.999586872494978
Year 1 Jan 05 06:00,23.44,86.07,90,14.9,0,0,15.1,99,5.1,265,0.6,17.030828243495884
Year 1 Jan 05 07:00,23.44,86.07,90,15.4,6,4,15.4,100,7.6,265,0.6,17.999098395584448
Year 1 Jan 05 08:00,23.44,86.07,90,15.5,68,30,15.5,100,8,266,0.4,20.65847553844378
Year 1 Jan 05 09:00,23.44,86.07,90,16.9,158,62,17.2,98,8.5,257,0.4,23.942237977134267
Year 1 Jan 05 10:00,23.44,86.07,90,19.3,241,99,20.8,91,8.9,253,0.4,27.378531612917834
Year 1 Jan 05 11:00,23.44,86.07,90,19.6,303,173,23.9,77,5.9,276,0.8,29.77324969
Year 1 Jan 05 12:00,23.44,86.07,90,18.3,311,321,26.2,62,3,301,1,29.621058878938546
Year 1 Jan 05 13:00,23.44,86.07,90,18.3,258,509,27.6,57,0,313,1.3,29.435417989078628
Year 1 Jan 05 14:00,23.44,86.07,90,18.1,218,569,28,55,0,319,1.5,29.473429964143724
Year 1 Jan 05 15:00,23.44,86.07,90,18.3,200,468,27,59,0,327,1.3,28.93148696744847
Year 1 Jan 05 16:00,23.44,86.07,90,19.4,149,333,25.5,69,0,338,1,27.494274671907769
Year 1 Jan 05 17:00,23.44,86.07,90,18.8,62,133,23.5,75,0,349,0.7,25.302362995702404
Year 1 Jan 05 18:00,23.44,86.07,90,17.6,1,1,21.6,78,0,356,0.5,23.41480868555207
Year 1 Jan 05 19:00,23.44,86.07,90,17.6,0,0,20,86,0,2,0.4,22.27176859
Year 1 Jan 05 20:00,23.44,86.07,90,17.3,0,0,18.8,91,0,5,0.3,21.335023314234126
Year 1 Jan 05 21:00,23.44,86.07,90,16.9,0,0,17.5,96,0,348,0.2,20.454461392576218
Year 1 Jan 05 22:00,23.44,86.07,90,16.4,0,0,16.7,98,0,312,0.3,19.667207606884508
Year 1 Jan 05 23:00,23.44,86.07,90,16,0,0,16.3,98,0.2,300,0.4,19.031855759293703
Year 1 Jan 06 00:00,23.44,86.07,90,15.6,0,0,15.9,98,0.3,292,0.5,18.473592716385118
Year 1 Jan 06 01:00,23.44,86.07,90,15.2,0,0,15.5,98,0.5,281,0.5,17.965766933854814
Year 1 Jan 06 02:00,23.44,86.07,90,14.7,0,0,15,98,1.7,266,0.6,17.51642739821239
Year 1 Jan 06 03:00,23.44,86.07,90,14.4,0,0,14.7,98,2.8,256,0.6,17.15716887541828
Year 1 Jan 06 04:00,23.44,86.07,90,14.1,0,0,14.3,99,4,255,0.6,16.835113043368997
Year 1 Jan 06 05:00,23.44,86.07,90,13.6,0,0,13.8,99,5,254,0.6,16.520171565246124
Year 1 Jan 06 06:00,23.44,86.07,90,13.2,0,0,13.4,99,6.1,251,0.6,16.235305923171788
Year 1 Jan 06 07:00,23.44,86.07,90,12.9,6,6,13.1,99,7.1,248,0.6,17.034805635160266
Year 1 Jan 06 08:00,23.44,86.07,90,13.6,75,44,13.8,99,6.7,243,0.6,20.223303504198904
Year 1 Jan 06 09:00,23.44,86.07,90,15.8,174,108,16.6,95,6.4,242,0.6,25.169618244403574
Year 1 Jan 06 10:00,23.44,86.07,90,18.7,251,218,20.9,87,6,247,0.6,29.5501398
Year 1 Jan 06 11:00,23.44,86.07,90,18.5,282,345,24.1,71,4,259,0.8,31.36234557534403
Year 1 Jan 06 12:00,23.44,86.07,90,17.4,277,461,26,59,2,271,0.8,30.035588823060338
Year 1 Jan 06 13:00,23.44,86.07,90,16.2,241,573,27.6,50,0,291,1,29.54236310257073
Year 1 Jan 06 14:00,23.44,86.07,90,15,214,590,28.4,44,0,302,1.1,29.621599742028545
Year 1 Jan 06 15:00,23.44,86.07,90,16.5,194,498,27.9,50,0,312,0.9,29.204990020855854
Year 1 Jan 06 16:00,23.44,86.07,90,20.3,146,363,26.4,69,0,332,0.5,27.821796083946987
Year 1 Jan 06 17:00,23.44,86.07,90,17.6,64,148,24.1,67,0,353,0.4,25.58794077130296
Year 1 Jan 06 18:00,23.44,86.07,90,14.7,1,1,21.8,64,0,7,0.4,23.52573871359548
Year 1 Jan 06 19:00,23.44,86.07,90,14.6,0,0,20,71,0,9,0.4,22.27084221885123
Year 1 Jan 06 20:00,23.44,86.07,90,14.4,0,0,18.5,77,0,349,0.3,21.193222671215094
Year 1 Jan 06 21:00,23.44,86.07,90,14.1,0,0,17,83,0,303,0.3,20.16385287081376
Year 1 Jan 06 22:00,23.44,86.07,90,14.1,0,0,16.4,86,0,274,0.5,19.316865504051074
Year 1 Jan 06 23:00,23.44,86.07,90,13.7,0,0,15.9,87,0,268,0.6,18.623892273231964
Year 1 Jan 07 00:00,23.44,86.07,90,13.2,0,0,15.3,87,0,275,0.7,17.98176896747931
Year 1 Jan 07 01:00,23.44,86.07,90,12.7,0,0,14.8,87,0,283,0.7,17.397101465004199
Year 1 Jan 07 02:00,23.44,86.07,90,12.1,0,0,14.1,88,0,286,0.7,16.794569981990774
Year 1 Jan 07 03:00,23.44,86.07,90,11.6,0,0,13.5,88,0,286,0.7,16.185276795064256
Year 1 Jan 07 04:00,23.44,86.07,90,10.8,0,0,13.1,86,0,288,0.7,15.632865983205456
Year 1 Jan 07 05:00,23.44,86.07,90,10.2,0,0,13,83,0,292,0.7,15.19540554470814
Year 1 Jan 07 06:00,23.44,86.07,90,9.4,0,0,12.6,81,0,294,0.7,14.775938980594848
Year 1 Jan 07 07:00,23.44,86.07,90,9.9,10,18,12.7,83,0,292,0.7,17.486031819604844
Year 1 Jan 07 08:00,23.44,86.07,90,11,92,216,14.8,78,0,290,0.7,26.064759947424489
Year 1 Jan 07 09:00,23.44,86.07,90,12.6,156,436,18.2,70,0,295,0.6,33.27369247063822
Year 1 Jan 07 10:00,23.44,86.07,90,13.3,192,562,22.5,56,0,308,1,36.00523397
Year 1 Jan 07 11:00,23.44,86.07,90,12.4,210,632,24.1,48,0,309,1.2,34.88940625
Year 1 Jan 07 12:00,23.44,86.07,90,12.8,219,657,25.2,46,0,313,0.9,31.369589453521529
Year 1 Jan 07 13:00,23.44,86.07,90,12.3,218,652,26.2,42,0,307,1,30.127038737954757
Year 1 Jan 07 14:00,23.44,86.07,90,12.6,209,608,26.6,42,0,318,1,29.76245815261081
Year 1 Jan 07 15:00,23.44,86.07,90,13.9,188,520,26.1,47,0,332,1.1,29.014533630194394
Year 1 Jan 07 16:00,23.44,86.07,90,15.7,143,382,24.5,58,0,348,1,27.415568261506544
Year 1 Jan 07 17:00,23.44,86.07,90,14.3,65,158,22.2,61,0,355,0.9,25.105582556798077
Year 1 Jan 07 18:00,23.44,86.07,90,12.6,1,1,20.4,61,0,351,1,22.969661224437496
Year 1 Jan 07 19:00,23.44,86.07,90,11.7,0,0,18.9,63,0,344,0.9,21.621689918457855
Year 1 Jan 07 20:00,23.44,86.07,90,10.9,0,0,18,63,0,335,0.9,20.58190110737214
Year 1 Jan 07 21:00,23.44,86.07,90,9.8,0,0,16.9,63,0,326,0.8,19.650396657388908
Year 1 Jan 07 22:00,23.44,86.07,90,8.9,0,0,15.9,63,0,318,0.7,18.77402399307399
Year 1 Jan 07 23:00,23.44,86.07,90,7.6,0,0,15.1,61,0,314,0.8,17.974335511537185
Year 1 Jan 08 00:00,23.44,86.07,90,6.6,0,0,14.5,59,0,314,0.8,17.276386830737765
Year 1 Jan 08 01:00,23.44,86.07,90,5.3,0,0,13.9,56,0,316,0.8,16.637585470563189
Year 1 Jan 08 02:00,23.44,86.07,90,3.8,0,0,13.5,52,0,319,0.9,16.06416878324864
Year 1 Jan 08 03:00,23.44,86.07,90,2.6,0,0,13.1,49,0,321,0.9,15.53989278875471
Year 1 Jan 08 04:00,23.44,86.07,90,1.3,0,0,12.6,46,0,324,0.9,15.022361905063875
Year 1 Jan 08 05:00,23.44,86.07,90,0.3,0,0,12.2,44,0,326,0.9,14.530833655762166
Year 1 Jan 08 06:00,23.44,86.07,90,-1,0,0,11.8,41,0,326,0.9,14.071953709278003
Year 1 Jan 08 07:00,23.44,86.07,90,2.9,10,17,11.9,54,0,326,0.9,16.67739194250672
Year 1 Jan 08 08:00,23.44,86.07,90,4.6,92,209,14,53,0,326,1,24.975757841962044
Year 1 Jan 08 09:00,23.44,86.07,90,4.1,157,428,17.5,41,0,328,1.2,31.941187585009737
Year 1 Jan 08 10:00,23.44,86.07,90,2.2,191,564,19.8,31,0,329,1.7,34.15060788949839
Year 1 Jan 08 11:00,23.44,86.07,90,3.6,207,642,20.9,32,0,332,1.6,32.83402620043248
Year 1 Jan 08 12:00,23.44,86.07,90,3.8,215,671,22.2,30,0,332,1.6,29.07179748633675
Year 1 Jan 08 13:00,23.44,86.07,90,3.2,213,669,22.6,28,0,330,1.4,27.64060307179195
Year 1 Jan 08 14:00,23.44,86.07,90,3.7,203,634,22.6,29,0,330,1.4,26.961768089211696
Year 1 Jan 08 15:00,23.44,86.07,90,3.8,180,559,21.7,31,0,328,1.4,25.90472184323604
Year 1 Jan 08 16:00,23.44,86.07,90,5.1,139,426,20.3,37,0,328,1.3,24.18417319828731
Year 1 Jan 08 17:00,23.44,86.07,90,4.5,66,182,17.9,41,0,329,1,21.67360421
Year 1 Jan 08 18:00,23.44,86.07,90,1.9,1,1,15.8,39,0,327,0.9,19.349419018271875
Year 1 Jan 08 19:00,23.44,86.07,90,1.1,0,0,14.2,41,0,323,1,17.858827766409719
Year 1 Jan 08 20:00,23.44,86.07,90,0.8,0,0,13.1,43,0,320,1.1,16.63448738495918
Year 1 Jan 08 21:00,23.44,86.07,90,-0.1,0,0,12.1,43,0,318,1.2,15.555950102479585
Year 1 Jan 08 22:00,23.44,86.07,90,-1.1,0,0,11.3,42,0,316,1.3,14.595871661753709
Year 1 Jan 08 23:00,23.44,86.07,90,-3,0,0,10.7,38,0,315,1.3,13.765666103199587
Year 1 Jan 09 00:00,23.44,86.07,90,-4.8,0,0,9.9,35,0,314,1.4,12.950401398452767
Year 1 Jan 09 01:00,23.44,86.07,90,-6.5,0,0,9.3,32,0,312,1.3,12.207212169363093
Year 1 Jan 09 02:00,23.44,86.07,90,-7.6,0,0,8.6,31,0,310,1.3,11.49579270958057
Year 1 Jan 09 03:00,23.44,86.07,90,-8.6,0,0,7.9,30,0,308,1.2,10.80818897646524
Year 1 Jan 09 04:00,23.44,86.07,90,-9.1,0,0,7.3,30,0,307,1.2,10.150289901586167
Year 1 Jan 09 05:00,23.44,86.07,90,-9.7,0,0,6.7,30,0,305,1.1,9.55432979
Year 1 Jan 09 06:00,23.44,86.07,90,-9.9,0,0,6,31,0,304,1.1,8.954815065521683
Year 1 Jan 09 07:00,23.44,86.07,90,-5.3,10,21,6,44,0,302,1,11.879545852993314
Year 1 Jan 09 08:00,23.44,86.07,90,-3.8,90,277,8.4,42,0,300,1.1,21.821529081918805
Year 1 Jan 09 09:00,23.44,86.07,90,-4.5,140,536,11.6,32,0,300,1.4,28.836431638497439
Year 1 Jan 09 10:00,23.44,86.07,90,-3.7,169,660,14.1,29,0,300,1.4,30.993358879809735
Year 1 Jan 09 11:00,23.44,86.07,90,-2.1,183,728,16.4,28,0,302,1.3,29.415717282171884
Year 1 Jan 09 12:00,23.44,86.07,90,-2.1,190,755,18.3,25,0,304,1.5,25.315088807020549
Year 1 Jan 09 13:00,23.44,86.07,90,-1.8,190,748,19.2,24,0,305,1.5,23.846330010404217
Year 1 Jan 09 14:00,23.44,86.07,90,-0.9,184,703,19.7,25,0,306,1.3,23.513375802272774
Year 1 Jan 09 15:00,23.44,86.07,90,0.4,168,616,19.4,28,0,307,1.2,22.749244542419349
Year 1 Jan 09 16:00,23.44,86.07,90,3.2,134,468,18.5,36,0,310,0.9,21.45276861660323
Year 1 Jan 09 17:00,23.44,86.07,90,3.5,67,202,16.1,43,0,319,0.6,19.191833261855249
Year 1 Jan 09 18:00,23.44,86.07,90,0,1,1,13.7,39,0,330,0.6,16.940875827820525
Year 1 Jan 09 19:00,23.44,86.07,90,-0.5,0,0,12,42,0,332,0.6,15.571545479391713
Year 1 Jan 09 20:00,23.44,86.07,90,-0.4,0,0,10.8,46,0,327,0.7,14.429988512335927
Year 1 Jan 09 21:00,23.44,86.07,90,-0.6,0,0,9.6,49,0,320,0.7,13.399520662292204
Year 1 Jan 09 22:00,23.44,86.07,90,-1,0,0,8.9,50,0,315,0.8,12.506482507363366
Year 1 Jan 09 23:00,23.44,86.07,90,-1.8,0,0,8.3,49,0,313,0.8,11.763688414786469
Year 1 Jan 10 00:00,23.44,86.07,90,-2.5,0,0,7.8,48,0,312,0.8,11.112719303329343
Year 1 Jan 10 01:00,23.44,86.07,90,-3.6,0,0,7.3,46,0,311,0.8,10.50959956625977
Year 1 Jan 10 02:00,23.44,86.07,90,-4.5,0,0,6.6,45,0,310,0.7,9.914963123772294
Year 1 Jan 10 03:00,23.44,86.07,90,-5.4,0,0,5.6,45,0,311,0.5,9.290832519820416
Year 1 Jan 10 04:00,23.44,86.07,90,-5.8,0,0,4.5,47,0,311,0.4,8.610852893816912
Year 1 Jan 10 05:00,23.44,86.07,90,-6.4,0,0,3.6,48,0,298,0.3,7.973192917987638
Year 1 Jan 10 06:00,23.44,86.07,90,-6.5,0,0,3.2,49,0,267,0.3,7.445497804189214
Year 1 Jan 10 07:00,23.44,86.07,90,-1.9,10,20,3.9,66,0,251,0.4,10.594007294748974
Year 1 Jan 10 08:00,23.44,86.07,90,-0.9,90,265,7.3,56,0,249,0.5,20.83815439
Year 1 Jan 10 09:00,23.44,86.07,90,0,144,513,10.9,47,0,267,0.5,28.359500608533826
Year 1 Jan 10 10:00,23.44,86.07,90,-2.2,176,630,14.7,31,0,297,0.9,30.740304167840948
Year 1 Jan 10 11:00,23.44,86.07,90,-0.5,192,697,16.7,31,0,311,0.9,29.358487296604769
Year 1 Jan 10 12:00,23.44,86.07,90,0.9,198,728,18.8,30,0,326,1.1,25.381522611521498
Year 1 Jan 10 13:00,23.44,86.07,90,1,197,727,20.1,28,0,327,1.2,24.052150905435988
Year 1 Jan 10 14:00,23.44,86.07,90,2,189,687,20.7,29,0,329,1.2,23.780702624691175
Year 1 Jan 10 15:00,23.44,86.07,90,3.2,172,604,20.4,32,0,330,1.1,23.056442064296737
Year 1 Jan 10 16:00,23.44,86.07,90,5.8,136,462,19.4,41,0,330,0.9,21.745774666520967
Year 1 Jan 10 17:00,23.44,86.07,90,6.1,69,200,16.9,49,0,332,0.6,19.456825501472758
Year 1 Jan 10 18:00,23.44,86.07,90,2.6,2,2,14.4,45,0,329,0.5,17.175379443737705
Year 1 Jan 10 19:00,23.44,86.07,90,2.5,0,0,12.6,50,0,320,0.5,15.79927223686586
Year 1 Jan 10 20:00,23.44,86.07,90,2.3,0,0,11.3,54,0,310,0.6,14.63629261473405
Year 1 Jan 10 21:00,23.44,86.07,90,2,0,0,10.1,57,0,304,0.6,13.593408315211411
Year 1 Jan 10 22:00,23.44,86.07,90,1.5,0,0,9.3,58,0,299,0.7,12.68393401363642
Year 1 Jan 10 23:00,23.44,86.07,90,0.4,0,0,9,55,0,291,0.9,11.944269513910449
Year 1 Jan 11 00:00,23.44,86.07,90,-1,0,0,8.9,50,0,298,1,11.362580408827928
Year 1 Jan 11 01:00,23.44,86.07,90,-2.4,0,0,8.9,45,0,305,1.1,10.889912639677187
Year 1 Jan 11 02:00,23.44,86.07,90,-3.6,0,0,8.9,41,0,307,1.1,10.510809393549664
Year 1 Jan 11 03:00,23.44,86.07,90,-4.1,0,0,8.7,40,0,307,1.1,10.15924416
Year 1 Jan 11 04:00,23.44,86.07,90,-4.8,0,0,8.3,39,0,304,1,9.781592251347288
Year 1 Jan 11 05:00,23.44,86.07,90,-5.3,0,0,7.8,39,0,298,0.9,9.367785428077085
Year 1 Jan 11 06:00,23.44,86.07,90,-5.8,0,0,7.2,39,0,292,0.9,8.914136037
