Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 06 17:00,23.44,86.07,270,17.6,64,148,24.1,67,0,353,0.4,35.39832416707413
Year 1 Jan 06 18:00,23.44,86.07,270,14.7,1,1,21.8,64,0,7,0.4,28.118679451047919
Year 1 Jan 06 19:00,23.44,86.07,270,14.6,0,0,20,71,0,9,0.4,25.63034623057872
Year 1 Jan 06 20:00,23.44,86.07,270,14.4,0,0,18.5,77,0,349,0.3,23.872135252203536
Year 1 Jan 06 21:00,23.44,86.07,270,14.1,0,0,17,83,0,303,0.3,22.42103200956098
Year 1 Jan 06 22:00,23.44,86.07,270,14.1,0,0,16.4,86,0,274,0.5,21.281440027829903
Year 1 Jan 06 23:00,23.44,86.07,270,13.7,0,0,15.9,87,0,268,0.6,20.369866447295914
Year 1 Jan 07 00:00,23.44,86.07,270,13.2,0,0,15.3,87,0,275,0.7,19.55389193084529
Year 1 Jan 07 01:00,23.44,86.07,270,12.7,0,0,14.8,87,0,283,0.7,18.828385525517399
Year 1 Jan 07 02:00,23.44,86.07,270,12.1,0,0,14.1,88,0,286,0.7,18.109317258162457
Year 1 Jan 07 03:00,23.44,86.07,270,11.6,0,0,13.5,88,0,286,0.7,17.401675757111055
Year 1 Jan 07 04:00,23.44,86.07,270,10.8,0,0,13.1,86,0,288,0.7,16.764136890308614
Year 1 Jan 07 05:00,23.44,86.07,270,10.2,0,0,13,83,0,292,0.7,16.251002181890195
Year 1 Jan 07 06:00,23.44,86.07,270,9.4,0,0,12.6,81,0,294,0.7,15.765736622124884
Year 1 Jan 07 07:00,23.44,86.07,270,9.9,10,18,12.7,83,0,292,0.7,15.774290190849179
Year 1 Jan 07 08:00,23.44,86.07,270,11,92,216,14.8,78,0,290,0.7,17.491310227731498
Year 1 Jan 07 09:00,23.44,86.07,270,12.6,156,436,18.2,70,0,295,0.6,19.897045777412715
Year 1 Jan 07 10:00,23.44,86.07,270,13.3,192,562,22.5,56,0,308,1,22.349052246032917
Year 1 Jan 07 11:00,23.44,86.07,270,12.4,210,632,24.1,48,0,309,1.2,24.340160942678474
Year 1 Jan 07 12:00,23.44,86.07,270,12.8,219,657,25.2,46,0,313,0.9,26.14194900178446
Year 1 Jan 07 13:00,23.44,86.07,270,12.3,218,652,26.2,42,0,307,1,31.641443974740818
Year 1 Jan 07 14:00,23.44,86.07,270,12.6,209,608,26.6,42,0,318,1,37.55044891663576
Year 1 Jan 07 15:00,23.44,86.07,270,13.9,188,520,26.1,47,0,332,1.1,41.001313983648788
Year 1 Jan 07 16:00,23.44,86.07,270,15.7,143,382,24.5,58,0,348,1,39.761242788324938
Year 1 Jan 07 17:00,23.44,86.07,270,14.3,65,158,22.2,61,0,355,0.9,34.12970233765813
Year 1 Jan 07 18:00,23.44,86.07,270,12.6,1,1,20.4,61,0,351,1,26.776546988771217
Year 1 Jan 07 19:00,23.44,86.07,270,11.7,0,0,18.9,63,0,344,0.9,24.348290418304339
Year 1 Jan 07 20:00,23.44,86.07,270,10.9,0,0,18,63,0,335,0.9,22.709273245329244
Year 1 Jan 07 21:00,23.44,86.07,270,9.8,0,0,16.9,63,0,326,0.8,21.41457525886657
Year 1 Jan 07 22:00,23.44,86.07,270,8.9,0,0,15.9,63,0,318,0.7,20.2981057
Year 1 Jan 07 23:00,23.44,86.07,270,7.6,0,0,15.1,61,0,314,0.8,19.322390471243187
Year 1 Jan 08 00:00,23.44,86.07,270,6.6,0,0,14.5,59,0,314,0.8,18.48957258154263
Year 1 Jan 08 01:00,23.44,86.07,270,5.3,0,0,13.9,56,0,316,0.8,17.743542720514488
Year 1 Jan 08 02:00,23.44,86.07,270,3.8,0,0,13.5,52,0,319,0.9,17.07872264095586
Year 1 Jan 08 03:00,23.44,86.07,270,2.6,0,0,13.1,49,0,321,0.9,16.477166080632967
Year 1 Jan 08 04:00,23.44,86.07,270,1.3,0,0,12.6,46,0,324,0.9,15.89511188957399
Year 1 Jan 08 05:00,23.44,86.07,270,0.3,0,0,12.2,44,0,326,0.9,15.347985267547398
Year 1 Jan 08 06:00,23.44,86.07,270,-1,0,0,11.8,41,0,326,0.9,14.840687550514354
Year 1 Jan 08 07:00,23.44,86.07,270,2.9,10,17,11.9,54,0,326,0.9,14.833287766150474
Year 1 Jan 08 08:00,23.44,86.07,270,4.6,92,209,14,53,0,326,1,16.51011657912978
Year 1 Jan 08 09:00,23.44,86.07,270,4.1,157,428,17.5,41,0,328,1.2,18.87351113899414
Year 1 Jan 08 10:00,23.44,86.07,270,2.2,191,564,19.8,31,0,329,1.7,20.91274481361206
Year 1 Jan 08 11:00,23.44,86.07,270,3.6,207,642,20.9,32,0,332,1.6,22.53588096815526
Year 1 Jan 08 12:00,23.44,86.07,270,3.8,215,671,22.2,30,0,332,1.6,24.057975522661545
Year 1 Jan 08 13:00,23.44,86.07,270,3.2,213,669,22.6,28,0,330,1.4,29.286720831410898
Year 1 Jan 08 14:00,23.44,86.07,270,3.7,203,634,22.6,29,0,330,1.4,34.938370098606217
Year 1 Jan 08 15:00,23.44,86.07,270,3.8,180,559,21.7,31,0,328,1.4,38.38640426169684
Year 1 Jan 08 16:00,23.44,86.07,270,5.1,139,426,20.3,37,0,328,1.3,37.504775201105648
Year 1 Jan 08 17:00,23.44,86.07,270,4.5,66,182,17.9,41,0,329,1,31.425914026501006
Year 1 Jan 08 18:00,23.44,86.07,270,1.9,1,1,15.8,39,0,327,0.9,23.498110847800548
Year 1 Jan 08 19:00,23.44,86.07,270,1.1,0,0,14.2,41,0,323,1,20.793347758259359
Year 1 Jan 08 20:00,23.44,86.07,270,0.8,0,0,13.1,43,0,320,1.1,18.902181111516798
Year 1 Jan 08 21:00,23.44,86.07,270,-0.1,0,0,12.1,43,0,318,1.2,17.41075932977396
Year 1 Jan 08 22:00,23.44,86.07,270,-1.1,0,0,11.3,42,0,316,1.3,16.16985262405325
Year 1 Jan 08 23:00,23.44,86.07,270,-3,0,0,10.7,38,0,315,1.3,15.140205521260736
Year 1 Jan 09 00:00,23.44,86.07,270,-4.8,0,0,9.9,35,0,314,1.4,14.16906984716438
Year 1 Jan 09 01:00,23.44,86.07,270,-6.5,0,0,9.3,32,0,312,1.3,13.31073980866215
Year 1 Jan 09 02:00,23.44,86.07,270,-7.6,0,0,8.6,31,0,310,1.3,12.50618597106206
Year 1 Jan 09 03:00,23.44,86.07,270,-8.6,0,0,7.9,30,0,308,1.2,11.745558345238106
Year 1 Jan 09 04:00,23.44,86.07,270,-9.1,0,0,7.3,30,0,307,1.2,11.02346214509027
Year 1 Jan 09 05:00,23.44,86.07,270,-9.7,0,0,6.7,30,0,305,1.1,10.374983281143632
Year 1 Jan 09 06:00,23.44,86.07,270,-9.9,0,0,6,31,0,304,1.1,9.729420330978739
Year 1 Jan 09 07:00,23.44,86.07,270,-5.3,10,21,6,44,0,302,1,9.634499938172814
Year 1 Jan 09 08:00,23.44,86.07,270,-3.8,90,277,8.4,42,0,300,1.1,11.349087386156129
Year 1 Jan 09 09:00,23.44,86.07,270,-4.5,140,536,11.6,32,0,300,1.4,13.531013748258296
Year 1 Jan 09 10:00,23.44,86.07,270,-3.7,169,660,14.1,29,0,300,1.4,15.686281311316656
Year 1 Jan 09 11:00,23.44,86.07,270,-2.1,183,728,16.4,28,0,302,1.3,17.502647523963476
Year 1 Jan 09 12:00,23.44,86.07,270,-2.1,190,755,18.3,25,0,304,1.5,19.358980986535458
Year 1 Jan 09 13:00,23.44,86.07,270,-1.8,190,748,19.2,24,0,305,1.5,25.273905968113547
Year 1 Jan 09 14:00,23.44,86.07,270,-0.9,184,703,19.7,25,0,306,1.3,31.98359491359541
Year 1 Jan 09 15:00,23.44,86.07,270,0.4,168,616,19.4,28,0,307,1.2,36.12676221186837
Year 1 Jan 09 16:00,23.44,86.07,270,3.2,134,468,18.5,36,0,310,0.9,36.09573443884952
Year 1 Jan 09 17:00,23.44,86.07,270,3.5,67,202,16.1,43,0,319,0.6,29.824702340747206
Year 1 Jan 09 18:00,23.44,86.07,270,0,1,1,13.7,39,0,330,0.6,21.435784882016518
Year 1 Jan 09 19:00,23.44,86.07,270,-0.5,0,0,12,42,0,332,0.6,18.727854959107974
Year 1 Jan 09 20:00,23.44,86.07,270,-0.4,0,0,10.8,46,0,327,0.7,16.857575274375244
Year 1 Jan 09 21:00,23.44,86.07,270,-0.6,0,0,9.6,49,0,320,0.7,15.384479583400378
Year 1 Jan 09 22:00,23.44,86.07,270,-1,0,0,8.9,50,0,315,0.8,14.195981644362432
Year 1 Jan 09 23:00,23.44,86.07,270,-1.8,0,0,8.3,49,0,313,0.8,13.241857684037356
Year 1 Jan 10 00:00,23.44,86.07,270,-2.5,0,0,7.8,48,0,312,0.8,12.430494692042265
Year 1 Jan 10 01:00,23.44,86.07,270,-3.6,0,0,7.3,46,0,311,0.8,11.699974160727376
Year 1 Jan 10 02:00,23.44,86.07,270,-4.5,0,0,6.6,45,0,310,0.7,11.003216713365575
Year 1 Jan 10 03:00,23.44,86.07,270,-5.4,0,0,5.6,45,0,311,0.5,10.291353742472051
Year 1 Jan 10 04:00,23.44,86.07,270,-5.8,0,0,4.5,47,0,311,0.4,9.530935223892602
Year 1 Jan 10 05:00,23.44,86.07,270,-6.4,0,0,3.6,48,0,298,0.3,8.817587476872296
Year 1 Jan 10 06:00,23.44,86.07,270,-6.5,0,0,3.2,49,0,267,0.3,8.226893982247845
Year 1 Jan 10 07:00,23.44,86.07,270,-1.9,10,20,3.9,66,0,251,0.4,8.296493860266981
Year 1 Jan 10 08:00,23.44,86.07,270,-0.9,90,265,7.3,56,0,249,0.5,10.29972161295153
Year 1 Jan 10 09:00,23.44,86.07,270,0,144,513,10.9,47,0,267,0.5,12.787180126755209
Year 1 Jan 10 10:00,23.44,86.07,270,-2.2,176,630,14.7,31,0,297,0.9,15.220951254265274
Year 1 Jan 10 11:00,23.44,86.07,270,-0.5,192,697,16.7,31,0,311,0.9,17.230770239711693
Year 1 Jan 10 12:00,23.44,86.07,270,0.9,198,728,18.8,30,0,326,1.1,19.17088650463061
Year 1 Jan 10 13:00,23.44,86.07,270,1,197,727,20.1,28,0,327,1.2,25.291683180325437
Year 1 Jan 10 14:00,23.44,86.07,270,2,189,687,20.7,29,0,329,1.2,32.06119211
Year 1 Jan 10 15:00,23.44,86.07,270,3.2,172,604,20.4,32,0,330,1.1,36.26346390737142
Year 1 Jan 10 16:00,23.44,86.07,270,5.8,136,462,19.4,41,0,330,0.9,36.24425733957906
Year 1 Jan 10 17:00,23.44,86.07,270,6.1,69,200,16.9,49,0,332,0.6,30.05862225578954
Year 1 Jan 10 18:00,23.44,86.07,270,2.6,2,2,14.4,45,0,329,0.5,21.626057606634484
Year 1 Jan 10 19:00,23.44,86.07,270,2.5,0,0,12.6,50,0,320,0.5,18.90566367936032
Year 1 Jan 10 20:00,23.44,86.07,270,2.3,0,0,11.3,54,0,310,0.6,17.01315609211468
Year 1 Jan 10 21:00,23.44,86.07,270,2,0,0,10.1,57,0,304,0.6,15.52799889232017
Year 1 Jan 10 22:00,23.44,86.07,270,1.5,0,0,9.3,58,0,299,0.7,14.325420837240018
Year 1 Jan 10 23:00,23.44,86.07,270,0.4,0,0,9,55,0,291,0.9,13.370409483134882
Year 1 Jan 11 00:00,23.44,86.07,270,-1,0,0,8.9,50,0,298,1,12.618068913717466
Year 1 Jan 11 01:00,23.44,86.07,270,-2.4,0,0,8.9,45,0,305,1.1,12.003772645968388
Year 1 Jan 11 02:00,23.44,86.07,270,-3.6,0,0,8.9,41,0,307,1.1,11.50874867685826
Year 1 Jan 11 03:00,23.44,86.07,270,-4.1,0,0,8.7,40,0,307,1.1,11.062357460780767
Year 1 Jan 11 04:00,23.44,86.07,270,-4.8,0,0,8.3,39,0,304,1,10.611075923353333
Year 1 Jan 11 05:00,23.44,86.07,270,-5.3,0,0,7.8,39,0,298,0.9,10.138327763619028
Year 1 Jan 11 06:00,23.44,86.07,270,-5.8,0,0,7.2,39,0,292,0.9,9.632912783465369
