Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 01 22:00,23.47,69.79,180,5.9,0,0,20.7,38,0,27,2.5,24.353210196122629
Year 1 Jan 01 23:00,23.47,69.79,180,5.6,0,0,20,39,0,31,2.4,23.311410394333487
Year 1 Jan 02 00:00,23.47,69.79,180,5.1,0,0,19.4,39,0,35,2.4,22.425783881191224
Year 1 Jan 02 01:00,23.47,69.79,180,4.6,0,0,18.8,39,0,40,2.5,21.610628321814099
Year 1 Jan 02 02:00,23.47,69.79,180,3.9,0,0,18.5,38,0,44,2.7,20.91909277280419
Year 1 Jan 02 03:00,23.47,69.79,180,3.1,0,0,18,37,0,46,2.8,20.28370160254464
Year 1 Jan 02 04:00,23.47,69.79,180,2.8,0,0,17.7,37,0,49,2.9,19.71964102496507
Year 1 Jan 02 05:00,23.47,69.79,180,2.5,0,0,17.3,37,0,51,2.9,19.20168821734756
Year 1 Jan 02 06:00,23.47,69.79,180,2.1,0,0,16.9,37,0,53,2.9,18.70923533
Year 1 Jan 02 07:00,23.47,69.79,180,2.1,0,0,16.5,38,0,55,2.9,18.230775342077615
Year 1 Jan 02 08:00,23.47,69.79,180,2.9,6,9,16.5,40,0,57,2.9,19.102414257320939
Year 1 Jan 02 09:00,23.47,69.79,180,4.1,85,159,19.1,37,0,60,3.2,24.02675085
Year 1 Jan 02 10:00,23.47,69.79,180,5.5,160,363,21.6,35,0,66,4.2,30.598446538759718
Year 1 Jan 02 11:00,23.47,69.79,180,6.8,206,479,23.1,35,0,68,3.8,36.51292617570159
Year 1 Jan 02 12:00,23.47,69.79,180,8.7,234,541,24.8,36,0,67,3.4,41.39171235756483
Year 1 Jan 02 13:00,23.47,69.79,180,10,245,574,26.7,35,0,63,3,45.15462329944832
Year 1 Jan 02 14:00,23.47,69.79,180,11.1,243,573,28,35,0,63,2.8,47.17042754282974
Year 1 Jan 02 15:00,23.47,69.79,180,11.6,229,538,28.5,35,0,56,2.6,47.211981745190289
Year 1 Jan 02 16:00,23.47,69.79,180,11.5,198,472,28.9,34,0,44,2.5,45.14939139979061
Year 1 Jan 02 17:00,23.47,69.79,180,10.8,148,346,28.6,33,0,37,2.5,40.89218714366771
Year 1 Jan 02 18:00,23.47,69.79,180,10.5,67,136,26.3,37,0,30,1.8,35.18228673774392
Year 1 Jan 02 19:00,23.47,69.79,180,9.6,1,1,23.6,41,0,21,1.6,29.904675777046128
Year 1 Jan 02 20:00,23.47,69.79,180,9.2,0,0,22.4,43,0,18,1.7,27.626227845684178
Year 1 Jan 02 21:00,23.47,69.79,180,8.7,0,0,21.5,44,0,17,1.8,26.011972952034584
Year 1 Jan 02 22:00,23.47,69.79,180,8.2,0,0,20.5,45,0,19,1.8,24.700980503617389
Year 1 Jan 02 23:00,23.47,69.79,180,7.4,0,0,19.6,45,0,25,1.7,23.57973655617222
Year 1 Jan 03 00:00,23.47,69.79,180,6.3,0,0,18.8,44,0,31,1.7,22.580390056793996
Year 1 Jan 03 01:00,23.47,69.79,180,5.3,0,0,18.1,43,0,37,1.8,21.66331132837545
Year 1 Jan 03 02:00,23.47,69.79,180,4.3,0,0,17.7,41,0,44,1.8,20.906521985652974
Year 1 Jan 03 03:00,23.47,69.79,180,3.8,0,0,17.1,41,0,50,1.8,20.1980741
Year 1 Jan 03 04:00,23.47,69.79,180,3.2,0,0,16.5,41,0,51,1.8,19.51582506
Year 1 Jan 03 05:00,23.47,69.79,180,2.9,0,0,16.1,41,0,49,1.9,18.900298047553169
Year 1 Jan 03 06:00,23.47,69.79,180,2.8,0,0,15.7,42,0,47,1.9,18.352552763206569
Year 1 Jan 03 07:00,23.47,69.79,180,3,0,0,15.2,44,0,48,1.8,17.833229055617474
Year 1 Jan 03 08:00,23.47,69.79,180,4.9,6,9,15.3,50,0,51,1.7,18.813366360017399
Year 1 Jan 03 09:00,23.47,69.79,180,6.7,85,174,18.5,46,0,54,1.9,24.47454388675431
Year 1 Jan 03 10:00,23.47,69.79,180,7.8,156,393,21.6,41,0,61,1.8,32.06834762
Year 1 Jan 03 11:00,23.47,69.79,180,9.7,198,515,24.1,40,0,80,2.8,38.45469572714957
Year 1 Jan 03 12:00,23.47,69.79,180,10.1,223,582,25.4,38,0,88,2.5,43.49494587094594
Year 1 Jan 03 13:00,23.47,69.79,180,10.8,232,617,27.1,36,0,89,2.3,47.33127914123348
Year 1 Jan 03 14:00,23.47,69.79,180,10.2,230,619,28.5,32,0,82,2.2,49.41984878078574
Year 1 Jan 03 15:00,23.47,69.79,180,9.7,217,585,29,30,0,77,2.1,49.237004640084709
Year 1 Jan 03 16:00,23.47,69.79,180,9.9,189,519,29.3,30,0,77,1.7,47.43286497084438
Year 1 Jan 03 17:00,23.47,69.79,180,9.9,143,391,29.3,30,0,75,1.4,43.09930951124629
Year 1 Jan 03 18:00,23.47,69.79,180,11.6,69,161,26.3,40,0,64,0.7,37.00993818027237
Year 1 Jan 03 19:00,23.47,69.79,180,9.5,2,2,22.7,43,0,49,0.6,30.978892129662328
Year 1 Jan 03 20:00,23.47,69.79,180,9.5,0,0,21.2,47,0,44,0.6,28.394496480047424
Year 1 Jan 03 21:00,23.47,69.79,180,9.3,0,0,20,50,0,43,0.5,26.61555585361383
Year 1 Jan 03 22:00,23.47,69.79,180,9.5,0,0,18.7,55,0,27,0.3,25.194984234128648
Year 1 Jan 03 23:00,23.47,69.79,180,9.6,0,0,18,58,0,303,0.3,24.020678993658167
Year 1 Jan 04 00:00,23.47,69.79,180,9.4,0,0,17.5,59,0,278,0.8,22.966153214480955
Year 1 Jan 04 01:00,23.47,69.79,180,9.6,0,0,17.2,61,0,275,1.2,22.06036123040512
Year 1 Jan 04 02:00,23.47,69.79,180,9.7,0,0,17,62,0,275,1.6,21.199513336061569
Year 1 Jan 04 03:00,23.47,69.79,180,9.7,0,0,16.5,64,0,276,1.8,20.386430943495328
Year 1 Jan 04 04:00,23.47,69.79,180,9.4,0,0,16,65,0,282,1.8,19.609474850953448
Year 1 Jan 04 05:00,23.47,69.79,180,8.8,0,0,15.8,63,0,301,1.8,18.975612243229265
Year 1 Jan 04 06:00,23.47,69.79,180,8.3,0,0,15.3,63,0,320,1.6,18.42333628180878
Year 1 Jan 04 07:00,23.47,69.79,180,8.1,0,0,14.4,66,0,326,1.2,17.83245525036214
Year 1 Jan 04 08:00,23.47,69.79,180,9.6,6,9,14,75,0,311,0.7,18.832562488167477
Year 1 Jan 04 09:00,23.47,69.79,180,12.2,84,184,18.2,68,0,277,0.6,25.193713672437928
Year 1 Jan 04 10:00,23.47,69.79,180,12.4,154,408,21.3,57,0,288,0.9,33.31686853572117
Year 1 Jan 04 11:00,23.47,69.79,180,13.9,196,527,23.8,54,0,315,2.2,39.39280954
Year 1 Jan 04 12:00,23.47,69.79,180,14.6,222,587,25.1,52,0,312,2.3,43.98898615209329
Year 1 Jan 04 13:00,23.47,69.79,180,14.8,233,616,26.7,48,0,307,2.3,47.33874040818335
Year 1 Jan 04 14:00,23.47,69.79,180,13.7,233,610,28.2,41,0,296,2.5,48.94173163005085
Year 1 Jan 04 15:00,23.47,69.79,180,14.3,222,569,28.9,41,0,288,2.7,48.56616701718818
Year 1 Jan 04 16:00,23.47,69.79,180,14.9,194,498,29.1,42,0,278,3,46.15376262238074
Year 1 Jan 04 17:00,23.47,69.79,180,15.3,148,361,28.7,44,0,272,3.3,41.25088353280457
Year 1 Jan 04 18:00,23.47,69.79,180,16.2,69,139,26.6,53,0,271,2.7,35.47130415243086
Year 1 Jan 04 19:00,23.47,69.79,180,16.8,2,2,24.3,63,0,269,2.6,30.305437666788003
Year 1 Jan 04 20:00,23.47,69.79,180,17.8,0,0,23.1,72,0,268,2.8,28.05102353377807
Year 1 Jan 04 21:00,23.47,69.79,180,18.3,0,0,22.1,79,0,267,2.8,26.44427787021605
Year 1 Jan 04 22:00,23.47,69.79,180,18.4,0,0,21.2,84,0,270,2.8,25.172218967370399
Year 1 Jan 04 23:00,23.47,69.79,180,18.4,0,0,20.6,87,0,275,2.8,24.12716461634144
Year 1 Jan 05 00:00,23.47,69.79,180,18.3,0,0,20,90,0,280,2.9,23.197711156351099
Year 1 Jan 05 01:00,23.47,69.79,180,17.9,0,0,19.4,91,0,286,3,22.35679555120003
Year 1 Jan 05 02:00,23.47,69.79,180,17.8,0,0,19,93,0,292,3.1,21.64076639580617
Year 1 Jan 05 03:00,23.47,69.79,180,17.5,0,0,18.5,94,0,297,3,21.000243899982047
Year 1 Jan 05 04:00,23.47,69.79,180,17.2,0,0,18,95,0,302,2.9,20.398565464660256
Year 1 Jan 05 05:00,23.47,69.79,180,16.7,0,0,17.3,96,0,318,2.6,19.793553105885299
Year 1 Jan 05 06:00,23.47,69.79,180,15.7,0,0,16.5,95,0,345,2.3,19.170544092558744
Year 1 Jan 05 07:00,23.47,69.79,180,13.8,0,0,15.8,88,0,5,2.3,18.552172241230957
Year 1 Jan 05 08:00,23.47,69.79,180,11.6,6,8,15.8,76,0,13,2.4,19.29249682060349
Year 1 Jan 05 09:00,23.47,69.79,180,8.6,84,167,17.7,55,0,16,2.8,24.187245899312928
Year 1 Jan 05 10:00,23.47,69.79,180,3.1,155,393,19.3,34,0,16,3.4,30.581302352988339
Year 1 Jan 05 11:00,23.47,69.79,180,0.7,196,526,20.3,27,0,9,3.1,36.50835294930237
Year 1 Jan 05 12:00,23.47,69.79,180,-0.8,220,596,21.8,22,0,1,3.1,41.18150817
Year 1 Jan 05 13:00,23.47,69.79,180,-1.4,227,635,23.5,19,0,358,3.2,44.53823093206182
Year 1 Jan 05 14:00,23.47,69.79,180,0,225,638,24.4,20,0,356,3.3,46.03562093852216
Year 1 Jan 05 15:00,23.47,69.79,180,0.2,213,603,24.6,20,0,348,3.2,45.55942982901925
Year 1 Jan 05 16:00,23.47,69.79,180,0.3,187,535,24.7,20,0,341,3.2,43.295165901957378
Year 1 Jan 05 17:00,23.47,69.79,180,0.6,144,402,24.3,21,0,337,3.2,38.726457515728139
Year 1 Jan 05 18:00,23.47,69.79,180,-0.4,71,165,22.3,22,0,336,2.3,32.646595459040209
Year 1 Jan 05 19:00,23.47,69.79,180,-1.5,2,2,19.6,24,0,336,1.7,27.075961226400538
Year 1 Jan 05 20:00,23.47,69.79,180,-2.1,0,0,18.2,25,0,340,1.7,24.65623396357553
Year 1 Jan 05 21:00,23.47,69.79,180,-3.2,0,0,17,25,0,345,1.8,22.826698483605008
Year 1 Jan 05 22:00,23.47,69.79,180,-4.5,0,0,15.4,25,0,351,1.6,21.23860073
Year 1 Jan 05 23:00,23.47,69.79,180,-5.8,0,0,13.9,25,0,356,1.5,19.77353554740573
Year 1 Jan 06 00:00,23.47,69.79,180,-6.7,0,0,12.3,26,0,359,1.3,18.40247086802797
Year 1 Jan 06 01:00,23.47,69.79,180,-7.9,0,0,10.8,26,0,4,1.1,17.113580658648045
Year 1 Jan 06 02:00,23.47,69.79,180,-8.7,0,0,9.3,27,0,6,1,15.86319311960326
Year 1 Jan 06 03:00,23.47,69.79,180,-8.8,0,0,8.7,28,0,9,1,14.853029998033211
Year 1 Jan 06 04:00,23.47,69.79,180,-8.9,0,0,8.1,29,0,12,1,14.000825456715948
Year 1 Jan 06 05:00,23.47,69.79,180,-8.9,0,0,7.6,30,0,16,1,13.237651369314169
Year 1 Jan 06 06:00,23.47,69.79,180,-9.3,0,0,7.1,30,0,20,1,12.536212275834704
Year 1 Jan 06 07:00,23.47,69.79,180,-9.3,0,0,6.6,31,0,23,1,11.87694441588947
Year 1 Jan 06 08:00,23.47,69.79,180,-4.9,6,11,7.1,42,0,27,1,13.130662242688928
Year 1 Jan 06 09:00,23.47,69.79,180,-3.9,83,239,11.9,33,0,31,1.2,20.198053142409536
Year 1 Jan 06 10:00,23.47,69.79,180,-7.3,141,492,15.6,20,0,31,1.3,28.881627945381088
Year 1 Jan 06 11:00,23.47,69.79,180,-8.5,176,613,18.6,15,0,33,2.4,35.536115512926759
Year 1 Jan 06 12:00,23.47,69.79,180,-9.3,196,680,20,13,0,29,2.7,40.490746264259389
Year 1 Jan 06 13:00,23.47,69.79,180,-10.1,205,709,21.6,11,0,22,3,43.75372898
Year 1 Jan 06 14:00,23.47,69.79,180,-10.7,204,709,22.4,10,0,17,3.1,45.25241397383156
Year 1 Jan 06 15:00,23.47,69.79,180,-10.2,193,679,23,10,0,11,3.2,44.91114311384321
Year 1 Jan 06 16:00,23.47,69.79,180,-10.2,171,612,23.1,10,0,9,3.3,42.47366778227973
Year 1 Jan 06 17:00,23.47,69.79,180,-10.4,135,479,22.8,10,0,8,3.2,38.03353625226109
Year 1 Jan 06 18:00,23.47,69.79,180,-11.2,73,213,20.2,11,0,6,2.2,31.466616847312776
Year 1 Jan 06 19:00,23.47,69.79,180,-11.7,3,4,16.9,13,0,5,1.8,25.06082990074136
Year 1 Jan 06 20:00,23.47,69.79,180,-11.1,0,0,15.4,15,0,6,1.8,22.36902419137055
Year 1 Jan 06 21:00,23.47,69.79,180,-11.2,0,0,14.3,16,0,11,1.8,20.489749674181725
Year 1 Jan 06 22:00,23.47,69.79,180,-10.5,0,0,13.3,18,0,19,1.6,19.04560943736438
Year 1 Jan 06 23:00,23.47,69.79,180,-10,0,0,12.3,20,0,22,1.5,17.80818657981034
Year 1 Jan 07 00:00,23.47,69.79,180,-9.7,0,0,11.3,22,0,23,1.3,16.70308274711408
Year 1 Jan 07 01:00,23.47,69.79,180,-9.4,0,0,10.3,24,0,4,1.1,15.70194913125114
Year 1 Jan 07 02:00,23.47,69.79,180,-8.7,0,0,9.3,27,0,6,1,14.748997091892278
Year 1 Jan 07 03:00,23.47,69.79,180,-8.8,0,0,8.7,28,0,9,1,13.903271470755588
Year 1 Jan 07 04:00,23.47,69.79,180,-8.9,0,0,8.1,29,0,12,1,13.137022710390767
Year 1 Jan 07 05:00,23.47,69.79,180,-8.9,0,0,7.6,30,0,16,1,12.437075616753493
Year 1 Jan 07 06:00,23.47,69.79,180,-9.3,0,0,7.1,30,0,20,1,11.785719684841137
Year 1 Jan 07 07:00,23.47,69.79,180,-9.3,0,0,6.6,31,0,23,1,11.167999291554953
Year 1 Jan 07 08:00,23.47,69.79,180,-4.9,6,11,7.1,42,0,27,1,12.456849840717478
Year 1 Jan 07 09:00,23.47,69.79,180,-3.9,83,239,11.9,33,0,31,1.2,19.573410368943067
Year 1 Jan 07 10:00,23.47,69.79,180,-7.3,141,492,15.6,20,0,31,1.3,28.310385357273398
Year 1 Jan 07 11:00,23.47,69.79,180,-8.5,176,613,18.6,15,0,33,2.4,35.02785948873162
Year 1 Jan 07 12:00,23.47,69.79,180,-9.3,196,680,20,13,0,29,2.7,40.03252046663607
Year 1 Jan 07 13:00,23.47,69.79,180,-10.1,205,709,21.6,11,0,22,3,43.333528610697147
Year 1 Jan 07 14:00,23.47,69.79,180,-10.7,204,709,22.4,10,0,17,3.1,44.861872523983198
Year 1 Jan 07 15:00,23.47,69.79,180,-10.2,193,679,23,10,0,11,3.2,44.544513887752618
Year 1 Jan 07 16:00,23.47,69.79,180,-10.2,171,612,23.1,10,0,9,3.3,42.12219540024807
Year 1 Jan 07 17:00,23.47,69.79,180,-10.4,135,479,22.8,10,0,8,3.2,37.69243437679374
Year 1 Jan 07 18:00,23.47,69.79,180,-11.2,73,213,20.2,11,0,6,2.2,31.111555212529838
Year 1 Jan 07 19:00,23.47,69.79,180,-11.7,3,4,16.9,13,0,5,1.8,24.710382043459626
Year 1 Jan 07 20:00,23.47,69.79,180,-11.1,0,0,15.4,15,0,6,1.8,22.020826540386858
Year 1 Jan 07 21:00,23.47,69.79,180,-11.2,0,0,14.3,16,0,11,1.8,20.146925324274375
Year 1 Jan 07 22:00,23.47,69.79,180,-11.4,0,0,13.1,17,0,19,1.7,18.636438644338129
Year 1 Jan 07 23:00,23.47,69.79,180,-11.4,0,0,12.2,18,0,22,1.6,17.392294111173393
Year 1 Jan 08 00:00,23.47,69.79,180,-10.8,0,0,11.4,20,0,23,1.5,16.327873785372824
Year 1 Jan 08 01:00,23.47,69.79,180,-10.7,0,0,10.7,21,0,26,1.5,15.377813499219183
Year 1 Jan 08 02:00,23.47,69.79,180,-10.7,0,0,10,22,0,29,1.5,14.514404406911094
Year 1 Jan 08 03:00,23.47,69.79,180,-10.1,0,0,9.5,24,0,37,1.5,13.748303950698544
Year 1 Jan 08 04:00,23.47,69.79,180,-9.8,0,0,9.2,25,0,49,1.6,13.086532332895747
Year 1 Jan 08 05:00,23.47,69.79,180,-9.3,0,0,9.2,26,0,63,1.9,12.533111111497327
Year 1 Jan 08 06:00,23.47,69.79,180,-8.7,0,0,9.3,27,0,73,2.1,12.09959951518449
Year 1 Jan 08 07:00,23.47,69.79,180,-8.7,0,0,9.3,27,0,77,2.3,11.723505324340831
Year 1 Jan 08 08:00,23.47,69.79,180,-7,6,10,9.8,30,0,77,2.3,13.011622811893029
Year 1 Jan 08 09:00,23.47,69.79,180,-6.1,83,223,13.6,25,0,74,2.5,19.360496055598469
Year 1 Jan 08 10:00,23.47,69.79,180,-6.5,145,467,17.3,19,0,71,3.2,27.436699715526168
Year 1 Jan 08 11:00,23.47,69.79,180,-7.1,182,587,19.3,16,0,72,4.1,33.556549737062578
Year 1 Jan 08 12:00,23.47,69.79,180,-7.6,205,651,20.9,14,0,73,3.8,38.63041146347457
Year 1 Jan 08 13:00,23.47,69.79,180,-7,215,679,22.9,13,0,71,3.8,42.29512380792987
Year 1 Jan 08 14:00,23.47,69.79,180,-7.1,214,677,24,12,0,67,3.8,44.10874089745978
Year 1 Jan 08 15:00,23.47,69.79,180,-6.8,204,644,24.5,12,0,62,3.4,44.12379419117272
Year 1 Jan 08 16:00,23.47,69.79,180,-6.7,181,575,24.6,12,0,57,3.1,42.23786702799184
Year 1 Jan 08 17:00,23.47,69.79,180,-5.9,141,447,24.3,13,0,52,2.8,38.06814030136986
Year 1 Jan 08 18:00,23.47,69.79,180,-6.1,75,200,21.6,15,0,45,1.9,31.84097312508937
Year 1 Jan 08 19:00,23.47,69.79,180,-6.5,3,4,18.2,18,0,38,1.5,25.55474252611117
Year 1 Jan 08 20:00,23.47,69.79,180,-5.6,0,0,16.9,21,0,35,1.7,22.944058013260553
Year 1 Jan 08 21:00,23.47,69.79,180,-5.7,0,0,16,22,0,35,1.8,21.165734453594618
Year 1 Jan 08 22:00,23.47,69.79,180,-5.2,0,0,15.2,24,0,37,1.8,19.811788231286564
Year 1 Jan 08 23:00,23.47,69.79,180,-4.9,0,0,14.4,26,0,37,1.7,18.687044658952325
Year 1 Jan 09 00:00,23.47,69.79,180,-5.1,0,0,13.5,27,0,40,1.6,17.670589659437949
Year 1 Jan 09 01:00,23.47,69.79,180,-5.3,0,0,12.8,28,0,45,1.5,16.780236137268905
Year 1 Jan 09 02:00,23.47,69.79,180,-5.6,0,0,12.4,28,0,59,1.6,16.005020175432148
Year 1 Jan 09 03:00,23.47,69.79,180,-5.4,0,0,12.1,29,0,56,1.7,15.33561321583546
Year 1 Jan 09 04:00,23.47,69.79,180,-5.5,0,0,11.5,30,0,46,1.7,14.682216924967035
Year 1 Jan 09 05:00,23.47,69.79,180,-5.5,0,0,11,31,0,51,1.7,14.061982496792396
Year 1 Jan 09 06:00,23.47,69.79,180,-5.5,0,0,10.5,32,0,60,1.7,13.487829990720146
Year 1 Jan 09 07:00,23.47,69.79,180,-5.8,0,0,9.7,33,0,69,1.5,12.89481944220282
Year 1 Jan 09 08:00,23.47,69.79,180,-2.2,6,9,9.8,43,0,75,1.2,14.042775168017969
Year 1 Jan 09 09:00,23.47,69.79,180,-1.4,83,209,13.8,35,0,58,1.3,20.420219060053307
Year 1 Jan 09 10:00,23.47,69.79,180,-4.2,147,451,17.1,23,0,39,1.3,28.91609575537619
Year 1 Jan 09 11:00,23.47,69.79,180,-5.8,185,575,20,17,0,78,1.7,35.89312637778973
Year 1 Jan 09 12:00,23.47,69.79,180,-7,207,642,21.6,14,0,81,2,41.35492323599684
Year 1 Jan 09 13:00,23.47,69.79,180,-7.7,216,675,23.3,12,0,80,1.7,45.53855001285299
Year 1 Jan 09 14:00,23.47,69.79,180,-8.8,214,679,24.9,10,0,76,1.4,47.71114480701388
Year 1 Jan 09 15:00,23.47,69.79,180,-8,202,654,25.9,10,0,63,1.3,47.997217066137967
Year 1 Jan 09 16:00,23.47,69.79,180,-7.9,177,592,26.1,10,0,47,1.1,46.10737046976135
Year 1 Jan 09 17:00,23.47,69.79,180,-7.9,139,467,26.1,10,0,24,1,41.853597865285269
Year 1 Jan 09 18:00,23.47,69.79,180,-0.3,76,212,22.4,22,0,3,0.8,34.65548716932355
Year 1 Jan 09 19:00,23.47,69.79,180,-6.8,3,5,18.7,17,0,354,1.2,27.423971434909747
Year 1 Jan 09 20:00,23.47,69.79,180,-5.8,0,0,17.4,20,2.9,352,1.4,24.450457876297777
Year 1 Jan 09 21:00,23.47,69.79,180,-5.4,0,0,16.4,22,5.7,351,1.2,22.569331285929559
Year 1 Jan 09 22:00,23.47,69.79,180,-4.3,0,0,15.1,26,8.6,344,1,21.09607919012155
Year 1 Jan 09 23:00,23.47,69.79,180,-3.7,0,0,14,29,5.7,326,0.9,19.796719916405544
Year 1 Jan 10 00:00,23.47,69.79,180,-3.7,0,0,13.5,30,2.9,305,1.1,18.680066736082219
Year 1 Jan 10 01:00,23.47,69.79,180,-3.8,0,0,13.4,30,0,293,1.4,17.767351137035328
Year 1 Jan 10 02:00,23.47,69.79,180,-4.1,0,0,13.1,30,0,288,1.7,16.95224232
Year 1 Jan 10 03:00,23.47,69.79,180,-4.5,0,0,12.6,30,0,289,1.7,16.20289762144234
Year 1 Jan 10 04:00,23.47,69.79,180,-3.2,0,0,12.2,34,0,296,1.8,15.51519094189183
Year 1 Jan 10 05:00,23.47,69.79,180,0.4,0,0,12,45,0,304,1.8,14.972222485226848
Year 1 Jan 10 06:00,23.47,69.79,180,4.1,0,0,11.8,59,0,311,1.7,14.538874321847534
Year 1 Jan 10 07:00,23.47,69.79,180,6.7,0,0,11.6,72,0,316,1.6,14.162745183931753
Year 1 Jan 10 08:00,23.47,69.79,180,9,5,8,12,82,0,319,1.5,15.321967030918957
Year 1 Jan 10 09:00,23.47,69.79,180,12.4,83,173,15.8,80,0,322,1.6,21.288570038274537
Year 1 Jan 10 10:00,23.47,69.79,180,15.1,159,370,19.4,76,0,325,1.5,29.102346449061245
Year 1 Jan 10 11:00,23.47,69.79,180,18,209,473,22.4,76,0,328,2.7,35.59313201862007
Year 1 Jan 10 12:00,23.47,69.79,180,19,240,531,23.9,74,0,329,2.9,40.39588300857577
Year 1 Jan 10 13:00,23.47,69.79,180,19.4,253,560,25.3,70,0,331,3,43.75946531004048
Year 1 Jan 10 14:00,23.47,69.79,180,19.2,253,557,26,66,0,329,2.8,45.468134531312148
Year 1 Jan 10 15:00,23.47,69.79,180,18.6,240,523,26.5,62,0,324,2.6,45.443271263847169
Year 1 Jan 10 16:00,23.47,69.79,180,18.3,208,461,26.7,60,0,319,2.4,43.41768130801265
Year 1 Jan 10 17:00,23.47,69.79,180,18.5,158,337,26.6,61,0,316,2.3,39.300049902801458
Year 1 Jan 10 18:00,23.47,69.79,180,17.9,77,134,24.9,65,0,315,1.6,33.74864346562268
Year 1 Jan 10 19:00,23.47,69.79,180,17.1,3,4,22.2,73,0,313,1.1,28.628323214626286
Year 1 Jan 10 20:00,23.47,69.79,180,16.6,0,0,20.8,77,0,308,1,26.445821059019424
Year 1 Jan 10 21:00,23.47,69.79,180,16.3,0,0,19.8,80,0,299,0.9,24.91965129594495
Year 1 Jan 10 22:00,23.47,69.79,180,16.2,0,0,19,84,0,288,0.9,23.726880745802406
Year 1 Jan 10 23:00,23.47,69.79,180,16.2,0,0,18.4,87,0,283,0.9,22.726703136558656
Year 1 Jan 11 00:00,23.47,69.79,180,15.9,0,0,17.6,90,0,286,0.9,21.79044459842177
Year 1 Jan 11 01:00,23.47,69.79,180,15.5,0,0,16.8,92,0,295,0.7,20.945557114659473
Year 1 Jan 11 02:00,23.47,69.79,180,15,0,0,16.3,92,0,303,0.6,20.214834397312836
Year 1 Jan 11 03:00,23.47,69.79,180,14.2,0,0,15.5,92,0,313,0.5,19.492724153485363
Year 1 Jan 11 04:00,23.47,69.79,180,13.3,0,0,14.8,91,0,328,0.5,18.77437351277613
Year 1 Jan 11 05:00,23.47,69.79,180,12.6,0,0,14.4,89,0,353,0.7,18.103870147728516
Year 1 Jan 11 06:00,23.47,69.79,180,11.8,0,0,14.1,86,0,15,1,17.46697456
Year 1 Jan 11 07:00,23.47,69.79,180,10.6,0,0,13.8,81,0,32,1.3,16.869199335949014
Year 1 Jan 11 08:00,23.47,69.79,180,10,5,7,14.4,75,0,45,1.6,17.743320451804686
