Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 05 12:00,23.44,86.07,180,18.3,311,321,26.2,62,3,301,1,41.485851346992109
Year 1 Jan 05 13:00,23.44,86.07,180,18.3,258,509,27.6,57,0,313,1.3,46.36649457643801
Year 1 Jan 05 14:00,23.44,86.07,180,18.1,218,569,28,55,0,319,1.5,47.44626282756181
Year 1 Jan 05 15:00,23.44,86.07,180,18.3,200,468,27,59,0,327,1.3,44.95835301128349
Year 1 Jan 05 16:00,23.44,86.07,180,19.4,149,333,25.5,69,0,338,1,40.294120891008407
Year 1 Jan 05 17:00,23.44,86.07,180,18.8,62,133,23.5,75,0,349,0.7,34.32565310241662
Year 1 Jan 05 18:00,23.44,86.07,180,17.6,1,1,21.6,78,0,356,0.5,29.20605421580187
Year 1 Jan 05 19:00,23.44,86.07,180,17.6,0,0,20,86,0,2,0.4,26.998132656610353
Year 1 Jan 05 20:00,23.44,86.07,180,17.3,0,0,18.8,91,0,5,0.3,25.38438363766096
Year 1 Jan 05 21:00,23.44,86.07,180,16.9,0,0,17.5,96,0,348,0.2,24.04006109187582
Year 1 Jan 05 22:00,23.44,86.07,180,16.4,0,0,16.7,98,0,312,0.3,22.892281766311336
Year 1 Jan 05 23:00,23.44,86.07,180,16,0,0,16.3,98,0.2,300,0.4,21.95184260144967
Year 1 Jan 06 00:00,23.44,86.07,180,15.6,0,0,15.9,98,0.3,292,0.5,21.13712301012669
Year 1 Jan 06 01:00,23.44,86.07,180,15.2,0,0,15.5,98,0.5,281,0.5,20.41909640426886
Year 1 Jan 06 02:00,23.44,86.07,180,14.7,0,0,15,98,1.7,266,0.6,19.87683579692007
Year 1 Jan 06 03:00,23.44,86.07,180,14.4,0,0,14.7,98,2.8,256,0.6,19.383816167957649
Year 1 Jan 06 04:00,23.44,86.07,180,14.1,0,0,14.3,99,4,255,0.6,18.93987733861405
Year 1 Jan 06 05:00,23.44,86.07,180,13.6,0,0,13.8,99,5,254,0.6,18.515826399261554
Year 1 Jan 06 06:00,23.44,86.07,180,13.2,0,0,13.4,99,6.1,251,0.6,18.13397317167265
Year 1 Jan 06 07:00,23.44,86.07,180,12.9,6,6,13.1,99,7.1,248,0.6,18.485452977680767
Year 1 Jan 06 08:00,23.44,86.07,180,13.6,75,44,13.8,99,6.7,243,0.6,20.978589160913019
Year 1 Jan 06 09:00,23.44,86.07,180,15.8,174,108,16.6,95,6.4,242,0.6,26.081525829661964
Year 1 Jan 06 10:00,23.44,86.07,180,18.7,251,218,20.9,87,6,247,0.6,32.782504439718227
Year 1 Jan 06 11:00,23.44,86.07,180,18.5,282,345,24.1,71,4,259,0.8,39.462110275736687
Year 1 Jan 06 12:00,23.44,86.07,180,17.4,277,461,26,59,2,271,0.8,45.337491519018239
Year 1 Jan 06 13:00,23.44,86.07,180,16.2,241,573,27.6,50,0,291,1,48.55533051245631
Year 1 Jan 06 14:00,23.44,86.07,180,15,214,590,28.4,44,0,302,1.1,49.179633135470577
Year 1 Jan 06 15:00,23.44,86.07,180,16.5,194,498,27.9,50,0,312,0.9,46.97627036816941
Year 1 Jan 06 16:00,23.44,86.07,180,20.3,146,363,26.4,69,0,332,0.5,42.13466880461705
Year 1 Jan 06 17:00,23.44,86.07,180,17.6,64,148,24.1,67,0,353,0.4,35.786817533317748
Year 1 Jan 06 18:00,23.44,86.07,180,14.7,1,1,21.8,64,0,7,0.4,30.143339110683564
Year 1 Jan 06 19:00,23.44,86.07,180,14.6,0,0,20,71,0,9,0.4,27.660297337748774
Year 1 Jan 06 20:00,23.44,86.07,180,14.4,0,0,18.5,77,0,349,0.3,25.82175322068524
Year 1 Jan 06 21:00,23.44,86.07,180,14.1,0,0,17,83,0,303,0.3,24.256424304546415
Year 1 Jan 06 22:00,23.44,86.07,180,14.1,0,0,16.4,86,0,274,0.5,23.016466017958476
Year 1 Jan 06 23:00,23.44,86.07,180,13.7,0,0,15.9,87,0,268,0.6,22.04497069051274
Year 1 Jan 07 00:00,23.44,86.07,180,13.2,0,0,15.3,87,0,275,0.7,21.13505271652599
Year 1 Jan 07 01:00,23.44,86.07,180,12.7,0,0,14.8,87,0,283,0.7,20.271497956957697
Year 1 Jan 07 02:00,23.44,86.07,180,12.1,0,0,14.1,88,0,286,0.7,19.397797920757097
Year 1 Jan 07 03:00,23.44,86.07,180,11.6,0,0,13.5,88,0,286,0.7,18.60125502501196
Year 1 Jan 07 04:00,23.44,86.07,180,10.8,0,0,13.1,86,0,288,0.7,17.892605820074765
Year 1 Jan 07 05:00,23.44,86.07,180,10.2,0,0,13,83,0,292,0.7,17.323368128271583
Year 1 Jan 07 06:00,23.44,86.07,180,9.4,0,0,12.6,81,0,294,0.7,16.786930863223586
Year 1 Jan 07 07:00,23.44,86.07,180,9.9,10,18,12.7,83,0,292,0.7,18.085036597538374
Year 1 Jan 07 08:00,23.44,86.07,180,11,92,216,14.8,78,0,290,0.7,24.32463338481096
Year 1 Jan 07 09:00,23.44,86.07,180,12.6,156,436,18.2,70,0,295,0.6,32.57233157541728
Year 1 Jan 07 10:00,23.44,86.07,180,13.3,192,562,22.5,56,0,308,1,39.784537899749839
Year 1 Jan 07 11:00,23.44,86.07,180,12.4,210,632,24.1,48,0,309,1.2,45.211737929087437
Year 1 Jan 07 12:00,23.44,86.07,180,12.8,219,657,25.2,46,0,313,0.9,49.03819175608257
Year 1 Jan 07 13:00,23.44,86.07,180,12.3,218,652,26.2,42,0,307,1,50.66732665571017
Year 1 Jan 07 14:00,23.44,86.07,180,12.6,209,608,26.6,42,0,318,1,50.107912264581198
Year 1 Jan 07 15:00,23.44,86.07,180,13.9,188,520,26.1,47,0,332,1.1,47.336794807601219
Year 1 Jan 07 16:00,23.44,86.07,180,15.7,143,382,24.5,58,0,348,1,41.95241311477269
Year 1 Jan 07 17:00,23.44,86.07,180,14.3,65,158,22.2,61,0,355,0.9,35.30035279786257
Year 1 Jan 07 18:00,23.44,86.07,180,12.6,1,1,20.4,61,0,351,1,29.513339876697445
Year 1 Jan 07 19:00,23.44,86.07,180,11.7,0,0,18.9,63,0,344,0.9,27.01275451951873
Year 1 Jan 07 20:00,23.44,86.07,180,10.9,0,0,18,63,0,335,0.9,25.21390145470545
Year 1 Jan 07 21:00,23.44,86.07,180,9.8,0,0,16.9,63,0,326,0.8,23.749386678348999
Year 1 Jan 07 22:00,23.44,86.07,180,8.9,0,0,15.9,63,0,318,0.7,22.475520718209716
Year 1 Jan 07 23:00,23.44,86.07,180,7.6,0,0,15.1,61,0,314,0.8,21.336284387368015
Year 1 Jan 08 00:00,23.44,86.07,180,6.6,0,0,14.5,59,0,314,0.8,20.358289992476526
Year 1 Jan 08 01:00,23.44,86.07,180,5.3,0,0,13.9,56,0,316,0.8,19.486723488135064
Year 1 Jan 08 02:00,23.44,86.07,180,3.8,0,0,13.5,52,0,319,0.9,18.704310135698344
Year 1 Jan 08 03:00,23.44,86.07,180,2.6,0,0,13.1,49,0,321,0.9,18.003087003950279
Year 1 Jan 08 04:00,23.44,86.07,180,1.3,0,0,12.6,46,0,324,0.9,17.334356021017656
Year 1 Jan 08 05:00,23.44,86.07,180,0.3,0,0,12.2,44,0,326,0.9,16.711233640070817
Year 1 Jan 08 06:00,23.44,86.07,180,-1,0,0,11.8,41,0,326,0.9,16.13643192238893
Year 1 Jan 08 07:00,23.44,86.07,180,2.9,10,17,11.9,54,0,326,0.9,17.36611836571639
Year 1 Jan 08 08:00,23.44,86.07,180,4.6,92,209,14,53,0,326,1,23.38673787466687
Year 1 Jan 08 09:00,23.44,86.07,180,4.1,157,428,17.5,41,0,328,1.2,31.33848487301075
Year 1 Jan 08 10:00,23.44,86.07,180,2.2,191,564,19.8,31,0,329,1.7,37.906733066730129
Year 1 Jan 08 11:00,23.44,86.07,180,3.6,207,642,20.9,32,0,332,1.6,43.15941729
Year 1 Jan 08 12:00,23.44,86.07,180,3.8,215,671,22.2,30,0,332,1.6,46.60379476603765
Year 1 Jan 08 13:00,23.44,86.07,180,3.2,213,669,22.6,28,0,330,1.4,48.21536391750162
Year 1 Jan 08 14:00,23.44,86.07,180,3.7,203,634,22.6,29,0,330,1.4,47.486493012805798
Year 1 Jan 08 15:00,23.44,86.07,180,3.8,180,559,21.7,31,0,328,1.4,44.65536697294307
Year 1 Jan 08 16:00,23.44,86.07,180,5.1,139,426,20.3,37,0,328,1.3,39.38856308269787
Year 1 Jan 08 17:00,23.44,86.07,180,4.5,66,182,17.9,41,0,329,1,32.33197622332978
Year 1 Jan 08 18:00,23.44,86.07,180,1.9,1,1,15.8,39,0,327,0.9,26.205144577644249
Year 1 Jan 08 19:00,23.44,86.07,180,1.1,0,0,14.2,41,0,323,1,23.454624380989104
Year 1 Jan 08 20:00,23.44,86.07,180,0.8,0,0,13.1,43,0,320,1.1,21.405807109700605
Year 1 Jan 08 21:00,23.44,86.07,180,-0.1,0,0,12.1,43,0,318,1.2,19.73577763646471
Year 1 Jan 08 22:00,23.44,86.07,180,-1.1,0,0,11.3,42,0,316,1.3,18.322510513095666
Year 1 Jan 08 23:00,23.44,86.07,180,-3,0,0,10.7,38,0,315,1.3,17.14264667603844
Year 1 Jan 09 00:00,23.44,86.07,180,-4.8,0,0,9.9,35,0,314,1.4,16.031500858033504
Year 1 Jan 09 01:00,23.44,86.07,180,-6.5,0,0,9.3,32,0,312,1.3,15.057151266505994
Year 1 Jan 09 02:00,23.44,86.07,180,-7.6,0,0,8.6,31,0,310,1.3,14.149119974940009
Year 1 Jan 09 03:00,23.44,86.07,180,-8.6,0,0,7.9,30,0,308,1.2,13.299021661013793
Year 1 Jan 09 04:00,23.44,86.07,180,-9.1,0,0,7.3,30,0,307,1.2,12.496412436068387
Year 1 Jan 09 05:00,23.44,86.07,180,-9.7,0,0,6.7,30,0,305,1.1,11.778939533902465
Year 1 Jan 09 06:00,23.44,86.07,180,-9.9,0,0,6,31,0,304,1.1,11.067365327648038
Year 1 Jan 09 07:00,23.44,86.07,180,-5.3,10,21,6,44,0,302,1,12.41700046333165
Year 1 Jan 09 08:00,23.44,86.07,180,-3.8,90,277,8.4,42,0,300,1.1,19.54838238621786
Year 1 Jan 09 09:00,23.44,86.07,180,-4.5,140,536,11.6,32,0,300,1.4,27.86685850727909
Year 1 Jan 09 10:00,23.44,86.07,180,-3.7,169,660,14.1,29,0,300,1.4,35.05277206336595
Year 1 Jan 09 11:00,23.44,86.07,180,-2.1,183,728,16.4,28,0,302,1.3,40.77286103237688
Year 1 Jan 09 12:00,23.44,86.07,180,-2.1,190,755,18.3,25,0,304,1.5,44.52686875528087
Year 1 Jan 09 13:00,23.44,86.07,180,-1.8,190,748,19.2,24,0,305,1.5,46.20084850289493
Year 1 Jan 09 14:00,23.44,86.07,180,-0.9,184,703,19.7,25,0,306,1.3,45.916748488505337
Year 1 Jan 09 15:00,23.44,86.07,180,0.4,168,616,19.4,28,0,307,1.2,43.19511162353365
Year 1 Jan 09 16:00,23.44,86.07,180,3.2,134,468,18.5,36,0,310,0.9,38.328647403982319
Year 1 Jan 09 17:00,23.44,86.07,180,3.5,67,202,16.1,43,0,319,0.6,31.075726888184297
Year 1 Jan 09 18:00,23.44,86.07,180,0,1,1,13.7,39,0,330,0.6,24.63896971726546
Year 1 Jan 09 19:00,23.44,86.07,180,-0.5,0,0,12,42,0,332,0.6,21.88290813349265
Year 1 Jan 09 20:00,23.44,86.07,180,-0.4,0,0,10.8,46,0,327,0.7,19.830333399381748
Year 1 Jan 09 21:00,23.44,86.07,180,-0.6,0,0,9.6,49,0,320,0.7,18.155640263923254
Year 1 Jan 09 22:00,23.44,86.07,180,-1,0,0,8.9,50,0,315,0.8,16.765684027308184
Year 1 Jan 09 23:00,23.44,86.07,180,-1.8,0,0,8.3,49,0,313,0.8,15.632966609777168
Year 1 Jan 10 00:00,23.44,86.07,180,-2.5,0,0,7.8,48,0,312,0.8,14.666159349688133
Year 1 Jan 10 01:00,23.44,86.07,180,-3.6,0,0,7.3,46,0,311,0.8,13.797627461241638
Year 1 Jan 10 02:00,23.44,86.07,180,-4.5,0,0,6.6,45,0,310,0.7,12.986482298237217
Year 1 Jan 10 03:00,23.44,86.07,180,-5.4,0,0,5.6,45,0,311,0.5,12.189963777460907
Year 1 Jan 10 04:00,23.44,86.07,180,-5.8,0,0,4.5,47,0,311,0.4,11.354879660841437
Year 1 Jan 10 05:00,23.44,86.07,180,-6.4,0,0,3.6,48,0,298,0.3,10.578382899381776
Year 1 Jan 10 06:00,23.44,86.07,180,-6.5,0,0,3.2,49,0,267,0.3,9.958192471625392
Year 1 Jan 10 07:00,23.44,86.07,180,-1.9,10,20,3.9,66,0,251,0.4,11.552621205663052
Year 1 Jan 10 08:00,23.44,86.07,180,-0.9,90,265,7.3,56,0,249,0.5,19.057339215577494
Year 1 Jan 10 09:00,23.44,86.07,180,0,144,513,10.9,47,0,267,0.5,27.918323894457197
Year 1 Jan 10 10:00,23.44,86.07,180,-2.2,176,630,14.7,31,0,297,0.9,35.04018158708078
Year 1 Jan 10 11:00,23.44,86.07,180,-0.5,192,697,16.7,31,0,311,0.9,40.824094744285208
Year 1 Jan 10 12:00,23.44,86.07,180,0.9,198,728,18.8,30,0,326,1.1,44.692660423603488
Year 1 Jan 10 13:00,23.44,86.07,180,1,197,727,20.1,28,0,327,1.2,46.553237415443778
Year 1 Jan 10 14:00,23.44,86.07,180,2,189,687,20.7,29,0,329,1.2,46.25317870577689
Year 1 Jan 10 15:00,23.44,86.07,180,3.2,172,604,20.4,32,0,330,1.1,43.58713197613586
Year 1 Jan 10 16:00,23.44,86.07,180,5.8,136,462,19.4,41,0,330,0.9,38.71356214542203
Year 1 Jan 10 17:00,23.44,86.07,180,6.1,69,200,16.9,49,0,332,0.6,31.484508553667447
Year 1 Jan 10 18:00,23.44,86.07,180,2.6,2,2,14.4,45,0,329,0.5,25.034975294852765
Year 1 Jan 10 19:00,23.44,86.07,180,2.5,0,0,12.6,50,0,320,0.5,22.27500254957424
Year 1 Jan 10 20:00,23.44,86.07,180,2.3,0,0,11.3,54,0,310,0.6,20.19402208507758
Year 1 Jan 10 21:00,23.44,86.07,180,2,0,0,10.1,57,0,304,0.6,18.501358630151154
Year 1 Jan 10 22:00,23.44,86.07,180,1.5,0,0,9.3,58,0,299,0.7,17.088483848029019
Year 1 Jan 10 23:00,23.44,86.07,180,0.4,0,0,9,55,0,291,0.9,15.926298398912455
Year 1 Jan 11 00:00,23.44,86.07,180,-1,0,0,8.9,50,0,298,1,14.998341797163136
Year 1 Jan 11 01:00,23.44,86.07,180,-2.4,0,0,8.9,45,0,305,1.1,14.235879984177269
Year 1 Jan 11 02:00,23.44,86.07,180,-3.6,0,0,8.9,41,0,307,1.1,13.619704391263819
Year 1 Jan 11 03:00,23.44,86.07,180,-4.1,0,0,8.7,40,0,307,1.1,13.067063635311161
Year 1 Jan 11 04:00,23.44,86.07,180,-4.8,0,0,8.3,39,0,304,1,12.525410436753348
Year 1 Jan 11 05:00,23.44,86.07,180,-5.3,0,0,7.8,39,0,298,0.9,11.974637238812406
Year 1 Jan 11 06:00,23.44,86.07,180,-5.8,0,0,7.2,39,0,292,0.9,11.390339784430589
