Date/Time,Lats,Longs,Orientation,[1] Dew Point Temperature (C),[1] Diffuse Horizontal Radiation (Wh/m2),[1] Direct Normal Radiation (Wh/m2),[1] Dry Bulb Temperature (C),[1] Relative Humidity (),[1] Total Sky Cover (tenths),[1] Wind Direction (°),[1] Wind Speed (m/s),BLOCK1:ZONE1_WALL_3_0_0:Surface Outside Face Temperature [C](Hourly)
Year 1 Jan 02 05:00,23.44,86.07,0,14.8,0,0,15.3,97,2.5,84,0.3,17.22245411
Year 1 Jan 02 06:00,23.44,86.07,0,14.6,0,0,15.1,97,2.8,78,0.4,16.92740361
Year 1 Jan 02 07:00,23.44,86.07,0,14.8,7,7,15.4,96,3.1,85,0.4,17.11153142
Year 1 Jan 02 08:00,23.44,86.07,0,15.6,82,57,16.4,95,2.1,99,0.4,18.57126763
Year 1 Jan 02 09:00,23.44,86.07,0,17.2,182,159,18.4,93,1,119,0.4,20.67138738
Year 1 Jan 02 10:00,23.44,86.07,0,16.9,228,377,20.5,80,0,117,0.7,22.65046545
Year 1 Jan 02 11:00,23.44,86.07,0,17.4,234,531,21.2,79,0,112,0.6,24.09393079
Year 1 Jan 02 12:00,23.44,86.07,0,18.1,250,552,22.5,76,0,107,0.6,25.31905713
Year 1 Jan 02 13:00,23.44,86.07,0,17.7,245,556,23.5,70,0,100,0.7,26.19757085
Year 1 Jan 02 14:00,23.44,86.07,0,17.7,234,502,24,68,0.3,89,0.9,26.62035022
Year 1 Jan 02 15:00,23.44,86.07,0,17.9,209,394,23.7,70,0.7,84,1,26.26799129
Year 1 Jan 02 16:00,23.44,86.07,0,17.9,150,259,22.8,74,1,81,1.2,25.01307973
Year 1 Jan 02 17:00,23.44,86.07,0,17.1,56,99,21.5,76,2.6,79,1.1,23.0707789
Year 1 Jan 02 18:00,23.44,86.07,0,16.5,0,0,20.5,78,4.2,80,1,21.60854022
Year 1 Jan 02 19:00,23.44,86.07,0,16.2,0,0,19.7,80,5.8,85,0.9,20.86349596
Year 1 Jan 02 20:00,23.44,86.07,0,16,0,0,19.1,82,4.2,93,0.9,20.24295791
Year 1 Jan 02 21:00,23.44,86.07,0,15.8,0,0,18.6,84,2.5,102,0.9,19.67791332
Year 1 Jan 02 22:00,23.44,86.07,0,15.7,0,0,18.1,86,0.9,113,0.9,19.13768759
Year 1 Jan 02 23:00,23.44,86.07,0,15.7,0,0,17.7,88,0.6,122,0.9,18.6745312
Year 1 Jan 03 00:00,23.44,86.07,0,15.4,0,0,17.2,89,0.3,129,0.8,18.24003164
Year 1 Jan 03 01:00,23.44,86.07,0,15.2,0,0,16.7,91,0,127,0.7,17.81521258
Year 1 Jan 03 02:00,23.44,86.07,0,15,0,0,16.1,93,1.8,122,0.6,17.42063708
Year 1 Jan 03 03:00,23.44,86.07,0,14.8,0,0,15.6,95,3.7,125,0.6,17.05870015
Year 1 Jan 03 04:00,23.44,86.07,0,14.7,0,0,15.2,97,5.5,130,0.5,16.7427055
Year 1 Jan 03 05:00,23.44,86.07,0,14.4,0,0,14.9,97,4.7,123,0.4,16.49543397
Year 1 Jan 03 06:00,23.44,86.07,0,14.4,0,0,14.7,98,4,96,0.4,16.3132064
Year 1 Jan 03 07:00,23.44,86.07,0,14.7,7,7,15,98,3.2,89,0.5,16.5648966
Year 1 Jan 03 08:00,23.44,86.07,0,15.8,82,56,16.4,96,2.2,109,0.5,18.11009252
Year 1 Jan 03 09:00,23.44,86.07,0,17.3,184,158,18.6,92,1.2,128,0.9,20.30724667
Year 1 Jan 03 10:00,23.44,86.07,0,18.1,229,383,20.1,88,0.2,132,1,22.25771891
Year 1 Jan 03 11:00,23.44,86.07,0,18.4,245,500,21.2,84,1.2,137,0.9,23.88251932
Year 1 Jan 03 12:00,23.44,86.07,0,18.6,284,440,22.6,78,2.1,144,0.9,25.37983174
Year 1 Jan 03 13:00,23.44,86.07,0,18.6,288,384,23.3,75,3.1,141,0.9,26.33945275
Year 1 Jan 03 14:00,23.44,86.07,0,19.1,284,209,23.8,75,5.4,129,1,26.60548502
Year 1 Jan 03 15:00,23.44,86.07,0,19.1,198,55,22.7,80,7.7,120,0.9,25.54070493
Year 1 Jan 03 16:00,23.44,86.07,0,19.1,80,11,21.4,87,10,113,1,23.76508628
Year 1 Jan 03 17:00,23.44,86.07,0,18.5,16,3,20.7,87,6.7,117,1.2,22.19593783
Year 1 Jan 03 18:00,23.44,86.07,0,18,0,0,19.9,89,3.3,121,1.1,21.09894936
Year 1 Jan 03 19:00,23.44,86.07,0,17.6,0,0,18.9,92,0,123,0.9,20.18698268
Year 1 Jan 03 20:00,23.44,86.07,0,17.3,0,0,18.3,94,0.8,125,0.8,19.54124788
Year 1 Jan 03 21:00,23.44,86.07,0,17.1,0,0,17.9,95,1.7,131,0.7,19.11311483
Year 1 Jan 03 22:00,23.44,86.07,0,17,0,0,17.6,96,2.5,136,0.7,18.77727395
Year 1 Jan 03 23:00,23.44,86.07,0,16.8,0,0,17.3,97,3.8,133,0.6,18.54504843
Year 1 Jan 04 00:00,23.44,86.07,0,16.9,0,0,17.4,97,5,127,0.6,18.44952182
Year 1 Jan 04 01:00,23.44,86.07,0,17.2,0,0,17.5,98,6.3,129,0.6,18.43575827
Year 1 Jan 04 02:00,23.44,86.07,0,17.1,0,0,17.4,98,5.5,131,0.6,18.32100329
Year 1 Jan 04 03:00,23.44,86.07,0,17,0,0,17.2,99,4.7,133,0.6,18.11272823
Year 1 Jan 04 04:00,23.44,86.07,0,16.8,0,0,17,99,3.9,142,0.6,17.88281515
Year 1 Jan 04 05:00,23.44,86.07,0,16.8,0,0,17,99,5.9,156,0.5,17.84722399
Year 1 Jan 04 06:00,23.44,86.07,0,17.2,0,0,17.4,99,8,174,0.4,18.0046578
Year 1 Jan 04 07:00,23.44,86.07,0,17.7,2,1,17.9,99,10,184,0.5,18.35868553
Year 1 Jan 04 08:00,23.44,86.07,0,18.3,23,3,18.5,99,10,194,0.7,19.00067452
Year 1 Jan 04 09:00,23.44,86.07,0,18.6,55,4,18.9,98,10,205,1,19.79049249
Year 1 Jan 04 10:00,23.44,86.07,0,18.9,86,5,19.6,96,10,210,0.9,20.83407573
Year 1 Jan 04 11:00,23.44,86.07,0,19.4,154,11,20.4,94,8.2,211,0.8,22.4141477
Year 1 Jan 04 12:00,23.44,86.07,0,20.1,254,38,22,89,6.4,212,0.7,24.44515348
Year 1 Jan 04 13:00,23.44,86.07,0,20.1,310,107,23.6,81,4.6,213,0.5,26.11279935
Year 1 Jan 04 14:00,23.44,86.07,0,19.7,293,193,24.6,74,3.1,213,0.3,26.89394169
Year 1 Jan 04 15:00,23.44,86.07,0,19.6,237,237,25.2,71,1.6,59,0.1,26.78762843
Year 1 Jan 04 16:00,23.44,86.07,0,20.5,157,243,24.8,77,0.1,50,0.4,25.69627472
Year 1 Jan 04 17:00,23.44,86.07,0,20.2,61,118,23.1,84,1,52,0.5,23.73853272
Year 1 Jan 04 18:00,23.44,86.07,0,19.2,0,1,21.3,88,1.8,50,0.5,22.11285126
Year 1 Jan 04 19:00,23.44,86.07,0,19,0,0,20.2,93,2.7,52,0.4,21.29510894
Year 1 Jan 04 20:00,23.44,86.07,0,18.7,0,0,19.4,96,1.8,80,0.4,20.60339747
Year 1 Jan 04 21:00,23.44,86.07,0,18.3,0,0,18.8,97,0.9,107,0.4,19.97695967
Year 1 Jan 04 22:00,23.44,86.07,0,17.7,0,0,18,98,0,125,0.3,19.35654668
Year 1 Jan 04 23:00,23.44,86.07,0,16.7,0,0,17,98,0,140,0.2,18.77857435
Year 1 Jan 05 00:00,23.44,86.07,0,16.1,0,0,16.3,99,0,138,0.1,18.29182409
Year 1 Jan 05 01:00,23.44,86.07,0,15.6,0,0,15.8,99,0,86,0,17.88066368
Year 1 Jan 05 02:00,23.44,86.07,0,15.4,0,0,15.6,99,0,37,0.1,17.51646277
Year 1 Jan 05 03:00,23.44,86.07,0,15,0,0,15.2,99,0,15,0.2,17.13247235
Year 1 Jan 05 04:00,23.44,86.07,0,14.5,0,0,14.7,99,0,351,0.2,16.73013611
Year 1 Jan 05 05:00,23.44,86.07,0,14.1,0,0,14.3,99,2.5,283,0.3,16.49999416
Year 1 Jan 05 06:00,23.44,86.07,0,14.9,0,0,15.1,99,5.1,265,0.6,16.57021456
Year 1 Jan 05 07:00,23.44,86.07,0,15.4,6,4,15.4,100,7.6,265,0.6,17.02233745
Year 1 Jan 05 08:00,23.44,86.07,0,15.5,68,30,15.5,100,8,266,0.4,18.32230365
Year 1 Jan 05 09:00,23.44,86.07,0,16.9,158,62,17.2,98,8.5,257,0.4,20.26783384
Year 1 Jan 05 10:00,23.44,86.07,0,19.3,241,99,20.8,91,8.9,253,0.4,22.77704161
Year 1 Jan 05 11:00,23.44,86.07,0,19.6,303,173,23.9,77,5.9,276,0.8,25.20762403
Year 1 Jan 05 12:00,23.44,86.07,0,18.3,311,321,26.2,62,3,301,1,26.93050784
Year 1 Jan 05 13:00,23.44,86.07,0,18.3,258,509,27.6,57,0,313,1.3,27.80988708
Year 1 Jan 05 14:00,23.44,86.07,0,18.1,218,569,28,55,0,319,1.5,28.18771738
Year 1 Jan 05 15:00,23.44,86.07,0,18.3,200,468,27,59,0,327,1.3,27.85073794
Year 1 Jan 05 16:00,23.44,86.07,0,19.4,149,333,25.5,69,0,338,1,26.53395098
Year 1 Jan 05 17:00,23.44,86.07,0,18.8,62,133,23.5,75,0,349,0.7,24.4080132
Year 1 Jan 05 18:00,23.44,86.07,0,17.6,1,1,21.6,78,0,356,0.5,22.54080045
Year 1 Jan 05 19:00,23.44,86.07,0,17.6,0,0,20,86,0,2,0.4,21.44676808
Year 1 Jan 05 20:00,23.44,86.07,0,17.3,0,0,18.8,91,0,5,0.3,20.55740948
Year 1 Jan 05 21:00,23.44,86.07,0,16.9,0,0,17.5,96,0,348,0.2,19.73322256
Year 1 Jan 05 22:00,23.44,86.07,0,16.4,0,0,16.7,98,0,312,0.3,19.01458636
Year 1 Jan 05 23:00,23.44,86.07,0,16,0,0,16.3,98,0.2,300,0.4,18.43303458
Year 1 Jan 06 00:00,23.44,86.07,0,15.6,0,0,15.9,98,0.3,292,0.5,17.92174286
Year 1 Jan 06 01:00,23.44,86.07,0,15.2,0,0,15.5,98,0.5,281,0.5,17.44984952
Year 1 Jan 06 02:00,23.44,86.07,0,14.7,0,0,15,98,1.7,266,0.6,17.03827529
Year 1 Jan 06 03:00,23.44,86.07,0,14.4,0,0,14.7,98,2.8,256,0.6,16.68797812
Year 1 Jan 06 04:00,23.44,86.07,0,14.1,0,0,14.3,99,4,255,0.6,16.35726699
Year 1 Jan 06 05:00,23.44,86.07,0,13.6,0,0,13.8,99,5,254,0.6,16.05548097
Year 1 Jan 06 06:00,23.44,86.07,0,13.2,0,0,13.4,99,6.1,251,0.6,15.78488635
Year 1 Jan 06 07:00,23.44,86.07,0,12.9,6,6,13.1,99,7.1,248,0.6,15.83946943
Year 1 Jan 06 08:00,23.44,86.07,0,13.6,75,44,13.8,99,6.7,243,0.6,17.0613313
Year 1 Jan 06 09:00,23.44,86.07,0,15.8,174,108,16.6,95,6.4,242,0.6,19.32457177
Year 1 Jan 06 10:00,23.44,86.07,0,18.7,251,218,20.9,87,6,247,0.6,22.07865106
Year 1 Jan 06 11:00,23.44,86.07,0,18.5,282,345,24.1,71,4,259,0.8,24.46207933
Year 1 Jan 06 12:00,23.44,86.07,0,17.4,277,461,26,59,2,271,0.8,26.13390368
Year 1 Jan 06 13:00,23.44,86.07,0,16.2,241,573,27.6,50,0,291,1,27.15266193
Year 1 Jan 06 14:00,23.44,86.07,0,15,214,590,28.4,44,0,302,1.1,27.73629163
Year 1 Jan 06 15:00,23.44,86.07,0,16.5,194,498,27.9,50,0,312,0.9,27.61239506
Year 1 Jan 06 16:00,23.44,86.07,0,20.3,146,363,26.4,69,0,332,0.5,26.39507754
Year 1 Jan 06 17:00,23.44,86.07,0,17.6,64,148,24.1,67,0,353,0.4,24.27556168
Year 1 Jan 06 18:00,23.44,86.07,0,14.7,1,1,21.8,64,0,7,0.4,22.31332375
Year 1 Jan 06 19:00,23.44,86.07,0,14.6,0,0,20,71,0,9,0.4,21.16346963
Year 1 Jan 06 20:00,23.44,86.07,0,14.4,0,0,18.5,77,0,349,0.3,20.19066906
Year 1 Jan 06 21:00,23.44,86.07,0,14.1,0,0,17,83,0,303,0.3,19.26781399
Year 1 Jan 06 22:00,23.44,86.07,0,14.1,0,0,16.4,86,0,274,0.5,18.51230934
Year 1 Jan 06 23:00,23.44,86.07,0,13.7,0,0,15.9,87,0,268,0.6,17.89549289
Year 1 Jan 07 00:00,23.44,86.07,0,13.2,0,0,15.3,87,0,275,0.7,17.31886754
Year 1 Jan 07 01:00,23.44,86.07,0,12.7,0,0,14.8,87,0,283,0.7,16.78660132
Year 1 Jan 07 02:00,23.44,86.07,0,12.1,0,0,14.1,88,0,286,0.7,16.22997456
Year 1 Jan 07 03:00,23.44,86.07,0,11.6,0,0,13.5,88,0,286,0.7,15.66071336
Year 1 Jan 07 04:00,23.44,86.07,0,10.8,0,0,13.1,86,0,288,0.7,15.1406751
Year 1 Jan 07 05:00,23.44,86.07,0,10.2,0,0,13,83,0,292,0.7,14.72671837
Year 1 Jan 07 06:00,23.44,86.07,0,9.4,0,0,12.6,81,0,294,0.7,14.33023147
Year 1 Jan 07 07:00,23.44,86.07,0,9.9,10,18,12.7,83,0,292,0.7,14.41812625
Year 1 Jan 07 08:00,23.44,86.07,0,11,92,216,14.8,78,0,290,0.7,16.21118104
Year 1 Jan 07 09:00,23.44,86.07,0,12.6,156,436,18.2,70,0,295,0.6,18.67107953
Year 1 Jan 07 10:00,23.44,86.07,0,13.3,192,562,22.5,56,0,308,1,21.18409038
Year 1 Jan 07 11:00,23.44,86.07,0,12.4,210,632,24.1,48,0,309,1.2,23.26286458
Year 1 Jan 07 12:00,23.44,86.07,0,12.8,219,657,25.2,46,0,313,0.9,24.78446376
Year 1 Jan 07 13:00,23.44,86.07,0,12.3,218,652,26.2,42,0,307,1,25.85065104
Year 1 Jan 07 14:00,23.44,86.07,0,12.6,209,608,26.6,42,0,318,1,26.37490329
Year 1 Jan 07 15:00,23.44,86.07,0,13.9,188,520,26.1,47,0,332,1.1,26.20536551
Year 1 Jan 07 16:00,23.44,86.07,0,15.7,143,382,24.5,58,0,348,1,24.99405417
Year 1 Jan 07 17:00,23.44,86.07,0,14.3,65,158,22.2,61,0,355,0.9,22.89237121
Year 1 Jan 07 18:00,23.44,86.07,0,12.6,1,1,20.4,61,0,351,1,20.966199
Year 1 Jan 07 19:00,23.44,86.07,0,11.7,0,0,18.9,63,0,344,0.9,19.86184449
Year 1 Jan 07 20:00,23.44,86.07,0,10.9,0,0,18,63,0,335,0.9,18.99205179
Year 1 Jan 07 21:00,23.44,86.07,0,9.8,0,0,16.9,63,0,326,0.8,18.20210033
Year 1 Jan 07 22:00,23.44,86.07,0,8.9,0,0,15.9,63,0,318,0.7,17.44463868
Year 1 Jan 07 23:00,23.44,86.07,0,7.6,0,0,15.1,61,0,314,0.8,16.75898589
Year 1 Jan 08 00:00,23.44,86.07,0,6.6,0,0,14.5,59,0,314,0.8,16.15844741
Year 1 Jan 08 01:00,23.44,86.07,0,5.3,0,0,13.9,56,0,316,0.8,15.60261449
Year 1 Jan 08 02:00,23.44,86.07,0,3.8,0,0,13.5,52,0,319,0.9,15.10511096
Year 1 Jan 08 03:00,23.44,86.07,0,2.6,0,0,13.1,49,0,321,0.9,14.64467105
Year 1 Jan 08 04:00,23.44,86.07,0,1.3,0,0,12.6,46,0,324,0.9,14.18340469
Year 1 Jan 08 05:00,23.44,86.07,0,0.3,0,0,12.2,44,0,326,0.9,13.74105376
Year 1 Jan 08 06:00,23.44,86.07,0,-1,0,0,11.8,41,0,326,0.9,13.32580044
Year 1 Jan 08 07:00,23.44,86.07,0,2.9,10,17,11.9,54,0,326,0.9,13.39961384
Year 1 Jan 08 08:00,23.44,86.07,0,4.6,92,209,14,53,0,326,1,15.15904467
Year 1 Jan 08 09:00,23.44,86.07,0,4.1,157,428,17.5,41,0,328,1.2,17.59743059
Year 1 Jan 08 10:00,23.44,86.07,0,2.2,191,564,19.8,31,0,329,1.7,19.74596351
Year 1 Jan 08 11:00,23.44,86.07,0,3.6,207,642,20.9,32,0,332,1.6,21.44538221
Year 1 Jan 08 12:00,23.44,86.07,0,3.8,215,671,22.2,30,0,332,1.6,22.71978167
Year 1 Jan 08 13:00,23.44,86.07,0,3.2,213,669,22.6,28,0,330,1.4,23.53751255
Year 1 Jan 08 14:00,23.44,86.07,0,3.7,203,634,22.6,29,0,330,1.4,23.70110578
Year 1 Jan 08 15:00,23.44,86.07,0,3.8,180,559,21.7,31,0,328,1.4,23.18356486
Year 1 Jan 08 16:00,23.44,86.07,0,5.1,139,426,20.3,37,0,328,1.3,21.81996439
Year 1 Jan 08 17:00,23.44,86.07,0,4.5,66,182,17.9,41,0,329,1,19.54090389
Year 1 Jan 08 18:00,23.44,86.07,0,1.9,1,1,15.8,39,0,327,0.9,17.3996393
Year 1 Jan 08 19:00,23.44,86.07,0,1.1,0,0,14.2,41,0,323,1,16.09871185
Year 1 Jan 08 20:00,23.44,86.07,0,0.8,0,0,13.1,43,0,320,1.1,15.04223521
Year 1 Jan 08 21:00,23.44,86.07,0,-0.1,0,0,12.1,43,0,318,1.2,14.10879869
Year 1 Jan 08 22:00,23.44,86.07,0,-1.1,0,0,11.3,42,0,316,1.3,13.27334052
Year 1 Jan 08 23:00,23.44,86.07,0,-3,0,0,10.7,38,0,315,1.3,12.54416239
Year 1 Jan 09 00:00,23.44,86.07,0,-4.8,0,0,9.9,35,0,314,1.4,11.8213582
Year 1 Jan 09 01:00,23.44,86.07,0,-6.5,0,0,9.3,32,0,312,1.3,11.15267766
Year 1 Jan 09 02:00,23.44,86.07,0,-7.6,0,0,8.6,31,0,310,1.3,10.50762396
Year 1 Jan 09 03:00,23.44,86.07,0,-8.6,0,0,7.9,30,0,308,1.2,9.877943365
Year 1 Jan 09 04:00,23.44,86.07,0,-9.1,0,0,7.3,30,0,307,1.2,9.272045299
Year 1 Jan 09 05:00,23.44,86.07,0,-9.7,0,0,6.7,30,0,305,1.1,8.721199289
Year 1 Jan 09 06:00,23.44,86.07,0,-9.9,0,0,6,31,0,304,1.1,8.166083186
Year 1 Jan 09 07:00,23.44,86.07,0,-5.3,10,21,6,44,0,302,1,8.14659456
Year 1 Jan 09 08:00,23.44,86.07,0,-3.8,90,277,8.4,42,0,300,1.1,9.938797153
Year 1 Jan 09 09:00,23.44,86.07,0,-4.5,140,536,11.6,32,0,300,1.4,12.20481623
Year 1 Jan 09 10:00,23.44,86.07,0,-3.7,169,660,14.1,29,0,300,1.4,14.43374338
Year 1 Jan 09 11:00,23.44,86.07,0,-2.1,183,728,16.4,28,0,302,1.3,16.30591283
Year 1 Jan 09 12:00,23.44,86.07,0,-2.1,190,755,18.3,25,0,304,1.5,17.89484788
Year 1 Jan 09 13:00,23.44,86.07,0,-1.8,190,748,19.2,24,0,305,1.5,19.01027861
Year 1 Jan 09 14:00,23.44,86.07,0,-0.9,184,703,19.7,25,0,306,1.3,19.62325869
Year 1 Jan 09 15:00,23.44,86.07,0,0.4,168,616,19.4,28,0,307,1.2,19.44204201
Year 1 Jan 09 16:00,23.44,86.07,0,3.2,134,468,18.5,36,0,310,0.9,18.50822045
Year 1 Jan 09 17:00,23.44,86.07,0,3.5,67,202,16.1,43,0,319,0.6,16.49136887
Year 1 Jan 09 18:00,23.44,86.07,0,0,1,1,13.7,39,0,330,0.6,14.46956284
Year 1 Jan 09 19:00,23.44,86.07,0,-0.5,0,0,12,42,0,332,0.6,13.33073204
Year 1 Jan 09 20:00,23.44,86.07,0,-0.4,0,0,10.8,46,0,327,0.7,12.3965669
Year 1 Jan 09 21:00,23.44,86.07,0,-0.6,0,0,9.6,49,0,320,0.7,11.54376272
Year 1 Jan 09 22:00,23.44,86.07,0,-1,0,0,8.9,50,0,315,0.8,10.80529693
Year 1 Jan 09 23:00,23.44,86.07,0,-1.8,0,0,8.3,49,0,313,0.8,10.19108996
Year 1 Jan 10 00:00,23.44,86.07,0,-2.5,0,0,7.8,48,0,312,0.8,9.648237072
Year 1 Jan 10 01:00,23.44,86.07,0,-3.6,0,0,7.3,46,0,311,0.8,9.139676843
Year 1 Jan 10 02:00,23.44,86.07,0,-4.5,0,0,6.6,45,0,310,0.7,8.625242954
Year 1 Jan 10 03:00,23.44,86.07,0,-5.4,0,0,5.6,45,0,311,0.5,8.064732803
Year 1 Jan 10 04:00,23.44,86.07,0,-5.8,0,0,4.5,47,0,311,0.4,7.44231288
Year 1 Jan 10 05:00,23.44,86.07,0,-6.4,0,0,3.6,48,0,298,0.3,6.852695012
Year 1 Jan 10 06:00,23.44,86.07,0,-6.5,0,0,3.2,49,0,267,0.3,6.370898839
Year 1 Jan 10 07:00,23.44,86.07,0,-1.9,10,20,3.9,66,0,251,0.4,6.483661142
Year 1 Jan 10 08:00,23.44,86.07,0,-0.9,90,265,7.3,56,0,249,0.5,8.551218339
Year 1 Jan 10 09:00,23.44,86.07,0,0,144,513,10.9,47,0,267,0.5,11.11572711
Year 1 Jan 10 10:00,23.44,86.07,0,-2.2,176,630,14.7,31,0,297,0.9,13.65147845
Year 1 Jan 10 11:00,23.44,86.07,0,-0.5,192,697,16.7,31,0,311,0.9,15.7564798
Year 1 Jan 10 12:00,23.44,86.07,0,0.9,198,728,18.8,30,0,326,1.1,17.45822432
Year 1 Jan 10 13:00,23.44,86.07,0,1,197,727,20.1,28,0,327,1.2,18.76525186
Year 1 Jan 10 14:00,23.44,86.07,0,2,189,687,20.7,29,0,329,1.2,19.51760241
Year 1 Jan 10 15:00,23.44,86.07,0,3.2,172,604,20.4,32,0,330,1.1,19.41699216
Year 1 Jan 10 16:00,23.44,86.07,0,5.8,136,462,19.4,41,0,330,0.9,18.50131276
Year 1 Jan 10 17:00,23.44,86.07,0,6.1,69,200,16.9,49,0,332,0.6,16.4670454
Year 1 Jan 10 18:00,23.44,86.07,0,2.6,2,2,14.4,45,0,329,0.5,14.41248695
Year 1 Jan 10 19:00,23.44,86.07,0,2.5,0,0,12.6,50,0,320,0.5,13.28308933
Year 1 Jan 10 20:00,23.44,86.07,0,2.3,0,0,11.3,54,0,310,0.6,12.34789258
Year 1 Jan 10 21:00,23.44,86.07,0,2,0,0,10.1,57,0,304,0.6,11.49791346
Year 1 Jan 10 22:00,23.44,86.07,0,1.5,0,0,9.3,58,0,299,0.7,10.75819999
Year 1 Jan 10 23:00,23.44,86.07,0,0.4,0,0,9,55,0,291,0.9,10.17092171
Year 1 Jan 11 00:00,23.44,86.07,0,-1,0,0,8.9,50,0,298,1,9.712352756
Year 1 Jan 11 01:00,23.44,86.07,0,-2.4,0,0,8.9,45,0,305,1.1,9.340475669
Year 1 Jan 11 02:00,23.44,86.07,0,-3.6,0,0,8.9,41,0,307,1.1,9.041595922
Year 1 Jan 11 03:00,23.44,86.07,0,-4.1,0,0,8.7,40,0,307,1.1,8.761520964
Year 1 Jan 11 04:00,23.44,86.07,0,-4.8,0,0,8.3,39,0,304,1,8.445559408
Year 1 Jan 11 05:00,23.44,86.07,0,-5.3,0,0,7.8,39,0,298,0.9,8.086425772
Year 1 Jan 11 06:00,23.44,86.07,0,-5.8,0,0,7.2,39,0,292,0.9,7.691495218
Year 1 Jan 11 07:00,23.44,86.07,0,-1.3,10,21,7.4,54,0,288,0.8,7.816876308
Year 1 Jan 11 08:00,23.44,86.07,0,0.3,90,276,10,51,0,287,0.9,9.756022383
Year 1 Jan 11 09:00,23.44,86.07,0,-0.1,141,533,14,38,0,292,1.2,12.31004176
Year 1 Jan 11 10:00,23.44,86.07,0,-0.9,170,655,16.8,30,0,296,1.3,14.81082279
Year 1 Jan 11 11:00,23.44,86.07,0,-0.1,186,719,18.8,28,0,299,1.2,16.78475516
Year 1 Jan 11 12:00,23.44,86.07,0,1.2,195,740,20.9,27,0,303,1.2,18.49265339
Year 1 Jan 11 13:00,23.44,86.07,0,0.3,197,727,22.4,23,0,306,1.3,19.86814335
Year 1 Jan 11 14:00,23.44,86.07,0,0.6,191,685,22.8,23,0,308,1.3,20.62675854
Year 1 Jan 11 15:00,23.44,86.07,0,1.4,172,607,22.4,25,0,311,1.2,20.46125096
