Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs
Year 1 Jan 01 01:00,0,0,5.6,14.075,-86.55020906,91.10404511,220,2.925,17.42580086,0,23.0225,72.5714
Year 1 Jan 01 02:00,0,0,6.5,13.55,-75.71045682,93.15709869,180,1.725,17.43622366,0,23.0225,72.5714
Year 1 Jan 01 03:00,0,0,7.4,13.125,-61.9580562,96.15906337,45,0.35,17.43028618,0,23.0225,72.5714
Year 1 Jan 01 04:00,0,0,7.825,12.4,-48.28684593,99.3826864,0,0.375,17.41044392,0,23.0225,72.5714
Year 1 Jan 01 05:00,0,0,7.975,11.6,-34.74934753,102.9230379,0,0.875,17.37494841,0,23.0225,72.5714
Year 1 Jan 01 06:00,0,0,8.15,10.8,-21.41656587,106.933663,345,1.375,17.32465741,0,23.0225,72.5714
Year 1 Jan 01 07:00,0,0,7.9,10.975,-8.391359932,111.6341177,340,1.125,17.26024917,0,23.0225,72.5714
Year 1 Jan 01 08:00,34.75,54.75,7.875,11.4,4.168492016,117.3454366,340,0.625,17.18598992,0,23.0225,72.5714
Year 1 Jan 01 09:00,110.25,294.5,7.9,11.875,16.00945873,124.5429059,175,0.125,17.10476097,0,23.0225,72.5714
Year 1 Jan 01 10:00,131.5,584,10.15,14.325,26.71196705,133.9074625,0,0.75,17.01796194,0,23.0225,72.5714
Year 1 Jan 01 11:00,106.25,785.75,12.775,17.5,35.58822466,146.2728644,0,1.825,16.93729115,0,23.0225,72.5714
Year 1 Jan 01 12:00,117,829.75,15.05,20.625,41.619466,162.1623018,37.5,2.85,16.87358698,0,23.0225,72.5714
Year 1 Jan 01 13:00,118.75,846.5,14.7,21.775,43.69151378,180.686594,50,2.95,16.83007944,0,23.0225,72.5714
Year 1 Jan 01 14:00,112.5,836.5,13.425,22.35,41.30471304,199.0962372,50,2.825,16.80528533,0,23.0225,72.5714
Year 1 Jan 01 15:00,103.25,784.5,12.05,22.875,35.02866545,214.7367889,12.5,2.65,16.80172638,0,23.0225,72.5714
Year 1 Jan 01 16:00,95.75,645.75,11.775,22.7,25.9901698,226.8591889,0,2.45,16.82144851,0,23.0225,72.5714
Year 1 Jan 01 17:00,76.5,363.75,11.875,22.3,15.18626478,236.0399943,0,2.325,16.8620416,0,23.0225,72.5714
Year 1 Jan 01 18:00,29.25,38.25,11.9,21.9,3.281851426,243.1099705,330,2.15,16.91931142,0,23.0225,72.5714
Year 1 Jan 01 19:00,0,0,11.225,20.375,-9.318629231,248.7345706,320,1.575,16.98893838,0,23.0225,72.5714
Year 1 Jan 01 20:00,0,0,10.325,18.4,-22.37049192,253.3759416,320,0.875,17.0634659,0,23.0225,72.5714
Year 1 Jan 01 21:00,0,0,9.275,16.475,-35.72101752,257.3462045,170,0.175,17.13447031,0,23.0225,72.5714
Year 1 Jan 01 22:00,0,0,8.25,15.775,-49.27026744,260.8591843,0,0.9,17.19716985,0,23.0225,72.5714
Year 1 Jan 01 23:00,0,0,7.1,15.55,-62.94893805,264.0644988,0,2.1,17.24933118,0,23.0225,72.5714
Year 1 Jan 02 00:00,0,0,5.9,15.275,-76.70548083,267.0505884,345,3.3,17.29066264,0,23.0225,72.5714
Year 1 Jan 02 01:00,0,0,5.9,14.375,-86.54868177,89.71502397,340,2.7,17.31986994,0,23.0225,72.5714
Year 1 Jan 02 02:00,0,0,6.225,13.35,-75.81263577,92.77829774,340,1.5,17.33366964,0,23.0225,72.5714
Year 1 Jan 02 03:00,0,0,6.525,12.275,-62.05547903,95.9576762,175,0.3,17.33014381,0,23.0225,72.5714
Year 1 Jan 02 04:00,0,0,6.6,11.325,-48.37886986,99.23353398,0,0,17.30935604,0,23.0225,72.5714
Year 1 Jan 02 05:00,0,0,6.6,10.35,-34.83510929,102.7958956,0,0,17.27138799,0,23.0225,72.5714
Year 1 Jan 02 06:00,0,0,6.6,9.425,-21.494841,106.8154141,0,0,17.21699446,0,23.0225,72.5714
Year 1 Jan 02 07:00,0,0,6.525,9.725,-8.460376984,111.5167967,0,0.225,17.14646211,0,23.0225,72.5714
Year 1 Jan 02 08:00,34.75,55,6.425,10.5,4.111340716,117.2227864,0,0.6,17.06513972,0,23.0225,72.5714
Year 1 Jan 02 09:00,109.25,299,6.325,11.225,15.96805034,124.4092226,0,0.925,16.97769792,0,23.0225,72.5714
Year 1 Jan 02 10:00,136.5,584,6,12.975,26.69197092,133.7580491,0,1.225,16.88488136,0,23.0225,72.5714
Year 1 Jan 02 11:00,132,753.5,5.6,15.075,35.59719817,146.1074718,0,1.6,16.79513177,0,23.0225,72.5714
Year 1 Jan 02 12:00,120,841.75,5.125,17.175,41.66482165,161.9928504,0,2,16.71714282,0,23.0225,72.5714
Year 1 Jan 02 13:00,110.25,875.75,4.7,19.275,43.77472371,180.5404514,0,2.325,16.65570727,0,23.0225,72.5714
Year 1 Jan 02 14:00,105.75,862.75,4.225,21.375,41.41710622,198.9975122,0,2.625,16.61490114,0,23.0225,72.5714
Year 1 Jan 02 15:00,100.25,803.25,3.725,23.475,35.15697411,214.6865495,0,3,16.59495623,0,23.0225,72.5714
Year 1 Jan 02 16:00,101.75,647.5,3.675,23.775,26.12430829,226.8445602,0,2.875,16.59961402,0,23.0225,72.5714
Year 1 Jan 02 17:00,80.75,369.25,3.7,23.4,15.32081597,236.0488556,0,2.5,16.62724651,0,23.0225,72.5714
Year 1 Jan 02 18:00,28.5,59.25,3.775,23.075,3.414350386,243.1351503,0,2.175,16.67408491,0,23.0225,72.5714
Year 1 Jan 02 19:00,0,0,4.55,21.575,-9.189214073,248.7731477,0,1.95,16.73684652,0,23.0225,72.5714
Year 1 Jan 02 20:00,0,0,5.55,19.6,-22.24456627,253.4283662,0,1.75,16.80747106,0,23.0225,72.5714
Year 1 Jan 02 21:00,0,0,6.475,17.675,-35.59873559,257.4166379,0,1.55,16.87802732,0,23.0225,72.5714
Year 1 Jan 02 22:00,0,0,6.7,16.375,-49.15170102,260.9584855,0,1.5,16.94310072,0,23.0225,72.5714
Year 1 Jan 02 23:00,0,0,6.7,15.35,-62.83415248,264.2228541,0,1.5,16.99933519,0,23.0225,72.5714
Year 1 Jan 03 00:00,0,0,6.625,14.275,-76.59454711,267.4081624,0,1.5,17.04453791,0,23.0225,72.5714
Year 1 Jan 03 01:00,0,0,6.525,13.4,-86.5447659,88.21932479,0,1.125,17.07644396,0,23.0225,72.5714
Year 1 Jan 03 02:00,0,0,6.35,12.6,-75.91268813,92.36109496,0,0.625,17.0915762,0,23.0225,72.5714
Year 1 Jan 03 03:00,0,0,6.15,11.8,-62.15070705,95.73904895,0,0.125,17.08991667,0,23.0225,72.5714
Year 1 Jan 03 04:00,0,0,5.875,11.525,-48.46840247,99.07289778,0,0.375,17.070833,0,23.0225,72.5714
Year 1 Jan 03 05:00,0,0,5.575,11.35,-34.91800762,102.6598563,0,0.875,17.03644846,0,23.0225,72.5714
Year 1 Jan 03 06:00,0,0,5.2,11.225,-21.56982156,106.6896602,52.5,1.375,16.98896319,0,23.0225,72.5714
Year 1 Jan 03 07:00,0,0,4.875,12.025,-8.525603306,111.392788,70,2.175,16.92927603,0,23.0225,72.5714
Year 1 Jan 03 08:00,34.5,55.75,4.5,13.05,4.058554888,117.0939729,70,3,16.86238041,0,23.0225,72.5714
Year 1 Jan 03 09:00,108.25,302.5,4.1,14.125,15.93167426,124.2698041,85,3.875,16.7913457,0,23.0225,72.5714
Year 1 Jan 03 10:00,135.5,588.25,4.525,16.125,26.6777629,133.6034715,90,4.325,16.71839838,0,23.0225,72.5714
Year 1 Jan 03 11:00,131.5,754.5,5.15,18.5,35.61274167,145.9380102,90,4.7,16.65178968,0,23.0225,72.5714
Year 1 Jan 03 12:00,121,839.25,5.75,20.825,41.71735441,161.8214319,90,5.025,16.5994189,0,23.0225,72.5714
Year 1 Jan 03 13:00,111.75,871,6.125,22.525,43.86519537,180.3954733,90,4.875,16.56421997,0,23.0225,72.5714
Year 1 Jan 03 14:00,109.5,853.75,6.35,23.95,41.53612349,198.9030273,90,4.575,16.54999795,0,23.0225,72.5714
Year 1 Jan 03 15:00,106.25,787,6.625,25.425,35.2907952,214.6424332,90,4.2,16.56017559,0,23.0225,72.5714
Year 1 Jan 03 16:00,107,628.25,7.15,25.35,26.26277644,226.8368009,90,3.5,16.59736723,0,23.0225,72.5714
Year 1 Jan 03 17:00,83.25,355.75,7.75,24.75,15.45865461,236.0647946,90,2.625,16.65905796,0,23.0225,72.5714
Year 1 Jan 03 18:00,29.25,57,8.35,24.225,3.549274581,243.1675185,90,1.725,16.7402466,0,23.0225,72.5714
Year 1 Jan 03 19:00,0,0,8.725,22.6,-9.058080555,248.8191638,90,1.125,16.83697406,0,23.0225,72.5714
Year 1 Jan 03 20:00,0,0,8.95,20.525,-22.11750811,253.4887847,90,0.625,16.94113178,0,23.0225,72.5714
Year 1 Jan 03 21:00,0,0,9.15,18.5,-35.47581313,257.4961407,22.5,0.125,17.04361034,0,23.0225,72.5714
Year 1 Jan 03 22:00,0,0,9.35,17.325,-49.03290639,261.0689084,0,0.375,17.1382549,0,23.0225,72.5714
Year 1 Jan 03 23:00,0,0,9.475,16.5,-62.71945866,264.3966729,0,0.875,17.22197935,0,23.0225,72.5714
Year 1 Jan 04 00:00,0,0,9.575,15.625,-76.48376908,267.7935928,37.5,1.375,17.29305154,0,23.0225,72.5714
Year 1 Jan 04 01:00,0,0,9.45,15.025,-86.53790784,86.6137454,50,1.5,17.34933054,0,23.0225,72.5714
Year 1 Jan 04 02:00,0,0,9.25,14.6,-76.01034727,91.9049538,50,1.5,17.39077397,0,23.0225,72.5714
Year 1 Jan 04 03:00,0,0,8.975,14.125,-62.24357127,95.50316292,50,1.5,17.41704822,0,23.0225,72.5714
Year 1 Jan 04 04:00,0,0,8.75,13.625,-48.55530836,98.9008188,50,1.5,17.42687422,0,23.0225,72.5714
Year 1 Jan 04 05:00,0,0,8.55,13.2,-34.99792781,102.5149775,50,1.5,17.42077345,0,23.0225,72.5714
Year 1 Jan 04 06:00,0,0,8.275,12.725,-21.64140954,106.5564662,12.5,1.5,17.3997859,0,23.0225,72.5714
Year 1 Jan 04 07:00,0,0,8.2,12.675,-8.586956737,111.2621627,0,1.5,17.36455214,0,23.0225,72.5714
Year 1 Jan 04 08:00,34.5,54.25,8.2,12.85,4.010200128,116.9590724,0,1.5,17.31760095,0,23.0225,72.5714
Year 1 Jan 04 09:00,107,297.75,8.2,12.975,15.90037777,124.1247313,0,1.5,17.26205876,0,23.0225,72.5714
Year 1 Jan 04 10:00,128.25,585,9.325,15.175,26.66936994,133.4438122,0,1.5,17.19920344,0,23.0225,72.5714
Year 1 Jan 04 11:00,139.25,695.5,10.75,18.15,35.6348609,145.7645586,0,1.5,17.13996456,0,23.0225,72.5714
Year 1 Jan 04 12:00,205,619.25,12,21.075,41.77705022,161.6481213,0,1.5,17.09483197,0,23.0225,72.5714
Year 1 Jan 04 13:00,227,610.5,12.075,22.85,43.96289548,180.2517438,0,1.65,17.06604883,0,23.0225,72.5714
Year 1 Jan 04 14:00,214.25,603.5,11.7,24.25,41.66170891,198.812881,0,1.85,17.05785542,0,23.0225,72.5714
Year 1 Jan 04 15:00,174.25,603.5,11.3,25.65,35.43005009,214.6045316,330,2.05,17.07414346,0,23.0225,72.5714
Year 1 Jan 04 16:00,111,601.75,11.125,25.85,26.40547977,226.8359774,320,1.95,17.11848141,0,23.0225,72.5714
Year 1 Jan 04 17:00,84.25,358,11.025,25.65,15.59967867,236.08785,320,1.75,17.18857392,0,23.0225,72.5714
Year 1 Jan 04 18:00,30,66,10.85,25.45,3.686520668,243.2070891,320,1.55,17.2791784,0,23.0225,72.5714
Year 1 Jan 04 19:00,0,0,9.75,24.275,-8.925329032,248.8726105,320,1.8,17.38651724,0,23.0225,72.5714
Year 1 Jan 04 20:00,0,0,8.275,22.7,-21.98941144,253.5571654,320,2.125,17.50237104,0,23.0225,72.5714
Year 1 Jan 04 21:00,0,0,6.55,21.175,-35.35233423,257.5846508,170,2.5,17.61856679,0,23.0225,72.5714
Year 1 Jan 04 22:00,0,0,6.325,19.825,-48.91395234,261.190339,0,2.6,17.72980237,0,23.0225,72.5714
Year 1 Jan 04 23:00,0,0,6.625,18.6,-62.60489779,264.5857155,0,2.6,17.83172953,0,23.0225,72.5714
Year 1 Jan 05 00:00,0,0,6.925,17.325,-76.37311269,268.20602,0,2.6,17.92163862,0,23.0225,72.5714
Year 1 Jan 05 01:00,0,0,7.075,16.475,-86.52750054,84.89545324,0,1.925,17.99704018,0,23.0225,72.5714
Year 1 Jan 05 02:00,0,0,7.175,15.85,-76.10533213,91.40940623,0,1.1,18.05681348,0,23.0225,72.5714
Year 1 Jan 05 03:00,0,0,7.275,15.175,-62.33389861,95.25001864,0,0.225,18.10133912,0,23.0225,72.5714
Year 1 Jan 05 04:00,0,0,7,14.85,-48.63945091,98.71734822,0,0.75,18.12985625,0,23.0225,72.5714
Year 1 Jan 05 05:00,0,0,6.6,14.65,-35.07475544,102.3613232,0,1.825,18.14141533,0,23.0225,72.5714
Year 1 Jan 05 06:00,0,0,6.2,14.45,-21.70950823,106.415902,0,2.85,18.13804183,0,23.0225,72.5714
Year 1 Jan 05 07:00,0,0,5.65,15.6,-8.644357137,111.124995,0,3.025,18.12044556,0,23.0225,72.5714
Year 1 Jan 05 08:00,34.5,55.75,5.05,17.2,3.966339404,116.8181635,0,2.925,18.09437279,0,23.0225,72.5714
Year 1 Jan 05 09:00,108,303.75,4.45,18.8,15.87420507,123.9740864,0,2.825,18.06604326,0,23.0225,72.5714
Year 1 Jan 05 10:00,134.25,594.25,3.85,20.4,26.66681567,133.279154,0,2.8,18.03721258,0,23.0225,72.5714
Year 1 Jan 05 11:00,129,764.75,3.175,22,35.66355828,145.587195,0,2.725,18.01236584,0,23.0225,72.5714
Year 1 Jan 05 12:00,117.25,852.5,2.475,23.6,41.8438919,161.4729924,0,2.625,17.99787471,0,23.0225,72.5714
Year 1 Jan 05 13:00,108.75,881.25,3.35,24.375,44.06778781,180.1093472,0,2.6,17.99950487,0,23.0225,72.5714
Year 1 Jan 05 14:00,106.5,862.75,4.675,24.8,41.79380355,198.7271723,0,2.6,18.0206564,0,23.0225,72.5714
Year 1 Jan 05 15:00,103.25,799.5,5.825,25.275,35.57465714,214.5729361,0,2.6,18.06192735,0,23.0225,72.5714
Year 1 Jan 05 16:00,106.5,634,6.775,25.25,26.55232134,226.8421547,0,2.6,18.12391758,0,23.0225,72.5714
Year 1 Jan 05 17:00,89,336.75,7.6,25.05,15.74378447,236.1180577,0,2.6,18.20391093,0,23.0225,72.5714
Year 1 Jan 05 18:00,30.75,42.75,8.325,24.85,3.825984577,243.2538726,330,2.6,18.29902197,0,23.0225,72.5714
Year 1 Jan 05 19:00,0,0,8.8,23.6,-8.791059637,248.9334758,320,2.3,18.40559486,0,23.0225,72.5714
Year 1 Jan 05 20:00,0,0,9.125,22,-21.86036908,253.6334732,320,1.975,18.51621373,0,23.0225,72.5714
Year 1 Jan 05 21:00,0,0,9.425,20.4,-35.22838081,257.6821027,170,1.6,18.62343822,0,23.0225,72.5714
Year 1 Jan 05 22:00,0,0,9.125,19.475,-48.79490417,261.3226602,0,1.8,18.72221,0,23.0225,72.5714
Year 1 Jan 05 23:00,0,0,8.55,18.85,-62.49050581,264.7897407,0,2.125,18.8099407,0,23.0225,72.5714
Year 1 Jan 06 00:00,0,0,7.95,18.175,-76.26253566,268.6446042,0,2.5,18.88525304,0,23.0225,72.5714
Year 1 Jan 06 01:00,0,0,7.875,17.475,-86.51288361,83.06239846,0,2.45,18.94652766,0,23.0225,72.5714
Year 1 Jan 06 02:00,0,0,7.975,16.85,-76.19734757,90.87406577,0,2.325,18.99302986,0,23.0225,72.5714
Year 1 Jan 06 03:00,0,0,8.075,16.175,-62.42151217,94.97963698,0,2.15,19.02520191,0,23.0225,72.5714
Year 1 Jan 06 04:00,0,0,8.325,15.025,-48.72069242,98.52254762,0,1.575,19.04142561,0,23.0225,72.5714
Year 1 Jan 06 05:00,0,0,8.55,13.65,-35.14837648,102.1989641,0,0.875,19.03971454,0,23.0225,72.5714
Year 1 Jan 06 06:00,0,0,8.75,12.325,-21.77402229,106.2680421,0,0.175,19.01860469,0,23.0225,72.5714
Year 1 Jan 06 07:00,0,0,8.8,12.375,-8.697726491,110.9813625,0,0,18.97824729,0,23.0225,72.5714
Year 1 Jan 06 08:00,34.25,54.25,8.725,12.8,3.927032986,116.6713272,0,0,18.923834,0,23.0225,72.5714
Year 1 Jan 06 09:00,107.75,296.25,8.625,13.275,15.85319726,123.8179527,0,0,18.85981286,0,23.0225,72.5714
Year 1 Jan 06 10:00,136.5,582.75,7.775,15.725,26.67012037,133.1095794,0,1.05,18.78807225,0,23.0225,72.5714
Year 1 Jan 06 11:00,132,755,6.6,18.75,35.6988329,145.4059966,0,2.375,18.71980377,0,23.0225,72.5714
Year 1 Jan 06 12:00,120.75,842.75,5.325,21.825,41.91785922,161.2961179,52.5,3.75,18.66553726,0,23.0225,72.5714
Year 1 Jan 06 13:00,122,853.5,5.6,23.2,44.17983327,179.9683676,70,3.05,18.62845449,0,23.0225,72.5714
Year 1 Jan 06 14:00,158,747.75,6.325,24,41.93234548,198.6460012,70,1.725,18.60898084,0,23.0225,72.5714
Year 1 Jan 06 15:00,185.75,577.25,7.025,24.8,35.72453184,214.5477378,17.5,0.35,18.60915419,0,23.0225,72.5714
Year 1 Jan 06 16:00,149,478.25,7.8,24.775,26.70320181,226.8553962,0,0.525,18.63238534,0,23.0225,72.5714
Year 1 Jan 06 17:00,95.25,284.75,8.525,24.4,15.89086675,236.155451,0,1.225,18.67726903,0,23.0225,72.5714
Year 1 Jan 06 18:00,31.5,46.5,9.15,24.075,3.967561599,243.3078765,0,1.925,18.73994951,0,23.0225,72.5714
Year 1 Jan 06 19:00,0,0,9.375,22.95,-8.655372199,249.0017443,0,1.8,18.81622871,0,23.0225,72.5714
Year 1 Jan 06 20:00,0,0,9.4,21.475,-21.73047261,253.717669,0,1.475,18.89886766,0,23.0225,72.5714
Year 1 Jan 06 21:00,0,0,9.475,20.05,-35.10403247,257.788427,0,1.1,18.97993335,0,23.0225,72.5714
Year 1 Jan 06 22:00,0,0,9.5,18.65,-48.6758237,261.4657515,0,0.775,19.05448013,0,23.0225,72.5714
Year 1 Jan 06 23:00,0,0,9.575,17.175,-62.37631353,265.0085061,0,0.475,19.11884535,0,23.0225,72.5714
Year 1 Jan 07 00:00,0,0,9.6,15.75,-76.15198798,269.1085243,0,0.1,19.17015162,0,23.0225,72.5714
Year 1 Jan 07 01:00,0,0,9.15,15.175,-86.49334592,81.11382144,0,0,19.20635332,0,23.0225,72.5714
Year 1 Jan 07 02:00,0,0,8.475,14.8,-76.2860848,90.29864174,0,0,19.22561662,0,23.0225,72.5714
Year 1 Jan 07 03:00,0,0,7.7,14.475,-62.50623155,94.69206045,0,0,19.22946741,0,23.0225,72.5714
Year 1 Jan 07 04:00,0,0,7.65,14.025,-48.79889443,98.3164893,0,0,19.21747788,0,23.0225,72.5714
Year 1 Jan 07 05:00,0,0,7.775,13.45,-35.21867749,102.0279775,0,0,19.19015542,0,23.0225,72.5714
Year 1 Jan 07 06:00,0,0,7.875,12.925,-21.83485791,106.1129653,0,0,19.14737679,0,23.0225,72.5714
Year 1 Jan 07 07:00,0,0,8.5,13.1,-8.746989009,110.831346,0,0,19.09040144,0,23.0225,72.5714
Year 1 Jan 07 08:00,33.75,49,9.3,13.5,3.892338374,116.5186462,0,0,19.02296378,0,23.0225,72.5714
Year 1 Jan 07 09:00,109.5,276.5,10.025,13.9,15.83739226,123.6564145,0,0,18.9482168,0,23.0225,72.5714
Year 1 Jan 07 10:00,136.25,574.75,10.725,16.1,26.67930094,132.9351712,0,0.525,18.86780973,0,23.0225,72.5714
Year 1 Jan 07 11:00,120.5,767,11.425,18.9,35.74068056,145.2210395,0,1.225,18.79303416,0,23.0225,72.5714
Year 1 Jan 07 12:00,116,840,12.05,21.7,41.99892888,161.1175693,67.5,1.925,18.73409744,0,23.0225,72.5714
Year 1 Jan 07 13:00,115.5,859.5,12.35,23.075,44.29898988,179.8288889,90,2.1,18.6944631,0,23.0225,72.5714
Year 1 Jan 07 14:00,112,845.75,12.475,23.9,42.0772698,198.5694683,90,2.1,18.67390897,0,23.0225,72.5714
Year 1 Jan 07 15:00,103.75,794,12.575,24.775,35.87958675,214.5290279,187.5,2.1,18.67418884,0,23.0225,72.5714
Year 1 Jan 07 16:00,95.25,665.5,12.525,24.85,26.8580195,226.8757634,340,2.1,18.69736642,0,23.0225,72.5714
Year 1 Jan 07 17:00,78.75,392.5,12.425,24.65,16.04081877,236.2000605,340,2.1,18.74154118,0,23.0225,72.5714
Year 1 Jan 07 18:00,33.75,61.5,12.25,24.45,4.111146482,243.3691048,325,2.1,18.80272267,0,23.0225,72.5714
Year 1 Jan 07 19:00,0,0,12.2,23.2,-8.518366152,249.077397,320,1.575,18.87720568,0,23.0225,72.5714
Year 1 Jan 07 20:00,0,0,12.2,21.6,-21.59981224,253.8097104,320,0.875,18.95793834,0,23.0225,72.5714
Year 1 Jan 07 21:00,0,0,12.125,20,-34.97936652,257.903551,170,0.175,19.03713585,0,23.0225,72.5714
Year 1 Jan 07 22:00,0,0,11.5,19,-48.55676932,261.6194891,0,0.675,19.10979426,0,23.0225,72.5714
Year 1 Jan 07 23:00,0,0,10.7,18.2,-62.26234674,265.2417685,0,1.5,19.17291081,0,23.0225,72.5714
Year 1 Jan 08 00:00,0,0,9.825,17.4,-76.04141238,269.5969748,330,2.375,19.22478108,0,23.0225,72.5714
Year 1 Jan 08 01:00,0,0,9.45,16.75,-86.46813192,79.05084426,320,1.925,19.26370615,0,23.0225,72.5714
Year 1 Jan 08 02:00,0,0,9.175,16.15,-76.371222,89.68295435,320,1.1,19.28884883,0,23.0225,72.5714
Year 1 Jan 08 03:00,0,0,8.875,15.55,-62.58787313,94.38735434,170,0.225,19.29840392,0,23.0225,72.5714
Year 1 Jan 08 04:00,0,0,8.425,14.5,-48.87391787,98.09925651,0,0.375,19.29251258,0,23.0225,72.5714
Year 1 Jan 08 05:00,0,0,7.925,13.3,-35.28554584,101.8484474,0,0.875,19.27008784,0,23.0225,72.5714
Year 1 Jan 08 06:00,0,0,7.425,12.1,-21.89192294,105.9507554,0,1.375,19.22994566,0,23.0225,72.5714
Year 1 Jan 08 07:00,0,0,7.825,13.075,-8.792071233,110.6750293,0,1.425,19.17266356,0,23.0225,72.5714
Year 1 Jan 08 08:00,34.25,53.25,8.525,14.775,3.862310228,116.3602056,0,1.325,19.10593384,0,23.0225,72.5714
Year 1 Jan 08 09:00,106.5,293.75,9.225,16.475,15.82682477,123.4895572,0,1.225,19.03726148,0,23.0225,72.5714
Year 1 Jan 08 10:00,130.75,581.75,9.85,18.175,26.69437091,132.7560118,0,1.2,18.96716029,0,23.0225,72.5714
Year 1 Jan 08 11:00,129,733.75,10.45,19.875,35.78909371,145.0323987,0,1.125,18.90180224,0,23.0225,72.5714
Year 1 Jan 08 12:00,147.5,759.5,11.05,21.575,42.08707457,160.9374168,345,1.025,18.84749692,0,23.0225,72.5714
Year 1 Jan 08 13:00,201,664.25,11.35,22.45,44.42521283,179.6909952,340,1.3,18.80959069,0,23.0225,72.5714
Year 1 Jan 08 14:00,256.25,494.25,11.55,23.05,42.22850872,198.497675,340,1.625,18.78914819,0,23.0225,72.5714
Year 1 Jan 08 15:00,258.25,340,11.75,23.65,36.03973164,214.516897,340,2,18.78964712,0,23.0225,72.5714
Year 1 Jan 08 16:00,188.25,286.75,11.425,23.725,27.01667049,226.9033163,340,1.575,18.81358546,0,23.0225,72.5714
Year 1 Jan 08 17:00,128,112,10.85,23.55,16.19353239,236.2519139,340,0.875,18.85988039,0,23.0225,72.5714
Year 1 Jan 08 18:00,33,9.75,10.175,23.425,4.256633527,243.4375586,175,0.175,18.92434538,0,23.0225,72.5714
Year 1 Jan 08 19:00,0,0,10.225,22.575,-8.380140445,249.1604116,0,1.05,19.00303651,0,23.0225,72.5714
Year 1 Jan 08 20:00,0,0,10.525,21.4,-21.46847684,253.9095515,0,2.375,19.08803559,0,23.0225,72.5714
Year 1 Jan 08 21:00,0,0,10.825,20.275,-34.85445792,258.0273986,345,3.75,19.17139558,0,23.0225,72.5714
Year 1 Jan 08 22:00,0,0,10.75,19.25,-48.43779595,261.7837468,340,4.1,19.24836577,0,23.0225,72.5714
Year 1 Jan 08 23:00,0,0,10.55,18.25,-62.14862633,265.4892837,340,4.1,19.31582664,0,23.0225,72.5714
Year 1 Jan 09 00:00,0,0,10.275,17.25,-75.93074476,270.1091644,340,4.1,19.37145004,0,23.0225,72.5714
Year 1 Jan 09 01:00,0,0,9.975,16.625,-86.4364527,76.87711124,340,3.5,19.41363965,0,23.0225,72.5714
Year 1 Jan 09 02:00,0,0,9.675,16.05,-76.45242516,89.02695055,340,2.7,19.44144822,0,23.0225,72.5714
Year 1 Jan 09 03:00,0,0,9.375,15.525,-62.66625046,94.06560789,340,1.9,19.45338069,0,23.0225,72.5714
Year 1 Jan 09 04:00,0,0,8.925,15.025,-48.94562336,97.87094366,340,1.775,19.44945629,0,23.0225,72.5714
Year 1 Jan 09 05:00,0,0,8.5,14.45,-35.34886981,101.6604647,340,1.875,19.43053655,0,23.0225,72.5714
Year 1 Jan 09 06:00,0,0,9.525,13.925,-21.94512704,105.7815003,340,1.975,19.39703369,0,23.0225,72.5714
Year 1 Jan 09 07:00,0,0,8.7,13.575,-8.832902138,110.5124996,340,1.85,19.34972908,0,23.0225,72.5714
Year 1 Jan 09 08:00,33.5,54.5,8.6,13.35,3.837000297,116.1960923,340,1.725,19.29047542,0,23.0225,72.5714
Year 1 Jan 09 09:00,108.25,295.25,9,13.075,15.82152629,123.3174668,325,1.55,19.22095287,0,23.0225,72.5714
Year 1 Jan 09 10:00,129.75,590,10.45,15.475,26.71534042,132.5721837,320,1.65,19.14219854,0,23.0225,72.5714
Year 1 Jan 09 11:00,106.25,789.25,12.1,18.7,35.84406152,144.8401482,320,1.85,19.06683256,0,23.0225,72.5714
Year 1 Jan 09 12:00,126.5,811.25,13.55,21.975,42.18226693,160.7557295,57.5,2.05,19.00660989,0,23.0225,72.5714
Year 1 Jan 09 13:00,169.75,738.75,13.675,23.4,44.55845451,179.5547702,90,2.1,18.96407821,0,23.0225,72.5714
Year 1 Jan 09 14:00,244,535,13.3,24.2,42.38599156,198.4307234,90,2.1,18.93983804,0,23.0225,72.5714
Year 1 Jan 09 15:00,250.25,394.75,12.9,25,36.20487347,214.5114358,22.5,2.1,18.93615171,0,23.0225,72.5714
Year 1 Jan 09 16:00,145.5,538,13.1,25.125,27.17904865,226.9381128,0,1.95,18.95743561,0,23.0225,72.5714
Year 1 Jan 09 17:00,86,379.5,13.425,25.1,16.3488982,236.3110363,0,1.75,19.00274368,0,23.0225,72.5714
Year 1 Jan 09 18:00,35.25,69.75,13.725,25.025,4.403916687,243.5132353,345,1.55,19.06820806,0,23.0225,72.5714
Year 1 Jan 09 19:00,0,0,13.725,24.025,-8.240793453,249.2507625,340,1.5,19.14934255,0,23.0225,72.5714
Year 1 Jan 09 20:00,0,0,13.55,22.65,-21.33655374,254.017143,340,1.5,19.23829973,0,23.0225,72.5714
Year 1 Jan 09 21:00,0,0,13.35,21.325,-34.72937923,258.1598905,340,1.5,19.32709242,0,23.0225,72.5714
