Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs
Year 1 Mar 19 04:00,0,0,13.3,22.15,-41.53560966,68.98370059,320,2.1,28.96631035,0,23.0225,72.5714
Year 1 Mar 19 05:00,0,0,13.225,21.55,-28.31993763,77.71941074,320,2.1,28.92266284,0,23.0225,72.5714
Year 1 Mar 19 06:00,0,0,13.125,20.95,-14.69535084,84.50112105,320,2.1,28.86076728,0,23.0225,72.5714
Year 1 Mar 19 07:00,15.5,17.25,13.25,21.325,-0.918722891,90.51288845,320,1.575,28.78123994,0,23.0225,72.5714
Year 1 Mar 19 08:00,86.5,138.75,13.375,21.95,12.8450308,96.53075196,320,0.875,28.68927829,0,23.0225,72.5714
Year 1 Mar 19 09:00,164.75,420,13.475,22.625,26.42925267,103.3199621,170,0.175,28.58862666,0,23.0225,72.5714
Year 1 Mar 19 10:00,177.5,661.5,12.45,24.3,39.57332155,112.0105721,0,0.3,28.48315228,0,23.0225,72.5714
Year 1 Mar 19 11:00,195.5,761.75,10.975,26.225,51.72471869,124.7652754,0,0.625,28.38378891,0,23.0225,72.5714
Year 1 Mar 19 12:00,169.5,853.75,9.25,28.2,61.495124,145.8121173,0,0.925,28.30019666,0,23.0225,72.5714
Year 1 Mar 19 13:00,139.25,907.5,7.375,30.2,65.81357087,178.4450214,0,1.3,28.23798507,0,23.0225,72.5714
Year 1 Mar 19 14:00,155.75,879.25,5.25,32.125,62.13610229,211.821059,0,1.625,28.20110079,0,23.0225,72.5714
Year 1 Mar 19 15:00,142,847,2.825,34.1,52.68755372,233.8307348,330,2,28.1890288,0,23.0225,72.5714
Year 1 Mar 19 16:00,148.25,729.25,2.35,34.525,40.66746371,247.0967944,320,2.325,28.20391265,0,23.0225,72.5714
Year 1 Mar 19 17:00,139.25,519.25,2.625,34.35,27.58029541,256.0294303,320,2.7,28.24387513,0,23.0225,72.5714
Year 1 Mar 19 18:00,87.5,225.75,2.85,34.225,14.02136489,262.9287927,335,3.025,28.30475513,0,23.0225,72.5714
Year 1 Mar 19 19:00,10,0,4.25,33,0.265894338,268.980588,340,2.575,28.38310082,0,23.0225,72.5714
Year 1 Mar 19 20:00,0,0,5.9,31.4,-13.51560615,274.9648098,340,1.875,28.47176068,0,23.0225,72.5714
Year 1 Mar 19 21:00,0,0,7.425,29.8,-27.16115843,281.6433003,175,1.175,28.56143058,0,23.0225,72.5714
Year 1 Mar 19 22:00,0,0,7.125,28.425,-40.42719255,290.1430863,0,1.3,28.64514513,0,23.0225,72.5714
Year 1 Mar 19 23:00,0,0,6.15,27.05,-52.79515024,302.686017,0,1.625,28.71795337,0,23.0225,72.5714
Year 1 Mar 20 00:00,0,0,5.15,25.725,-62.89913792,323.9502751,0,2,28.7763333,0,23.0225,72.5714
Year 1 Mar 20 01:00,0,0,5.8,24.425,-67.06845356,9.66046232,0,1.575,28.81768079,0,23.0225,72.5714
Year 1 Mar 20 02:00,0,0,6.85,23.05,-63.19543899,33.30683178,0,0.875,28.83795759,0,23.0225,72.5714
Year 1 Mar 20 03:00,0,0,7.85,21.725,-53.47006233,55.49587129,0,0.175,28.83525853,0,23.0225,72.5714
Year 1 Mar 20 04:00,0,0,7.65,21.025,-41.26931173,68.5818224,0,0,28.80864641,0,23.0225,72.5714
Year 1 Mar 20 05:00,0,0,7.05,20.45,-28.08018035,77.35279308,0,0,28.76081109,0,23.0225,72.5714
Year 1 Mar 20 06:00,0,0,6.375,19.925,-14.46895588,84.15749822,0,0,28.69373755,0,23.0225,72.5714
Year 1 Mar 20 07:00,16.5,16.75,6.425,21.225,-0.696098016,90.17780018,0,1.05,28.60835622,0,23.0225,72.5714
Year 1 Mar 20 08:00,89.5,140.5,6.725,23.2,13.07237307,96.19019543,0,2.375,28.51357388,0,23.0225,72.5714
Year 1 Mar 20 09:00,167,427.75,6.95,25.125,26.6707487,102.9602827,52.5,3.75,28.41589646,0,23.0225,72.5714
Year 1 Mar 20 10:00,176.5,666.25,8.05,27.625,39.84164415,111.6211921,70,3.875,28.31886049,0,23.0225,72.5714
Year 1 Mar 20 11:00,168.25,798,9.375,30.4,52.03795455,124.3589366,70,3.5,28.23228927,0,23.0225,72.5714
Year 1 Mar 20 12:00,162.25,858.75,10.6,33.125,61.86896454,145.5187229,85,3.175,28.16539172,0,23.0225,72.5714
Year 1 Mar 20 13:00,152.75,884.25,11.875,34.325,66.20582164,178.601535,90,2.875,28.12224146,0,23.0225,72.5714
Year 1 Mar 20 14:00,154.5,866.75,13.1,35.1,62.44310632,212.3681716,90,2.5,28.10548353,0,23.0225,72.5714
Year 1 Mar 20 15:00,145.75,824.25,14.225,35.825,52.89604138,234.3990853,60,2.175,28.1166472,0,23.0225,72.5714
Year 1 Mar 20 16:00,147.25,715.75,14.65,35.85,40.81398613,247.5918908,50,2.1,28.15760956,0,23.0225,72.5714
Year 1 Mar 20 17:00,131.25,520.75,14.775,35.65,27.69212674,256.466048,50,2.1,28.22563567,0,23.0225,72.5714
Year 1 Mar 20 18:00,92.75,203.25,14.875,35.45,14.11524299,263.3323061,12.5,2.1,28.31619733,0,23.0225,72.5714
Year 1 Mar 20 19:00,10,0,14.975,33.75,0.353390687,269.3734294,0,1.8,28.4256163,0,23.0225,72.5714
Year 1 Mar 20 20:00,0,0,15.075,31.55,-13.42449968,275.3679732,0,1.475,28.54456901,0,23.0225,72.5714
Year 1 Mar 20 21:00,0,0,15.1,29.35,-27.05520397,282.0797311,0,1.1,28.66240344,0,23.0225,72.5714
Year 1 Mar 20 22:00,0,0,14.95,27.9,-40.29033003,290.6402901,0,0.775,28.77122937,0,23.0225,72.5714
Year 1 Mar 20 23:00,0,0,14.675,26.7,-52.60064658,303.2671573,0,0.4,28.86583316,0,23.0225,72.5714
Year 1 Mar 21 00:00,0,0,14.375,25.5,-62.60699275,324.5438589,0,0.075,28.94342031,0,23.0225,72.5714
Year 1 Mar 21 01:00,0,0,14.075,24.675,-66.67993087,9.507818863,0,0,29.00170147,0,23.0225,72.5714
Year 1 Mar 21 02:00,0,0,13.775,23.9,-62.81915544,33.0173592,0,0,29.03868855,0,23.0225,72.5714
Year 1 Mar 21 03:00,0,0,13.475,23.175,-53.15593911,55.07809812,0,0,29.05323832,0,23.0225,72.5714
Year 1 Mar 21 04:00,0,0,12.95,22.85,-41.00118896,68.18383945,0,0.525,29.04554413,0,23.0225,72.5714
Year 1 Mar 21 05:00,0,0,12.275,22.65,-27.83897387,76.98827735,0,1.225,29.0178876,0,23.0225,72.5714
Year 1 Mar 21 06:00,0,0,11.5,22.45,-14.24156529,83.81496892,67.5,1.925,28.97274129,0,23.0225,72.5714
Year 1 Mar 21 07:00,16.5,20.5,11.75,23.075,-0.472945114,89.84311147,90,1.95,28.91145634,0,23.0225,72.5714
Year 1 Mar 21 08:00,89.5,149.75,12.35,23.9,13.29976938,95.84938988,90,1.75,28.83896718,0,23.0225,72.5714
Year 1 Mar 21 09:00,168.25,421.75,12.875,24.775,26.91182214,102.5995066,22.5,1.55,28.75937917,0,23.0225,72.5714
Year 1 Mar 21 10:00,161.5,679.5,14.65,27.325,40.10911008,111.2292962,0,2.175,28.67637978,0,23.0225,72.5714
Year 1 Mar 21 11:00,119,850,16.7,30.5,52.35015211,123.9476394,0,3,28.60276045,0,23.0225,72.5714
Year 1 Mar 21 12:00,111.25,905.25,18.475,33.625,62.24232201,145.2194901,105,3.875,28.54907487,0,23.0225,72.5714
Year 1 Mar 21 13:00,108.75,922.75,18.675,35.075,66.597645,178.764407,140,3.575,28.51739522,0,23.0225,72.5714
Year 1 Mar 21 14:00,114,905,18.375,36.05,62.74748139,212.9276002,140,2.95,28.5108859,0,23.0225,72.5714
Year 1 Mar 21 15:00,109.75,863,18.075,36.975,53.10125658,234.9735146,72.5,2.275,28.53114042,0,23.0225,72.5714
Year 1 Mar 21 16:00,138.75,699.75,19.65,34.65,40.95779949,248.0894735,50,1.95,28.58046803,0,23.0225,72.5714
Year 1 Mar 21 17:00,164,345.25,21.625,31.25,27.80198234,256.903736,50,1.75,28.65120899,0,23.0225,72.5714
Year 1 Mar 21 18:00,85,16.5,23.375,27.85,14.20783688,263.7362787,282.5,1.55,28.73333589,0,23.0225,72.5714
Year 1 Mar 21 19:00,9.5,0,22.975,26.925,0.440256642,269.7663888,240,1.125,28.82176969,0,23.0225,72.5714
Year 1 Mar 21 20:00,0,0,21.875,26.75,-13.33336612,275.7709461,240,0.625,28.91005746,0,23.0225,72.5714
Year 1 Mar 21 21:00,0,0,20.7,26.625,-26.948515,282.5154793,150,0.125,28.99275758,0,23.0225,72.5714
Year 1 Mar 21 22:00,0,0,19.425,26.525,-40.15194845,291.1356796,0,0,29.06293352,0,23.0225,72.5714
Year 1 Mar 21 23:00,0,0,18.05,26.35,-52.40389434,303.8434711,0,0,29.11819881,0,23.0225,72.5714
Year 1 Mar 22 00:00,0,0,16.5,26.225,-62.31280886,325.126726,0,0,29.15748989,0,23.0225,72.5714
Year 1 Mar 22 01:00,0,0,15.725,25.375,-66.29124384,9.359775868,0,0,29.17956067,0,23.0225,72.5714
Year 1 Mar 22 02:00,0,0,15.225,24.35,-62.44219271,32.73626327,0,0,29.18329171,0,23.0225,72.5714
Year 1 Mar 22 03:00,0,0,14.725,23.275,-52.84015348,54.66733733,0,0,29.16757747,0,23.0225,72.5714
Year 1 Mar 22 04:00,0,0,14.675,23.15,-40.73140183,67.78975773,0,0.375,29.1333829,0,23.0225,72.5714
Year 1 Mar 22 05:00,0,0,14.775,23.35,-27.59646243,76.62590139,0,0.875,29.0839454,0,23.0225,72.5714
Year 1 Mar 22 06:00,0,0,14.875,23.55,-14.01331421,83.47357768,330,1.375,29.02320692,0,23.0225,72.5714
Year 1 Mar 22 07:00,17,21.25,14.975,24.2,-0.249395417,89.50886729,320,1.65,28.95221631,0,23.0225,72.5714
Year 1 Mar 22 08:00,91.5,151.5,15,25,13.52708823,95.50837829,320,1.85,28.87374543,0,23.0225,72.5714
Year 1 Mar 22 09:00,169.5,422,15.075,25.8,27.15233671,102.2376699,170,2.05,28.7912046,0,23.0225,72.5714
Year 1 Mar 22 10:00,179,664,13.375,28.775,40.37557241,110.8348938,0,2.325,28.70875136,0,23.0225,72.5714
Year 1 Mar 22 11:00,190.75,773,10.85,32.4,52.66114974,123.5312933,0,2.7,28.6394139,0,23.0225,72.5714
Year 1 Mar 22 12:00,169,858.5,7.8,36.075,62.61504589,144.9141263,52.5,3.025,28.5932116,0,23.0225,72.5714
Year 1 Mar 22 13:00,131.75,917.25,6.4,37.525,66.98892169,178.9337127,70,3.475,28.5734242,0,23.0225,72.5714
Year 1 Mar 22 14:00,132.5,903.75,5.45,38.15,63.04910312,213.4993789,70,3.975,28.58402795,0,23.0225,72.5714
Year 1 Mar 22 15:00,148.5,835,4.6,38.825,53.30314967,235.5538063,167.5,4.475,28.62532862,0,23.0225,72.5714
Year 1 Mar 22 16:00,155,712.75,6.425,36.975,41.09890739,248.5893433,320,4.15,28.69857248,0,23.0225,72.5714
Year 1 Mar 22 17:00,143.5,503.5,8.9,34.35,27.90989013,257.3423354,320,3.55,28.79638674,0,23.0225,72.5714
Year 1 Mar 22 18:00,93.75,205.5,11.075,31.675,14.2991849,264.1405752,320,2.875,28.90985187,0,23.0225,72.5714
Year 1 Mar 22 19:00,10.5,0,11,29.05,0.526533783,270.1593405,320,2.25,29.03238568,0,23.0225,72.5714
Year 1 Mar 22 20:00,0,0,10.2,26.375,-13.24216595,276.1736002,170,1.65,29.15335361,0,23.0225,72.5714
Year 1 Mar 22 21:00,0,0,11.575,29.975,-26.8410604,282.9504009,0,0.375,29.26186947,0,23.0225,72.5714
Year 1 Mar 22 22:00,0,0,12.1,30.2,-40.01203665,291.6290805,0,0.225,29.36131403,0,23.0225,72.5714
Year 1 Mar 22 23:00,0,0,12.1,28.6,-52.20492715,304.4147676,0,0.6,29.44994134,0,23.0225,72.5714
Year 1 Mar 23 00:00,0,0,12.1,27,-62.01668908,325.6988857,0,0.925,29.51599824,0,23.0225,72.5714
Year 1 Mar 23 01:00,0,0,11.65,26.375,-65.90250338,9.216157993,0,1.15,29.56310725,0,23.0225,72.5714
Year 1 Mar 23 02:00,0,0,10.975,26.15,-62.06471258,32.46315414,0,1.275,29.59103857,0,23.0225,72.5714
Year 1 Mar 23 03:00,0,0,10.2,25.875,-52.52288516,54.26345996,0,1.45,29.60125433,0,23.0225,72.5714
Year 1 Mar 23 04:00,0,0,9.775,25.125,-40.46011056,67.39957869,0,1.65,29.59420251,0,23.0225,72.5714
Year 1 Mar 23 05:00,0,0,9.475,24.3,-27.35279025,76.26570026,0,1.85,29.56971123,0,23.0225,72.5714
Year 1 Mar 23 06:00,0,0,9.175,23.425,-13.78433766,83.13336751,330,2.05,29.52767273,0,23.0225,72.5714
Year 1 Mar 23 07:00,18,19,9.55,24.025,-0.025579771,89.1751121,320,2.1,29.46936839,0,23.0225,72.5714
Year 1 Mar 23 08:00,94.75,147.25,10.075,25.2,13.75419879,95.16720409,320,2.1,29.40055539,0,23.0225,72.5714
Year 1 Mar 23 09:00,170.25,431,10.575,26.325,27.39215698,101.8748102,170,2.1,29.32716129,0,23.0225,72.5714
Year 1 Mar 23 10:00,167,683.75,11,29.375,40.64088502,110.4379976,0,2.1,29.25218908,0,23.0225,72.5714
Year 1 Mar 23 11:00,146.75,826.5,11.325,33,52.97078581,123.1098105,0,2.1,29.1884737,0,23.0225,72.5714
Year 1 Mar 23 12:00,149.75,875,11.625,36.675,62.9869848,144.602329,37.5,2.1,29.14585985,0,23.0225,72.5714
Year 1 Mar 23 13:00,150,890.25,11.25,37.975,67.37953283,179.1095297,50,2.1,29.12827594,0,23.0225,72.5714
Year 1 Mar 23 14:00,149.75,873.5,10.575,38.4,63.34784909,214.0835333,50,2.1,29.13956497,0,23.0225,72.5714
Year 1 Mar 23 15:00,167.5,797.5,9.875,38.875,53.50167531,236.1397368,147.5,2.1,29.18021712,0,23.0225,72.5714
Year 1 Mar 23 16:00,161.5,694.75,10.375,38.1,41.23731681,249.0912997,180,1.95,29.25174659,0,23.0225,72.5714
Year 1 Mar 23 17:00,134,515.25,11.2,36.975,28.01588009,257.7816872,180,1.75,29.34953388,0,23.0225,72.5714
Year 1 Mar 23 18:00,94.5,200.25,12,35.8,14.38932642,264.5450609,247.5,1.55,29.46786798,0,23.0225,72.5714
Year 1 Mar 23 19:00,10.5,0,12.8,34.6,0.612263812,270.5521589,270,1.125,29.60167779,0,23.0225,72.5714
Year 1 Mar 23 20:00,0,0,13.525,33.475,-13.15086036,276.5758073,270,0.625,29.74258996,0,23.0225,72.5714
Year 1 Mar 23 21:00,0,0,14.225,32.3,-26.73281069,283.3843523,157.5,0.125,29.88189092,0,23.0225,72.5714
Year 1 Mar 23 22:00,0,0,14.025,31.4,-39.87058625,292.1203207,0,0.3,30.01181277,0,23.0225,72.5714
Year 1 Mar 23 23:00,0,0,13.45,30.525,-52.00378215,304.9808623,0,0.625,30.12764967,0,23.0225,72.5714
Year 1 Mar 24 00:00,0,0,12.85,29.7,-61.71873791,326.2603548,0,0.925,30.22701727,0,23.0225,72.5714
Year 1 Mar 24 01:00,0,0,12.25,28.9,-65.51382024,9.076798514,0,1.3,30.30831721,0,23.0225,72.5714
Year 1 Mar 24 02:00,0,0,11.575,28.025,-61.68687419,32.19765683,0,1.625,30.37114488,0,23.0225,72.5714
Year 1 Mar 24 03:00,0,0,10.875,27.2,-52.2043122,53.8663342,292.5,2,30.41573994,0,23.0225,72.5714
Year 1 Mar 24 04:00,0,0,10.625,26.325,-40.18747494,67.01329952,270,2.1,30.44093686,0,23.0225,72.5714
Year 1 Mar 24 05:00,0,0,10.525,25.5,-27.10810139,75.90770633,270,2.1,30.44572026,0,23.0225,72.5714
Year 1 Mar 24 06:00,0,0,10.425,24.625,-13.5547704,82.79438004,270,2.1,30.43045479,0,23.0225,72.5714
Year 1 Mar 24 07:00,17.75,23,12.2,24.625,0.198371465,88.84188998,270,2.25,30.39558311,0,23.0225,72.5714
Year 1 Mar 24 08:00,95.75,149,14.375,25,13.98097094,94.82591121,270,2.375,30.34482032,0,23.0225,72.5714
Year 1 Mar 24 09:00,184,371.5,16.25,25.325,27.63114847,101.5109665,307.5,2.55,30.28296824,0,23.0225,72.5714
Year 1 Mar 24 10:00,240.5,506.25,15.5,27.425,40.90490268,110.0386233,320,2.75,30.2137,0,23.0225,72.5714
Year 1 Mar 24 11:00,355.25,427.25,13.75,30.05,53.27889883,122.6831062,320,2.875,30.14888232,0,23.0225,72.5714
Year 1 Mar 24 12:00,406.75,377,11.8,32.725,63.35798645,144.2837856,297.5,3.05,30.09984205,0,23.0225,72.5714
Year 1 Mar 24 13:00,405,402.5,11.6,34.225,67.7693599,179.2919377,290,3.1,30.07192663,0,23.0225,72.5714
Year 1 Mar 24 14:00,408.5,375.25,12,35.4,63.64359887,214.6800797,290,3.1,30.06866077,0,23.0225,72.5714
Year 1 Mar 24 15:00,412,280.75,12.325,36.525,53.69679245,236.7310749,275,3.1,30.09306508,0,23.0225,72.5714
Year 1 Mar 24 16:00,333,181.75,12.7,36.95,41.373038,249.5951409,270,3.1,30.14781637,0,23.0225,72.5714
Year 1 Mar 24 17:00,208.75,92.5,13.025,37.15,28.11998419,258.221633,270,3.1,30.23040787,0,23.0225,72.5714
Year 1 Mar 24 18:00,90.5,5.25,13.325,37.35,14.47830172,264.9496016,307.5,3.1,30.33767674,0,23.0225,72.5714
Year 1 Mar 24 19:00,8.5,0,13.4,36.425,0.697488462,270.9447195,320,3.25,30.46439875,0,23.0225,72.5714
Year 1 Mar 24 20:00,0,0,13.4,35.05,-13.05941136,276.9774401,320,3.375,30.60084456,0,23.0225,72.5714
Year 1 Mar 24 21:00,0,0,13.4,33.725,-26.62373814,283.8171911,320,3.55,30.73701732,0,23.0225,72.5714
Year 1 Mar 24 22:00,0,0,13.4,32.425,-39.72759167,292.6092298,320,3.75,30.86611454,0,23.0225,72.5714
Year 1 Mar 24 23:00,0,0,13.325,31.05,-51.80049998,305.5415775,320,3.875,30.98264926,0,23.0225,72.5714
Year 1 Mar 25 00:00,0,0,13.3,29.725,-61.41906146,326.8111573,282.5,4.05,31.08307903,0,23.0225,72.5714
Year 1 Mar 25 01:00,0,0,13.15,28.65,-65.12530497,8.941538837,270,3.575,31.16481695,0,23.0225,72.5714
Year 1 Mar 25 02:00,0,0,12.95,27.65,-61.30883411,31.93941089,270,2.95,31.22663391,0,23.0225,72.5714
Year 1 Mar 25 03:00,0,0,12.75,26.65,-51.88461091,53.47582597,285,2.275,31.26811058,0,23.0225,72.5714
Year 1 Mar 25 04:00,0,0,13.375,25.575,-39.91365421,66.63091357,290,2.1,31.2856804,0,23.0225,72.5714
Year 1 Mar 25 05:00,0,0,14.2,24.55,-26.86253966,75.55194955,290,2.1,31.27931829,0,23.0225,72.5714
Year 1 Mar 25 06:00,0,0,15,23.475,-13.32474683,82.45665566,275,2.1,31.24953874,0,23.0225,72.5714
Year 1 Mar 25 07:00,18.5,21.75,16.55,23.425,0.422328511,88.50924469,270,2.25,31.19710674,0,23.0225,72.5714
Year 1 Mar 25 08:00,92.5,161,18.2,23.65,14.20727543,94.48454425,270,2.375,31.12629243,0,23.0225,72.5714
Year 1 Mar 25 09:00,154.5,452.25,19.65,23.925,27.86917776,101.1461802,307.5,2.55,31.04199812,0,23.0225,72.5714
Year 1 Mar 25 10:00,157.25,672,19.4,26.025,41.16748119,109.6367904,320,2.6,30.94780268,0,23.0225,72.5714
Year 1 Mar 25 11:00,211.75,686.75,18.525,28.65,53.58532748,122.2510993,320,2.6,30.85599304,0,23.0225,72.5714
Year 1 Mar 25 12:00,282,637.5,17.55,31.325,63.72789768,143.9581733,320,2.6,30.77749009,0,23.0225,72.5714
Year 1 Mar 25 13:00,258.5,705.75,17.525,33.275,68.15828473,179.4810184,320,3.2,30.71784905,0,23.0225,72.5714
Year 1 Mar 25 14:00,187.75,784,17.825,34.9,63.93623425,215.2890244,320,4.075,30.68146978,0,23.0225,72.5714
Year 1 Mar 25 15:00,161.25,769.25,18.05,36.575,53.88846441,237.3275824,320,4.9,30.66889736,0,23.0225,72.5714
Year 1 Mar 25 16:00,164,642.5,18.025,37,41.50608448,250.1006641,320,4.575,30.68367273,0,23.0225,72.5714
Year 1 Mar 25 17:00,150.75,429.75,17.925,37,28.2222363,258.6620147,320,3.95,30.72421998,0,23.0225,72.5714
Year 1 Mar 25 18:00,95,157.5,17.75,37,14.56615193,265.354064,320,3.275,30.78693876,0,23.0225,72.5714
Year 1 Mar 25 19:00,10,0,17.4,35.5,0.782249409,271.3368979,320,2.725,30.86837974,0,23.0225,72.5714
Year 1 Mar 25 20:00,0,0,17,33.5,-12.96778189,277.3783714,320,2.15,30.96070699,0,23.0225,72.5714
Year 1 Mar 25 21:00,0,0,16.525,31.5,-26.51381686,284.2487755,297.5,1.625,31.05384815,0,23.0225,72.5714
Year 1 Mar 25 22:00,0,0,16.1,29.8,-39.58305013,293.09564,290,1.8,31.1402902,0,23.0225,72.5714
Year 1 Mar 25 23:00,0,0,15.625,28.2,-51.59512467,306.0967419,290,2.125,31.21447252,0,23.0225,72.5714
Year 1 Mar 26 00:00,0,0,15.125,26.6,-61.11776727,327.3513241,312.5,2.5,31.27244596,0,23.0225,72.5714
Year 1 Mar 26 01:00,0,0,15.15,25.975,-64.73706793,8.810228029,320,2.45,31.30923751,0,23.0225,72.5714
Year 1 Mar 26 02:00,0,0,15.35,25.75,-60.93074647,31.68807006,320,2.325,31.32359854,0,23.0225,72.5714
Year 1 Mar 26 03:00,0,0,15.475,25.475,-51.5639558,53.09179953,297.5,2.15,31.31708433,0,23.0225,72.5714
Year 1 Mar 26 04:00,0,0,14.9,24.425,-39.63880695,66.25241063,290,1.575,31.29007187,0,23.0225,72.5714
Year 1 Mar 26 05:00,0,0,14.025,23.2,-26.61624851,75.19845755,290,0.875,31.24164634,0,23.0225,72.5714
Year 1 Mar 26 06:00,0,0,13.125,21.925,-13.09440091,82.12023361,162.5,0.175,31.17154515,0,23.0225,72.5714
Year 1 Mar 26 07:00,18.75,25,14.175,22.35,0.646162255,88.17721979,0,0.525,31.0812428,0,23.0225,72.5714
Year 1 Mar 26 08:00,93.5,172.5,15.725,23.35,14.43298392,94.14314853,0,1.225,30.97789247,0,23.0225,72.5714
Year 1 Mar 26 09:00,160,454,17.15,24.35,28.10611257,100.7804941,330,1.925,30.86770357,0,23.0225,72.5714
Year 1 Mar 26 10:00,158.5,687.75,18.25,26.55,41.42847749,109.2325219,320,2.25,30.75365715,0,23.0225,72.5714
Year 1 Mar 26 11:00,133.25,830.5,19.25,29.15,53.88991076,121.8137131,320,2.375,30.64701891,0,23.0225,72.5714
Year 1 Mar 26 12:00,125.25,887,20.175,31.75,64.09656433,143.625159,320,2.55,30.5575744,0,23.0225,72.5714
Year 1 Mar 26 13:00,129.5,891.75,20.4,32.925,68.54618953,179.6768558,320,2.675,30.49036316,0,23.0225,72.5714
Year 1 Mar 26 14:00,153.25,840.75,20.4,33.55,64.22563929,215.9103633,320,2.775,30.44632395,0,23.0225,72.5714
Year 1 Mar 26 15:00,195,719.25,20.4,34.225,54.07665895,237.9290138,320,2.8,30.42320389,0,23.0225,72.5714
Year 1 Mar 26 16:00,202,556.25,20.4,34.925,41.63647291,250.6076656,320,2.875,30.42410706,0,23.0225,72.5714
Year 1 Mar 26 17:00,185,308,20.4,35.55,28.3226721,259.1026749,320,2.975,30.44904514,0,23.0225,72.5714
Year 1 Mar 26 18:00,98.5,89.25,20.4,36.225,14.6529189,265.758315,170,3.075,30.49687053,0,23.0225,72.5714
Year 1 Mar 26 19:00,9.5,0,19.8,34.975,0.866588185,271.7285705,0,2.425,30.56452405,0,23.0225,72.5714
Year 1 Mar 26 20:00,0,0,19,33.15,-12.87593586,277.7784751,0,1.525,30.64401751,0,23.0225,72.5714
Year 1 Mar 26 21:00,0,0,18.125,31.275,-26.40302281,284.6789645,0,0.625,30.72516856,0,23.0225,72.5714
Year 1 Mar 26 22:00,0,0,17.675,29.975,-39.4369617,293.5793856,0,0.55,30.80122967,0,23.0225,72.5714
Year 1 Mar 26 23:00,0,0,17.3,28.8,-51.3877036,306.646191,0,0.825,30.86722633,0,23.0225,72.5714
Year 1 Mar 27 00:00,0,0,16.9,27.675,-60.81496427,327.8808919,0,1.05,30.91990962,0,23.0225,72.5714
Year 1 Mar 27 01:00,0,0,16.95,26.8,-64.34921924,8.682722384,0,0.8,30.95650858,0,23.0225,72.5714
Year 1 Mar 27 02:00,0,0,17.15,26,-60.55276296,31.44330188,0,0.475,30.97372207,0,23.0225,72.5714
Year 1 Mar 27 03:00,0,0,17.275,25.2,-51.24251951,52.71411799,0,0.1,30.9715965,0,23.0225,72.5714
Year 1 Mar 27 04:00,0,0,16.85,24.325,-39.36309098,65.87777727,0,0.3,30.94983622,0,23.0225,72.5714
Year 1 Mar 27 05:00,0,0,16.25,23.5,-26.3693709,74.84725587,0,0.775,30.90874796,0,23.0225,72.5714
Year 1 Mar 27 06:00,0,0,15.575,22.625,-12.86386605,81.78515212,0,1.2,30.84927525,0,23.0225,72.5714
Year 1 Mar 27 07:00,19.25,26,15.925,22.925,0.869744348,87.84585873,0,1.6,30.77202184,0,23.0225,72.5714
Year 1 Mar 27 08:00,95,178.5,16.55,23.55,14.65796911,93.8017702,0,2.075,30.68185559,0,23.0225,72.5714
Year 1 Mar 27 09:00,155,472.5,17.15,24.225,28.34182188,100.4139534,330,2.5,30.58347738,0,23.0225,72.5714
Year 1 Mar 27 10:00,143.25,717.5,18.2,26.425,41.68774974,108.8258449,320,2.6,30.47949984,0,23.0225,72.5714
Year 1 Mar 27 11:00,132.5,834.5,19.4,29.2,54.19248803,121.3708753,320,2.6,30.38177769,0,23.0225,72.5714
Year 1 Mar 27 12:00,124.5,889.25,20.45,31.925,64.46383131,143.2843992,320,2.6,30.30059135,0,23.0225,72.5714
Year 1 Mar 27 13:00,122.75,903.25,21.525,33.725,68.93295688,179.879536,320,2.75,30.24086282,0,23.0225,72.5714
Year 1 Mar 27 14:00,122.75,887.75,22.475,35.15,64.51170054,216.5440807,320,2.875,30.20377774,0,23.0225,72.5714
Year 1 Mar 27 15:00,126.75,834.75,23.375,36.625,54.26134827,238.5351172,252.5,3.05,30.190809,0,23.0225,72.5714
Year 1 Mar 27 16:00,130.5,729.25,23.6,37,41.76422309,251.1159408,230,2.875,30.20521911,0,23.0225,72.5714
Year 1 Mar 27 17:00,122,533.5,23.6,37,28.42132898,259.5434566,230,2.5,30.24610406,0,23.0225,72.5714
Year 1 Mar 27 18:00,87.75,221.25,23.6,37,14.73864516,266.1622225,275,2.175,30.31023581,0,23.0225,72.5714
Year 1 Mar 27 19:00,10.5,0,22.625,35.5,0.950546093,272.1196143,290,1.575,30.39398248,0,23.0225,72.5714
Year 1 Mar 27 20:00,0,0,21.25,33.5,-12.78383824,278.1776252,290,0.875,30.48941613,0,23.0225,72.5714
Year 1 Mar 27 21:00,0,0,19.775,31.5,-26.29133389,285.1076183,162.5,0.175,30.5864661,0,23.0225,72.5714
Year 1 Mar 27 22:00,0,0,18.95,30.325,-39.2893293,294.0603032,0,0.525,30.67747449,0,23.0225,72.5714
Year 1 Mar 27 23:00,0,0,18.35,29.35,-51.17828742,307.189767,0,1.225,30.75783837,0,23.0225,72.5714
