Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs
Year 1 Jan 01 01:00,0,0,13.05,15.325,-86.46476311,104.954399,66,0.825,20.65133824,180,23.242,69.6669
Year 1 Jan 01 02:00,0,0,10.075,12.875,-78.06437399,95.76011553,22,0.275,19.07538358,180,23.242,69.6669
Year 1 Jan 01 03:00,0,0,7.95,12.05,-64.28105784,96.88660872,0,0,18.26714219,180,23.242,69.6669
Year 1 Jan 01 04:00,0,0,6.9,10.875,-50.56211008,99.53046163,0,0,17.54541887,180,23.242,69.6669
Year 1 Jan 01 05:00,0,0,11.125,12.825,-36.96261864,102.7226557,0,0,17.52604707,180,23.242,69.6669
Year 1 Jan 01 06:00,0,0,12.075,13.15,-23.54922492,106.4466255,0,0,17.26623871,180,23.242,69.6669
Year 1 Jan 01 07:00,0,0,12.425,13.6,-10.41659821,110.8590427,0,0.375,17.01602707,180,23.242,69.6669
Year 1 Jan 01 08:00,1,0,12.9,14.7,2.291253818,116.2407011,0,1.175,17.26147644,180,23.242,69.6669
Year 1 Jan 01 09:00,16.25,177,14.725,17.475,14.34374937,123.0300963,63,2.6,21.00844203,180,23.242,69.6669
Year 1 Jan 01 10:00,53.5,754.75,16.65,20.7,25.35832978,131.8773533,160.5,3.825,33.03978061,180,23.242,69.6669
Year 1 Jan 01 11:00,60.5,894.25,18.675,24.125,34.69871552,143.6300628,249,4.775,39.88750369,180,23.242,69.6669
Year 1 Jan 01 12:00,90,861,19.2,26.05,41.38508597,158.9709566,300,4.925,44.73027293,180,23.242,69.6669
Year 1 Jan 01 13:00,172,655,18.975,27,44.24838343,177.3528708,304.75,4.675,45.93848527,180,23.242,69.6669
Year 1 Jan 01 14:00,298,284.75,17.925,26.45,42.60220862,196.1885431,278.25,4.075,42.3192813,180,23.242,69.6669
Year 1 Jan 01 15:00,269.75,164.25,17.75,25.9,36.85749154,212.508632,249,3.825,38.64735781,180,23.242,69.6669
Year 1 Jan 01 16:00,199.25,95.25,17.8,24.9,28.13653626,225.2094395,242,3.725,35.04311655,180,23.242,69.6669
Year 1 Jan 01 17:00,135.5,102.5,18.85,24.3,17.50650462,234.7687346,263,3.85,32.97670748,180,23.242,69.6669
Year 1 Jan 01 18:00,44.25,17.25,19.5,23.15,5.693419198,242.0507578,294.75,3.525,29.00320642,180,23.242,69.6669
Year 1 Jan 01 19:00,0,0,20.125,22.425,-6.861676851,247.7688291,308.25,2.95,26.61537062,180,23.242,69.6669
Year 1 Jan 01 20:00,0,0,19.925,21.325,-19.89434924,252.4147506,280,1.975,25.36763671,180,23.242,69.6669
Year 1 Jan 01 21:00,0,0,19.8,20.775,-33.24137518,256.3078424,207,1.1,24.89654847,180,23.242,69.6669
Year 1 Jan 01 22:00,0,0,18.825,19.725,-46.79709703,259.6384231,109.5,0.3,24.07114614,180,23.242,69.6669
Year 1 Jan 01 23:00,0,0,17.675,18.8,-60.48873172,262.4542625,21,0.025,23.08667405,180,23.242,69.6669
Year 1 Jan 02 00:00,0,0,15.6,17.1,-74.26033397,264.3112601,0,0,22.0085597,180,23.242,69.6669
Year 1 Jan 02 01:00,0,0,14.1,15.775,-86.4796996,103.779007,0,0,21.15023076,180,23.242,69.6669
Year 1 Jan 02 02:00,0,0,12.675,14.375,-78.17195796,95.33373591,0,0,20.11031902,180,23.242,69.6669
Year 1 Jan 02 03:00,0,0,12.45,14,-64.38157928,96.67576015,21,0.15,19.19172703,180,23.242,69.6669
Year 1 Jan 02 04:00,0,0,12.125,13.55,-50.656718,99.37804181,28,0.05,18.58869774,180,23.242,69.6669
Year 1 Jan 02 05:00,0,0,12.15,13.25,-37.05086476,102.5945087,7,0,18.11621009,180,23.242,69.6669
Year 1 Jan 02 06:00,0,0,11.3,12.3,-23.63010364,106.3286033,36.75,0,17.24914277,180,23.242,69.6669
Year 1 Jan 02 07:00,0,0,11.675,12.3,-10.48852696,110.7428408,12.25,0,16.77880671,180,23.242,69.6669
Year 1 Jan 02 08:00,5.75,7,11.9,12.85,2.230664936,116.1199425,0,0,17.07496078,180,23.242,69.6669
Year 1 Jan 02 09:00,30.5,197,11.825,15.4,14.29809976,122.8989489,0,0.675,21.25417353,180,23.242,69.6669
Year 1 Jan 02 10:00,54.75,744.75,12.175,18.45,25.33297052,131.7306456,0,2.025,33.38925044,180,23.242,69.6669
Year 1 Jan 02 11:00,66.75,863,12.6,22.05,34.701047,143.4660784,17.25,3.525,40.25876323,180,23.242,69.6669
Year 1 Jan 02 12:00,78.75,896,13.3,24.275,41.42310299,158.7988833,261.5,4.875,43.9198805,180,23.242,69.6669
Year 1 Jan 02 13:00,70.75,976.5,13.425,25.9,44.32527532,177.198862,269.75,5.725,46.97809263,180,23.242,69.6669
Year 1 Jan 02 14:00,125.25,791.5,13.4,26.075,42.71077697,196.080397,161.5,6.05,47.07846545,180,23.242,69.6669
Year 1 Jan 02 15:00,163,592,12.725,26.3,36.98421438,212.4514463,253.5,5.875,44.61319215,180,23.242,69.6669
Year 1 Jan 02 16:00,210.75,256,12.125,25.65,28.27030275,225.1908024,169.25,5.5,38.53950042,180,23.242,69.6669
Year 1 Jan 02 17:00,114.5,358.75,11.475,25.1,17.64116725,234.7754387,72,5.1,37.55913352,180,23.242,69.6669
Year 1 Jan 02 18:00,53.25,34.5,11.375,23.575,5.826160224,242.0746659,129.75,4.775,30.82144809,180,23.242,69.6669
Year 1 Jan 02 19:00,0,0,10.95,22.5,-6.732043188,247.8063963,207.5,4.25,27.30810274,180,23.242,69.6669
Year 1 Jan 02 20:00,0,0,10.725,21.175,-19.76830605,252.4659642,146,3.5,25.63409683,180,23.242,69.6669
Year 1 Jan 02 21:00,0,0,10.025,20.875,-33.11914191,256.3763123,297,2.475,24.80314303,180,23.242,69.6669
Year 1 Jan 02 22:00,0,0,9.65,20.3,-46.67885148,259.7338616,220.5,1.3,24.16121027,180,23.242,69.6669
Year 1 Jan 02 23:00,0,0,9.675,20.025,-60.37480389,262.6029383,140.5,0.25,23.65879431,180,23.242,69.6669
Year 1 Jan 03 00:00,0,0,10.9,18.65,-74.15188987,264.6224005,0,0,22.71408334,180,23.242,69.6669
Year 1 Jan 03 01:00,0,0,12.5,17.3,-86.49479469,102.3053843,0,0,21.8496423,180,23.242,69.6669
Year 1 Jan 03 02:00,0,0,13.95,15.5,-78.27785636,94.85784473,0,0,20.84819116,180,23.242,69.6669
Year 1 Jan 03 03:00,0,0,14.375,14.7,-64.48014348,96.44586536,0,0.225,20.00533065,180,23.242,69.6669
Year 1 Jan 03 04:00,0,0,12.9,13.7,-50.74901942,99.21343468,40.5,0.3,19.13354925,180,23.242,69.6669
Year 1 Jan 03 05:00,0,0,7.375,10.85,-37.13641175,102.4571016,98.25,2.175,16.98094358,180,23.242,69.6669
Year 1 Jan 03 06:00,0,0,5.1,8.575,-23.70784546,106.2028586,137,2.5,15.15044839,180,23.242,69.6669
Year 1 Jan 03 07:00,0,0,5.125,8.325,-10.55682425,110.6198044,91,1.65,14.59825178,180,23.242,69.6669
Year 1 Jan 03 08:00,7.5,25.5,6.25,10.2,2.174275095,115.992902,18.25,0.35,15.8487711,180,23.242,69.6669
Year 1 Jan 03 09:00,42.25,199.5,8.775,14.175,14.25730644,122.7619372,0,0,21.1019086,180,23.242,69.6669
Year 1 Jan 03 10:00,65.75,636.75,11.6,18.825,25.31321869,131.5785809,0,0,33.60772463,180,23.242,69.6669
Year 1 Jan 03 11:00,32,1055.5,13.8,23,34.70978571,143.2976928,0,0,46.45711063,180,23.242,69.6669
Year 1 Jan 03 12:00,60,982,14.075,25.425,41.46820376,158.6243206,227.25,0.75,51.44664471,180,23.242,69.6669
Year 1 Jan 03 13:00,124.25,798.5,12.725,26.275,44.4094612,177.0454243,271.5,1.9,51.69597395,180,23.242,69.6669
Year 1 Jan 03 14:00,242,439.5,9.75,25.95,42.82611288,195.9760875,165.25,2.65,47.16833493,180,23.242,69.6669
Year 1 Jan 03 15:00,274.75,276.25,6.875,25.575,37.11662398,212.4002413,285,3.025,43.42678734,180,23.242,69.6669
Year 1 Jan 03 16:00,218,262.5,5.525,25.2,28.40854697,225.1790322,172.25,2.95,40.73782398,180,23.242,69.6669
Year 1 Jan 03 17:00,139.25,294.25,6.35,25.025,17.77922505,234.7892485,53,2.825,39.17829877,180,23.242,69.6669
Year 1 Jan 03 18:00,62.25,207.75,8.35,24.175,5.961397924,242.1057667,44,2.575,35.5438318,180,23.242,69.6669
Year 1 Jan 03 19:00,0,0,10.55,22.625,-6.60064951,247.8513559,120.75,2.65,29.13542236,180,23.242,69.6669
Year 1 Jan 03 20:00,0,0,11.85,20.1,-19.64111455,252.5250487,272.25,2.775,26.26475858,180,23.242,69.6669
Year 1 Jan 03 21:00,0,0,12.25,17.45,-32.99627854,256.4536047,194.25,2.95,23.77375865,180,23.242,69.6669
Year 1 Jan 03 22:00,0,0,11.625,15.225,-46.5604218,259.8399337,47.5,2.55,21.9360645,180,23.242,69.6669
Year 1 Jan 03 23:00,0,0,10.725,14.175,-60.26107144,262.7659659,322.75,1.875,20.98361926,180,23.242,69.6669
Year 1 Jan 04 00:00,0,0,9.6,14.075,-74.04389253,264.9576264,203,0.8,20.80706606,180,23.242,69.6669
Year 1 Jan 04 01:00,0,0,8.925,14.7,-86.50928363,100.4505418,68,0.125,20.39565903,180,23.242,69.6669
Year 1 Jan 04 02:00,0,0,8.275,14.975,-78.38176726,94.33122367,8.25,0,20.14752764,180,23.242,69.6669
Year 1 Jan 04 03:00,0,0,7.725,14.55,-64.57657318,96.19686231,0,0.75,19.34506631,180,23.242,69.6669
Year 1 Jan 04 04:00,0,0,6.85,12.825,-50.83887429,99.03667028,57,1.75,17.85489184,180,23.242,69.6669
Year 1 Jan 04 05:00,0,0,7.65,11.025,-37.21914132,102.3104872,86.5,1.775,16.71594533,180,23.242,69.6669
Year 1 Jan 04 06:00,0,0,8.45,9.7,-23.7823491,106.069454,124.5,1.775,15.744315,180,23.242,69.6669
Year 1 Jan 04 07:00,0,0,8.9,9.775,-10.62140464,110.4900026,168.25,1.875,15.06639083,180,23.242,69.6669
Year 1 Jan 04 08:00,7.75,37.5,8.85,11.025,2.122153397,115.8596542,129.5,1.75,15.85640784,180,23.242,69.6669
Year 1 Jan 04 09:00,30,347.25,7.9,14.325,14.22142051,122.6191411,85.25,2,22.18972214,180,23.242,69.6669
Year 1 Jan 04 10:00,29.5,954.5,6.625,18.15,25.29910525,131.4212417,24.25,2.55,35.24736021,180,23.242,69.6669
Year 1 Jan 04 11:00,32.5,1025.75,4.95,22.025,34.72494121,143.1249856,35.5,3.6,42.30290243,180,23.242,69.6669
Year 1 Jan 04 12:00,18,1100,4.2,24.2,41.5203776,158.4473429,82.5,4.5,46.45811159,180,23.242,69.6669
Year 1 Jan 04 13:00,40.25,1032.5,4.025,25.275,44.50091139,176.8926389,210.5,5.15,47.48420362,180,23.242,69.6669
Year 1 Jan 04 14:00,124.25,796.5,4.975,24.975,42.94816449,195.8757124,152.25,5.075,47.64248903,180,23.242,69.6669
Year 1 Jan 04 15:00,171.25,585.75,5.825,24.875,37.25464491,212.3551124,87,4.625,45.1980114,180,23.242,69.6669
Year 1 Jan 04 16:00,206.25,332,6.825,24.675,28.55117606,225.1742007,91.25,3.675,41.02749748,180,23.242,69.6669
Year 1 Jan 04 17:00,103.75,498,7.55,24.9,17.9205764,234.8102069,20.75,2.95,41.42092017,180,23.242,69.6669
Year 1 Jan 04 18:00,61.5,227.25,8.375,24.4,6.099028613,242.1440774,129.75,2.35,36.38666189,180,23.242,69.6669
Year 1 Jan 04 19:00,0,0,8.975,23.525,-6.467596965,247.9037026,97.25,2.425,30.12211267,180,23.242,69.6669
Year 1 Jan 04 20:00,0,0,9.85,21.575,-19.51286991,252.5919759,35.25,2.725,27.39528388,180,23.242,69.6669
Year 1 Jan 04 21:00,0,0,10.325,19.575,-32.87287072,256.5396633,104,3.25,25.01362372,180,23.242,69.6669
Year 1 Jan 04 22:00,0,0,10.85,17.15,-46.44187906,259.956537,200.75,3.325,22.7718364,180,23.242,69.6669
Year 1 Jan 04 23:00,0,0,10.85,15.375,-60.14757991,262.9431407,292.25,2.925,21.12267346,180,23.242,69.6669
Year 1 Jan 05 00:00,0,0,10.725,13.65,-73.93632351,265.3163363,264.75,1.9,20.1337388,180,23.242,69.6669
Year 1 Jan 05 01:00,0,0,10.325,12.825,-86.52205451,98.09957164,176,0.925,19.54592912,180,23.242,69.6669
Year 1 Jan 05 02:00,0,0,9.675,12.175,-78.48336721,93.75272119,38,0.175,18.79055381,180,23.242,69.6669
Year 1 Jan 05 03:00,0,0,8.675,12.075,-64.67068597,95.92870999,0,0.225,18.08594426,180,23.242,69.6669
Year 1 Jan 05 04:00,0,0,8.1,11.425,-50.92614084,98.84778953,0,0.75,17.40773436,180,23.242,69.6669
Year 1 Jan 05 05:00,0,0,7.25,10.6,-37.29893516,102.1547252,118.5,1.875,16.10910447,180,23.242,69.6669
Year 1 Jan 05 06:00,0,0,6.925,9.5,-23.85351436,105.9284567,150.5,1.3,15.40021717,180,23.242,69.6669
Year 1 Jan 05 07:00,0,0,6.825,9.275,-10.68218453,110.3535078,124.75,0.7,15.13132098,180,23.242,69.6669
Year 1 Jan 05 08:00,1.25,0,7.4,10.275,2.074366434,115.7202765,96.75,0.975,15.23645922,180,23.242,69.6669
Year 1 Jan 05 09:00,12.5,217,8.35,13.075,14.19049005,122.4706419,54.75,2.15,19.00584432,180,23.242,69.6669
Year 1 Jan 05 10:00,27.75,926,10.1,16.825,25.29065787,131.2587107,33.25,3.625,32.84379603,180,23.242,69.6669
Year 1 Jan 05 11:00,10.25,1100,11.8,20.95,34.74651974,142.9480358,41.25,4.75,40.64847121,180,23.242,69.6669
Year 1 Jan 05 12:00,21.5,1100,13.175,24.025,41.57961066,158.2680233,108.75,5,45.04395652,180,23.242,69.6669
Year 1 Jan 05 13:00,41,1035.5,13.275,26.125,44.59959327,176.7405864,211,4.625,48.28074294,180,23.242,69.6669
Year 1 Jan 05 14:00,155,713.5,12.375,26.75,43.07687698,195.7793703,149.5,3.825,48.7288694,180,23.242,69.6669
Year 1 Jan 05 15:00,271.25,294.5,10.6,26.8,37.3981987,212.3161552,48.75,3.3,44.00708761,180,23.242,69.6669
Year 1 Jan 05 16:00,223.75,194,9.125,26.125,28.69809461,225.176378,72.5,3.125,40.181881,180,23.242,69.6669
Year 1 Jan 05 17:00,146.5,161,8.65,25.225,18.06511786,234.8383543,18.75,3.25,36.64928919,180,23.242,69.6669
Year 1 Jan 05 18:00,59.25,46.5,9.725,23.65,6.238947731,242.1896122,279.75,3.3,31.618547,180,23.242,69.6669
Year 1 Jan 05 19:00,0,0,11.075,21.925,-6.332986621,247.9634275,152.5,2.925,27.60698498,180,23.242,69.6669
Year 1 Jan 05 20:00,0,0,12.3,19.775,-19.38366621,252.6667143,47,1.975,25.58109293,180,23.242,69.6669
Year 1 Jan 05 21:00,0,0,12.6,17.85,-32.74900203,256.6344277,5.75,0.875,24.27945052,180,23.242,69.6669
Year 1 Jan 05 22:00,0,0,12.075,15.975,-46.32329105,260.0835658,0,0.15,23.07072713,180,23.242,69.6669
Year 1 Jan 05 23:00,0,0,10.925,14.675,-60.03436999,263.1342562,0,0,21.75772402,180,23.242,69.6669
Year 1 Jan 06 00:00,0,0,9.925,13.575,-73.8291568,265.6979399,57,0.6,20.40511957,180,23.242,69.6669
Year 1 Jan 06 01:00,0,0,9.025,13.075,-86.53146141,95.09722052,118.75,1.925,19.2270589,180,23.242,69.6669
Year 1 Jan 06 02:00,0,0,8.725,12.55,-78.58231106,93.12127817,168.25,3.05,17.74312548,180,23.242,69.6669
Year 1 Jan 06 03:00,0,0,8.25,12.25,-64.76229455,95.64138999,181.5,3.675,16.64470329,180,23.242,69.6669
Year 1 Jan 06 04:00,0,0,7.8,11.525,-51.01067584,98.64684456,181.25,3.425,15.82714732,180,23.242,69.6669
Year 1 Jan 06 05:00,0,0,7.625,11.075,-37.37567508,101.9898824,135.25,0.825,16.13199564,180,23.242,69.6669
Year 1 Jan 06 06:00,0,0,7.975,10.4,-23.92124224,105.7799389,64.5,0.375,15.87941648,180,23.242,69.6669
Year 1 Jan 06 07:00,0,0,9.15,10.65,-10.73908232,110.2103959,107,1.55,15.12472058,180,23.242,69.6669
Year 1 Jan 06 08:00,7,15,10.85,12,2.030978205,115.5748483,113.25,2.575,15.45609633,180,23.242,69.6669
Year 1 Jan 06 09:00,34.25,220.5,13.025,15.025,14.16456011,122.3165222,63.5,3.925,19.88995647,180,23.242,69.6669
Year 1 Jan 06 10:00,43.25,801.5,15.25,18.75,25.28790091,131.0910709,25.25,4.6,31.71409213,180,23.242,69.6669
Year 1 Jan 06 11:00,18.25,1099.5,17.15,22.625,34.7745242,142.7669214,21.75,4.925,41.35533004,180,23.242,69.6669
Year 1 Jan 06 12:00,57.5,1010,18.125,25.25,41.645886,158.0864338,100.25,4.25,46.40089238,180,23.242,69.6669
Year 1 Jan 06 13:00,163,673.25,18.375,26.7,44.70547133,176.5893476,213,3.475,46.98022385,180,23.242,69.6669
Year 1 Jan 06 14:00,253.75,407.5,17.875,26.7,43.21219253,195.6871604,150.5,2.475,45.68225085,180,23.242,69.6669
Year 1 Jan 06 15:00,277,229.5,17.55,26.15,37.54720391,212.2834653,16.5,2.35,42.4537055,180,23.242,69.6669
Year 1 Jan 06 16:00,204.25,100,17.425,25.175,28.84920464,225.1856332,183.25,2.325,37.47892515,180,23.242,69.6669
Year 1 Jan 06 17:00,109,34,17.925,24.225,18.21274427,234.8737286,291.75,2.675,32.84164908,180,23.242,69.6669
Year 1 Jan 06 18:00,54.75,32.25,18.25,22.875,6.381049931,242.242382,236.25,2.5,30.38018073,180,23.242,69.6669
Year 1 Jan 06 19:00,0,0,18.3,21.45,-6.196919383,248.0305183,207,2.475,26.74285028,180,23.242,69.6669
Year 1 Jan 06 20:00,0,0,17.7,19.525,-19.25359644,252.7492284,236.25,2.275,24.78887956,180,23.242,69.6669
Year 1 Jan 06 21:00,0,0,16.525,17.725,-32.62475395,256.7378343,272,2.725,22.92114594,180,23.242,69.6669
Year 1 Jan 06 22:00,0,0,14.775,15.8,-46.20472231,260.2209109,304.75,2.975,21.0801677,180,23.242,69.6669
Year 1 Jan 06 23:00,0,0,13.025,14.325,-59.92147756,263.3391045,280.75,3.225,19.52753712,180,23.242,69.6669
Year 1 Jan 07 00:00,0,0,11.325,13.025,-73.72235918,266.1018575,220.5,2.625,18.40143827,180,23.242,69.6669
Year 1 Jan 07 01:00,0,0,10,12.475,-86.53505423,91.2485316,114.75,1.725,17.86904214,180,23.242,69.6669
Year 1 Jan 07 02:00,0,0,8.95,12.1,-78.67823209,92.43595761,21.25,0.375,17.67242867,180,23.242,69.6669
Year 1 Jan 07 03:00,0,0,8.175,12.075,-64.85120704,95.33490824,0,0,17.29726488,180,23.242,69.6669
Year 1 Jan 07 04:00,0,0,7.7,11.65,-51.09233476,98.43389911,0,0,17.04054014,180,23.242,69.6669
Year 1 Jan 07 05:00,0,0,12.175,13.675,-37.44924324,101.8160327,0,0,17.16077806,180,23.242,69.6669
Year 1 Jan 07 06:00,0,0,13.025,13.95,-23.98543506,105.6239775,38.25,0.075,17.01841033,180,23.242,69.6669
Year 1 Jan 07 07:00,0,0,13.325,14.325,-10.79201848,110.0607463,108,0.775,17.12920943,180,23.242,69.6669
Year 1 Jan 07 08:00,5.5,6,13.95,14.875,1.992050043,115.4234517,166.75,1.525,17.24795047,180,23.242,69.6669
Year 1 Jan 07 09:00,38,125.5,15.75,17.175,14.14367263,122.156866,225.75,2.9,20.25052949,180,23.242,69.6669
Year 1 Jan 07 10:00,74.25,569,16.9,19.85,25.29085534,130.9184054,260.5,3.9,29.966262,180,23.242,69.6669
Year 1 Jan 07 11:00,69.5,883.25,18.3,23.125,34.80895411,142.5817195,286.5,4.775,39.08819727,180,23.242,69.6669
Year 1 Jan 07 12:00,195.5,495.75,18.85,24.975,41.71918356,157.9026451,285.5,4.7,40.14177736,180,23.242,69.6669
Year 1 Jan 07 13:00,301,271.25,19.5,26.275,44.8185072,176.4390026,284.5,4.525,39.79723871,180,23.242,69.6669
Year 1 Jan 07 14:00,304.25,291.5,19.4,26.15,43.35405041,195.5991831,273.75,4.05,40.54437681,180,23.242,69.6669
Year 1 Jan 07 15:00,281.5,211,19.975,26.225,37.70157617,212.2571386,276.75,4.2,38.42079634,180,23.242,69.6669
Year 1 Jan 07 16:00,221.25,159.75,20.05,25.475,29.00440574,225.2020337,270.75,4.375,35.88976786,180,23.242,69.6669
Year 1 Jan 07 17:00,148.25,168.5,20.525,25.05,18.36334886,234.9163651,269.5,4.85,33.85044267,180,23.242,69.6669
Year 1 Jan 07 18:00,60,46.5,20.4,23.725,6.525229177,242.3023945,254.25,4.7,29.63619665,180,23.242,69.6669
Year 1 Jan 07 19:00,0,0,20.6,23,-6.059495899,248.1049593,250.5,4.6,26.52526427,180,23.242,69.6669
Year 1 Jan 07 20:00,0,0,20.475,21.925,-19.12275239,252.8394794,248.75,4.075,25.28194084,180,23.242,69.6669
Year 1 Jan 07 21:00,0,0,20.85,21.825,-32.5002058,256.8498159,265.25,3.975,24.40320878,180,23.242,69.6669
Year 1 Jan 07 22:00,0,0,20.625,21.15,-46.08623411,260.3684603,267.25,3.625,23.78395272,180,23.242,69.6669
Year 1 Jan 07 23:00,0,0,19.975,20.525,-59.80893375,263.5574764,252.5,3.35,22.98133483,180,23.242,69.6669
Year 1 Jan 08 00:00,0,0,18.15,18.525,-73.61589054,266.5275188,191,2.4,21.7522338,180,23.242,69.6669
Year 1 Jan 08 01:00,0,0,16.1,16.7,-86.52927156,86.35358554,112,1.5,20.87969273,180,23.242,69.6669
Year 1 Jan 08 02:00,0,0,14.025,14.725,-78.7707423,91.69597818,23,0.325,19.72274706,180,23.242,69.6669
Year 1 Jan 08 03:00,0,0,13.125,14.2,-64.93722727,95.00929667,0,0,18.95188993,180,23.242,69.6669
Year 1 Jan 08 04:00,0,0,12.85,13.825,-51.17097206,98.20902884,0,0,18.33768504,180,23.242,69.6669
Year 1 Jan 08 05:00,0,0,16.025,16.925,-37.51952229,101.6332572,0,0,19.04276073,180,23.242,69.6669
Year 1 Jan 08 06:00,0,0,16.65,17.55,-24.04599664,105.4606546,0,0,19.19617886,180,23.242,69.6669
Year 1 Jan 08 07:00,0,0,16.95,17.85,-10.84091569,109.9046418,0,0,19.28973804,180,23.242,69.6669
Year 1 Jan 08 08:00,3.5,1.25,17.925,18.6,1.957640539,115.2661708,0,0,19.37246728,180,23.242,69.6669
Year 1 Jan 08 09:00,29.75,129.5,17.15,20.3,14.12786642,121.9917583,78.75,0.6,22.58680338,180,23.242,69.6669
Year 1 Jan 08 10:00,72.25,597,15.75,22.075,25.2995388,130.7407973,169.5,1.775,33.98592293,180,23.242,69.6669
Year 1 Jan 08 11:00,61,890.5,13.825,23.925,34.84980566,142.3925065,284,3.225,41.91380054,180,23.242,69.6669
Year 1 Jan 08 12:00,124.25,777.75,12.4,25.075,41.79948018,157.7167266,341.25,4.575,44.56064561,180,23.242,69.6669
Year 1 Jan 08 13:00,264.25,399.75,11.2,26.05,44.93865967,176.2896314,20.75,5.275,42.29607636,180,23.242,69.6669
Year 1 Jan 08 14:00,181.75,626.5,10.9,26.525,43.50238697,195.5155393,7.75,5.1,45.79208017,180,23.242,69.6669
Year 1 Jan 08 15:00,164,585.25,10.6,27.05,37.8612282,212.2372709,12,4.25,46.04523977,180,23.242,69.6669
Year 1 Jan 08 16:00,214.75,211.75,10.95,27.05,29.16359508,225.2256455,173.5,3.175,40.77550483,180,23.242,69.6669
Year 1 Jan 08 17:00,127.5,333.75,11.325,26.7,18.51682328,234.9662965,176.5,2.375,40.5761767,180,23.242,69.6669
Year 1 Jan 08 18:00,63,54,12.6,25.325,6.671378834,242.3696544,327.75,2.275,33.84685564,180,23.242,69.6669
Year 1 Jan 08 19:00,0,0,14.125,23.55,-5.920816472,248.1867314,321.5,2.75,29.21737811,180,23.242,69.6669
Year 1 Jan 08 20:00,0,0,15.925,21.525,-18.99122459,252.9374251,300.5,3.425,26.69342564,180,23.242,69.6669
Year 1 Jan 08 21:00,0,0,17.15,20.25,-32.37543467,256.9703021,314,3.9,24.7637478,180,23.242,69.6669
Year 1 Jan 08 22:00,0,0,18.15,19.475,-45.96788445,260.5260989,297,3.775,23.65700922,180,23.242,69.6669
Year 1 Jan 08 23:00,0,0,18.625,19.525,-59.6967651,263.7891614,274.75,3.025,22.98129713,180,23.242,69.6669
Year 1 Jan 09 00:00,0,0,19,19.6,-73.50970424,266.9743615,190.5,1.9,22.81248037,180,23.242,69.6669
Year 1 Jan 09 01:00,0,0,18.95,19.75,-86.50935366,80.32174876,111.5,0.85,22.80814376,180,23.242,69.6669
Year 1 Jan 09 02:00,0,0,18.825,19.5,-78.85943316,90.90075158,23.5,0.15,22.71307305,180,23.242,69.6669
Year 1 Jan 09 03:00,0,0,18.275,19.25,-65.02015517,94.66461488,0,0,22.57580461,180,23.242,69.6669
Year 1 Jan 09 04:00,0,0,18.1,18.6,-51.24644147,97.97232167,0,0,21.75985153,180,23.242,69.6669
Year 1 Jan 09 05:00,0,0,11.2,17.65,-37.5863956,101.4416442,17.25,2.7,20.39000039,180,23.242,69.6669
Year 1 Jan 09 06:00,0,0,9.125,15.375,-24.10283242,105.2900567,5.75,2.325,19.11443247,180,23.242,69.6669
Year 1 Jan 09 07:00,0,0,9.2,14.1,-10.88569894,109.7421685,0,1.375,18.4622,180,23.242,69.6669
Year 1 Jan 09 08:00,5,4.5,9.2,13.375,1.927805464,115.1030919,0,0.3,18.27583965,180,23.242,69.6669
Year 1 Jan 09 09:00,28.75,183.75,8.225,15.225,14.11717708,121.8212852,28.5,0.825,21.78679537,180,23.242,69.6669
Year 1 Jan 09 10:00,42,785.75,6.55,17.85,25.31396554,130.5583298,44.75,1.7,34.21661998,180,23.242,69.6669
Year 1 Jan 09 11:00,2.5,1100,4.375,21.575,34.89707171,142.1993575,45.5,3.4,42.69030078,180,23.242,69.6669
Year 1 Jan 09 12:00,7,1100,2.825,24.025,41.88674966,157.5287461,27.75,4.125,47.11376198,180,23.242,69.6669
Year 1 Jan 09 13:00,74.5,953.5,2.35,26.15,45.0658847,176.1413136,19.75,4.65,49.24294761,180,23.242,69.6669
Year 1 Jan 09 14:00,200.5,574.25,2.9,26.775,43.65713572,195.4363307,22,4.125,47.40761782,180,23.242,69.6669
Year 1 Jan 09 15:00,132.5,735,3.55,27.625,38.02606986,212.2239583,41.75,3.975,49.21918952,180,23.242,69.6669
Year 1 Jan 09 16:00,127.25,646.25,4.15,27.075,29.3266675,225.2565329,51.75,3.25,47.71661862,180,23.242,69.6669
Year 1 Jan 09 17:00,107,434,4.075,26.2,18.67305774,235.0235527,47,2.85,43.12515587,180,23.242,69.6669
Year 1 Jan 09 18:00,60,42,4,23.525,6.819391774,242.4441629,16.5,1.6,34.84452476,180,23.242,69.6669
Year 1 Jan 09 19:00,0,0,4.6,21.05,-5.780980961,248.275812,1.75,0.9,29.83139644,180,23.242,69.6669
Year 1 Jan 09 20:00,0,0,6.45,18.325,-18.85910221,253.0430198,0,0.2,27.27713341,180,23.242,69.6669
Year 1 Jan 09 21:00,0,0,8.8,17.6,-32.25051542,257.0992192,62.25,0.825,25.44718042,180,23.242,69.6669
