Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs
Year 1 Jan 06 17:00,109,34,17.925,24.225,18.21274427,234.8737286,291.75,2.675,28.46167208,270,23.242,69.6669
Year 1 Jan 06 18:00,54.75,32.25,18.25,22.875,6.381049931,242.242382,236.25,2.5,27.38147635,270,23.242,69.6669
Year 1 Jan 06 19:00,0,0,18.3,21.45,-6.196919383,248.0305183,207,2.475,23.40850393,270,23.242,69.6669
Year 1 Jan 06 20:00,0,0,17.7,19.525,-19.25359644,252.7492284,236.25,2.275,21.67683659,270,23.242,69.6669
Year 1 Jan 06 21:00,0,0,16.525,17.725,-32.62475395,256.7378343,272,2.725,20.14104908,270,23.242,69.6669
Year 1 Jan 06 22:00,0,0,14.775,15.8,-46.20472231,260.2209109,304.75,2.975,18.56422275,270,23.242,69.6669
Year 1 Jan 06 23:00,0,0,13.025,14.325,-59.92147756,263.3391045,280.75,3.225,17.24875808,270,23.242,69.6669
Year 1 Jan 07 00:00,0,0,11.325,13.025,-73.72235918,266.1018575,220.5,2.625,16.23972733,270,23.242,69.6669
Year 1 Jan 07 01:00,0,0,10,12.475,-86.53505423,91.2485316,114.75,1.725,15.64796471,270,23.242,69.6669
Year 1 Jan 07 02:00,0,0,8.95,12.1,-78.67823209,92.43595761,21.25,0.375,15.48472283,270,23.242,69.6669
Year 1 Jan 07 03:00,0,0,8.175,12.075,-64.85120704,95.33490824,0,0,15.14339352,270,23.242,69.6669
Year 1 Jan 07 04:00,0,0,7.7,11.65,-51.09233476,98.43389911,0,0,14.96568307,270,23.242,69.6669
Year 1 Jan 07 05:00,0,0,12.175,13.675,-37.44924324,101.8160327,0,0,15.11978927,270,23.242,69.6669
Year 1 Jan 07 06:00,0,0,13.025,13.95,-23.98543506,105.6239775,38.25,0.075,15.03719429,270,23.242,69.6669
Year 1 Jan 07 07:00,0,0,13.325,14.325,-10.79201848,110.0607463,108,0.775,15.22156391,270,23.242,69.6669
Year 1 Jan 07 08:00,5.5,6,13.95,14.875,1.992050043,115.4234517,166.75,1.525,15.41288683,270,23.242,69.6669
Year 1 Jan 07 09:00,38,125.5,15.75,17.175,14.14367263,122.156866,225.75,2.9,16.79746308,270,23.242,69.6669
Year 1 Jan 07 10:00,74.25,569,16.9,19.85,25.29085534,130.9184054,260.5,3.9,19.37531334,270,23.242,69.6669
Year 1 Jan 07 11:00,69.5,883.25,18.3,23.125,34.80895411,142.5817195,286.5,4.775,22.15951115,270,23.242,69.6669
Year 1 Jan 07 12:00,195.5,495.75,18.85,24.975,41.71918356,157.9026451,285.5,4.7,24.86105685,270,23.242,69.6669
Year 1 Jan 07 13:00,301,271.25,19.5,26.275,44.8185072,176.4390026,284.5,4.525,27.16200274,270,23.242,69.6669
Year 1 Jan 07 14:00,304.25,291.5,19.4,26.15,43.35405041,195.5991831,273.75,4.05,29.8791134,270,23.242,69.6669
Year 1 Jan 07 15:00,281.5,211,19.975,26.225,37.70157617,212.2571386,276.75,4.2,31.61607955,270,23.242,69.6669
Year 1 Jan 07 16:00,221.25,159.75,20.05,25.475,29.00440574,225.2020337,270.75,4.375,32.01135917,270,23.242,69.6669
Year 1 Jan 07 17:00,148.25,168.5,20.525,25.05,18.36334886,234.9163651,269.5,4.85,32.22335826,270,23.242,69.6669
Year 1 Jan 07 18:00,60,46.5,20.4,23.725,6.525229177,242.3023945,254.25,4.7,28.53901581,270,23.242,69.6669
Year 1 Jan 07 19:00,0,0,20.6,23,-6.059495899,248.1049593,250.5,4.6,24.71111527,270,23.242,69.6669
Year 1 Jan 07 20:00,0,0,20.475,21.925,-19.12275239,252.8394794,248.75,4.075,23.49365401,270,23.242,69.6669
Year 1 Jan 07 21:00,0,0,20.85,21.825,-32.5002058,256.8498159,265.25,3.975,22.71463034,270,23.242,69.6669
Year 1 Jan 07 22:00,0,0,20.625,21.15,-46.08623411,260.3684603,267.25,3.625,22.17255934,270,23.242,69.6669
Year 1 Jan 07 23:00,0,0,19.975,20.525,-59.80893375,263.5574764,252.5,3.35,21.43922625,270,23.242,69.6669
Year 1 Jan 08 00:00,0,0,18.15,18.525,-73.61589054,266.5275188,191,2.4,20.19658312,270,23.242,69.6669
Year 1 Jan 08 01:00,0,0,16.1,16.7,-86.52927156,86.35358554,112,1.5,19.22679116,270,23.242,69.6669
Year 1 Jan 08 02:00,0,0,14.025,14.725,-78.7707423,91.69597818,23,0.325,18.09638596,270,23.242,69.6669
Year 1 Jan 08 03:00,0,0,13.125,14.2,-64.93722727,95.00929667,0,0,17.33469624,270,23.242,69.6669
Year 1 Jan 08 04:00,0,0,12.85,13.825,-51.17097206,98.20902884,0,0,16.757293,270,23.242,69.6669
Year 1 Jan 08 05:00,0,0,16.025,16.925,-37.51952229,101.6332572,0,0,17.43778456,270,23.242,69.6669
Year 1 Jan 08 06:00,0,0,16.65,17.55,-24.04599664,105.4606546,0,0,17.60914188,270,23.242,69.6669
Year 1 Jan 08 07:00,0,0,16.95,17.85,-10.84091569,109.9046418,0,0,17.7205373,270,23.242,69.6669
Year 1 Jan 08 08:00,3.5,1.25,17.925,18.6,1.957640539,115.2661708,0,0,17.80495286,270,23.242,69.6669
Year 1 Jan 08 09:00,29.75,129.5,17.15,20.3,14.12786642,121.9917583,78.75,0.6,18.88366537,270,23.242,69.6669
Year 1 Jan 08 10:00,72.25,597,15.75,22.075,25.2995388,130.7407973,169.5,1.775,21.39682792,270,23.242,69.6669
Year 1 Jan 08 11:00,61,890.5,13.825,23.925,34.84980566,142.3925065,284,3.225,23.47094996,270,23.242,69.6669
Year 1 Jan 08 12:00,124.25,777.75,12.4,25.075,41.79948018,157.7167266,341.25,4.575,25.26119552,270,23.242,69.6669
Year 1 Jan 08 13:00,264.25,399.75,11.2,26.05,44.93865967,176.2896314,20.75,5.275,27.35544927,270,23.242,69.6669
Year 1 Jan 08 14:00,181.75,626.5,10.9,26.525,43.50238697,195.5155393,7.75,5.1,30.97858678,270,23.242,69.6669
Year 1 Jan 08 15:00,164,585.25,10.6,27.05,37.8612282,212.2372709,12,4.25,35.52844897,270,23.242,69.6669
Year 1 Jan 08 16:00,214.75,211.75,10.95,27.05,29.16359508,225.2256455,173.5,3.175,35.44143661,270,23.242,69.6669
Year 1 Jan 08 17:00,127.5,333.75,11.325,26.7,18.51682328,234.9662965,176.5,2.375,38.94986138,270,23.242,69.6669
Year 1 Jan 08 18:00,63,54,12.6,25.325,6.671378834,242.3696544,327.75,2.275,32.36624842,270,23.242,69.6669
Year 1 Jan 08 19:00,0,0,14.125,23.55,-5.920816472,248.1867314,321.5,2.75,26.81378318,270,23.242,69.6669
Year 1 Jan 08 20:00,0,0,15.925,21.525,-18.99122459,252.9374251,300.5,3.425,24.40927563,270,23.242,69.6669
Year 1 Jan 08 21:00,0,0,17.15,20.25,-32.37543467,256.9703021,314,3.9,22.65408231,270,23.242,69.6669
Year 1 Jan 08 22:00,0,0,18.15,19.475,-45.96788445,260.5260989,297,3.775,21.70311944,270,23.242,69.6669
Year 1 Jan 08 23:00,0,0,18.625,19.525,-59.6967651,263.7891614,274.75,3.025,21.17114482,270,23.242,69.6669
Year 1 Jan 09 00:00,0,0,19,19.6,-73.50970424,266.9743615,190.5,1.9,20.96946142,270,23.242,69.6669
Year 1 Jan 09 01:00,0,0,18.95,19.75,-86.50935366,80.32174876,111.5,0.85,20.89395395,270,23.242,69.6669
Year 1 Jan 09 02:00,0,0,18.825,19.5,-78.85943316,90.90075158,23.5,0.15,20.84970401,270,23.242,69.6669
Year 1 Jan 09 03:00,0,0,18.275,19.25,-65.02015517,94.66461488,0,0,20.76780972,270,23.242,69.6669
Year 1 Jan 09 04:00,0,0,18.1,18.6,-51.24644147,97.97232167,0,0,20.01658043,270,23.242,69.6669
Year 1 Jan 09 05:00,0,0,11.2,17.65,-37.5863956,101.4416442,17.25,2.7,18.94721129,270,23.242,69.6669
Year 1 Jan 09 06:00,0,0,9.125,15.375,-24.10283242,105.2900567,5.75,2.325,17.79509891,270,23.242,69.6669
Year 1 Jan 09 07:00,0,0,9.2,14.1,-10.88569894,109.7421685,0,1.375,17.20802845,270,23.242,69.6669
Year 1 Jan 09 08:00,5,4.5,9.2,13.375,1.927805464,115.1030919,0,0.3,16.91905713,270,23.242,69.6669
Year 1 Jan 09 09:00,28.75,183.75,8.225,15.225,14.11717708,121.8212852,28.5,0.825,17.4775486,270,23.242,69.6669
Year 1 Jan 09 10:00,42,785.75,6.55,17.85,25.31396554,130.5583298,44.75,1.7,19.36877203,270,23.242,69.6669
Year 1 Jan 09 11:00,2.5,1100,4.375,21.575,34.89707171,142.1993575,45.5,3.4,21.20955719,270,23.242,69.6669
Year 1 Jan 09 12:00,7,1100,2.825,24.025,41.88674966,157.5287461,27.75,4.125,23.16411856,270,23.242,69.6669
Year 1 Jan 09 13:00,74.5,953.5,2.35,26.15,45.0658847,176.1413136,19.75,4.65,25.4441854,270,23.242,69.6669
Year 1 Jan 09 14:00,200.5,574.25,2.9,26.775,43.65713572,195.4363307,22,4.125,30.62710943,270,23.242,69.6669
Year 1 Jan 09 15:00,132.5,735,3.55,27.625,38.02606986,212.2239583,41.75,3.975,36.8964435,270,23.242,69.6669
Year 1 Jan 09 16:00,127.25,646.25,4.15,27.075,29.3266675,225.2565329,51.75,3.25,41.42618192,270,23.242,69.6669
Year 1 Jan 09 17:00,107,434,4.075,26.2,18.67305774,235.0235527,47,2.85,41.19998715,270,23.242,69.6669
