Date/Time,[1] Site Diffuse Solar Radiation Rate per Area  (W/m2),[1] Site Direct Solar Radiation Rate per Area  (W/m2),[1] Site Outdoor Air Dewpoint Temperature  (C),[1] Site Outdoor Air Drybulb Temperature  (C),[1] Site Solar Altitude Angle  (deg),[1] Site Solar Azimuth Angle  (deg),[1] Site Wind Direction  (deg),[1] Site Wind Speed  (m/s),[1] Surface Outside Face Temperature  (C),Orientation,Lats,Longs
Year 1 Feb 03 07:00,0,0,10.275,12.075,-10.50894015,103.9165539,169,0.525,16.0794618,270,23.242,69.6669
Year 1 Feb 03 08:00,8.25,24.75,9.1,12.3,2.765584014,109.4252813,37.25,0.125,15.89839544,270,23.242,69.6669
Year 1 Feb 03 09:00,35.5,281,8.875,15.475,15.54716922,116.078184,0,1.2,17.36316776,270,23.242,69.6669
Year 1 Feb 03 10:00,33.25,895.25,8.975,19.575,27.51207045,124.6502361,0,2.575,20.10561483,270,23.242,69.6669
Year 1 Feb 03 11:00,3.75,1100,9.9,24.5,38.07487496,136.2808718,33.75,4.475,22.91598938,270,23.242,69.6669
Year 1 Feb 03 12:00,23.75,1062.5,9.9,27.525,46.1980263,152.3199535,126,5.075,25.54804232,270,23.242,69.6669
Year 1 Feb 03 13:00,94,931,9.5,29.525,50.36344368,172.9964283,262.5,5.175,28.50597115,270,23.242,69.6669
Year 1 Feb 03 14:00,140.75,805,8.05,29.7,49.36186581,195.2110778,164.75,4.225,32.92399222,270,23.242,69.6669
Year 1 Feb 03 15:00,229,503,7.75,30.05,43.51892312,214.29646,41.25,3.825,37.52195137,270,23.242,69.6669
Year 1 Feb 03 16:00,265.25,249.75,8.1,29.45,34.32080604,228.5400066,27.25,3.35,38.57576937,270,23.242,69.6669
Year 1 Feb 03 17:00,176.5,295.75,9.925,29.05,23.1377517,238.8620353,4.5,3.725,40.26444124,270,23.242,69.6669
Year 1 Feb 03 18:00,96.5,111.5,11.4,27.125,10.81477989,246.6004138,315.75,3.675,35.6638866,270,23.242,69.6669
Year 1 Feb 03 19:00,7,1,12.975,25,-2.180880943,252.7477567,311.5,4.05,28.61840133,270,23.242,69.6669
Year 1 Feb 03 20:00,0,0,13.55,21.875,-15.58733742,257.9756005,315,3.975,25.48209052,270,23.242,69.6669
Year 1 Feb 03 21:00,0,0,13.825,19.8,-29.2473505,262.7938187,171,4.35,23.16317774,270,23.242,69.6669
Year 1 Feb 03 22:00,0,0,13.225,17.675,-43.05303314,267.7390603,335.25,3.9,21.35737712,270,23.242,69.6669
Year 1 Feb 03 23:00,0,0,12.475,16.725,-56.90237708,273.7765284,284,3.4,20.47266116,270,23.242,69.6669
Year 1 Feb 04 00:00,0,0,11.1,15.55,-70.58552013,284.2457461,162.75,1.95,19.49712194,270,23.242,69.6669
Year 1 Feb 04 01:00,0,0,10.7,15.425,-81.95346307,31.52144594,67,1.05,19.13622448,270,23.242,69.6669
Year 1 Feb 04 02:00,0,0,10.55,15.125,-78.41773744,57.38025365,11.75,0.225,18.90561363,270,23.242,69.6669
Year 1 Feb 04 03:00,0,0,11.325,15.75,-65.42194862,80.03160859,66.75,0.675,18.55863394,270,23.242,69.6669
Year 1 Feb 04 04:00,0,0,11.9,15.325,-51.64395411,88.25915965,153.5,0.975,18.26673509,270,23.242,69.6669
Year 1 Feb 04 05:00,0,0,12,13.525,-37.7949045,93.81073232,43.75,0.25,17.3733155,270,23.242,69.6669
Year 1 Feb 04 06:00,0,0,11.4,12.4,-24.0237504,98.68467384,0,0,16.7063962,270,23.242,69.6669
Year 1 Feb 04 07:00,0,0,11.725,12.725,-10.43051886,103.6267525,0,0,16.44428305,270,23.242,69.6669
Year 1 Feb 04 08:00,5,3.25,12.725,13.725,2.86338458,109.1461516,0,0,16.5807233,270,23.242,69.6669
Year 1 Feb 04 09:00,30.5,178.25,14.425,16.475,15.67068821,115.7996395,72.75,0.45,17.91158086,270,23.242,69.6669
Year 1 Feb 04 10:00,53.5,774,15.425,19.625,27.6694667,124.3685396,176.5,1.5,20.5377996,270,23.242,69.6669
Year 1 Feb 04 11:00,34.25,1060.5,16.5,23.1,38.27564227,136.0064964,253.25,2.925,22.94100394,270,23.242,69.6669
Year 1 Feb 04 12:00,56.75,1017.75,17.325,25.125,46.44793246,152.0957082,294,4.65,25.08070541,270,23.242,69.6669
Year 1 Feb 04 13:00,112.5,891,17.875,26.4,50.65086052,172.9012762,293,6.225,26.8004527,270,23.242,69.6669
Year 1 Feb 04 14:00,251.75,507,18.075,26.175,49.65168875,195.2854041,275,7.5,29.72111403,270,23.242,69.6669
Year 1 Feb 04 15:00,273,399,18.25,25.925,43.77921236,214.4860073,255,8.1,32.40292441,270,23.242,69.6669
Year 1 Feb 04 16:00,265.75,288,18.075,25.075,34.54248904,228.7755642,254.5,8.2,33.30315627,270,23.242,69.6669
Year 1 Feb 04 17:00,183.5,225.5,18.15,24.5,23.32505496,239.1102349,266.5,7.9,32.75974052,270,23.242,69.6669
Year 1 Feb 04 18:00,88.75,51.75,18.275,23.35,10.97464113,246.8532664,285.75,7.425,28.2499577,270,23.242,69.6669
Year 1 Feb 04 19:00,12.5,6,18.675,22.625,-2.042284713,253.0088326,288,6.85,25.23359963,270,23.242,69.6669
Year 1 Feb 04 20:00,0,0,19.175,21.675,-15.46491872,258.2548242,274.25,6.25,23.28580873,270,23.242,69.6669
Year 1 Feb 04 21:00,0,0,19.825,21.475,-29.1365431,263.1080385,244.5,5.575,22.66163421,270,23.242,69.6669
Year 1 Feb 04 22:00,0,0,19.85,20.75,-42.94868798,268.1183938,224.75,4.875,22.0838619,270,23.242,69.6669
Year 1 Feb 04 23:00,0,0,19.05,20.125,-56.79605295,274.2850029,224,4.1,21.4240906,270,23.242,69.6669
Year 1 Feb 05 00:00,0,0,17.15,18.5,-70.45422783,285.0578396,249,3.3,20.60111279,270,23.242,69.6669
Year 1 Feb 05 01:00,0,0,14.875,16.95,-81.70088053,30.81050273,272,2.5,19.64787158,270,23.242,69.6669
Year 1 Feb 05 02:00,0,0,12.725,15.1,-78.26008748,56.09491846,271.75,1.85,18.47880264,270,23.242,69.6669
Year 1 Feb 05 03:00,0,0,11.525,14.225,-65.34744814,79.32266548,221.25,1.175,17.91163996,270,23.242,69.6669
Year 1 Feb 05 04:00,0,0,11.3,13.275,-51.58453583,87.78272289,132.25,0.625,17.25333491,270,23.242,69.6669
Year 1 Feb 05 05:00,0,0,16.7,18.25,-37.73419848,93.43816736,27,0.125,18.64875162,270,23.242,69.6669
Year 1 Feb 05 06:00,0,0,18.8,20.075,-23.95438845,98.36491197,40.5,0.375,19.4220869,270,23.242,69.6669
Year 1 Feb 05 07:00,0,0,19.05,20.25,-10.34720582,103.3337044,91.5,0.8,19.68115327,270,23.242,69.6669
Year 1 Feb 05 08:00,5.75,4.75,18.95,20.375,2.96596107,108.8639514,228.5,2.325,19.66901572,270,23.242,69.6669
Year 1 Feb 05 09:00,43.25,95.75,18.525,21.15,15.79895574,115.5181002,299.25,3.325,20.67963399,270,23.242,69.6669
Year 1 Feb 05 10:00,104.5,416.5,18.025,22.375,27.83167853,124.0839113,180,4.55,22.79175656,270,23.242,69.6669
Year 1 Feb 05 11:00,107,719.5,17.825,24.125,38.48140174,135.7295281,330.5,4.975,24.64327316,270,23.242,69.6669
Year 1 Feb 05 12:00,121,798.25,17.875,25.65,46.70304035,151.8703968,331.5,5.6,26.31045503,270,23.242,69.6669
Year 1 Feb 05 13:00,203.25,600.75,18.35,26.9,50.94325387,172.809033,292.75,5.275,27.90616014,270,23.242,69.6669
Year 1 Feb 05 14:00,349.5,175.75,18.875,27.35,49.94521986,195.367195,305.75,5.025,30.78726331,270,23.242,69.6669
Year 1 Feb 05 15:00,328.25,220.75,19.45,27.325,44.04142171,214.6844843,279.75,3.95,33.78009892,270,23.242,69.6669
Year 1 Feb 05 16:00,258.75,119.25,19.75,26.625,34.76468783,229.0192296,311.5,3.45,33.9877051,270,23.242,69.6669
Year 1 Feb 05 17:00,168.5,82,19.95,25.65,23.51201753,239.365368,317.75,2.95,32.54955483,270,23.242,69.6669
Year 1 Feb 05 18:00,57.5,10.5,19.85,24.35,11.1336947,247.1121851,195.75,3.55,28.02260205,270,23.242,69.6669
Year 1 Feb 05 19:00,8.5,1.5,19.8,23.25,-1.904709098,253.2754799,178.5,3.725,25.63912779,270,23.242,69.6669
Year 1 Feb 05 20:00,0,0,19.725,22.25,-15.34354543,258.5394623,322.75,3.85,24.2170774,270,23.242,69.6669
Year 1 Feb 05 21:00,0,0,19.7,21.7,-29.02662466,263.4278468,184.5,2.625,23.43072258,270,23.242,69.6669
Year 1 Feb 05 22:00,0,0,19.55,21,-42.84483158,268.5038674,90,1.525,22.69685992,270,23.242,69.6669
Year 1 Feb 05 23:00,0,0,19.125,20.35,-56.68936137,274.8005263,18.25,0.325,22.20227058,270,23.242,69.6669
Year 1 Feb 06 00:00,0,0,18.475,19.375,-70.32056221,285.8755427,84.75,0.525,21.61214589,270,23.242,69.6669
Year 1 Feb 06 01:00,0,0,17.85,18.725,-81.4436322,30.10062197,157.25,1,20.9775196,270,23.242,69.6669
Year 1 Feb 06 02:00,0,0,17.4,18.3,-78.09187479,54.84366171,245.5,1.925,20.19041229,270,23.242,69.6669
Year 1 Feb 06 03:00,0,0,17.3,18.65,-65.26515075,78.61014146,204,1.675,20.09113787,270,23.242,69.6669
Year 1 Feb 06 04:00,0,0,17.675,19.1,-51.51885607,87.30183614,138.5,1.275,20.11253057,270,23.242,69.6669
Year 1 Feb 06 05:00,0,0,17.575,18.6,-37.66797296,93.06172563,31,0.3,19.83300493,270,23.242,69.6669
Year 1 Feb 06 06:00,0,0,16.975,17.875,-23.87991976,98.04173827,11.25,0,19.45851832,270,23.242,69.6669
Year 1 Feb 06 07:00,0,0,17.1,18,-10.25902893,103.0375345,19.5,0,19.23181216,270,23.242,69.6669
Year 1 Feb 06 08:00,4.25,1.75,18.175,19.075,3.073266896,108.5787801,5.25,0,19.41673732,270,23.242,69.6669
Year 1 Feb 06 09:00,31.25,153.25,19.475,21.35,15.93190684,115.2336425,0,0.375,20.8067183,270,23.242,69.6669
Year 1 Feb 06 10:00,67.75,684.5,19.8,24.025,27.99862356,123.7963999,14.25,1.175,23.59302003,270,23.242,69.6669
Year 1 Feb 06 11:00,48,985.5,18.975,26.725,38.69205757,135.4499803,72.25,2.45,25.92754369,270,23.242,69.6669
Year 1 Feb 06 12:00,57,1025,17.2,28.6,46.96324941,151.6440114,158.25,3.7,27.96341949,270,23.242,69.6669
Year 1 Feb 06 13:00,108.5,893,14.675,29.825,51.24051928,172.7197501,261.25,4.675,29.59577331,270,23.242,69.6669
Year 1 Feb 06 14:00,155.5,770,12.05,30.175,50.24233291,195.4565722,162,4.975,33.70251889,270,23.242,69.6669
Year 1 Feb 06 15:00,176,671.75,10.275,30.125,44.30541008,214.8919588,29.25,4.7,39.26678904,270,23.242,69.6669
Year 1 Feb 06 16:00,227.75,390.75,10.05,29.5,34.98727371,229.2709866,23.25,4.075,40.86496746,270,23.242,69.6669
Year 1 Feb 06 17:00,191,248,10.85,28.475,23.69853647,239.6273696,348,3.45,39.97299955,270,23.242,69.6669
Year 1 Feb 06 18:00,102.5,139.5,12.3,26.7,11.2918652,247.3770819,297.5,3.15,37.03278912,270,23.242,69.6669
Year 1 Feb 06 19:00,13,6,13.525,24.7,-1.768203443,253.5475986,271.25,3.325,29.97696802,270,23.242,69.6669
Year 1 Feb 06 20:00,0,0,14.4,22.4,-15.22324208,258.8294039,269.25,3.775,26.30045281,270,23.242,69.6669
Year 1 Feb 06 21:00,0,0,14.75,20.6,-28.91759454,263.7531167,291.75,4.2,24.19015481,270,23.242,69.6669
Year 1 Feb 06 22:00,0,0,15.325,19.375,-42.74143522,268.8953222,300.5,4.15,22.6922096,270,23.242,69.6669
Year 1 Feb 06 23:00,0,0,16.025,19.025,-56.58223869,275.3228556,277.75,3.5,21.98984227,270,23.242,69.6669
Year 1 Feb 07 00:00,0,0,17.1,19.075,-70.18442684,286.6982712,205.5,2.4,21.63932005,270,23.242,69.6669
Year 1 Feb 07 01:00,0,0,18.225,19.55,-81.18176461,29.39336586,112.75,1.2,21.75533389,270,23.242,69.6669
Year 1 Feb 07 02:00,0,0,19.025,19.775,-77.91332403,53.62770993,22.25,0.225,21.71612951,270,23.242,69.6669
Year 1 Feb 07 03:00,0,0,19.2,19.8,-65.17501839,77.89490006,0,0,21.47312069,270,23.242,69.6669
Year 1 Feb 07 04:00,0,0,18.825,19.275,-51.44688641,86.81687769,0,0,21.28725187,270,23.242,69.6669
Year 1 Feb 07 05:00,0,0,17.95,19.625,-37.59622123,92.68163481,0,0.825,21.19292247,270,23.242,69.6669
Year 1 Feb 07 06:00,0,0,17.925,19.35,-23.80035782,97.71531383,0,0.425,20.93742058,270,23.242,69.6669
Year 1 Feb 07 07:00,0,0,17.7,18.9,-10.16602048,102.7383664,0,0.05,20.62409454,270,23.242,69.6669
Year 1 Feb 07 08:00,4.75,2.5,17.675,19.1,3.185251537,108.2907356,0,0,20.62414827,270,23.242,69.6669
Year 1 Feb 07 09:00,43.25,40.75,17.1,20.025,16.06947296,114.9463409,72.75,0.825,21.176313,270,23.242,69.6669
Year 1 Feb 07 10:00,117.25,255.75,16.975,21.575,28.17021622,123.506052,177.25,1.925,23.23140166,270,23.242,69.6669
Year 1 Feb 07 11:00,147,577.75,16.7,23.2,38.90751118,135.1678629,270.75,3.025,25.16588725,270,23.242,69.6669
Year 1 Feb 07 12:00,223.25,473.5,17.125,24.5,47.22845691,151.41654,314.75,3.675,26.67439751,270,23.242,69.6669
Year 1 Feb 07 13:00,233.5,546,17.525,25.1,51.54255089,172.633477,313.75,4.325,27.62648067,270,23.242,69.6669
Year 1 Feb 07 14:00,297.5,396.25,18.05,25.05,50.54290035,195.5536582,280.25,4.875,30.33825872,270,23.242,69.6669
Year 1 Feb 07 15:00,334.5,206,17.9,24.475,44.57103582,215.1084958,255,5.9,31.64506536,270,23.242,69.6669
Year 1 Feb 07 16:00,270,172.25,17.875,23.85,35.2101189,229.5308144,253.75,6.8,31.74134179,270,23.242,69.6669
Year 1 Feb 07 17:00,194.25,238.5,17.675,23.175,23.88451088,239.896171,283.5,7.6,32.31968251,270,23.242,69.6669
Year 1 Feb 07 18:00,100.75,151.5,17.975,22.55,11.4490799,247.6478665,314,7.425,30.37623493,270,23.242,69.6669
Year 1 Feb 07 19:00,8,1.5,17.95,21.725,-1.632814202,253.8250868,322.5,6.4,24.54979024,270,23.242,69.6669
Year 1 Feb 07 20:00,0,0,17.75,20.675,-15.10403031,259.1245366,283.25,4.45,23.17013942,270,23.242,69.6669
Year 1 Feb 07 21:00,0,0,16.575,19.35,-28.80944941,264.0837199,205.5,2.55,22.12331754,270,23.242,69.6669
Year 1 Feb 07 22:00,0,0,15.675,18.025,-42.63846787,269.2925983,104.5,0.9,21.54824694,270,23.242,69.6669
Year 1 Feb 07 23:00,0,0,14.675,17.175,-56.47462,275.8517459,19.5,0.125,21.03768199,270,23.242,69.6669
Year 1 Feb 08 00:00,0,0,14.85,17.15,-70.04572827,287.5254427,0,0,20.53359695,270,23.242,69.6669
Year 1 Feb 08 01:00,0,0,15.45,17.8,-80.9153285,28.69007514,0,0.6,20.47107281,270,23.242,69.6669
Year 1 Feb 08 02:00,0,0,16.65,18.9,-77.72467586,52.44794076,0,1.25,20.44357182,270,23.242,69.6669
Year 1 Feb 08 03:00,0,0,17.3,19.8,-65.07702668,77.17779455,23.25,1.85,20.33917534,270,23.242,69.6669
Year 1 Feb 08 04:00,0,0,17.925,20.15,-51.3686064,86.32822566,27.25,1.7,20.62462323,270,23.242,69.6669
Year 1 Feb 08 05:00,0,0,16.225,17.5,-37.51894255,92.29812226,6.5,0.4,19.95478786,270,23.242,69.6669
Year 1 Feb 08 06:00,0,0,15.375,16.225,-23.7157211,97.385799,0,0,19.0329598,270,23.242,69.6669
Year 1 Feb 08 07:00,0,0,15.15,16.775,-10.06821713,102.4363232,0,0,18.77675664,270,23.242,69.6669
Year 1 Feb 08 08:00,7.75,13.5,14.725,17.15,3.301860578,107.9999147,0,0,18.74993579,270,23.242,69.6669
Year 1 Feb 08 09:00,51.75,68.5,14.975,19.075,16.21158209,114.6562686,81.75,1.05,19.93193746,270,23.242,69.6669
Year 1 Feb 08 10:00,108.25,275.25,15.325,20.9,28.34636775,123.2129119,172,2.15,22.16098076,270,23.242,69.6669
Year 1 Feb 08 11:00,140.25,636.5,15.925,23.325,39.1276612,134.8831824,284.5,3.525,24.39460474,270,23.242,69.6669
Year 1 Feb 08 12:00,243.5,409.5,15.425,24.45,47.49855807,151.1879662,331.5,4.125,26.45740176,270,23.242,69.6669
Year 1 Feb 08 13:00,152.25,778.25,14.6,25.65,51.84924153,172.5502615,177.25,4.425,27.33601348,270,23.242,69.6669
Year 1 Feb 08 14:00,250,528.75,13.05,26,50.84679338,195.6585763,327.25,4.05,31.2826045,270,23.242,69.6669
Year 1 Feb 08 15:00,197,615,12.525,27.05,44.83815687,215.3341577,320.25,3.9,36.7311939,270,23.242,69.6669
Year 1 Feb 08 16:00,277.75,212,12.8,27.25,35.4330967,229.7986879,297.25,3.45,36.79844597,270,23.242,69.6669
Year 1 Feb 08 17:00,180.25,107,14.4,27.35,24.06984206,240.1716995,308.5,3.3,35.20898758,270,23.242,69.6669
Year 1 Feb 08 18:00,62.5,13,15.875,25.675,11.60526878,247.9244454,295.5,2.775,30.01531973,270,23.242,69.6669
Year 1 Feb 08 19:00,6.5,0.5,17.55,23.9,-1.498584904,254.1078403,313.75,2.6,26.73545943,270,23.242,69.6669
Year 1 Feb 08 20:00,0,0,18.525,21.475,-14.98592887,259.4247468,316.75,2.3,24.64979073,270,23.242,69.6669
Year 1 Feb 08 21:00,0,0,19.15,20.425,-28.70218324,264.4195274,171.75,2.65,23.53434862,270,23.242,69.6669
Year 1 Feb 08 22:00,0,0,18.7,19.325,-42.53589627,269.6955348,343.75,2.725,22.27406501,270,23.242,69.6669
Year 1 Feb 08 23:00,0,0,17.75,19,-56.36643931,276.3869503,320.5,2.775,21.42371683,270,23.242,69.6669
Year 1 Feb 09 00:00,0,0,15.925,17.65,-69.90437625,288.3564773,223.5,1.975,20.83612084,270,23.242,69.6669
Year 1 Feb 09 01:00,0,0,14.65,16.675,-80.64437873,27.99190075,130,1.25,19.98992416,270,23.242,69.6669
Year 1 Feb 09 02:00,0,0,13.875,15.375,-77.52618398,51.30491876,27.25,0.275,19.30662364,270,23.242,69.6669
Year 1 Feb 09 03:00,0,0,14.225,15.45,-64.97116488,76.45966403,0,0,18.78012008,270,23.242,69.6669
Year 1 Feb 09 04:00,0,0,14.7,15.525,-51.28400364,85.83625697,0,0,18.57878206,270,23.242,69.6669
Year 1 Feb 09 05:00,0,0,13.225,13.925,-37.43614222,91.91141455,0,0,17.72256366,270,23.242,69.6669
Year 1 Feb 09 06:00,0,0,10.975,11.9,-23.62603309,97.05335314,3,0.075,16.51552521,270,23.242,69.6669
Year 1 Feb 09 07:00,0,0,11,11.55,-9.965659888,102.1315264,2.5,0.025,16.09354541,270,23.242,69.6669
Year 1 Feb 09 08:00,8.75,21.75,11.275,12.65,3.423035751,107.7064129,0.5,0,16.06793568,270,23.242,69.6669
Year 1 Feb 09 09:00,30.5,332.75,8.525,16.15,16.35815874,114.3634968,0,0.075,17.54274482,270,23.242,69.6669
Year 1 Feb 09 10:00,13.25,1077.5,6.25,20.275,28.52698632,122.9170218,0,0.4,20.13605824,270,23.242,69.6669
Year 1 Feb 09 11:00,1.5,1100,2.05,24.525,39.35240357,134.5959423,0,1.175,22.4789026,270,23.242,69.6669
Year 1 Feb 09 12:00,33.5,1029.25,1.025,26.95,47.77344603,150.958269,12,2.375,25.08604435,270,23.242,69.6669
Year 1 Feb 09 13:00,118,869,1.775,28.3,52.16048274,172.47015,27.25,3.675,27.79019561,270,23.242,69.6669
Year 1 Feb 09 14:00,80.75,990,1.025,28.3,51.15388204,195.7714504,41.5,4.75,32.35717898,270,23.242,69.6669
Year 1 Feb 09 15:00,156.25,748.25,3.625,28.575,45.10663079,215.569004,45,5.15,37.88300933,270,23.242,69.6669
Year 1 Feb 09 16:00,246.5,412,2.575,28.4,35.65608157,230.0745774,39.75,4.75,40.10415363,270,23.242,69.6669
Year 1 Feb 09 17:00,128.75,529.75,1,28.225,24.25443354,240.4538786,26.75,3.625,44.30007649,270,23.242,69.6669
Year 1 Feb 09 18:00,99.75,162.75,5.425,26.625,11.76036463,248.2067225,14.75,2.25,38.13546883,270,23.242,69.6669
Year 1 Feb 09 19:00,3,0,9.325,24.375,-1.365556131,254.3957534,3.75,1,30.04002704,270,23.242,69.6669
Year 1 Feb 09 20:00,0,0,12.575,21.1,-14.8689536,259.7299192,0.25,0.175,26.96722076,270,23.242,69.6669
Year 1 Feb 09 21:00,0,0,12.35,18.55,-28.59578737,264.760409,0,0,24.58080767,270,23.242,69.6669
Year 1 Feb 09 22:00,0,0,11.775,16.425,-42.43368505,270.1039697,0.75,0,23.03176415,270,23.242,69.6669
Year 1 Feb 09 23:00,0,0,10.05,15.825,-56.25762969,276.9282202,0.25,0,21.61784155,270,23.242,69.6669
Year 1 Feb 10 00:00,0,0,10.925,15.575,-69.76028398,289.1907981,1.5,0.075,20.81208348,270,23.242,69.6669
Year 1 Feb 10 01:00,0,0,12.15,16.175,-80.36897416,27.29982992,0.5,0.1,20.32400379,270,23.242,69.6669
Year 1 Feb 10 02:00,0,0,14.5,16.25,-77.31811241,50.19893126,0,0.025,20.0276319,270,23.242,69.6669
Year 1 Feb 10 03:00,0,0,14.825,16.275,-64.85743586,75.74132978,0,0,19.51365764,270,23.242,69.6669
Year 1 Feb 10 04:00,0,0,14.025,15.1,-51.19307379,85.3413464,0,0,18.94950973,270,23.242,69.6669
Year 1 Feb 10 05:00,0,0,8.625,12.225,-37.34783156,91.52173706,0,0,17.54351441,270,23.242,69.6669
Year 1 Feb 10 06:00,0,0,7.725,10.95,-23.53132223,96.71813444,27.75,0.075,16.49297433,270,23.242,69.6669
Year 1 Feb 10 07:00,0,0,8.225,11.4,-9.858394042,101.8240963,31.75,0.25,16.04868192,270,23.242,69.6669
Year 1 Feb 10 08:00,6.25,5.25,8.9,12.95,3.548714989,107.410324,7.5,0.075,16.31058654,270,23.242,69.6669
Year 1 Feb 10 09:00,41.75,136.5,8.35,16.025,16.50912403,114.0680954,0,0,18.06554579,270,23.242,69.6669
Year 1 Feb 10 10:00,70.25,637.25,7.875,19.75,28.71197704,122.6184216,0,0,21.15862337,270,23.242,69.6669
Year 1 Feb 10 11:00,5.5,1100,6.675,23.475,39.58163153,134.3061424,0,0,22.80907064,270,23.242,69.6669
Year 1 Feb 10 12:00,29,1058.75,6.225,26.05,48.05301195,150.7274232,90.75,0.375,24.91972726,270,23.242,69.6669
Year 1 Feb 10 13:00,108.75,901.75,5.375,27.425,52.47616486,172.3931867,219.25,1.4,27.09488732,270,23.242,69.6669
Year 1 Feb 10 14:00,154.75,783.5,5.325,27.475,51.4640352,195.8924051,153,2.525,32.19691654,270,23.242,69.6669
Year 1 Feb 10 15:00,180.75,672,4.875,26.95,45.37631491,215.813091,21.75,3.775,37.56647348,270,23.242,69.6669
Year 1 Feb 10 16:00,215.5,453.5,5.825,25.9,35.87894928,230.3584485,8.75,4.55,38.85790056,270,23.242,69.6669
Year 1 Feb 10 17:00,194,270.5,7.25,24.85,24.43819124,240.7426279,310.25,4.925,37.03405218,270,23.242,69.6669
Year 1 Feb 10 18:00,108.75,137.5,10.225,23.4,11.91430307,248.494599,259.25,4.55,33.68641187,270,23.242,69.6669
Year 1 Feb 10 19:00,16.5,11,12.6,21.875,-1.233765489,254.6887183,238.25,4.1,27.63609671,270,23.242,69.6669
Year 1 Feb 10 20:00,0,0,14.45,20.075,-14.7531175,260.0399375,261.25,3.475,24.21726436,270,23.242,69.6669
Year 1 Feb 10 21:00,0,0,14.375,18.475,-28.49025054,265.1062335,294,3.3,22.60739907,270,23.242,69.6669
Year 1 Feb 10 22:00,0,0,13.6,16.9,-42.33179677,270.51774,313.25,3.075,21.04401265,270,23.242,69.6669
Year 1 Feb 10 23:00,0,0,11.675,15.825,-56.14812344,277.4753048,281.75,2.85,19.80330359,270,23.242,69.6669
Year 1 Feb 11 00:00,0,0,10.275,14.85,-69.6133684,290.0278327,210,2.125,18.94914968,270,23.242,69.6669
Year 1 Feb 11 01:00,0,0,8.875,14.225,-80.08917754,26.61470814,107.5,1.225,18.15035989,270,23.242,69.6669
Year 1 Feb 11 02:00,0,0,8.35,13.575,-77.10073317,49.13002317,20,0.25,17.73867732,270,23.242,69.6669
Year 1 Feb 11 03:00,0,0,7.325,13.1,-64.73585596,75.02359167,0,0,17.33542829,270,23.242,69.6669
Year 1 Feb 11 04:00,0,0,7.225,12.25,-51.09582061,84.84386551,0,0,16.78547553,270,23.242,69.6669
Year 1 Feb 11 05:00,0,0,8.425,10.95,-37.25402789,91.12931354,0,0,15.95910748,270,23.242,69.6669
Year 1 Feb 11 06:00,0,0,9.1,9.7,-23.43162192,96.38029968,12,0,15.03732685,270,23.242,69.6669
Year 1 Feb 11 07:00,0,0,9.8,10,-9.746469152,101.514152,16,0,14.82429836,270,23.242,69.6669
Year 1 Feb 11 08:00,8.5,15.75,10.15,11.55,3.678832476,107.1117405,4,0,15.17653056,270,23.242,69.6669
Year 1 Feb 11 09:00,35.25,266.75,10.125,15.15,16.66439572,113.7701323,0,0.75,16.93420488,270,23.242,69.6669
Year 1 Feb 11 10:00,29.25,933.5,9.5,19.275,28.90124203,122.317149,0,2.2,19.41747308,270,23.242,69.6669
Year 1 Feb 11 11:00,1.5,1100,8.025,23.525,39.81523573,134.0137794,17.25,4.4,21.94796869,270,23.242,69.6669
Year 1 Feb 11 12:00,19.75,1086.25,5.275,26.1,48.33714503,150.4953985,35.75,6.725,24.76821786,270,23.242,69.6669
Year 1 Feb 11 13:00,56.75,1058.75,2.7,27.575,52.79617706,172.3194143,43,8.8,27.03266793,270,23.242,69.6669
Year 1 Feb 11 14:00,46.5,1092.75,0.975,27.675,51.77712069,196.0215659,28.25,9.825,31.21211558,270,23.242,69.6669
Year 1 Feb 11 15:00,70.25,1005.75,1.05,27.9,45.64706641,216.0664719,5.75,10,36.37284315,270,23.242,69.6669
Year 1 Feb 11 16:00,117.25,784.75,1.125,27.625,36.10157706,230.6502621,0,9.475,38.97714384,270,23.242,69.6669
Year 1 Feb 11 17:00,114.5,622.25,0.425,27.575,24.62102356,241.0378633,17.25,8.175,42.65748836,270,23.242,69.6669
Year 1 Feb 11 18:00,102,284,0.8,26.55,12.06702264,248.7879733,87.5,6.45,38.70624178,270,23.242,69.6669
Year 1 Feb 11 19:00,21,25,2.35,25.15,-1.103247593,254.9866254,205,5.1,30.91879023,270,23.242,69.6669
Year 1 Feb 11 20:00,0,0,4,22.85,-14.6384307,260.3546843,149.25,4.125,26.46752972,270,23.242,69.6669
Year 1 Feb 11 21:00,0,0,6.125,20.85,-28.38555897,265.4568691,60,3.75,24.47060437,270,23.242,69.6669
Year 1 Feb 11 22:00,0,0,8.125,18.675,-42.23019208,270.9366817,78.5,3.325,22.51193613,270,23.242,69.6669
Year 1 Feb 11 23:00,0,0,9.8,17.125,-56.03785224,278.0279516,19.5,2.9,21.10183033,270,23.242,69.6669
Year 1 Feb 12 00:00,0,0,10.575,15.45,-69.46355032,290.8670137,261,2.05,19.85342417,270,23.242,69.6669
Year 1 Feb 12 01:00,0,0,10.625,14.475,-79.80505536,25.93725754,129.75,1.125,18.86146797,270,23.242,69.6669
Year 1 Feb 12 02:00,0,0,10,13.325,-76.87432421,48.09802985,24.25,0.225,18.46616723,270,23.242,69.6669
