1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jul 17 20:00","11","5.5","26.875","29.5694101754171","27.871576429915","39.6597872686224"
"Year 1 Jul 17 21:00","0","0","26.925","29.4937339402784","27.3572994979016","30.2404574440949"
"Year 1 Jul 17 22:00","0","0","26.975","29.3722263966147","27.224518795412","18.4036769917269"
"Year 1 Jul 17 23:00","0","0","26.7","29.2291714310207","26.9521074577309","5.73770544120106"
"Year 1 Jul 18 00:00","0","0","26.6","29.0811504916279","26.823130016004","-5.61450867853106"
"Year 1 Jul 18 01:00","0","0","26.3","28.9359536030885","26.5342189168591","-15.9497221219163"
"Year 1 Jul 18 02:00","0","0","26.2","28.793969021652","26.3202406033302","-24.6831204537137"
"Year 1 Jul 18 03:00","0","0","25.825","28.6536131509201","25.9921315668621","-32.6505203512288"
"Year 1 Jul 18 04:00","0","0","25.85","28.5142172703879","25.8307574637955","-40.1754142339635"
"Year 1 Jul 18 05:00","0","0","25.525","28.3762579208178","25.6737113939142","-47.6915218244015"
"Year 1 Jul 18 06:00","0","0","25.25","28.2394337601303","25.4620521176876","-53.9261003485864"
"Year 1 Jul 18 07:00","8.25","5.25","25.275","28.1065402114255","25.5948559665363","-59.7576050938576"
"Year 1 Jul 18 08:00","55.5","33.75","25.525","27.9822166120522","26.2155251835946","-64.952308999117"
"Year 1 Jul 18 09:00","143","70","25.9","27.8837108148944","27.3087773675005","-67.9892384589676"
"Year 1 Jul 18 10:00","236.5","85.25","26.3","27.8349389505144","28.9119551948617","-66.8002308865592"
"Year 1 Jul 18 11:00","353.25","141.75","26.55","27.8576925794105","30.5740595952516","-59.6032791810113"
"Year 1 Jul 18 12:00","417.25","124.75","26.675","27.9693083532962","31.5344854032787","-45.1732791494208"
"Year 1 Jul 18 13:00","455.25","126","26.775","28.1578263978259","32.1842663877088","-25.6240371656394"
"Year 1 Jul 18 14:00","406.75","74.75","26.95","28.3956854246211","31.9691165051226","-4.47080515054378"
"Year 1 Jul 18 15:00","354.25","81.25","27.15","28.6376693638159","31.8202186769855","16.5188123386814"
"Year 1 Jul 18 16:00","398.5","194.25","27.35","28.8505169137305","32.2423820429066","33.7109807117561"
"Year 1 Jul 18 17:00","298.25","161.75","27.4","29.040503153592","31.4720068754194","47.7221050059763"
"Year 1 Jul 18 18:00","199.25","183.25","27.175","29.1978392449082","30.283321295972","58.2894001154786"
"Year 1 Jul 18 19:00","92.25","68.5","26.725","29.2941717573923","28.8169894109179","63.45096395409"
"Year 1 Jul 18 20:00","10.5","5","26.15","29.3054609073164","27.3460030041014","61.501025523964"
"Year 1 Jul 18 21:00","0","0","25.55","29.2260758995013","26.4227705869477","52.0854317952601"
"Year 1 Jul 18 22:00","0","0","25.25","29.0712297383468","26.0684230584523","36.8461641007986"
"Year 1 Jul 18 23:00","0","0","25.2","28.8749230282948","25.950345098406","18.8290476920731"
"Year 1 Jul 19 00:00","0","0","25.425","28.6702650205246","25.8167424542219","1.47332034676286"
"Year 1 Jul 19 01:00","0","0","25.725","28.4761585591328","25.879753143059","-13.705807393617"
"Year 1 Jul 19 02:00","0","0","25.95","28.2990159709872","26.0079726486844","-25.7977594112081"
"Year 1 Jul 19 03:00","0","0","25.925","28.1466012066229","25.8655395980145","-35.19450749827"
"Year 1 Jul 19 04:00","0","0","25.75","28.016684628898","25.734142359652","-42.2499155096504"
"Year 1 Jul 19 05:00","0","0","25.325","27.8983083118006","25.7117720156111","-47.6738638369239"
"Year 1 Jul 19 06:00","0","0","25.5","27.7874705634453","25.5177084427672","-51.9107466785565"
"Year 1 Jul 19 07:00","9.5","8.5","26.425","27.68762548613","25.9841479028442","-56.3235071784062"
"Year 1 Jul 19 08:00","63","70","27.3","27.6046346764848","27.0535046532789","-60.3498179035868"
"Year 1 Jul 19 09:00","159.25","158.25","28.25","27.5626171178783","29.030946244675","-60.7747790428138"
"Year 1 Jul 19 10:00","232.5","190.75","28.725","27.5975710908757","30.503467148813","-54.9691683590273"
"Year 1 Jul 19 11:00","298.75","383.5","28.95","27.7245959729737","31.640250944101","-40.9117419978004"
"Year 1 Jul 19 12:00","432.25","161.75","28.7","27.9292965178006","32.5492001569842","-21.2371952471432"
"Year 1 Jul 19 13:00","497","237.5","28.675","28.1877704454987","33.2381659170891","1.56215140897455"
"Year 1 Jul 19 14:00","501.5","256","28.775","28.4811951162562","33.2180857324078","24.1894485157682"
"Year 1 Jul 19 15:00","465.75","303","29.325","28.7703512978597","33.5366823420439","46.5128363614341"
"Year 1 Jul 19 16:00","400.25","257.25","29.8","29.0432631300122","33.7476026833212","65.1386312071874"
"Year 1 Jul 19 17:00","296.75","313","29.975","29.2957934409479","33.2318944662998","81.3517760683163"
"Year 1 Jul 19 18:00","191.75","243","29.325","29.5155903405642","32.0016549762427","94.4233703941983"
"Year 1 Jul 19 19:00","86.5","58.5","28.275","29.6701854413851","30.2642845247371","102.612955019429"
"Year 1 Jul 19 20:00","3.5","0","26.95","29.7297262260334","28.3840425925545","102.728005801454"
"Year 1 Jul 19 21:00","0","0","26.15","29.6776079836016","27.5437740456674","93.7575877147794"
"Year 1 Jul 19 22:00","0","0","25.7","29.5357091133741","26.8932477843031","76.6893017083478"
"Year 1 Jul 19 23:00","0","0","25.75","29.3434817264655","26.5639418299058","56.2336658111146"
"Year 1 Jul 20 00:00","0","0","25.725","29.1322396407062","26.3111742263396","35.1652668107851"
"Year 1 Jul 20 01:00","0","0","25.7","28.9204046047779","26.0094984273759","16.1620063328831"
"Year 1 Jul 20 02:00","0","0","25.325","28.7165176989662","26.0730116717861","-0.478420631261065"
"Year 1 Jul 20 03:00","0","0","25.05","28.5243103070755","25.8218643521315","-14.124124005142"
"Year 1 Jul 20 04:00","0","0","24.85","28.3498724346961","25.3353669615943","-25.3079315838698"
"Year 1 Jul 20 05:00","0","0","24.95","28.1810912051596","25.3480756353271","-34.9153722155805"
"Year 1 Jul 20 06:00","0","0","25.225","28.0182557933717","25.3421858367073","-44.4345698976549"
"Year 1 Jul 20 07:00","11.75","24","25.9","27.8715397246896","25.6138753388595","-52.7738653821561"
"Year 1 Jul 20 08:00","69.5","124.25","26.775","27.7491369204048","26.9284086849662","-59.6173526606614"
"Year 1 Jul 20 09:00","159.25","240.75","27.9","27.6752698808569","28.7470522064026","-62.5815590979627"
"Year 1 Jul 20 10:00","234","370.5","28.8","27.687342218223","30.511158269303","-58.6892823565969"
"Year 1 Jul 20 11:00","295","387","29.45","27.8009227777596","31.9446935402922","-46.2070161571043"
"Year 1 Jul 20 12:00","427.5","151.5","29.525","28.0071589123632","33.335747703809","-26.7413503718783"
"Year 1 Jul 20 13:00","468.5","186.75","29.275","28.2858589397587","33.9664857088863","-1.97581684764917"
"Year 1 Jul 20 14:00","407.75","74.5","28.75","28.6143683562922","33.5601530316405","24.3001827504798"
"Year 1 Jul 20 15:00","430.5","120.75","28.3","28.9294729405707","33.3178540613032","50.2658614091679"
"Year 1 Jul 20 16:00","382.25","140","27.975","29.2020205653964","32.8482564525975","71.1464781247993"
"Year 1 Jul 20 17:00","277.5","105.25","27.825","29.4206974859529","31.7610525614685","85.8910167863194"
"Year 1 Jul 20 18:00","197.25","146.25","27.65","29.5726489269867","30.7387291762588","93.5795886424413"
"Year 1 Jul 20 19:00","92.25","112.5","27.45","29.6473819515231","29.4959986122729","94.0811845283114"
"Year 1 Jul 20 20:00","0","0","27.1","29.6439737850228","28.2237902378783","87.7381292420858"
"Year 1 Jul 20 21:00","0","0","26.775","29.5620743327507","27.5863718734117","75.601820654268"
"Year 1 Jul 20 22:00","0","0","26.4","29.422264461307","26.9786631395105","59.3198311273659"
"Year 1 Jul 20 23:00","0","0","26.075","29.2469353827324","26.7257600702372","41.7799170126342"
"Year 1 Jul 21 00:00","0","0","25.7","29.0564783974536","26.5313535091523","24.4145753942024"
"Year 1 Jul 21 01:00","0","0","25.375","28.8675909370897","26.0788146284387","8.75629010624663"
"Year 1 Jul 21 02:00","0","0","25.075","28.6836949430009","25.653337917448","-5.19114595507166"
"Year 1 Jul 21 03:00","0","0","24.925","28.4989075756706","25.3842543002903","-18.0379166154399"
"Year 1 Jul 21 04:00","0","0","24.825","28.3131201899133","25.109363839901","-29.9024674046238"
"Year 1 Jul 21 05:00","0","0","24.8","28.1289382431659","24.8955590463739","-40.4964889431515"
"Year 1 Jul 21 06:00","0","0","25.25","27.9532832121445","25.00957719915","-50.9275421391723"
"Year 1 Jul 21 07:00","11.5","23","26","27.7932475585798","25.5180890977783","-60.4382373908115"
"Year 1 Jul 21 08:00","65.5","150.75","27.1","27.6641139751603","26.9919015001449","-67.5943016797179"
"Year 1 Jul 21 09:00","143.25","261.25","28","27.5955936248499","28.9260809753864","-69.9928826212665"
"Year 1 Jul 21 10:00","237.25","97.25","28.65","27.6199907437122","30.8930127817809","-63.9359866276692"
"Year 1 Jul 21 11:00","358.75","176","28.65","27.7510143412521","32.7793935565097","-48.8348748436582"
"Year 1 Jul 21 12:00","402.75","106.75","28.3","27.987817388025","33.388020367257","-24.9135619242255"
"Year 1 Jul 21 13:00","426.25","90.5","27.525","28.2983250826424","33.6613829365226","2.38572483830257"
"Year 1 Jul 21 14:00","422.75","85.75","26.775","28.6216900963197","33.1034672741128","31.3081129276048"
"Year 1 Jul 21 15:00","360","60","26.15","28.9140365209341","31.9239570850523","56.5920242354966"
"Year 1 Jul 21 16:00","355.5","97","25.925","29.1358254680782","31.5013786145518","73.9941689377776"
"Year 1 Jul 21 17:00","283.5","111.75","25.975","29.2820760693763","30.6743792846745","82.5377029093359"
"Year 1 Jul 21 18:00","192.5","123","26.375","29.3656050871957","30.0173933822417","84.2442511627837"
"Year 1 Jul 21 19:00","93","99","26.575","29.3926208098121","29.2885621925882","80.07288905072"
"Year 1 Jul 21 20:00","3","0","26.6","29.3691531755492","28.1462233868705","72.6730629606217"
"Year 1 Jul 21 21:00","0","0","26.225","29.2938501047862","27.5571364136268","61.7878154383987"
"Year 1 Jul 21 22:00","0","0","25.8","29.1707874234121","27.1816960302131","48.7216857215382"
"Year 1 Jul 21 23:00","0","0","25.325","29.0200534031501","26.5995335298509","34.30688973515"
"Year 1 Jul 22 00:00","0","0","25.2","28.8545322540389","26.2529609531182","19.8617776271316"
"Year 1 Jul 22 01:00","0","0","25.125","28.6802731546056","26.0519343455696","5.28253125017562"
"Year 1 Jul 22 02:00","0","0","25.175","28.5050665170386","25.8680346905582","-8.05670792614254"
"Year 1 Jul 22 03:00","0","0","24.975","28.3360212776639","25.6852356616539","-19.8250591685426"
"Year 1 Jul 22 04:00","0","0","24.9","28.1735226524686","25.4700917494931","-29.5922633429806"
"Year 1 Jul 22 05:00","0","0","25.65","28.0193164759878","25.679547633796","-38.3312707954146"
"Year 1 Jul 22 06:00","0","0","25.75","27.883494039454","25.7998878200202","-46.8279270590663"
"Year 1 Jul 22 07:00","8","5","26","27.7673367152365","25.9567647947739","-52.1323441929026"
"Year 1 Jul 22 08:00","57.75","73.25","26.475","27.6754877429213","26.8322628701358","-55.9344956500945"
"Year 1 Jul 22 09:00","150","279.25","27.725","27.6192220872533","28.7775730777663","-57.1516933604863"
"Year 1 Jul 22 10:00","232.25","382.25","29.15","27.6385582119713","30.9772314860718","-53.5971278940269"
"Year 1 Jul 22 11:00","365.75","281.5","30.625","27.7661538140698","33.378055996399","-41.8664707657918"
"Year 1 Jul 22 12:00","446.5","287","31.45","28.0183409381011","35.2743893770179","-20.9536388323475"
"Year 1 Jul 22 13:00","490","219.75","31.825","28.379931204934","36.5154031861958","9.15901908865716"
"Year 1 Jul 22 14:00","479.5","152","31.525","28.8221818753009","36.3266346888784","42.6014191061309"
"Year 1 Jul 22 15:00","460.5","176.25","31.1","29.2725859056447","35.8861792167919","77.7126546071102"
"Year 1 Jul 22 16:00","393.5","170.25","30.4","29.6749295967722","34.8799936737069","107.638817518923"
"Year 1 Jul 22 17:00","295.25","139.25","29.75","29.9955434223672","33.4698009136915","129.241066499114"
"Year 1 Jul 22 18:00","179.5","86","28.85","30.2141652093669","31.7516216084201","140.255168148711"
"Year 1 Jul 22 19:00","61.5","17.25","28.075","30.3163522860127","30.1412203158836","140.715825304288"
"Year 1 Jul 22 20:00","0","0","27.225","30.3035680676189","28.6023945908375","130.772602796087"
"Year 1 Jul 22 21:00","0","0","26.775","30.1895507348741","27.8795510729953","112.998004394232"
"Year 1 Jul 22 22:00","0","0","26.25","30.0052797533582","27.3845605912858","90.1354422433281"
"Year 1 Jul 22 23:00","0","0","26.025","29.7859578283742","27.0326238912318","66.6059292176123"
"Year 1 Jul 23 00:00","0","0","25.7","29.5587588121523","26.7679430717155","44.1548273297076"
"Year 1 Jul 23 01:00","0","0","25.6","29.336051905751","26.3645894586558","24.2659687960137"
"Year 1 Jul 23 02:00","0","0","25.45","29.1241353327788","26.2842150259519","6.40223209336653"
"Year 1 Jul 23 03:00","0","0","25.625","28.922427750739","26.2505257394383","-8.96130756903119"
"Year 1 Jul 23 04:00","0","0","25.7","28.7393672519684","26.0103135981259","-21.8764541919087"
"Year 1 Jul 23 05:00","0","0","25.025","28.5706931103949","25.7170845050492","-31.8677583795528"
"Year 1 Jul 23 06:00","0","0","24.95","28.4082329081676","25.4927027778398","-40.1749997209144"
"Year 1 Jul 23 07:00","7.75","5","25.675","28.2548216415522","25.9350073151348","-48.8901741100946"
"Year 1 Jul 23 08:00","53.5","107.75","26.725","28.1204845902644","26.8346788492721","-56.7881160924117"
"Year 1 Jul 23 09:00","131.75","412","28.125","28.0318070857938","29.0182660153549","-61.3169359560153"
"Year 1 Jul 23 10:00","175.25","552.25","29.55","28.028227903607","30.9901608712375","-59.4027480628129"
"Year 1 Jul 23 11:00","265.75","512.75","30.875","28.1395126050429","32.7282282945432","-48.4142747772255"
"Year 1 Jul 23 12:00","448.25","259.25","31.725","28.3620625561421","35.1054875015085","-29.1154605714052"
"Year 1 Jul 23 13:00","490.25","292.75","32.125","28.685834613647","36.5417359238104","-1.57297287393826"
"Year 1 Jul 23 14:00","500.5","211.75","32.05","29.1014815861259","37.5340175150576","31.1071979249194"
"Year 1 Jul 23 15:00","453.25","181","31.775","29.5641718467346","37.3183033735076","66.4251289902651"
"Year 1 Jul 23 16:00","351","97.75","31.175","30.0158872749096","36.0829451554275","101.459206438048"
"Year 1 Jul 23 17:00","289","126","30.55","30.3987743280951","35.0542222407175","128.947845216157"
"Year 1 Jul 23 18:00","170.75","65.75","29.8","30.6809422010007","33.4411099523181","145.663587452874"
"Year 1 Jul 23 19:00","81.25","42.5","29.15","30.8500900168491","31.8043057570331","151.346418457333"
"Year 1 Jul 23 20:00","6.5","1","28.55","30.9046943572503","30.0876423209764","146.05778182448"
"Year 1 Jul 23 21:00","0","0","28.175","30.8496483759198","29.1927329330161","131.444470625355"
"Year 1 Jul 23 22:00","0","0","27.875","30.7105610112826","28.6870211371847","110.157376651609"
"Year 1 Jul 23 23:00","0","0","27.65","30.5244853799965","28.4970037585363","86.9201601133181"
"Year 1 Jul 24 00:00","0","0","27.225","30.32486437712","28.0498874918394","64.6976076992895"
"Year 1 Jul 24 01:00","0","0","26.65","30.1263488379058","27.4451516130478","45.2338804533104"
"Year 1 Jul 24 02:00","0","0","25.975","29.9254236796567","26.8784578206283","27.6808766029035"
"Year 1 Jul 24 03:00","0","0","25.425","29.7181863972303","26.5910950079868","10.9078481630666"
"Year 1 Jul 24 04:00","0","0","24.925","29.5073987609919","26.2100796475555","-4.94001304161923"
"Year 1 Jul 24 05:00","0","0","25.7","29.2999140304268","26.3996636829973","-19.4902532673361"
"Year 1 Jul 24 06:00","0","0","26.375","29.1072879226668","26.5616319221478","-32.7597029589817"
"Year 1 Jul 24 07:00","10.5","17.25","27.175","28.9433656541326","26.7668125386238","-43.2376612475739"
"Year 1 Jul 24 08:00","58.5","164.25","28.15","28.8149869703064","27.996166841315","-51.4021553416392"
"Year 1 Jul 24 09:00","140","403.75","29.075","28.7373878103513","29.9779598524237","-55.4121574926131"
"Year 1 Jul 24 10:00","239.25","322.5","29.9","28.7458231660435","31.4708269372863","-51.9566230485575"
"Year 1 Jul 24 11:00","294.25","448","30.475","28.8564962297052","32.8346852050964","-40.1479799257596"
"Year 1 Jul 24 12:00","436.5","262.25","30.9","29.0536259448398","34.437379619184","-21.8426804702662"
"Year 1 Jul 24 13:00","447","115.5","31.15","29.3262070569456","34.9689785645858","1.37587164875415"
"Year 1 Jul 24 14:00","428","90.75","31.35","29.6512937263507","35.3556243535559","26.3146771921746"
"Year 1 Jul 24 15:00","428","116.25","31.4","29.9849264999075","35.5183095480314","51.6592603622338"
"Year 1 Jul 24 16:00","349.25","127.5","31.175","30.3013687130113","34.9461379222961","74.9797234617823"
"Year 1 Jul 24 17:00","302.75","250.5","30.725","30.5768429805129","34.1983276260642","93.9363413132612"
"Year 1 Jul 24 18:00","197.25","155.75","30.075","30.7903670440577","32.7755284634191","106.699885875398"
"Year 1 Jul 24 19:00","88.25","75.75","29.3","30.9203148728916","30.9494292137687","111.635121545843"
"Year 1 Jul 24 20:00","1","0","28.575","30.9479530956564","29.5092798134607","107.478418244819"
"Year 1 Jul 24 21:00","0","0","28.1","30.8713874409791","28.8771074589033","94.2510725776175"
"Year 1 Jul 24 22:00","0","0","27.85","30.7223025709823","28.4683491828515","75.6427618258859"
"Year 1 Jul 24 23:00","0","0","27.8","30.5396101347864","28.1309537536026","55.3358668909059"
"Year 1 Jul 25 00:00","0","0","27.8","30.348010530689","28.1167632770055","35.932148547396"
"Year 1 Jul 25 01:00","0","0","27.575","30.16224856281","27.9459853556399","18.8603108271811"
"Year 1 Jul 25 02:00","0","0","27.125","29.9911567520604","27.7106392251338","4.87216528953715"
"Year 1 Jul 25 03:00","0","0","26.55","29.8311685025955","27.1762051847784","-6.66259932364897"
"Year 1 Jul 25 04:00","0","0","26.1","29.6737405435363","26.9855590882189","-16.8987929070337"
"Year 1 Jul 25 05:00","0","0","25.7","29.5128357661892","26.4063084571983","-26.6801587480131"
"Year 1 Jul 25 06:00","0","0","25.825","29.3476338058756","26.3954393958044","-35.7926494784551"
"Year 1 Jul 25 07:00","10.75","20.5","26.275","29.1824079174696","26.4775514855346","-45.5537943492683"
"Year 1 Jul 25 08:00","58.75","177.25","27","29.0329924782747","27.5067283774739","-54.3178859289531"
"Year 1 Jul 25 09:00","122.25","473.75","27.875","28.9223151215328","29.1607512105788","-60.0472988319294"
"Year 1 Jul 25 10:00","193","496.25","28.925","28.886887361611","30.5618116340696","-59.470942209568"
"Year 1 Jul 25 11:00","247.25","530","29.8","28.9448119683028","32.2867855371588","-51.4735265106206"
"Year 1 Jul 25 12:00","281.75","595.5","30.525","29.0943971614677","33.8248884374598","-36.2842453479496"
"Year 1 Jul 25 13:00","452.25","307.25","30.925","29.330964462893","35.3633594440857","-15.1705041483992"
"Year 1 Jul 25 14:00","372.5","492","31","29.6421346121812","34.8988953121497","10.57055267646"
"Year 1 Jul 25 15:00","465.25","310.5","30.775","29.9821096390772","34.9499186442437","36.6165747752946"
"Year 1 Jul 25 16:00","394.25","300.5","30.475","30.2896272372081","34.4242663928261","60.897578922864"
"Year 1 Jul 25 17:00","301","258.25","30.1","30.5481164061004","33.4571375030319","79.4017145897507"
"Year 1 Jul 25 18:00","184.5","331.75","29.775","30.7388587475141","32.3056306285832","91.0207543319273"
"Year 1 Jul 25 19:00","90.5","226.25","29.475","30.8484409196451","30.973445080684","94.6304707800627"
"Year 1 Jul 25 20:00","10","5.5","29.1","30.8722387282051","29.7702859690993","90.3456910666953"
"Year 1 Jul 25 21:00","0","0","28.625","30.812558920465","29.1086812783244","79.3246564999065"
"Year 1 Jul 25 22:00","0","0","28.125","30.6895081675705","28.7601702092965","64.2536443507484"
"Year 1 Jul 25 23:00","0","0","27.55","30.5321733575595","28.136227615609","47.7873439217354"
"Year 1 Jul 26 00:00","0","0","27.1","30.3579369497008","27.6303994069966","31.6870007766517"
"Year 1 Jul 26 01:00","0","0","26.625","30.1717049887855","27.2115209584514","15.5264997556668"
"Year 1 Jul 26 02:00","0","0","26.275","29.9772521481683","26.8641876571511","0.167464038239695"
"Year 1 Jul 26 03:00","0","0","25.975","29.7800927296226","26.3946511698346","-14.2556061861164"
"Year 1 Jul 26 04:00","0","0","25.75","29.5812468923625","26.2514572297448","-27.475412687025"
"Year 1 Jul 26 05:00","0","0","25.775","29.3824632285716","26.2776564753392","-39.3386178868563"
"Year 1 Jul 26 06:00","0","0","26.1","29.1988141927319","26.3164828670257","-50.22672735111"
"Year 1 Jul 26 07:00","11.5","39","26.875","29.0386277381134","26.6927212946829","-59.4092645703166"
"Year 1 Jul 26 08:00","57","258.25","27.775","28.9092098581935","27.9316604181713","-66.4804030363227"
"Year 1 Jul 26 09:00","110.25","549.75","28.9","28.8318420486184","29.7164700530135","-69.1798275286295"
"Year 1 Jul 26 10:00","183.25","521.25","29.875","28.8389690439838","31.3673784449519","-65.1200143860833"
"Year 1 Jul 26 11:00","243","553","30.775","28.9447852915791","32.7611170381845","-52.848839460006"
"Year 1 Jul 26 12:00","297.25","543.5","31.3","29.1414383987557","34.1534933876779","-34.2033672150808"
"Year 1 Jul 26 13:00","317","590.25","31.7","29.4102433919074","34.9845540889777","-10.4407384739885"
"Year 1 Jul 26 14:00","468.5","332.25","31.8","29.7291614236002","35.8694176334129","15.3683113164458"
"Year 1 Jul 26 15:00","355.25","401.75","31.8","30.0768091846647","35.3177312515934","41.1765046628187"
"Year 1 Jul 26 16:00","347.25","194.75","31.575","30.40785558228","35.0066658593673","66.4669200966308"
"Year 1 Jul 26 17:00","239","434.75","31.125","30.6885459379358","34.0761467416243","86.1792151856503"
"Year 1 Jul 26 18:00","184.75","274","30.325","30.9014640164999","32.8059119470556","99.2940530103883"
"Year 1 Jul 26 19:00","89.75","65.75","29.5","31.0288232958518","31.2278634310886","104.760880945619"
"Year 1 Jul 26 20:00","11.5","8.5","28.625","31.0589894831829","29.6440509004803","101.354172939559"
"Year 1 Jul 26 21:00","0","0","28.1","30.990189641075","28.8007768023209","89.7495359758997"
"Year 1 Jul 26 22:00","0","0","27.7","30.8432833660175","28.3177993877161","71.7888619307534"
"Year 1 Jul 26 23:00","0","0","27.45","30.6531594487828","27.9785744307399","51.5935630826889"
"Year 1 Jul 27 00:00","0","0","27.1","30.4477348111697","27.5236573764589","31.9234831089229"
"Year 1 Jul 27 01:00","0","0","26.7","30.2397665596872","27.1597674225001","13.9048404778289"
"Year 1 Jul 27 02:00","0","0","26.15","30.0318840432895","26.7916486283836","-2.44797519639484"
"Year 1 Jul 27 03:00","0","0","25.775","29.825461927233","26.6188816948096","-17.0001014750426"
"Year 1 Jul 27 04:00","0","0","25.55","29.6242238558027","26.2073794727309","-30.0225276535601"
"Year 1 Jul 27 05:00","0","0","25.125","29.4276775073093","25.7852690675841","-41.1411540910255"
"Year 1 Jul 27 06:00","0","0","25.375","29.2324329311907","25.7816761076598","-51.8969535908734"
"Year 1 Jul 27 07:00","11","25","25.875","29.0464171332567","26.2697556475338","-62.7515355998064"
"Year 1 Jul 27 08:00","64.25","150.5","26.75","28.8858185745125","27.2945026346177","-71.366853672455"
"Year 1 Jul 27 09:00","131.25","373","27.45","28.7781289642787","28.6432431213523","-75.8112187230511"
"Year 1 Jul 27 10:00","170.75","573.75","28.275","28.7431892792295","29.9846083799842","-73.4675198223315"
"Year 1 Jul 27 11:00","282.5","476","28.725","28.7906571736963","31.1561548137373","-64.6593614067897"
"Year 1 Jul 27 12:00","446","287.75","29.175","28.912935937512","32.7640417085681","-49.6032004203106"
"Year 1 Jul 27 13:00","495.75","268","29.15","29.1073756838531","33.4275838704292","-29.8988689071806"
"Year 1 Jul 27 14:00","500","233.25","28.875","29.3574758924371","33.6919388500075","-6.90834039385043"
"Year 1 Jul 27 15:00","453","158.25","27.975","29.6259916467567","33.0317509558751","16.2366239391982"
"Year 1 Jul 27 16:00","369.75","120.25","27.1","29.8622731154428","31.9415315690415","38.2295690396513"
"Year 1 Jul 27 17:00","260","89","26.225","30.0330358860206","30.4974091694196","52.9401644581266"
"Year 1 Jul 27 18:00","193.25","135.75","25.925","30.1132185134072","29.4418140397079","58.8018058651729"
"Year 1 Jul 27 19:00","87.75","61.75","25.75","30.1062119472588","28.1061655375589","55.3369586627298"
"Year 1 Jul 27 20:00","0","0","25.925","30.0187799430438","27.0415443208822","45.0174633092185"
"Year 1 Jul 27 21:00","0","0","25.925","29.863991794926","26.8039398986147","28.9754093142626"
"Year 1 Jul 27 22:00","0","0","25.975","29.6680320489688","26.460116490036","11.3045248208898"
"Year 1 Jul 27 23:00","0","0","25.85","29.4616675264235","26.4121387754053","-5.71437717432675"
"Year 1 Jul 28 00:00","0","0","26.025","29.258912030833","26.4298500466287","-20.5058922217581"
"Year 1 Jul 28 01:00","0","0","25.95","29.0726516862064","26.2180193910068","-32.4965895602552"
"Year 1 Jul 28 02:00","0","0","25.975","28.9049335650415","26.1007657168807","-42.3097199290818"
"Year 1 Jul 28 03:00","0","0","25.625","28.7512846987541","25.8125873651014","-50.7657418523649"
"Year 1 Jul 28 04:00","0","0","25.35","28.6040327743968","25.7386327690638","-57.5153346601219"
"Year 1 Jul 28 05:00","0","0","25.225","28.4619457986958","25.6026908628085","-63.6939797612382"
"Year 1 Jul 28 06:00","0","0","25.35","28.3275063307916","25.6190110408753","-69.0268987614957"
"Year 1 Jul 28 07:00","1.75","0","25.85","28.2028151519275","25.5641401270164","-73.7843878133508"
"Year 1 Jul 28 08:00","37.5","65.25","26.45","28.0917939931756","26.5436243578077","-77.8655367375975"
"Year 1 Jul 28 09:00","154.75","231.5","27.275","28.0080417806562","28.4481951690915","-79.7444348164524"
"Year 1 Jul 28 10:00","220.25","274","28.025","27.9967237172248","29.9640908317425","-75.7826690260456"
"Year 1 Jul 28 11:00","212","634.5","28.8","28.0783084083271","30.9409132980605","-64.0596096211523"
"Year 1 Jul 28 12:00","295","552.75","29.375","28.2411560207236","32.3291236119702","-46.6872077134449"
"Year 1 Jul 28 13:00","303","601.5","29.95","28.467603794419","33.0771484507806","-25.4701903382388"
"Year 1 Jul 28 14:00","353","525.5","30.325","28.7416428370944","33.7015934720363","-2.42172067621141"
"Year 1 Jul 28 15:00","421.75","378","30.625","29.0405125317637","33.9689371823304","20.2791700745004"
"Year 1 Jul 28 16:00","253.75","531","30.7","29.3408421486242","33.2067958458744","42.3519708901111"
"Year 1 Jul 28 17:00","283.5","217.75","30.475","29.6035322259598","33.0387164449741","61.2096360025972"
"Year 1 Jul 28 18:00","156.25","339.5","29.875","29.8116907183242","31.8684753898923","74.8052253459286"
"Year 1 Jul 28 19:00","70.5","30.75","29.1","29.9544802228744","30.4297400455878","82.8196045645334"
"Year 1 Jul 28 20:00","0","0","28.225","30.0112746527435","29.0641807419005","83.1040702324418"
"Year 1 Jul 28 21:00","0","0","27.55","29.9757567746787","28.2097958703167","75.7133842760311"
"Year 1 Jul 28 22:00","0","0","26.95","29.8650082810758","27.6139733194498","62.4547669797415"
"Year 1 Jul 28 23:00","0","0","26.5","29.7057409908825","27.1044794647353","46.231155671579"
"Year 1 Jul 29 00:00","0","0","26.025","29.521181935833","26.5388657634053","29.1082949821994"
"Year 1 Jul 29 01:00","0","0","25.675","29.3225026870547","26.0667315816488","12.244589425832"
