1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Mar 27 15:00","126.75","834.75","36.625","30.1380342937113","37.0227925377963","-9.16022415478498"
"Year 1 Mar 27 16:00","130.5","729.25","37","30.5460008155357","37.4055497769733","22.1416317720266"
"Year 1 Mar 27 17:00","122","533.5","37","30.9665757373573","37.1289112105885","52.2273200046032"
"Year 1 Mar 27 18:00","87.75","221.25","37","31.3603602206847","36.272732171562","78.7075497126339"
"Year 1 Mar 27 19:00","10.5","0","35.5","31.6848804411524","34.2665402722072","99.5202844949026"
"Year 1 Mar 27 20:00","0","0","33.5","31.8972170409912","32.8067168204982","111.964774612817"
"Year 1 Mar 27 21:00","0","0","31.5","31.9816675379894","31.5972486217287","113.065019542071"
"Year 1 Mar 27 22:00","0","0","30.325","31.9567054966114","30.6878265831413","105.009880831151"
"Year 1 Mar 27 23:00","0","0","29.35","31.8555190741045","29.8900604096808","90.0219581364692"
"Year 1 Mar 28 00:00","0","0","28.425","31.6998646506132","29.1100719872803","72.4294067510427"
"Year 1 Mar 28 01:00","0","0","27","31.5066624755247","28.1802929821772","53.5642855586779"
"Year 1 Mar 28 02:00","0","0","25.4","31.2791535011898","27.1418600733568","34.7669952796563"
"Year 1 Mar 28 03:00","0","0","23.8","31.0199089026806","26.0683731277785","14.7442349818237"
"Year 1 Mar 28 04:00","0","0","23.325","30.7273826572533","25.3650763169755","-6.50440367243463"
"Year 1 Mar 28 05:00","0","0","23.3","30.4129376568466","24.9198755536656","-29.4343331948697"
"Year 1 Mar 28 06:00","0","0","23.225","30.0880226667336","24.5486210368046","-50.885667680127"
"Year 1 Mar 28 07:00","19.75","27.5","24.7","29.7672575564335","25.1807428797422","-70.2255031579313"
"Year 1 Mar 28 08:00","100.75","173.5","26.775","29.4906548797549","27.217549925629","-89.6891804581161"
"Year 1 Mar 28 09:00","178.75","432.25","28.8","29.3029222268575","29.8727584213241","-101.329758685132"
"Year 1 Mar 28 10:00","174","679.25","30.8","29.2563928157707","32.0018387898016","-100.639847970662"
"Year 1 Mar 28 11:00","157.75","816","32.875","29.363607542074","33.8307313339639","-87.2810491118084"
"Year 1 Mar 28 12:00","166.5","858","34.9","29.6036327325824","35.5870188251105","-65.0443548998768"
"Year 1 Mar 28 13:00","148.5","894","35.85","29.9432943667387","36.6028073042149","-35.6747683145898"
"Year 1 Mar 28 14:00","148","880","36.45","30.3419308591594","37.3771105844026","-1.49976073678758"
"Year 1 Mar 28 15:00","160.75","815.5","37.05","30.769712413621","38.0560472911005","31.6726587530595"
"Year 1 Mar 28 16:00","160.75","706.5","37.65","31.2065767306023","38.321130661517","61.4923108496158"
"Year 1 Mar 28 17:00","144.5","509.75","38.25","31.6258989410076","38.2200787201891","89.5494012353273"
"Year 1 Mar 28 18:00","92.5","219.75","38.85","32.0094596584111","37.4734955987807","113.20265365203"
"Year 1 Mar 28 19:00","11","0","37.575","32.3336154006455","35.5718292993554","130.645550752773"
"Year 1 Mar 28 20:00","0","0","35.6","32.5543073595115","34.0812244925921","140.994025683859"
"Year 1 Mar 28 21:00","0","0","33.675","32.6540493337538","32.8483582799023","140.492811838415"
"Year 1 Mar 28 22:00","0","0","32.3","32.6465479654776","31.8990104871676","130.997475478556"
"Year 1 Mar 28 23:00","0","0","31.1","32.5604499141712","31.0753548129536","115.023208378929"
"Year 1 Mar 29 00:00","0","0","29.9","32.4188897182488","30.2821750569004","96.0972441474257"
"Year 1 Mar 29 01:00","0","0","28.7","32.2372004398001","29.4998952949728","76.2179790115357"
"Year 1 Mar 29 02:00","0","0","27.5","32.0257262143113","28.7161040003234","55.9255440260418"
"Year 1 Mar 29 03:00","0","0","26.3","31.7900360588437","27.9262264790092","35.5829466735921"
"Year 1 Mar 29 04:00","0","0","26","31.5358942155122","27.3988431363243","14.775982215156"
"Year 1 Mar 29 05:00","0","0","25.925","31.2722300562972","27.0050743935183","-6.41930181485927"
"Year 1 Mar 29 06:00","0","0","25.9","31.0059225602333","26.6829070601875","-25.8691068281945"
"Year 1 Mar 29 07:00","20.25","29","25.9","30.7438763679517","26.7533037590691","-42.9556650657656"
"Year 1 Mar 29 08:00","102.25","180","25.825","30.4972439747729","27.9097421159261","-57.6197104980998"
"Year 1 Mar 29 09:00","171.75","450.75","25.8","30.3002564403159","29.5087429131063","-67.869715008417"
"Year 1 Mar 29 10:00","153.75","716","28.425","30.1924714432442","31.2809533294556","-70.7909490627762"
"Year 1 Mar 29 11:00","157.25","816","31.85","30.2058826916209","33.5763355577422","-68.2634321778335"
"Year 1 Mar 29 12:00","162","859.75","35.325","30.3485695013969","35.843675952401","-57.0934673473296"
"Year 1 Mar 29 13:00","163.75","873.5","37.175","30.6224501923112","37.4794436160318","-36.8177618440272"
"Year 1 Mar 29 14:00","157.25","865.25","38.55","30.9911796756264","38.7108725960638","-5.86285355017074"
"Year 1 Mar 29 15:00","150.75","821.5","39.875","31.4293553159283","39.727173744232","27.7064293901129"
"Year 1 Mar 29 16:00","151.75","714.5","40.2","31.9053361949116","40.0608454201707","61.0909311540226"
"Year 1 Mar 29 17:00","134.75","521.75","40.2","32.3843732374077","39.7602308838931","93.1557432707279"
"Year 1 Mar 29 18:00","97","204","40.2","32.8211377433495","38.9190309288863","122.111540719074"
"Year 1 Mar 29 19:00","11","0","38.475","33.1862183851484","36.8235018974096","143.482662697415"
"Year 1 Mar 29 20:00","0","0","36.25","33.4336044898164","35.2300065735857","156.051234308058"
"Year 1 Mar 29 21:00","0","0","33.975","33.5471000643118","33.814220329163","156.218966558495"
"Year 1 Mar 29 22:00","0","0","32.575","33.5415722544077","32.7439281529078","146.390647026879"
"Year 1 Mar 29 23:00","0","0","31.475","33.449504828315","31.8611896725834","128.605964192411"
"Year 1 Mar 30 00:00","0","0","30.375","33.2961423954847","31.0191010099803","107.393339749639"
"Year 1 Mar 30 01:00","0","0","29.275","33.099837070242","30.1985639843517","85.165078381231"
"Year 1 Mar 30 02:00","0","0","28.25","32.8737930196129","29.4090542495145","62.4084221837971"
"Year 1 Mar 30 03:00","0","0","27.175","32.6240880554978","28.5969285694512","39.9151137272782"
"Year 1 Mar 30 04:00","0","0","26.45","32.3561160238358","27.8982862846996","17.5192597752817"
"Year 1 Mar 30 05:00","0","0","25.925","32.0744060255088","27.3039352655184","-4.68794564461935"
"Year 1 Mar 30 06:00","0","0","25.425","31.7833327058686","26.7594297144266","-25.7594427698882"
"Year 1 Mar 30 07:00","21","27","25.525","31.4877349976388","26.8135745968547","-45.2120225666154"
"Year 1 Mar 30 08:00","100.5","181.75","25.75","31.2007416538419","27.9225330113747","-62.5033488565988"
"Year 1 Mar 30 09:00","159","472.75","25.95","30.9654945168186","29.4328885526472","-75.9185762088716"
"Year 1 Mar 30 10:00","146.75","715.75","28.325","30.8193234483198","31.164876458572","-81.5422679448662"
"Year 1 Mar 30 11:00","133.75","834.75","31.5","30.7926389831816","33.2146381707498","-80.8965788646425"
"Year 1 Mar 30 12:00","122.25","895","34.625","30.8908121829946","35.3109208202669","-71.3117331081728"
"Year 1 Mar 30 13:00","115.75","916","36.525","31.1141138731587","36.9090470163106","-53.3074009630101"
"Year 1 Mar 30 14:00","112","907.25","38.1","31.433205272695","38.2216590055398","-25.8574186055672"
"Year 1 Mar 30 15:00","115.25","857.25","39.625","31.8223051528769","39.3453219411357","5.38369385784383"
"Year 1 Mar 30 16:00","124","747","40.075","32.2555174692126","39.757999434094","37.6995162689207"
"Year 1 Mar 30 17:00","118.5","548","40.25","32.7045216274319","39.576588235499","68.4744147867178"
"Year 1 Mar 30 18:00","88.75","226.5","40.375","33.1248937653785","38.8561089973302","96.5091617946404"
"Year 1 Mar 30 19:00","11","0","38.525","33.4800911862558","36.8317608513809","118.58420203346"
"Year 1 Mar 30 20:00","0","0","36.1","33.7231635179806","35.2456071758745","132.857914060141"
"Year 1 Mar 30 21:00","0","0","33.625","33.8347939030522","33.76189727667","135.13588412462"
"Year 1 Mar 30 22:00","0","0","32.325","33.8261757657163","32.6884680649775","127.284868983072"
"Year 1 Mar 30 23:00","0","0","31.5","33.7303544045407","31.8803943966547","110.534902406326"
"Year 1 Mar 31 00:00","0","0","30.625","33.5736464245603","31.123100541948","90.1630190265723"
"Year 1 Mar 31 01:00","0","0","29.725","33.3772270342939","30.4031647108978","68.8499744126689"
"Year 1 Mar 31 02:00","0","0","28.9","33.1553813605527","29.725650257498","47.3739175297945"
"Year 1 Mar 31 03:00","0","0","28.025","32.9159416063674","29.0455489409964","26.2414219497319"
"Year 1 Mar 31 04:00","0","0","27.125","32.6632033819308","28.3557504795114","5.81230269999003"
"Year 1 Mar 31 05:00","0","0","26.3","32.3979048761175","27.693262876915","-13.7240607142245"
"Year 1 Mar 31 06:00","0","0","25.425","32.1210621791943","27.0134931512642","-32.458229648392"
"Year 1 Mar 31 07:00","21.25","30.25","25.65","31.8332231031916","27.1439392270788","-50.2743237568099"
"Year 1 Mar 31 08:00","105.75","181.75","26.25","31.5517973598254","28.665692695202","-67.3561889737069"
"Year 1 Mar 31 09:00","174.25","445.5","26.85","31.3288931359656","30.7668138761916","-80.0101957080036"
"Year 1 Mar 31 10:00","144.75","723.5","28.725","31.2156409794475","32.3725142903498","-82.8991292046859"
"Year 1 Mar 31 11:00","131.75","841","31.1","31.2325203630251","33.9943695066181","-76.9830994087043"
"Year 1 Mar 31 12:00","120.75","898","33.425","31.3639210678604","35.473868643542","-62.7781168184279"
"Year 1 Mar 31 13:00","116.5","914.75","35.125","31.591690872508","36.6878750223353","-42.7414904564109"
"Year 1 Mar 31 14:00","115.75","901.25","36.7","31.8889375581617","37.806256889266","-17.9374197059259"
"Year 1 Mar 31 15:00","120.75","848.5","38.225","32.2339355796819","38.8004655728838","9.13033970849798"
"Year 1 Mar 31 16:00","127.75","739","38.975","32.6120915195861","39.3016722166257","36.6409008890086"
"Year 1 Mar 31 17:00","121","541","39.55","33.0053087427532","39.2831213966937","62.9191784875243"
"Year 1 Mar 31 18:00","89.5","223.5","40.075","33.379973092465","38.7194822665245","87.2882267551332"
"Year 1 Mar 31 19:00","11","0","37.8","33.704006408127","36.4803726382176","107.149825553245"
"Year 1 Mar 31 20:00","0","0","35.8","33.9209702085849","34.9635753198147","120.837455239036"
"Year 1 Mar 31 21:00","0","0","34.275","34.0132898934284","33.8902016862252","121.107907151003"
"Year 1 Mar 31 22:00","0","0","32.85","33.9968871774076","32.949482237548","112.233251133329"
"Year 1 Mar 31 23:00","0","0","31.6","33.9030314271533","32.0534489200931","97.591960635318"
"Year 1 Apr 01 00:00","0","0","30.55","33.7538095736961","31.1876630575897","79.8006884353513"
"Year 1 Apr 01 01:00","0","0","29.475","33.5633156948746","30.3276715049884","60.2013645097327"
"Year 1 Apr 01 02:00","0","0","28.375","33.3393608805811","29.4699518264462","39.8456979258864"
"Year 1 Apr 01 03:00","0","0","27.275","33.0888559322072","28.6346705024999","18.7147964637168"
"Year 1 Apr 01 04:00","0","0","26.175","32.8143070724031","27.8115912154893","-2.4260749022652"
"Year 1 Apr 01 05:00","0","0","25.075","32.5186442357096","26.9848863920581","-23.3401595066162"
"Year 1 Apr 01 06:00","0","0","24.05","32.2034867593268","26.1824328289343","-43.780045970013"
"Year 1 Apr 01 07:00","21.25","34","24.175","31.8706417673081","26.1497649138426","-63.6004195498989"
"Year 1 Apr 01 08:00","105","198","24.6","31.5406929547384","27.3374511971684","-83.4224402092841"
"Year 1 Apr 01 09:00","172.75","462","24.925","31.2604770752905","28.9045760867881","-98.9654717293535"
"Year 1 Apr 01 10:00","151.5","724.75","26.425","31.0731108194878","30.2258503161617","-105.733473645363"
"Year 1 Apr 01 11:00","154","824.25","28.4","30.9974513560248","31.8515959086499","-104.791300584436"
"Year 1 Apr 01 12:00","155.25","872","30.325","31.0275061382477","33.2818695146491","-95.6009762035153"
"Year 1 Apr 01 13:00","147.5","897.75","32.075","31.1539911524051","34.4951265490163","-79.3938134452783"
"Year 1 Apr 01 14:00","143","891.25","33.85","31.359257722754","35.6907321543089","-58.4051078273951"
"Year 1 Apr 01 15:00","153","833.5","35.575","31.6273284142397","36.8234164542388","-35.114356895069"
"Year 1 Apr 01 16:00","155.5","723","36.375","31.9412358718676","37.27538255507","-9.62061687151529"
"Year 1 Apr 01 17:00","144.5","523.75","36.8","32.2749333735529","37.197260482551","17.137719279644"
"Year 1 Apr 01 18:00","92.75","234.75","37.275","32.6020284505662","36.4862406596604","40.3555905246352"
"Year 1 Apr 01 19:00","11.5","0","36.05","32.8834134117164","34.7612353287075","58.4652734233836"
"Year 1 Apr 01 20:00","0","0","34.25","33.0672558912042","33.4429939869295","71.0899677045003"
"Year 1 Apr 01 21:00","0","0","32.45","33.1388392056698","32.2661690989203","73.8296847451946"
"Year 1 Apr 01 22:00","0","0","30.875","33.1096546627802","31.2002055321675","68.3915632432686"
"Year 1 Apr 01 23:00","0","0","29.3","32.9982143873736","30.1447621511514","57.312406530837"
"Year 1 Apr 02 00:00","0","0","27.775","32.8231143756419","29.0917776129486","42.0169986650167"
"Year 1 Apr 02 01:00","0","0","27.025","32.5992917507445","28.3413200522708","23.2026359019043"
"Year 1 Apr 02 02:00","0","0","26.45","32.3418325739614","27.7440391631218","1.99565014974571"
"Year 1 Apr 02 03:00","0","0","25.925","32.0632563177467","27.2226156245396","-18.8260353077765"
"Year 1 Apr 02 04:00","0","0","25.425","31.7756503444348","26.7267332568941","-38.4345726619816"
"Year 1 Apr 02 05:00","0","0","24.85","31.4837403417669","26.1951726436677","-55.9262060923994"
"Year 1 Apr 02 06:00","0","0","24.325","31.1924157333985","25.6834481646719","-72.4055286046136"
"Year 1 Apr 02 07:00","22","31.75","24.95","30.9053160509818","26.0041953318115","-88.5385348333301"
"Year 1 Apr 02 08:00","102.75","201","25.95","30.6392130626665","27.5022742978515","-103.995285283997"
"Year 1 Apr 02 09:00","158","491.75","26.95","30.4343873456847","29.4234107707642","-113.562986753461"
"Year 1 Apr 02 10:00","142.5","731.25","27.95","30.3329172267106","30.7345276655736","-113.631000586827"
"Year 1 Apr 02 11:00","128.25","848.25","28.95","30.3415982121252","31.856045041663","-104.366640831221"
"Year 1 Apr 02 12:00","130.75","891","29.95","30.4386889124196","32.8713686186504","-88.398512119502"
"Year 1 Apr 02 13:00","169.75","865","31.25","30.6017136186642","34.119060176101","-68.6290199398006"
"Year 1 Apr 02 14:00","159","863.25","32.65","30.8207183428803","35.1791429426899","-46.8696600358856"
"Year 1 Apr 02 15:00","148.5","826.5","34.05","31.0890152241808","36.092512697329","-23.708532427379"
"Year 1 Apr 02 16:00","148.5","724.25","34.625","31.3929626691732","36.4439548509255","0.472856276726901"
"Year 1 Apr 02 17:00","131.75","537","35","31.7090173811894","36.2170486488325","24.8870605915198"
"Year 1 Apr 02 18:00","97.25","216","35.325","32.012488772397","35.3137249925938","45.2899499321384"
"Year 1 Apr 02 19:00","11.5","0","34.425","32.2571279597173","33.329993446324","61.7979863127945"
"Year 1 Apr 02 20:00","0","0","33.2","32.401025259594","32.2761714979012","70.3599330221732"
"Year 1 Apr 02 21:00","0","0","31.925","32.4345288130292","31.4329745852107","68.9840683851296"
"Year 1 Apr 02 22:00","0","0","30.325","32.381883619296","30.4794060442401","61.1428287302329"
"Year 1 Apr 02 23:00","0","0","28.7","32.2620178938701","29.4840193300135","50.0770639500079"
"Year 1 Apr 03 00:00","0","0","27.025","32.0887841638941","28.4292333671696","35.778247155656"
"Year 1 Apr 03 01:00","0","0","26.375","31.8713258700401","27.7165350783501","18.3589246410676"
"Year 1 Apr 03 02:00","0","0","26","31.6229383532065","27.1925698481407","-1.81408969522186"
"Year 1 Apr 03 03:00","0","0","25.675","31.3553998990561","26.7372314318801","-21.572544183762"
"Year 1 Apr 03 04:00","0","0","25.3","31.0812734443862","26.3266861295197","-39.9722987005186"
"Year 1 Apr 03 05:00","0","0","24.9","30.8056949246893","25.9458734045407","-56.1742921779695"
"Year 1 Apr 03 06:00","0","0","24.5","30.5371606893958","25.597434972607","-71.5571525175701"
"Year 1 Apr 03 07:00","22.75","32.75","24.625","30.2770125967354","25.8083903883915","-85.6061976527552"
"Year 1 Apr 03 08:00","99.5","215","24.85","30.0358446598552","27.0281458863263","-98.0539552488347"
"Year 1 Apr 03 09:00","144.25","524","25.125","29.8450370854693","28.5415176559771","-105.269977147708"
"Year 1 Apr 03 10:00","144.25","728.25","26.625","29.7396468635474","30.1168284162445","-105.127369517601"
"Year 1 Apr 03 11:00","129.25","846.25","28.6","29.7400021463311","31.6883207966031","-98.406236546736"
"Year 1 Apr 03 12:00","115.5","908.5","30.525","29.8416100122839","33.0358984085155","-84.2478668447171"
"Year 1 Apr 03 13:00","122.25","914.75","31.75","30.0307372579733","34.1194630857335","-64.2333986268095"
"Year 1 Apr 03 14:00","161.25","860.75","32.75","30.2840245742563","35.2314734716042","-40.2335530991645"
"Year 1 Apr 03 15:00","150.75","823.5","33.75","30.5838400569086","36.0032208051595","-14.4315785457318"
"Year 1 Apr 03 16:00","148.25","725","34.75","30.9142172401424","36.4153004269843","11.5148319805684"
"Year 1 Apr 03 17:00","130","543.25","35.75","31.2555869766302","36.3958021937615","35.8847432811509"
"Year 1 Apr 03 18:00","94.5","228","36.75","31.5852132310047","35.8642131840665","56.7703811814243"
"Year 1 Apr 03 19:00","12","0","35.65","31.8677449361507","34.0423601840221","74.2494875897597"
"Year 1 Apr 03 20:00","0","0","33.85","32.0587085018604","32.6786753368418","86.0076175408861"
"Year 1 Apr 03 21:00","0","0","32.05","32.1366890278152","31.560065234441","87.9725478256969"
"Year 1 Apr 03 22:00","0","0","32.575","32.116978131714","31.2589694652053","80.9958078608896"
"Year 1 Apr 03 23:00","0","0","33.95","32.0468284617138","31.6509421646584","65.9850041049846"
"Year 1 Apr 04 00:00","0","0","35.275","31.9656338190366","32.3083326416678","51.0978154459235"
"Year 1 Apr 04 01:00","0","0","33.425","31.9075662913525","31.7551725395701","40.5446823742988"
"Year 1 Apr 04 02:00","0","0","30.45","31.8590038492398","30.3513715853741","36.5468838101275"
"Year 1 Apr 04 03:00","0","0","27.525","31.7760556170197","28.7563444837234","33.1389738453463"
"Year 1 Apr 04 04:00","0","0","26.2","31.6272704158538","27.6680842728878","24.3215133029509"
"Year 1 Apr 04 05:00","0","0","25.4","31.4184638723737","26.86175569051","7.69683153798484"
"Year 1 Apr 04 06:00","0","0","24.6","31.1599942246702","26.1066210922116","-11.3205585388133"
"Year 1 Apr 04 07:00","23","34","24.775","30.8724786189671","26.1908907321144","-31.3868207901901"
"Year 1 Apr 04 08:00","100.5","219.75","25.2","30.5800801618105","27.3830456802712","-50.3322644299138"
"Year 1 Apr 04 09:00","144.75","528.5","25.675","30.3358619060667","28.9383289555992","-65.1981581185187"
"Year 1 Apr 04 10:00","151","724.5","27.3","30.1848022404821","30.598084553694","-72.1110623292233"
"Year 1 Apr 04 11:00","171.75","800.5","29.3","30.1501146689625","32.5187122037625","-70.9430229254792"
"Year 1 Apr 04 12:00","190.5","830.75","31.3","30.233485754844","34.2312538950978","-60.5614147568139"
"Year 1 Apr 04 13:00","166.5","871.75","33","30.4289261394949","35.3297812833809","-42.4666233033974"
"Year 1 Apr 04 14:00","158.75","865","34.6","30.7093482113095","36.3965157616642","-19.2118103913631"
"Year 1 Apr 04 15:00","150.5","824.25","36.2","31.0418065337027","37.3462445543663","6.73288237335766"
"Year 1 Apr 04 16:00","150.5","721","36.75","31.4067817451756","37.6882853574526","33.2554798883709"
"Year 1 Apr 04 17:00","133.5","533.5","36.95","31.7826354530726","37.4191591597357","58.7746001168684"
"Year 1 Apr 04 18:00","98.25","214.5","37.15","32.1303442878665","36.5575898186712","82.1252115505421"
"Year 1 Apr 04 19:00","12","0","36.15","32.4180328605116","34.6889971564675","99.363242235062"
"Year 1 Apr 04 20:00","0","0","34.75","32.6036940910338","33.5837244625008","108.601992235393"
"Year 1 Apr 04 21:00","0","0","33.35","32.6780979197747","32.6764801168736","107.78855205122"
"Year 1 Apr 04 22:00","0","0","32.175","32.6636635452667","31.8342315115083","99.7467891836441"
"Year 1 Apr 04 23:00","0","0","31","32.5853047316026","30.9938632880814","86.9419984847688"
"Year 1 Apr 05 00:00","0","0","29.875","32.4570567302355","30.1763299419821","71.6744829611893"
"Year 1 Apr 05 01:00","0","0","29.225","32.2892808800875","29.5637388037561","54.6830171820965"
"Year 1 Apr 05 02:00","0","0","28.8","32.0957657008456","29.102208356382","36.1005026706758"
"Year 1 Apr 05 03:00","0","0","28.325","31.8879456824595","28.6729603974312","17.6388978296662"
"Year 1 Apr 05 04:00","0","0","27.525","31.6736855590051","28.1198076332224","0.448867697993927"
"Year 1 Apr 05 05:00","0","0","26.55","31.4534167358136","27.4470665766815","-15.1309421968982"
"Year 1 Apr 05 06:00","0","0","25.625","31.2227383968817","26.7564495905563","-29.8362481763418"
"Year 1 Apr 05 07:00","23.5","34.25","25.55","30.9780765430921","26.8135357154706","-44.4671765626543"
"Year 1 Apr 05 08:00","102.5","220","25.75","30.7317236557666","28.0223366118156","-58.7859320849605"
"Year 1 Apr 05 09:00","147.25","525","25.95","30.5302140383724","29.634389443178","-69.6416608977782"
"Year 1 Apr 05 10:00","147.75","725.5","27.425","30.4149560247449","31.2152360134017","-72.8305071655353"
"Year 1 Apr 05 11:00","131","844","29.25","30.4104593929951","32.6446872973285","-68.7183379276169"
"Year 1 Apr 05 12:00","111.75","909.75","31.125","30.508713828481","33.8993852982361","-56.8006445109484"
"Year 1 Apr 05 13:00","115.5","918","32.575","30.69285028335","34.9657526039263","-39.4904887998364"
"Year 1 Apr 05 14:00","111","909.75","33.8","30.9411355194968","35.8212485383436","-18.5067927619712"
"Year 1 Apr 05 15:00","113.5","862.75","35.075","31.2313616375594","36.5885705502413","4.31643084701753"
"Year 1 Apr 05 16:00","126","747.75","35.625","31.5460760513522","36.9001502932947","27.3723435258281"
"Year 1 Apr 05 17:00","136.75","522.25","36","31.8684334352967","36.8982788454146","49.2253194383832"
"Year 1 Apr 05 18:00","99","210","36.325","32.1707998164282","36.0900510925121","69.3734272696556"
"Year 1 Apr 05 19:00","12","0","35.425","32.4260164402666","34.2575689042432","84.7750826297722"
"Year 1 Apr 05 20:00","0","0","34.2","32.5890620155636","33.1909174426677","93.1665109566521"
"Year 1 Apr 05 21:00","0","0","32.925","32.6473852107416","32.345068772803","92.1157099437108"
"Year 1 Apr 05 22:00","0","0","31.775","32.6218170897614","31.5436629376216","84.3346944232502"
"Year 1 Apr 05 23:00","0","0","30.6","32.5357553736567","30.7286450459761","72.3042921843157"
"Year 1 Apr 06 00:00","0","0","29.475","32.402017363314","29.9216258575814","58.1234049349348"
"Year 1 Apr 06 01:00","0","0","28.75","32.2306536777802","29.2871279759241","42.1186879499848"
"Year 1 Apr 06 02:00","0","0","28.15","32.0335642423494","28.748320959017","24.4481705561991"
"Year 1 Apr 06 03:00","0","0","27.55","31.8196861557948","28.2400446275109","6.7513205696952"
"Year 1 Apr 06 04:00","0","0","27.175","31.5958301259463","27.8147039846996","-10.2277394263537"
"Year 1 Apr 06 05:00","0","0","26.95","31.3675910158522","27.4783680769924","-26.2672743965212"
"Year 1 Apr 06 06:00","0","0","26.675","31.1381254184175","27.1494291762097","-40.6289618258391"
"Year 1 Apr 06 07:00","24","34.75","26.9","30.9132578668925","27.4193886073456","-53.8766027496534"
"Year 1 Apr 06 08:00","104","219","27.3","30.7081417531432","28.6853588197452","-66.1991081181562"
"Year 1 Apr 06 09:00","151.5","513","27.7","30.5547779110537","30.2314739789699","-73.5052561785144"
"Year 1 Apr 06 10:00","157.5","705","29.075","30.4872156707737","31.7849426057336","-73.3501240324159"
"Year 1 Apr 06 11:00","147.5","814.5","30.85","30.523105401742","33.367704165275","-66.276010546836"
"Year 1 Apr 06 12:00","135.5","872.25","32.575","30.658210250372","34.7321320256154","-52.1301778564991"
"Year 1 Apr 06 13:00","150.75","864.75","33.825","30.8802190632907","35.9541399386516","-32.7091120791272"
"Year 1 Apr 06 14:00","165","827","35","31.1665476887265","37.0613727510863","-8.78032624995228"
"Year 1 Apr 06 15:00","188","746.5","36.125","31.5005289172664","38.070786718831","17.1631158916699"
"Year 1 Apr 06 16:00","169","672.75","36.55","31.8701083323293","38.3601311016389","43.3825648457191"
"Year 1 Apr 06 17:00","142.25","505.5","36.75","32.2476213242802","38.0051932944701","69.6879165938321"
"Year 1 Apr 06 18:00","100","207","36.95","32.5948512578469","37.1270699613407","93.0654118745217"
"Year 1 Apr 06 19:00","12.5","0","35.875","32.8798572127388","35.2019465108143","109.836752649792"
"Year 1 Apr 06 20:00","0","0","34.45","33.0608604670334","33.9083919909925","118.497438427537"
"Year 1 Apr 06 21:00","0","0","32.975","33.1263750818807","32.7631868011517","116.554190008124"
"Year 1 Apr 06 22:00","0","0","31.85","33.0941626438129","31.8036514444534","106.671773208698"
"Year 1 Apr 06 23:00","0","0","30.85","32.9899914040555","30.958321963212","91.0624916175162"
"Year 1 Apr 07 00:00","0","0","29.85","32.8325494773976","30.1356533330108","72.7877358173392"
"Year 1 Apr 07 01:00","0","0","28.85","32.636158770535","29.3291877064614","53.2360285895097"
"Year 1 Apr 07 02:00","0","0","27.85","32.4101632255732","28.5208036519731","33.0668029730191"
"Year 1 Apr 07 03:00","0","0","26.85","32.1608952414116","27.7212579464084","12.4358385198957"
"Year 1 Apr 07 04:00","0","0","26.075","31.8906015434848","27.0440790434396","-8.05922245667741"
"Year 1 Apr 07 05:00","0","0","25.3","31.6040561781541","26.4129316509629","-28.3014938901393"
"Year 1 Apr 07 06:00","0","0","24.575","31.3050850535712","25.8333999175077","-47.3528651970696"
"Year 1 Apr 07 07:00","25.5","34","24.625","30.9981425040945","26.0822931737593","-65.1040753870785"
"Year 1 Apr 07 08:00","113","208.5","25","30.7082828059622","27.5722974135997","-82.6128038788914"
"Year 1 Apr 07 09:00","174.75","479","25.325","30.479461007788","29.4129658797126","-94.1293226933518"
"Year 1 Apr 07 10:00","203.75","665","27.425","30.3557264572345","31.4157591944136","-96.3382211197529"
"Year 1 Apr 07 11:00","210.5","775","30.05","30.3655930263398","33.2108278152473","-90.4581575477111"
"Year 1 Apr 07 12:00","174","870.5","32.725","30.5007517287164","34.6277020769067","-75.1854653673083"
"Year 1 Apr 07 13:00","166.75","879","33.775","30.738625629296","35.6401610082089","-53.4859075305443"
"Year 1 Apr 07 14:00","222.75","764.5","34.35","31.0370668194489","36.7858509744315","-26.0506534279511"
"Year 1 Apr 07 15:00","302.25","570.5","34.875","31.3765133475238","38.1595848663153","2.61274524932669"
"Year 1 Apr 07 16:00","235.25","527.5","34.925","31.7533996710748","38.045399596608","31.7182050797607"
"Year 1 Apr 07 17:00","187.75","368","34.75","32.1384734166379","37.3561559617896","60.2500649257946"
"Year 1 Apr 07 18:00","112.75","136.5","34.625","32.4765673577377","35.9457088025907","84.8877247887521"
"Year 1 Apr 07 19:00","12.5","0","33.775","32.7299574574277","33.7583474255736","100.463121610682"
"Year 1 Apr 07 20:00","0","0","32.6","32.8587492999027","32.4313873005644","105.341094125534"
"Year 1 Apr 07 21:00","0","0","31.475","32.860697337919","31.405958592354","98.9039623195567"
"Year 1 Apr 07 22:00","0","0","30.225","32.7671433681175","30.4678064233513","84.9573829562139"
