1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Convection Heat Transfer Coefficient  (W/m2-K)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jan 09 08:00","13.5","30","12.175","16.6692696424285","4.68699577398495","12.9125980030386","-69.5014540267636"
"Year 1 Jan 09 09:00","45.5","355.5","15.525","16.4503669283611","6.29474553456121","15.2741598737726","-83.2857374588344"
"Year 1 Jan 09 10:00","15","1071.5","19.275","16.3301847531553","7.05645795540676","17.8687777248809","-93.4261368111491"
"Year 1 Jan 09 11:00","28.25","1022.25","23.2","16.3627009702455","7.25731787000698","20.6157555696745","-93.1703982044556"
"Year 1 Jan 09 12:00","116.75","789.25","25.625","16.5650201301917","5.75958397079963","23.6888379007431","-81.0808251708343"
"Year 1 Jan 09 13:00","143.75","742.25","27.15","16.9198232062964","3.74622778089496","25.5185489353278","-52.3436362609004"
"Year 1 Jan 09 14:00","192.5","577.75","27.125","17.4065065241312","1.60881785347858","26.3215126211742","-14.6041361048004"
"Year 1 Jan 09 15:00","199.75","464","26.85","17.9572971396674","0.964463670710348","26.6589258294301","27.044339423565"
"Year 1 Jan 09 16:00","184","246.5","25.825","18.5192905766278","1.61091071832741","26.254885972571","63.8565418223729"
"Year 1 Jan 09 17:00","98.75","52.5","24.825","19.0272639155718","2.81091144245184","24.795155168517","98.2840593813654"
"Year 1 Jan 09 18:00","29.5","39","23.025","19.4317106051577","3.10243597953679","22.7884719459157","123.965335206378"
"Year 1 Jan 09 19:00","0","0","21.3","19.6952294107145","3.95312087608991","21.1691705124658","138.662403474732"
"Year 1 Jan 09 20:00","0","0","19.325","19.8092175707579","4.23599745233006","19.8497205554532","140.045797290984"
"Year 1 Jan 09 21:00","0","0","18.125","19.7969717802424","5.49992416872326","18.9912769329115","132.078357543809"
"Year 1 Jan 09 22:00","0","0","16.925","19.6993045801406","6.11107137172032","18.1306932891077","116.742101533621"
"Year 1 Jan 09 23:00","0","0","16.15","19.5428299751357","6.44954750928661","17.3049920541221","98.9674608672"
"Year 1 Jan 10 00:00","0","0","14.875","19.347422745651","5.16790703034044","16.6600272950549","79.3185719046712"
"Year 1 Jan 10 01:00","0","0","13.9","19.1198668609944","3.64283565510382","15.8216059823921","60.3045821743263"
"Year 1 Jan 10 02:00","0","0","12.575","18.8732953163884","2.10685337150381","15.0501293364533","40.6847634687646"
"Year 1 Jan 10 03:00","0","0","11.9","18.6054348030047","1.85338187640259","14.4591022249355","21.4089858221688"
"Year 1 Jan 10 04:00","0","0","11.05","18.3254934503492","1.90654925424127","13.7298482831588","1.69067637018053"
"Year 1 Jan 10 05:00","0","0","11.7","18.0352768157364","1.59929527296135","13.5856201616403","-17.0178465624332"
"Year 1 Jan 10 06:00","0","0","11.475","17.7491065118338","1.6630906782765","13.2876153665624","-35.7381265546653"
"Year 1 Jan 10 07:00","0","0","12.125","17.470365740394","1.36668037334614","13.5166171501309","-50.3898617084545"
"Year 1 Jan 10 08:00","10.5","125","13.75","17.2231392476244","0.961384399890153","14.081312548573","-65.0312871741722"
"Year 1 Jan 10 09:00","34.5","650","17.2","17.0310247830092","3.00906209753378","16.2285396534901","-77.6452124562734"
"Year 1 Jan 10 10:00","9.5","1100","20.975","16.9411019047236","5.74495836157988","18.7399754192295","-86.4899594431156"
"Year 1 Jan 10 11:00","3","1100","24.675","16.9966665979402","7.68736965153178","21.4094820863927","-86.0748971301007"
"Year 1 Jan 10 12:00","26.25","1055.75","26.575","17.2066761309921","8.28386064583565","23.7854574732737","-72.1359422683809"
"Year 1 Jan 10 13:00","104.5","868","27.35","17.5501408767396","8.28930293654533","25.8601309825514","-44.0996853105616"
"Year 1 Jan 10 14:00","168.5","651.5","26.675","18.008145677752","7.78970999473782","26.5059288571932","-7.95335837076637"
"Year 1 Jan 10 15:00","204.25","452.25","26.1","18.5272176686894","7.11623219028262","26.7503979134541","31.5790955921169"
"Year 1 Jan 10 16:00","187.75","325","25.175","19.0554170834812","6.46202598445646","26.2212257509588","66.3849605554935"
"Year 1 Jan 10 17:00","111.25","290","24.825","19.5265806283354","6.55540672939067","25.0558010341312","98.3157783087336"
"Year 1 Jan 10 18:00","32","61","23.9","19.9054414957055","6.55315028938316","23.3717669488854","120.95969379085"
"Year 1 Jan 10 19:00","0","0","23.15","20.1611649947282","6.80367166966628","22.1221262220836","133.54056359307"
"Year 1 Jan 10 20:00","0","0","21.8","20.2923498265705","6.90098592163791","21.0792599624022","134.575871935494"
"Year 1 Jan 10 21:00","0","0","20.8","20.3178356595171","7.09887172335571","20.5351561215228","128.391128062341"
"Year 1 Jan 10 22:00","0","0","19.4","20.2727518982961","6.72106360963544","19.5162620608753","116.666373892707"
"Year 1 Jan 10 23:00","0","0","18.25","20.174540879247","6.66985646391445","18.5605938300385","103.122515661613"
"Year 1 Jan 11 00:00","0","0","16.5","20.0282232765501","6.0888019256956","17.5894713039174","86.9423033575504"
"Year 1 Jan 11 01:00","0","0","15.175","19.8315299301084","5.75676276905563","16.9384514906718","70.4134548625505"
"Year 1 Jan 11 02:00","0","0","13.775","19.6020995290856","4.56840138459349","16.0948169064412","51.7506349772556"
"Year 1 Jan 11 03:00","0","0","13.175","19.3493760975205","3.69475690648778","15.2815584318797","32.7195211266466"
"Year 1 Jan 11 04:00","0","0","12.35","19.079704611886","2.49317038802032","14.8379003779461","12.3938581700798"
"Year 1 Jan 11 05:00","0","0","12.775","18.795190205979","4.44544465912645","14.4846016767531","-6.91903077622096"
"Year 1 Jan 11 06:00","0","0","11.95","18.5159150070564","4.56161374069211","13.8552123807429","-25.892546536437"
"Year 1 Jan 11 07:00","0","0","11.75","18.2329887500609","4.54761637778664","13.3567454799583","-41.3290251998752"
"Year 1 Jan 11 08:00","13","63.75","12.85","17.9507577314798","3.53678407217311","13.6824960041472","-56.6366379093834"
"Year 1 Jan 11 09:00","52.75","388.25","15.675","17.6954928082879","4.83477962807993","15.8283622202679","-72.9750346616946"
"Year 1 Jan 11 10:00","59","806.25","19.125","17.5279194287862","4.05727447671496","18.6918473557237","-85.8763769512493"
"Year 1 Jan 11 11:00","67","897.5","22.7","17.5122662409864","4.19974088615274","21.5077359068171","-88.3865156328781"
"Year 1 Jan 11 12:00","100","871.5","25.175","17.677279679099","2.63590202660806","23.5106048166928","-78.0138276669886"
"Year 1 Jan 11 13:00","255","400","26.675","17.9897600620074","2.15643684492727","26.221071764656","-53.1311607145333"
"Year 1 Jan 11 14:00","275.75","315.25","27","18.4246735428028","0.997441653637305","27.8095999537705","-18.7233451128714"
"Year 1 Jan 11 15:00","161","599.75","26.925","18.9561239628085","3.32339519869261","27.3770785463019","21.9480501655508"
"Year 1 Jan 11 16:00","160","436.5","26.225","19.5180729686761","5.61191923086845","26.8739203740008","59.629082612909"
"Year 1 Jan 11 17:00","113.25","297.75","25.4","20.0171987803861","7.190114887856","25.7126206306","93.7033980820214"
"Year 1 Jan 11 18:00","31.5","51","23.925","20.4122393988232","5.98161856518007","23.666314865721","118.91538427788"
"Year 1 Jan 11 19:00","0","0","22.225","20.6714733237523","4.63773401814578","22.1629832849636","133.162056925815"
"Year 1 Jan 11 20:00","0","0","20.15","20.784661651234","1.87946578406771","20.9882266041436","135.037447237161"
"Year 1 Jan 11 21:00","0","0","18.475","20.776281376967","2.20454540545602","19.7450693732727","128.222978891888"
"Year 1 Jan 11 22:00","0","0","17.2","20.6794181825372","3.51283770311179","18.9532434233056","114.350295564138"
"Year 1 Jan 11 23:00","0","0","16.675","20.5168215949708","6.71120527486801","18.1125319140425","96.4014925875368"
"Year 1 Jan 12 00:00","0","0","16.375","20.3174789772322","8.02727085980066","17.314000569039","75.441511688961"
"Year 1 Jan 12 01:00","0","0","16.525","20.0905651427605","8.54719891127663","17.1647915473162","53.8211100767419"
"Year 1 Jan 12 02:00","0","0","16.3","19.8536448298784","7.26803213302962","16.765460998966","32.5676660854581"
"Year 1 Jan 12 03:00","0","0","15.825","19.6204085900331","6.67403307040546","16.3208171302169","14.2382785111266"
"Year 1 Jan 12 04:00","0","0","14.65","19.3905366145068","5.32163270568748","15.7261618888388","-1.89863927223689"
"Year 1 Jan 12 05:00","0","0","13.325","19.1552728709966","4.42896129616019","15.0146147352006","-15.7932288414442"
"Year 1 Jan 12 06:00","0","0","12.25","18.9094331210085","3.40646163969292","14.4161303577164","-29.3446629824117"
"Year 1 Jan 12 07:00","0","0","12.525","18.6507718467474","2.14418370266896","14.5167528163058","-43.0797584811009"
"Year 1 Jan 12 08:00","13.5","48","13.825","18.396260170228","1.27683667556158","15.0663274880048","-56.8334209640593"
"Year 1 Jan 12 09:00","52.5","354.5","16.975","18.186061568079","1.30646671880201","17.0752788306901","-70.2967377630987"
"Year 1 Jan 12 10:00","54.75","842","20.45","18.0708485784001","1.79031424518731","19.5855850602713","-80.0885211568785"
"Year 1 Jan 12 11:00","99.5","777.75","23.925","18.0960634857044","3.48768369381102","22.5644515708025","-80.1777999996618"
"Year 1 Jan 12 12:00","163.75","630.5","25.85","18.2873860500564","5.22743072592131","25.1685213094223","-68.0481842735189"
"Year 1 Jan 12 13:00","156.75","705.25","26.95","18.6267384282636","6.85382464158321","26.3826188669645","-39.9731722008238"
"Year 1 Jan 12 14:00","199","568.25","26.9","19.0781413590929","8.10895023695653","27.0545375702632","-4.70471672443763"
"Year 1 Jan 12 15:00","149.25","641.5","27.1","19.5746025672317","8.723047363374","27.2544282344932","32.2022975206917"
"Year 1 Jan 12 16:00","159.75","458.5","26.825","20.0725134264394","8.54870875075353","27.2925378602266","63.9685112680984"
"Year 1 Jan 12 17:00","85.75","420.5","26.475","20.5255165535223","8.41411673757903","26.2493980299583","93.5670176628114"
"Year 1 Jan 12 18:00","23","11.5","24.825","20.9030072226433","8.27329528556405","24.4226731013721","116.709291684582"
"Year 1 Jan 12 19:00","0","0","22.8","21.1607499353875","8.14586424053146","22.8933203909213","131.481791803158"
"Year 1 Jan 12 20:00","0","0","19.975","21.2830460024698","8.88269845771422","21.1702293965581","135.053182417075"
"Year 1 Jan 12 21:00","0","0","17.85","21.2732552484048","8.7622342723905","19.3935633323317","129.980683628534"
"Year 1 Jan 12 22:00","0","0","15.975","21.1495530195081","8.38509426192739","17.8833836314367","115.306064563738"
"Year 1 Jan 12 23:00","0","0","15.275","20.9263326423261","7.82125083894399","17.0894347539889","94.0148768212251"
"Year 1 Jan 13 00:00","0","0","14.6","20.6440792320242","7.23827721592441","16.3231169371472","67.2342149714379"
"Year 1 Jan 13 01:00","0","0","14.625","20.3305675469172","6.83798551421719","15.9168285336287","40.5022254999074"
"Year 1 Jan 13 02:00","0","0","14.325","20.0125431277579","6.65032949870461","15.6801111420927","14.2287998234901"
"Year 1 Jan 13 03:00","0","0","14.35","19.7016772064423","6.13780841023736","15.3964780302407","-8.19974071553429"
"Year 1 Jan 13 04:00","0","0","13.65","19.409964156848","5.47951134119443","14.91367916181","-27.6012013777674"
"Year 1 Jan 13 05:00","0","0","12.8","19.1282190778134","6.28025462704495","14.3563939758961","-43.1370150527154"
"Year 1 Jan 13 06:00","0","0","11.85","18.8485257028736","5.64100126509277","13.705944640702","-56.7793170417538"
"Year 1 Jan 13 07:00","0","0","11.675","18.5680037263203","4.84085181119235","13.5957495786585","-70.4870996127828"
"Year 1 Jan 13 08:00","13.5","43.5","12.075","18.2928740045314","4.35160391178603","13.6731925268115","-84.4237520003174"
"Year 1 Jan 13 09:00","59.75","290.75","13.925","18.0420628938503","5.1127384929526","15.2254748460232","-97.167678728607"
"Year 1 Jan 13 10:00","81.25","670.25","16.375","17.8577469022581","6.23868741747151","17.439915460546","-107.22387315167"
"Year 1 Jan 13 11:00","84","821.75","19.4","17.7888113874826","7.37358827538862","19.6721069070792","-109.064896256534"
"Year 1 Jan 13 12:00","52.5","1026.25","21.775","17.8643604270747","7.71874463198028","21.5305057988058","-101.086207855239"
"Year 1 Jan 13 13:00","61.5","1020","23.725","18.0716884386186","7.70272218138066","23.2843672085243","-83.0095953072119"
"Year 1 Jan 13 14:00","114","831.5","24.65","18.3844156101038","6.97460391489461","24.6494731150721","-57.4468026641352"
"Year 1 Jan 13 15:00","154.75","628.25","25.25","18.7687239124865","6.85036981334138","25.5451220998357","-25.819448034158"
"Year 1 Jan 13 16:00","160.75","433.25","25.1","19.1954040074736","6.18232266244637","25.6549579508519","6.75117123119781"
"Year 1 Jan 13 17:00","118.75","267","24.55","19.625447994835","6.50281880535387","24.6796183315686","37.2284151213725"
"Year 1 Jan 13 18:00","33.5","63","23.125","20.0066614009446","6.33694652904302","22.7844812432035","62.0190023613241"
"Year 1 Jan 13 19:00","0","0","21.425","20.2694235444853","6.7833481537919","21.1401641274832","80.0980228442011"
"Year 1 Jan 13 20:00","0","0","19.35","20.3918496487713","6.6862854800273","20.0557856159054","86.498787098911"
"Year 1 Jan 13 21:00","0","0","17.675","20.3890347737067","7.083593489165","18.9166581920227","83.8717130256775"
"Year 1 Jan 13 22:00","0","0","16.1","20.2946102630434","7.2334001279246","17.6341184456708","74.4176984259764"
"Year 1 Jan 13 23:00","0","0","15.175","20.1248775573991","7.56343629063618","16.6007961355384","60.1410780894048"
"Year 1 Jan 14 00:00","0","0","14.25","19.8990645745929","7.18709439256364","15.9022582838688","40.9065737686464"
"Year 1 Jan 14 01:00","0","0","13.925","19.632997478007","7.03615142682629","15.3484708179162","20.2032027763614"
"Year 1 Jan 14 02:00","0","0","13.525","19.3507395290449","6.71546521357048","15.0992730190595","-0.985601688994888"
"Year 1 Jan 14 03:00","0","0","13.475","19.0650803259768","6.93941966627469","14.6679036038828","-20.1042178058704"
"Year 1 Jan 14 04:00","0","0","13.125","18.7883025563207","6.73124214048343","14.1863036715262","-37.1464144520702"
"Year 1 Jan 14 05:00","0","0","12.1","18.5128864280182","6.60239709327344","13.6744619770618","-51.3753430091874"
"Year 1 Jan 14 06:00","0","0","11.425","18.2385106855037","6.43885534389048","13.0703430989858","-64.7762304027696"
"Year 1 Jan 14 07:00","0","0","11.975","17.9653573050073","6.097092828129","13.0555918097324","-78.4668294566158"
"Year 1 Jan 14 08:00","13.25","57.5","12.8","17.7028621456287","6.56729763611114","13.5521998716868","-92.5836483452064"
"Year 1 Jan 14 09:00","70.5","249.75","14.95","17.4732803724313","6.8578967885807","15.4871063928008","-104.297214704716"
"Year 1 Jan 14 10:00","102","487.75","17.4","17.3289848336492","7.39985748782461","17.9583136678003","-111.914031552254"
"Year 1 Jan 14 11:00","42","1024.75","20.25","17.3159879445917","7.65374855920003","19.9365481919096","-109.490224741329"
"Year 1 Jan 14 12:00","74.5","956.25","22.125","17.4496687927574","8.03548541652188","21.9006366352708","-97.1794819359326"
"Year 1 Jan 14 13:00","143.75","748.75","23.775","17.7045630528387","8.01224331500753","23.6254652777424","-74.8029066945005"
"Year 1 Jan 14 14:00","173","655.75","24.5","18.0599804638848","7.99544471768586","24.8992956752526","-46.0356160734076"
"Year 1 Jan 14 15:00","241.75","388.25","25.275","18.4799120506871","7.3508509219093","26.2330175376136","-12.4119978616423"
"Year 1 Jan 14 16:00","144","517.75","25.125","18.9455181706712","6.9163214827791","25.7018222676614","21.515477986991"
"Year 1 Jan 14 17:00","98.25","314.25","24.55","19.4111851910355","6.71853172321439","24.6602148551835","52.6054517203526"
"Year 1 Jan 14 18:00","12","1.5","22.675","19.8023896185735","6.81391000972944","22.5436426934903","78.8091864380777"
"Year 1 Jan 14 19:00","0","0","20.75","20.0591023669301","6.69768290000501","21.0177178117951","96.1948150286505"
"Year 1 Jan 14 20:00","0","0","18.575","20.1707162698244","6.60652092567681","19.5099077630487","101.102274862321"
"Year 1 Jan 14 21:00","0","0","17.475","20.1524931727638","5.96614100311552","18.510947320544","96.3220744896308"
"Year 1 Jan 14 22:00","0","0","16.475","20.041169574022","5.58569812165537","17.7142300146576","82.8453795549034"
"Year 1 Jan 14 23:00","0","0","16.05","19.8655825208775","5.37310356644003","17.0104509620066","66.0145744101432"
"Year 1 Jan 15 00:00","0","0","14.95","19.6544581049311","5.96080784097376","16.202298548168","46.8972178314221"
"Year 1 Jan 15 01:00","0","0","14.075","19.4129104514174","6.65861828526899","15.4583453320556","28.5308749552957"
"Year 1 Jan 15 02:00","0","0","12.775","19.1510384321578","7.4427498319304","14.6097874578537","9.36849073099906"
"Year 1 Jan 15 03:00","0","0","12.25","18.8666027174282","7.66622213323681","13.9674716566039","-9.0209859861619"
"Year 1 Jan 15 04:00","0","0","11.675","18.5683151873824","7.50539636378244","13.3588159700205","-28.2161378188608"
"Year 1 Jan 15 05:00","0","0","12.775","18.2593216927423","2.45810257196307","13.6951040603511","-46.0905486480886"
"Year 1 Jan 15 06:00","0","0","13.125","17.9675118486564","1.17064002024955","13.7809903720067","-63.7666726042864"
"Year 1 Jan 15 07:00","0","0","13.4","17.7126697993256","0.927761514438494","13.7963138796138","-77.4091644777144"
"Year 1 Jan 15 08:00","8.25","3.5","14.175","17.4967335517881","0.838995375825632","14.1415680272614","-88.1398648796583"
"Year 1 Jan 15 09:00","50","131.75","15.75","17.3213886417741","1.75820234826197","15.7139627176147","-96.4097945591132"
"Year 1 Jan 15 10:00","91","592.25","18","17.2147073570841","2.36485973938487","18.3460278233352","-100.891144307263"
"Year 1 Jan 15 11:00","69.75","898.75","20.85","17.2296160904008","4.48322013880689","20.5343064363326","-97.3167710356845"
"Year 1 Jan 15 12:00","91","880.75","23.7","17.3930701015141","5.23143036933557","22.7161086021375","-84.8079257238545"
"Year 1 Jan 15 13:00","66","998","26.2","17.6918986612277","6.40041585560026","24.4754216581052","-62.7031515427112"
"Year 1 Jan 15 14:00","64.5","996","27.7","18.0932213068844","7.16237649369496","25.9466045153752","-32.3609364740099"
"Year 1 Jan 15 15:00","168.25","550.5","28.075","18.5631991118321","8.99136228594963","27.0548166522499","2.63141651996851"
"Year 1 Jan 15 16:00","203.75","177.5","27.275","19.0751472156147","9.27197365386234","27.2490958507023","39.1032905657414"
"Year 1 Jan 15 17:00","121.75","201.5","25.5","19.5908317662331","8.02988801220985","25.791657492516","72.8892492082913"
"Year 1 Jan 15 18:00","24.5","13","23.125","20.0283033474571","5.54542778251844","23.139475943892","103.94952940669"
"Year 1 Jan 15 19:00","0","0","20.85","20.317366963753","3.62821138601697","21.4411531786773","123.068952079576"
"Year 1 Jan 15 20:00","0","0","18.875","20.4353609455298","1.79069334972426","20.3023846487414","127.21312784609"
"Year 1 Jan 15 21:00","0","0","17.575","20.4190193064655","2.14590437176721","19.1117321221547","120.245239894751"
"Year 1 Jan 15 22:00","0","0","16.7","20.3113654909145","3.44956176320562","18.0576635301647","105.673579389026"
"Year 1 Jan 15 23:00","0","0","16.125","20.1356593654824","5.91148380465844","17.3371116278961","86.7728337731208"
"Year 1 Jan 16 00:00","0","0","15.55","19.9159086448074","6.77633366940334","16.6713910448001","65.3481814229128"
"Year 1 Jan 16 01:00","0","0","15.025","19.6693060699532","6.67188028781984","16.2636959030959","44.1712505263474"
"Year 1 Jan 16 02:00","0","0","14.375","19.413110923239","4.84342150475095","16.0181967497167","23.5420119253018"
"Year 1 Jan 16 03:00","0","0","13.9","19.159472411021","3.20968269586206","15.5668139026236","5.13812804512425"
"Year 1 Jan 16 04:00","0","0","13.5","18.9148762734457","1.85498513433192","15.0780402073307","-11.2614443408196"
"Year 1 Jan 16 05:00","0","0","12.35","18.672033201021","6.91164376543006","14.1251061447868","-25.8108024755362"
"Year 1 Jan 16 06:00","0","0","11.25","18.4165911083466","7.81108678190739","13.4028313001243","-39.0355583690244"
"Year 1 Jan 16 07:00","0","0","11.375","18.1390023059539","6.49511364304415","12.945335699328","-52.9176001861331"
"Year 1 Jan 16 08:00","13.25","27.5","12.475","17.8536078282169","4.738738872572","13.5755980017121","-68.4761268861869"
"Year 1 Jan 16 09:00","46.5","332.5","15.05","17.595242101806","4.91348526429315","15.5585884809106","-84.3445189151585"
"Year 1 Jan 16 10:00","38.75","963","18.05","17.4267069499175","5.91419801048327","17.931688499725","-95.8262831515403"
"Year 1 Jan 16 11:00","61.25","914","21.05","17.3962920291473","8.26297389116914","20.5832847429962","-97.1552220295652"
"Year 1 Jan 16 12:00","29.5","1090.75","22.85","17.5263891557202","9.45973286946213","21.9638652556756","-86.8643957199324"
"Year 1 Jan 16 13:00","77","973","23.95","17.7848520106299","10.2744608791026","23.4434732596282","-64.6029811320686"
"Year 1 Jan 16 14:00","149","729.5","24.05","18.127027065742","9.57263994422832","24.450098396607","-36.0566882495035"
"Year 1 Jan 16 15:00","118","764","24.15","18.5196111213226","8.81041640931774","24.6397644950618","-4.36236775747722"
"Year 1 Jan 16 16:00","137","530.75","23.825","18.9278158518771","7.15427754503294","24.5276955448181","25.2208004363398"
"Year 1 Jan 16 17:00","129.25","232","23.325","19.3129563263583","6.64258288634368","23.9774567693847","50.2288055566127"
"Year 1 Jan 16 18:00","35","110","21.925","19.6348282155883","5.80668086176482","21.9891007583892","71.5887306180324"
"Year 1 Jan 16 19:00","0","0","20.075","19.8539506655689","6.22124882451611","20.1113482357189","85.9443246710105"
