1,"eplusout.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Convection Heat Transfer Coefficient  (W/m2-K)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Mar 25 19:00","23","80.5","30.65","28.2654771880692","13.7286530782085","30.7028929985145","138.248977426882"
"Year 1 Mar 25 20:00","0","0","28.55","28.4441420131816","12.9765890684411","28.8179339826717","145.487976449474"
"Year 1 Mar 25 21:00","0","0","26.35","28.4812040857315","10.0299713931299","27.2193108412965","141.117631811818"
"Year 1 Mar 25 22:00","0","0","24.225","28.3926005618917","7.5458519478431","25.8019963436722","127.117600917391"
"Year 1 Mar 25 23:00","0","0","22.425","28.2021582384684","4.69315504413567","24.8007036453645","106.990077710021"
"Year 1 Mar 26 00:00","0","0","20.95","27.9436906891915","5.60724091379979","23.5879737459765","82.2187179006374"
"Year 1 Mar 26 01:00","0","0","19.7","27.639867698045","7.11695789582359","22.4920521501494","55.5020260306747"
"Year 1 Mar 26 02:00","0","0","18.65","27.2998952029651","9.53123571324707","21.3453913110323","27.5193534139882"
"Year 1 Mar 26 03:00","0","0","17.725","26.9294073985812","9.67082436972919","20.2572092369987","-0.746541329645024"
"Year 1 Mar 26 04:00","0","0","17.125","26.5314346080486","11.2151396866958","19.2872788352314","-28.8683849038027"
"Year 1 Mar 26 05:00","0","0","20","26.1147632164299","8.79536207062655","20.5019384363048","-56.7136300253547"
"Year 1 Mar 26 06:00","0","0","21.525","25.7347889998204","9.73768806753056","21.3874407206972","-84.4659917939673"
"Year 1 Mar 26 07:00","9.5","58.75","22.45","25.4383288606371","11.3511148033007","22.0370067316247","-102.821258773574"
"Year 1 Mar 26 08:00","56.75","272.75","23.675","25.2323004310971","12.9871198721162","23.5273811332126","-113.206605187629"
"Year 1 Mar 26 09:00","95","548","25.05","25.1189822813327","17.9442112282339","25.5827169491705","-115.895530131814"
"Year 1 Mar 26 10:00","50.75","1017.5","26.375","25.1167464895182","18.6494342803712","27.0033779964636","-109.548148561025"
"Year 1 Mar 26 11:00","71.75","1001","27.675","25.2243866853356","16.12588979424","28.4087329662326","-94.6150453077497"
"Year 1 Mar 26 12:00","55.25","1087","28.975","25.4235760322909","15.7352644856162","29.754617104435","-73.9563290007612"
"Year 1 Mar 26 13:00","118.25","961.75","30.2","25.6944791099706","15.2561063005725","31.221372081286","-49.6272847192652"
"Year 1 Mar 26 14:00","210.5","743.5","31.325","26.0249323357423","15.1229677071239","32.6689195646669","-22.2107139055536"
"Year 1 Mar 26 15:00","117.5","923.75","31.975","26.4071750676739","18.3023786784685","33.0126247092797","7.71962814085378"
"Year 1 Mar 26 16:00","61.25","1000.25","31.95","26.8168044527955","23.0968700964677","32.5082914031856","37.5783462312525"
"Year 1 Mar 26 17:00","111.5","685.25","31.075","27.2032811397433","23.4930918077573","31.7069903472818","63.5123101821322"
"Year 1 Mar 26 18:00","71.25","506.5","29.375","27.5124397565848","18.7034485385303","30.1222346360766","85.470675971748"
"Year 1 Mar 26 19:00","22.5","56","27.1","27.7161963335871","17.4060124197453","27.8674677027631","98.9139965667354"
"Year 1 Mar 26 20:00","0","0","24.775","27.7864429036597","17.8332387330231","25.6907645433275","101.844924932839"
"Year 1 Mar 26 21:00","0","0","22.775","27.7087760189323","14.8644671343972","24.2185075447505","92.8735625456373"
"Year 1 Mar 26 22:00","0","0","21.475","27.5072453672547","11.5033065888089","23.1733466015432","74.1247448926591"
"Year 1 Mar 26 23:00","0","0","20.9","27.2301739559136","8.41353761999504","22.5739034672881","48.6871042056774"
"Year 1 Mar 27 00:00","0","0","20.8","26.9169528618079","5.49775177599454","22.2860358235223","21.3219885842217"
"Year 1 Mar 27 01:00","0","0","20.95","26.5987405593262","3.07306500680288","22.3550791705843","-4.39649026795394"
"Year 1 Mar 27 02:00","0","0","21","26.2991657056625","1.5972897076871","22.4047491682385","-26.2845233361622"
"Year 1 Mar 27 03:00","0","0","20.925","26.0309244095795","1.86239096711015","22.1294573476904","-42.9515356576059"
"Year 1 Mar 27 04:00","0","0","20.825","25.7925781905061","3.33082486175145","21.7726042745075","-56.0739357336164"
"Year 1 Mar 27 05:00","0","0","18.25","25.5704026329497","3.70928430492928","20.6422154941313","-66.9903113850909"
"Year 1 Mar 27 06:00","0","0","17.7","25.330787318035","6.05424356611103","19.7692893629616","-75.1699668691139"
"Year 1 Mar 27 07:00","10","37.5","18.85","25.0728517777961","10.4677794298649","19.8624419479261","-88.4899670064714"
"Year 1 Mar 27 08:00","47.25","285","20.55","24.8110482600893","15.2457763477725","21.3018178828755","-103.549507789061"
"Year 1 Mar 27 09:00","55","792.5","22.725","24.5977315218676","17.529287487719","23.5136462641768","-115.386487435901"
"Year 1 Mar 27 10:00","10.75","1100","24.875","24.4927607617725","17.2976623904646","25.1857406581963","-118.842996161826"
"Year 1 Mar 27 11:00","7.5","1100","26.9","24.5155343517557","14.524645128107","26.8925008905397","-111.716535615564"
"Year 1 Mar 27 12:00","40.25","1070.75","28.45","24.6540018556467","10.8943184298483","28.643677992029","-95.9885162274794"
"Year 1 Mar 27 13:00","101","997.75","29.85","24.8913990776492","7.6166116225503","30.375819521291","-73.0865696295957"
"Year 1 Mar 27 14:00","89.5","1019","30.95","25.2158666523936","5.94153444472695","31.5246141278466","-44.8804677097823"
"Year 1 Mar 27 15:00","109.75","932","31.8","25.6013697075997","5.76107681082568","32.384474924887","-13.0252211350048"
"Year 1 Mar 27 16:00","126.75","787.75","32.075","26.0199491703841","6.82444827319941","32.5563081927859","19.1435141398951"
"Year 1 Mar 27 17:00","161.75","416.25","31.575","26.4411057856476","7.57598980425363","32.1173225227991","48.307590070833"
"Year 1 Mar 27 18:00","110.25","97","30.05","26.8181358005409","7.69655560358923","30.7535502087609","74.6905468609593"
"Year 1 Mar 27 19:00","19.5","23","27.875","27.1024201879187","6.70842354412067","28.3332810460008","94.9279906976793"
"Year 1 Mar 27 20:00","0","0","25.425","27.2544377357465","5.58775969199736","26.385223904611","104.384809396726"
"Year 1 Mar 27 21:00","0","0","23.375","27.2521692507454","5.012373175183","25.1657793744437","101.174100142634"
"Year 1 Mar 27 22:00","0","0","21.925","27.1249511137977","5.38420449761221","23.8919839274467","88.0152764670648"
"Year 1 Mar 27 23:00","0","0","21.15","26.9156049308424","6.33050901831002","22.8107606032299","68.0070796180951"
"Year 1 Mar 28 00:00","0","0","20.625","26.6511829396579","7.24839063182106","21.9947477811098","43.5073970403845"
"Year 1 Mar 28 01:00","0","0","20.125","26.3495481699761","7.14817572984309","21.5278302267096","17.9784780282887"
"Year 1 Mar 28 02:00","0","0","19.4","26.0311725535819","5.7466551207475","21.0856575359409","-6.49804309296499"
"Year 1 Mar 28 03:00","0","0","18.6","25.7116649144178","4.29141994565233","20.545106276823","-28.2477219036305"
"Year 1 Mar 28 04:00","0","0","17.8","25.3960420073437","3.11922579469692","20.0922659154008","-47.3645383754869"
"Year 1 Mar 28 05:00","0","0","15.2","25.0812289975671","2.23638975740346","19.2166716152402","-63.7194840595251"
"Year 1 Mar 28 06:00","0","0","16.275","24.7594941800704","3.53064496280271","19.0079897200803","-77.9560694422971"
"Year 1 Mar 28 07:00","9","109.25","18.475","24.453696534515","6.64304214646931","19.4014020841914","-96.6314205522272"
"Year 1 Mar 28 08:00","45","496.75","20.5","24.1798647788763","8.71928132328189","21.0362919344621","-113.126703585266"
"Year 1 Mar 28 09:00","87.5","667.75","21.15","23.9767287850233","7.63435597292272","22.5403662225611","-123.21400757517"
"Year 1 Mar 28 10:00","160","609.75","21.725","23.8707326986831","6.07615794291009","24.3976227013617","-122.28468384647"
"Year 1 Mar 28 11:00","282","459","22.425","23.8764146480679","3.76315745757581","26.5308655473586","-112.778954877977"
"Year 1 Mar 28 12:00","317","504.5","24.85","24.0019419879201","3.33073456327347","28.9532830950712","-94.5924634434958"
"Year 1 Mar 28 13:00","20.25","1100","28.075","24.26260907917","4.93743503583421","29.0188414752916","-70.6399998739829"
"Year 1 Mar 28 14:00","4.25","1100","31.825","24.6130703511894","7.50485815671174","30.4382198406618","-44.5922616484829"
"Year 1 Mar 28 15:00","8.75","1100","34","24.9997935055283","9.34853616315761","32.0349541094122","-17.7974865524917"
"Year 1 Mar 28 16:00","46.75","971","34.625","25.4147457620012","12.7616912331453","33.0880076050058","12.733938446723"
"Year 1 Mar 28 17:00","150.25","478","32.975","25.8603342697107","12.0160121241284","32.9395788778444","44.5207025121887"
"Year 1 Mar 28 18:00","111.25","123.5","30.525","26.3022624271266","8.67078981591634","30.8161744231919","75.4449045855232"
"Year 1 Mar 28 19:00","14","7","27.425","26.6492629277897","5.20303191632953","28.0180553151568","102.033703047016"
"Year 1 Mar 28 20:00","0","0","25.1","26.8327915926905","1.9899775945166","26.305231906609","114.857227304193"
"Year 1 Mar 28 21:00","0","0","23.025","26.8482487635861","1.81964874986","25.2361988736307","111.738699707479"
"Year 1 Mar 28 22:00","0","0","21.975","26.7365700834617","1.85044280885563","24.3654775807372","99.0957901079563"
"Year 1 Mar 28 23:00","0","0","20.9","26.5547286064493","1.88671797556166","23.3359937568582","79.7547176241167"
"Year 1 Mar 29 00:00","0","0","20.15","26.3236014207223","2.15531637778677","22.4246146974292","58.6752820517664"
"Year 1 Mar 29 01:00","0","0","18.5","26.0581049355807","2.28219916161735","21.6232081594169","35.8323332927301"
"Year 1 Mar 29 02:00","0","0","16.8","25.7589334382389","2.17227525826123","20.5852357993217","14.4639979381698"
"Year 1 Mar 29 03:00","0","0","14.75","25.4357501666952","2.28165821099501","19.5269428373345","-7.10857793244114"
"Year 1 Mar 29 04:00","0","0","13.975","25.0831930252996","2.25812373466171","18.7567726354492","-28.5308270495999"
"Year 1 Mar 29 05:00","0","0","14.275","24.7137358978406","2.117091684957","18.3224830312841","-51.5227627208332"
"Year 1 Mar 29 06:00","0","0","16.125","24.338456277459","1.67738899192642","18.3455724386898","-73.2102582666392"
"Year 1 Mar 29 07:00","6.25","168","19.7","23.9941025399091","1.28955248547039","19.667396026011","-95.8544013961557"
"Year 1 Mar 29 08:00","18.75","779","23.925","23.7259580863426","1.88411698722932","22.1718136135345","-116.221123702642"
"Year 1 Mar 29 09:00","0","1100","27.775","23.5893677320847","2.36010162458403","24.5653855263094","-127.047489381535"
"Year 1 Mar 29 10:00","41.75","1003","30.425","23.6135238462003","2.50357961145807","27.3091234981451","-124.682150513808"
"Year 1 Mar 29 11:00","150.25","777.5","31.9","23.7931044852491","2.91070752431958","30.4490130349696","-107.312027229502"
"Year 1 Mar 29 12:00","113.5","950","32.575","24.1270401678891","3.28478698383661","31.8185994392189","-75.489000626067"
"Year 1 Mar 29 13:00","146.75","894.5","33.225","24.5826530887111","5.00641416219328","32.9659734032935","-34.8670595692443"
"Year 1 Mar 29 14:00","140","900.25","34.15","25.1014741791956","6.40027440768225","34.0193411708685","7.0579142157523"
"Year 1 Mar 29 15:00","161.5","811.75","35.3","25.6472695811076","8.14415610709615","34.9239106722119","46.5817077340678"
"Year 1 Mar 29 16:00","93.75","900.5","35.75","26.2042400794534","8.15225727458587","35.0270334990643","82.0793711041619"
"Year 1 Mar 29 17:00","110.75","619.75","35.05","26.7306994898362","7.14986000825261","34.485397490022","116.715261787561"
"Year 1 Mar 29 18:00","110.75","105.25","32.925","27.1904368921324","3.88087514998557","33.0175193610991","146.680370938802"
"Year 1 Mar 29 19:00","16","11","29.975","27.5441306159546","2.03394578175182","30.2089604637608","168.705284071173"
"Year 1 Mar 29 20:00","0","0","27.1","27.7465515658447","1.63831819879049","28.0628436518088","177.845369148222"
"Year 1 Mar 29 21:00","0","0","25.275","27.7790508946339","3.2977543329764","26.9078386647782","171.529593701648"
"Year 1 Mar 29 22:00","0","0","24.525","27.6824983128277","6.58791534407611","25.9267689625242","153.023497832507"
"Year 1 Mar 29 23:00","0","0","24.4","27.5103466852505","9.9128585811894","25.2278142650888","128.11761987611"
"Year 1 Mar 30 00:00","0","0","23.875","27.2959343211488","11.2142002468902","24.4586253545685","101.431366116017"
"Year 1 Mar 30 01:00","0","0","22.35","27.0530664768842","9.97510825533394","23.4746840999189","76.4419897666461"
"Year 1 Mar 30 02:00","0","0","19.725","26.7804174131813","6.39468960033697","22.2645424900247","53.8880148336308"
"Year 1 Mar 30 03:00","0","0","16.825","26.4707767381476","4.16271528330184","20.7821469212691","32.2096313260645"
"Year 1 Mar 30 04:00","0","0","14.675","26.1197933178649","2.70804627498606","19.4692794289623","8.84410827154316"
"Year 1 Mar 30 05:00","0","0","16.15","25.728880148218","6.7229442592876","19.1111031015929","-18.1458072054284"
"Year 1 Mar 30 06:00","0","0","18.675","25.3296303695508","6.39361919711787","19.7703260632649","-48.4077494475982"
"Year 1 Mar 30 07:00","5.25","188","22.075","24.9597110500577","5.19601063938351","21.2047767440046","-74.1383100757598"
"Year 1 Mar 30 08:00","16.25","839","25.4","24.6900187182077","2.38183323593839","23.3191768653698","-96.1315057778901"
"Year 1 Mar 30 09:00","10.5","1091","28.525","24.5535833496482","3.37604958124436","25.8187249245902","-106.666519352115"
"Year 1 Mar 30 10:00","38.25","1071.5","30.575","24.5736208246964","4.39247851309698","28.3843779996216","-104.921781901445"
"Year 1 Mar 30 11:00","53.75","1077.75","32.05","24.7471441482493","7.41159039866069","30.7666607506141","-87.8593914546729"
"Year 1 Mar 30 12:00","103.75","980","32.85","25.059003171915","7.39218649760838","32.3686153580619","-59.1502893154937"
"Year 1 Mar 30 13:00","177.5","827.5","33.9","25.477819768021","7.04687903326864","33.8941113415578","-22.8934551144316"
"Year 1 Mar 30 14:00","181.25","809.75","34.95","25.9684701400414","4.46482218449449","34.9681600694962","15.4234672744692"
"Year 1 Mar 30 15:00","146.5","851.75","36.175","26.5013036222776","5.88383181946449","35.7211970047501","53.3484777700151"
"Year 1 Mar 30 16:00","74.25","971.5","36.575","27.0504342900819","7.00102400460842","35.7916507228634","87.9767970236016"
"Year 1 Mar 30 17:00","77.25","817.75","36","27.5657892640333","10.8983334139666","35.3915759893799","122.078321634688"
"Year 1 Mar 30 18:00","86.5","397.25","34","28.018935653396","11.310226738594","33.9397001012519","151.037058911378"
"Year 1 Mar 30 19:00","20","23.5","31.525","28.3719826810983","14.3584539440678","31.3487743692991","172.416235976074"
"Year 1 Mar 30 20:00","0","0","29.025","28.5837083735152","14.0118718403292","29.3822981196191","180.904503151329"
"Year 1 Mar 30 21:00","0","0","27.5","28.6351457695229","15.6604636697951","27.8724438717117","174.923864225179"
"Year 1 Mar 30 22:00","0","0","26.45","28.5598035592299","14.6865661155084","26.9049797741954","156.903146174165"
"Year 1 Mar 30 23:00","0","0","25.6","28.396043287459","13.7854971030819","26.2442599956078","132.768969344406"
"Year 1 Mar 31 00:00","0","0","23.825","28.1818527075162","7.94223183205518","25.1033998849144","107.151067287604"
"Year 1 Mar 31 01:00","0","0","21.5","27.9266062766492","5.26340952741001","23.811437883956","83.5658922657693"
"Year 1 Mar 31 02:00","0","0","18.575","27.6279084840836","2.6179543530406","22.616687585908","59.8997856956522"
"Year 1 Mar 31 03:00","0","0","16.45","27.2862033716863","4.01824128616526","21.0852660812818","35.0327905932729"
"Year 1 Mar 31 04:00","0","0","15.475","26.9071384768382","5.54394400588594","19.5999476907653","7.30054958216622"
"Year 1 Mar 31 05:00","0","0","16.125","26.4871034968321","2.56673782688569","19.5739634849052","-23.2489286713053"
"Year 1 Mar 31 06:00","0","0","17.375","26.0525692476583","4.07790282440633","19.801981172029","-54.0788330768328"
"Year 1 Mar 31 07:00","9.25","121.25","20.175","25.6454877222702","7.93355719924981","20.6645380284126","-79.7034665740968"
"Year 1 Mar 31 08:00","28.25","638.75","24.45","25.3282735914","12.3922093033741","23.7477067570152","-104.105874555558"
"Year 1 Mar 31 09:00","5","1100","28.75","25.1518045591193","11.5984521370897","26.9134165925243","-118.795127500097"
"Year 1 Mar 31 10:00","10.5","1100","32.2","25.1709054480476","11.3104643967624","29.9296243851555","-117.660051862984"
"Year 1 Mar 31 11:00","7.5","1100","34.05","25.3864662278528","11.0344344184392","31.9848339432729","-98.9949751283756"
"Year 1 Mar 31 12:00","91","981","34.775","25.7502365433796","8.57095841993084","33.6728578995407","-65.0185261095795"
"Year 1 Mar 31 13:00","287","597.25","34.825","26.2135508640031","6.55122369448401","34.9890366115099","-24.1058119538269"
"Year 1 Mar 31 14:00","321.75","510","34.95","26.7368571683906","6.4840990694738","36.0133661412138","18.8277841398445"
"Year 1 Mar 31 15:00","300.25","474.5","35.225","27.2913569185669","6.40308776680491","36.5683926721764","59.0049261216084"
"Year 1 Mar 31 16:00","267","372","35.45","27.8443716768238","6.83665052501163","36.9456674261083","96.3335980123521"
"Year 1 Mar 31 17:00","219.5","199.75","35.125","28.3607587927043","5.989492131756","36.5280580917312","131.460709360805"
"Year 1 Mar 31 18:00","116.5","182.5","34.025","28.8217352303293","5.31152870618229","34.8435855285002","160.992588959273"
"Year 1 Mar 31 19:00","23","44","31.975","29.1844068440701","3.10736153468198","32.3625244587952","181.736843821346"
"Year 1 Mar 31 20:00","0","0","29.6","29.4014382919835","1.61645475650965","30.5547359552093","189.95887665277"
"Year 1 Mar 31 21:00","0","0","27.5","29.4587300984078","1.74482721337012","29.0312721118309","184.016074082998"
"Year 1 Mar 31 22:00","0","0","26.325","29.3899720140842","1.6680401913895","27.9690924648089","167.331990035601"
"Year 1 Mar 31 23:00","0","0","25.875","29.2359535336463","1.59347397330439","27.4990185330992","143.252398570027"
"Year 1 Apr 01 00:00","0","0","25.8","29.0369723100649","3.69547229097429","26.6458745320939","116.607332088305"
"Year 1 Apr 01 01:00","0","0","24.075","28.8159673706471","7.46472180374025","25.718034122821","90.9995673521418"
"Year 1 Apr 01 02:00","0","0","25.075","28.566444673549","8.44254739833762","25.7408257535049","67.7330707328133"
"Year 1 Apr 01 03:00","0","0","25.975","28.3291056612405","7.19358199993621","25.8267788630111","40.8890966639921"
"Year 1 Apr 01 04:00","0","0","26.175","28.1110356036188","6.59395113785333","25.9951133920958","20.0386183096015"
"Year 1 Apr 01 05:00","0","0","21.55","27.9158826956819","7.08420385387511","23.9986624662762","5.72763331768401"
"Year 1 Apr 01 06:00","0","0","19.85","27.695608719355","7.39873773145174","22.4822709430558","-2.19542893527169"
"Year 1 Apr 01 07:00","11","19.75","20.25","27.4370377404145","7.24560319068105","22.5573479446447","-20.3679971570814"
"Year 1 Apr 01 08:00","58.5","186","21.3","27.1434330769405","7.2953408012087","23.498296791504","-40.4548984422319"
"Year 1 Apr 01 09:00","102","576.5","23.25","26.8766066567282","7.25037962622474","25.5888191908777","-56.9755414115854"
"Year 1 Apr 01 10:00","97.25","831","25.6","26.7135809455574","7.23102896151521","27.6629965150824","-68.19067015909"
"Year 1 Apr 01 11:00","114","906.75","28.15","26.6871280459789","6.84499622160167","29.8988333669602","-68.3782966428015"
"Year 1 Apr 01 12:00","208.5","728.25","30.225","26.8057846604827","5.82827724565408","32.1337904673494","-57.9058590438349"
"Year 1 Apr 01 13:00","218","742.75","31.825","27.0597936154545","3.59012279964984","33.5123516264624","-36.936809518349"
"Year 1 Apr 01 14:00","228.5","709.75","32.65","27.4150368425265","1.77895108645142","34.930159752096","-7.80720371297264"
"Year 1 Apr 01 15:00","248.25","591.5","33.025","27.8337953191008","1.75562399566418","35.8939983696479","25.0355893548"
"Year 1 Apr 01 16:00","319.5","274","33.025","28.2946298721923","1.97099431057228","36.4769835358356","57.6479018131707"
"Year 1 Apr 01 17:00","210","307.5","32.7","28.7576423744774","1.95516953049929","35.4432862406394","91.4067219863578"
"Year 1 Apr 01 18:00","115.5","221.5","31.925","29.1729958469663","4.40230515955038","33.7892761773671","120.464534744168"
"Year 1 Apr 01 19:00","24","60.5","30.8","29.4855260519714","9.20191098130324","31.6594584541869","139.605272068719"
"Year 1 Apr 01 20:00","0","0","29.225","29.6612845681151","10.9827652074051","29.8759679411529","146.016181892771"
"Year 1 Apr 01 21:00","0","0","27.45","29.6899803378383","12.1155381809102","28.5727782030209","140.147553551307"
"Year 1 Apr 01 22:00","0","0","25.575","29.5989988469667","12.0978460147557","27.0146243894586","125.216514417465"
"Year 1 Apr 01 23:00","0","0","23.975","29.4137942778624","11.1300514082206","25.7576021832399","104.938139513658"
"Year 1 Apr 02 00:00","0","0","22.625","29.1567096354744","10.0178215098001","24.7445303773588","79.6901841239481"
"Year 1 Apr 02 01:00","0","0","21.775","28.8499887237623","8.82464262029241","24.0847551802869","52.0920875538045"
"Year 1 Apr 02 02:00","0","0","21.15","28.5193327191661","8.21309271600451","23.4162095383241","23.8145708244151"
"Year 1 Apr 02 03:00","0","0","20.775","28.1805801040683","7.82102092873096","23.0586655067062","-2.70499627188267"
"Year 1 Apr 02 04:00","0","0","20.4","27.8448078091383","7.7183080628489","22.4930711594962","-26.825247564525"
"Year 1 Apr 02 05:00","0","0","19.175","27.5162219437807","7.01132173988151","21.8163491811115","-47.5616752227256"
"Year 1 Apr 02 06:00","0","0","18.95","27.1859492923563","6.74982968404373","21.2789243631179","-65.2855971668641"
"Year 1 Apr 02 07:00","10","85.25","20.05","26.8615570797369","7.18543892473171","21.43024159899","-83.5403229291838"
"Year 1 Apr 02 08:00","37.75","501.5","22.5","26.5633912586508","6.89623863428215","23.3274606846017","-102.141663637257"
"Year 1 Apr 02 09:00","25.75","1012.25","25.6","26.3419378423351","6.97864427782903","25.8349684498346","-116.42004454361"
"Year 1 Apr 02 10:00","25","1077.75","28.8","26.256483949392","6.9987118279371","28.243900020853","-120.181466763508"
"Year 1 Apr 02 11:00","59","1033.25","31.4","26.3304141872619","7.22635050230973","31.0511329848674","-111.425013786601"
"Year 1 Apr 02 12:00","80","998.75","33.275","26.5619953231994","7.02319710626988","32.8011251541726","-89.6701642085683"
"Year 1 Apr 02 13:00","221.75","738.25","34.3","26.9207129886681","7.27054650011901","34.8302896369264","-57.2852580836605"
"Year 1 Apr 02 14:00","201.75","765.25","34.725","27.369832657322","6.79747510301604","35.7471991551833","-18.0458370243017"
"Year 1 Apr 02 15:00","330.25","406.25","34.5","27.8748236592222","7.56995704961578","36.5065802739754","22.9325181721406"
"Year 1 Apr 02 16:00","323.5","246.25","33.95","28.3992147789097","8.80396206112789","36.5658461586427","61.0717161533871"
"Year 1 Apr 02 17:00","218.5","243","32.9","28.8932521532173","10.6672914550798","35.2168329775711","97.4213999475055"
"Year 1 Apr 02 18:00","106.5","229.75","31.4","29.3063056024852","9.77134199279807","32.9910802580244","127.001560946005"
"Year 1 Apr 02 19:00","13.5","5","29.275","29.5864443101446","10.149692796166","30.4762311416013","144.289613246262"
"Year 1 Apr 02 20:00","0","0","26.975","29.6970438334528","9.69582795426966","28.5744461894325","146.910988491502"
"Year 1 Apr 02 21:00","0","0","24.675","29.6452256918381","10.4142022190486","26.7709387847239","136.026653149151"
"Year 1 Apr 02 22:00","0","0","23.05","29.460788116986","8.11097258476677","25.6540168792929","115.792385133817"
"Year 1 Apr 02 23:00","0","0","22.175","29.1893842239302","5.86174280689959","24.8720488553859","88.2072358382497"
"Year 1 Apr 03 00:00","0","0","22.075","28.874338236877","3.58339232015285","24.5443654693951","57.9839250526192"
"Year 1 Apr 03 01:00","0","0","22.175","28.5511221672915","2.30642813437474","24.2855733096626","28.356239433154"
"Year 1 Apr 03 02:00","0","0","22.05","28.239678666763","1.72283087412458","24.2340238860394","2.5752219020968"
"Year 1 Apr 03 03:00","0","0","21.25","27.9499388897609","2.48192205271471","23.6391161667434","-18.4636285622504"
"Year 1 Apr 03 04:00","0","0","20.1","27.6770626190291","4.55590259448991","22.7791697377752","-35.1274340975892"
"Year 1 Apr 03 05:00","0","0","21.825","27.4038828708996","5.03432601626006","22.8310000029296","-50.5887497561911"
"Year 1 Apr 03 06:00","0","0","22.425","27.141516831704","6.60030344402197","22.7372953136747","-67.7025489924705"
"Year 1 Apr 03 07:00","11","16","22.775","26.8981991492417","9.06539071506997","23.0453989932904","-81.3082063965663"
"Year 1 Apr 03 08:00","55","200","22.975","26.6854091651141","9.19475578855551","23.7909147071936","-92.3331935124212"
"Year 1 Apr 03 09:00","98","628.75","24.425","26.5203507783503","9.06837963735996","25.8097927436932","-98.7456031556071"
"Year 1 Apr 03 10:00","115.75","764","26.325","26.4439912536428","8.06344267907462","28.0041187162173","-100.03519773787"
"Year 1 Apr 03 11:00","102.25","938.5","29.05","26.4894678828321","7.70031621630589","30.097856520894","-91.9029597598642"
"Year 1 Apr 03 12:00","133","878.75","31.15","26.6701748035265","7.67806787216324","32.1367436560393","-75.4885392698772"
"Year 1 Apr 03 13:00","48","1051.5","33.1","26.9675639795144","8.23646138498828","33.1997629255078","-49.8857514668834"
"Year 1 Apr 03 14:00","123.25","950.75","33.9","27.3463485457551","9.54427209446198","34.6310017829363","-18.9597205847631"
"Year 1 Apr 03 15:00","88.5","992.5","34.525","27.771355201137","11.2561660592153","35.0414051193546","15.1365927712928"
"Year 1 Apr 03 16:00","166.75","684","34.025","28.2194661655685","10.7063380478646","35.1907431796904","47.3389436680755"
"Year 1 Apr 03 17:00","146.75","532","33.35","28.6497805947759","9.34320270239953","34.5303170234531","77.3126020508025"
"Year 1 Apr 03 18:00","105.25","284.75","31.7","29.0196156881394","6.92468316560949","32.9953816997402","103.208905154955"
"Year 1 Apr 03 19:00","23","37","30.225","29.2916208821804","5.05191930588667","30.922970358434","121.181640962258"
"Year 1 Apr 03 20:00","0","0","28.625","29.4388174331666","4.34594373806137","29.3628232834148","126.721702075967"
"Year 1 Apr 03 21:00","0","0","27.825","29.4508995552585","5.54424922643936","28.4808066919258","120.70214998967"
"Year 1 Apr 03 22:00","0","0","26.65","29.3674456122057","6.78080909441846","27.4647307807545","105.646965777876"
"Year 1 Apr 03 23:00","0","0","25.625","29.2146781773947","7.53974124522579","26.5281310186947","87.8078280953515"
"Year 1 Apr 04 00:00","0","0","23.675","29.0123855649299","6.33085988092421","25.6470375148603","67.6537518464635"
"Year 1 Apr 04 01:00","0","0","22.125","28.7658735613335","4.34621724033846","24.6945428598556","47.898296759961"
"Year 1 Apr 04 02:00","0","0","20.75","28.4935382243435","2.26881858559584","23.944963284767","25.9207808666447"
"Year 1 Apr 04 03:00","0","0","20.775","28.1980841383979","1.8861693853909","23.792904123409","3.95481954386456"
"Year 1 Apr 04 04:00","0","0","21.2","27.9035638112758","1.94134237673107","23.313849812662","-18.4583129492272"
"Year 1 Apr 04 05:00","0","0","21.675","27.6194013663436","6.14543149190785","22.7948777920874","-37.8824693557546"
"Year 1 Apr 04 06:00","0","0","22.25","27.3407098752868","8.80091648855887","22.823541676297","-54.9229958927922"
"Year 1 Apr 04 07:00","10.75","83","23.3","27.0799464969669","9.38614936649657","23.6466827117282","-71.2935346537971"
"Year 1 Apr 04 08:00","46.75","449.5","24.8","26.8639153100174","7.39352058753288","25.0836980859213","-84.6759501947592"
"Year 1 Apr 04 09:00","74.25","780","26.7","26.7297668583471","5.71883224316442","27.2702220654504","-91.6725431930394"
"Year 1 Apr 04 10:00","123.25","747.75","28.55","26.7090130073093","3.93945325166695","29.3956742634383","-89.7499093089419"
"Year 1 Apr 04 11:00","122.25","871.25","30.35","26.819116925099","4.01641711350464","31.5005103678632","-77.3556624674637"
"Year 1 Apr 04 12:00","106","971.5","31.85","27.0558168526778","5.59415545393076","32.8229175395367","-56.1062055844109"
