1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
"Year 1 Jan 02 12:00","117.5","779.5","19.275","18.8038919286362","28.3116107430033","-69.0879908599728"
"Year 1 Jan 02 13:00","139.5","746.75","20.675","19.451525697907","25.2413950315894","-15.2190958837386"
"Year 1 Jan 02 14:00","225","460.25","21.3","20.0404161226056","25.4470437963635","26.7424890915028"
"Year 1 Jan 02 15:00","255","237.5","21.7","20.4773301235713","25.3616527367896","57.1882386742064"
"Year 1 Jan 02 16:00","188","147.25","21.5","20.810902467701","24.356862123008","78.6569908978853"
"Year 1 Jan 02 17:00","98.25","61","20.95","21.0574691753929","23.0289516594611","93.1812399147137"
"Year 1 Jan 02 18:00","13.5","3.5","19.6","21.2057116264136","20.896554140496","99.656813478172"
"Year 1 Jan 02 19:00","0","0","17.925","21.2342050110427","19.6341712275961","98.0523865366695"
"Year 1 Jan 02 20:00","0","0","15.925","21.1412818789209","18.1577388372792","88.1247569807337"
"Year 1 Jan 02 21:00","0","0","14.275","20.9508539994461","16.8097328353648","72.6458823923567"
"Year 1 Jan 02 22:00","0","0","12.85","20.6884959961704","15.6180936999445","50.8968988670671"
"Year 1 Jan 02 23:00","0","0","11.975","20.3680139934299","14.7266750726646","26.2582385502008"
"Year 1 Jan 03 00:00","0","0","11.2","20.0098618645475","14.0074109240788","-0.0132190959261576"
"Year 1 Jan 03 01:00","0","0","10.7","19.6314590831908","13.8570482694087","-25.3709401877798"
"Year 1 Jan 03 02:00","0","0","10","19.2539689046631","13.4951170347451","-48.3753375781963"
"Year 1 Jan 03 03:00","0","0","9.35","18.8911909019389","12.7834566111076","-67.0388656217704"
"Year 1 Jan 03 04:00","0","0","8.525","18.5412440514375","12.2876196998803","-83.7418921353328"
"Year 1 Jan 03 05:00","0","0","8.825","18.1985583201023","12.1289408146218","-99.8438576629767"
"Year 1 Jan 03 06:00","0","0","8.325","17.8712394554644","11.5855564234378","-115.397307173932"
"Year 1 Jan 03 07:00","0","0","7.95","17.5523243298012","11.3173173750088","-127.491912120204"
"Year 1 Jan 03 08:00","4.75","0.5","8.275","17.2442720284251","11.1151627491669","-139.225091147392"
"Year 1 Jan 03 09:00","44.25","20.5","9.825","16.9547406103416","12.7572185689828","-150.372164180991"
"Year 1 Jan 03 10:00","112.5","249.75","12.4","16.7223915109868","20.5530959119115","-159.176677844808"
"Year 1 Jan 03 11:00","84.25","817.5","15.725","16.6995452336845","29.3623209650867","-152.316596773061"
"Year 1 Jan 03 12:00","98.25","863.5","19","17.099679622814","27.926044734921","-112.03484130488"
"Year 1 Jan 03 13:00","202.5","551.25","21.75","17.8006564487127","25.4350792189164","-52.2376138603727"
"Year 1 Jan 03 14:00","214.75","500.25","23.45","18.4996326137795","26.0358188580277","0.165228692320116"
"Year 1 Jan 03 15:00","166.25","498","24.175","19.0860451035242","25.8649177691766","39.8403004709321"
"Year 1 Jan 03 16:00","179.25","121.5","23.85","19.5769078931303","25.6651421704493","71.0512752060364"
"Year 1 Jan 03 17:00","101.25","155.25","23.025","19.9733847631542","24.4001810546344","97.0440911762193"
"Year 1 Jan 03 18:00","0","0","21.75","20.2774649179479","22.1983268964438","115.074502259385"
"Year 1 Jan 03 19:00","0","0","20.5","20.4521103164527","21.2388339120624","122.486974681474"
"Year 1 Jan 03 20:00","0","0","19.15","20.5017213311112","20.3385837367427","119.397506389682"
"Year 1 Jan 03 21:00","0","0","17.9","20.4590039726532","19.4269293158229","109.931829391476"
"Year 1 Jan 03 22:00","0","0","16.625","20.3509155483726","18.4799626113063","96.4537692619436"
"Year 1 Jan 03 23:00","0","0","15.325","20.1892742373676","17.5679395469168","80.8507479749715"
"Year 1 Jan 04 00:00","0","0","13.95","19.9837277363295","16.620562251316","63.4306260705674"
"Year 1 Jan 04 01:00","0","0","12.775","19.7418711450497","15.991608955836","44.5107598060199"
"Year 1 Jan 04 02:00","0","0","11.675","19.4740361194734","15.0869889260893","24.6005303796518"
"Year 1 Jan 04 03:00","0","0","10.875","19.1866504120643","14.425009985121","5.00550740806976"
"Year 1 Jan 04 04:00","0","0","10.025","18.88254722277","13.7266164275898","-14.6892305576771"
"Year 1 Jan 04 05:00","0","0","11","18.5678145243755","13.6714499911389","-33.7923639809789"
"Year 1 Jan 04 06:00","0","0","11.55","18.259162172188","13.6950158941168","-52.332690046728"
"Year 1 Jan 04 07:00","0","0","12.725","17.9741308231924","13.7433997397589","-67.9631027131178"
"Year 1 Jan 04 08:00","14.5","70.5","14.525","17.7322256866175","16.6257228260168","-82.4754181515331"
"Year 1 Jan 04 09:00","71.75","314","17.475","17.5769979259563","24.7981191762856","-91.2856363588623"
"Year 1 Jan 04 10:00","90.5","582.5","20.55","17.6936028761633","30.5535081988562","-80.0366283157391"
"Year 1 Jan 04 11:00","59","974","23.625","18.179336114055","34.446076554944","-40.7356048913907"
"Year 1 Jan 04 12:00","148.5","671.25","25.6","18.992019624106","31.4953876587765","20.560177302453"
"Year 1 Jan 04 13:00","106.5","854.25","26.825","19.890462355581","29.1159096010628","83.2440347501915"
"Year 1 Jan 04 14:00","166.5","646.25","27.025","20.6311391355467","28.9425232966024","134.769842565252"
"Year 1 Jan 04 15:00","221.5","345.25","27","21.1841341530488","29.144705978209","169.114261412061"
"Year 1 Jan 04 16:00","188.25","207.75","26.4","21.617734012662","28.4529255866152","191.481661290081"
"Year 1 Jan 04 17:00","94.25","263.5","25.6","21.9646918890634","26.8483108706768","206.573987291211"
"Year 1 Jan 04 18:00","8.5","0.5","24.05","22.2152035847956","24.6995163898866","213.114636284556"
"Year 1 Jan 04 19:00","0","0","22.4","22.3367572894562","23.2303681216575","209.901313078585"
"Year 1 Jan 04 20:00","0","0","20.35","22.3321784731969","21.76591449861","196.599239144596"
"Year 1 Jan 04 21:00","0","0","18.675","22.2211618150572","20.4058007009145","176.920826855204"
"Year 1 Jan 04 22:00","0","0","16.95","22.0288998977588","19.0951146011","151.967454143395"
"Year 1 Jan 04 23:00","0","0","15.675","21.7678319184869","18.0196263167209","124.930833213175"
"Year 1 Jan 05 00:00","0","0","14.2","21.4608246371841","17.1511381990659","95.3217290749279"
"Year 1 Jan 05 01:00","0","0","13.125","21.1183897931185","16.5103457962368","66.8796201352483"
"Year 1 Jan 05 02:00","0","0","12.075","20.7661646391623","15.9110269103884","38.5184527609363"
"Year 1 Jan 05 03:00","0","0","11.575","20.4126387135487","15.2947615491619","12.621914958262"
"Year 1 Jan 05 04:00","0","0","11.2","20.0655113016662","14.982762694538","-11.5564804410151"
"Year 1 Jan 05 05:00","0","0","11.625","19.7267445435184","14.2248466434848","-33.0991150059296"
"Year 1 Jan 05 06:00","0","0","11.95","19.3987471531477","13.7622289415543","-52.6549260680417"
"Year 1 Jan 05 07:00","0","0","12.675","19.0722534552857","13.9668481578414","-70.3652351599759"
"Year 1 Jan 05 08:00","13.5","58.25","14.325","18.7734121979205","16.4338564470996","-88.2141008311158"
"Year 1 Jan 05 09:00","48.5","414.5","16.15","18.5567810639028","25.9640330771027","-100.475986628405"
"Year 1 Jan 05 10:00","58.75","858.5","18.25","18.6143600244827","35.0401652466337","-89.7916675470209"
"Year 1 Jan 05 11:00","115","682","20.15","19.1544325698544","33.23558110485","-40.8789503980899"
"Year 1 Jan 05 12:00","48","1043.75","22.1","20.0076518576443","32.1931583897563","25.0060247145631"
"Year 1 Jan 05 13:00","87","925.5","23.575","20.8754044342686","28.2783450599082","88.0791598272139"
"Year 1 Jan 05 14:00","188","574.75","24.725","21.5473512694273","28.275504198657","135.703323898193"
"Year 1 Jan 05 15:00","242","310.25","24.925","22.0119996770509","28.6545866958782","162.004096824352"
"Year 1 Jan 05 16:00","141.75","457","24.45","22.353634925325","27.3243323228421","178.052893123893"
"Year 1 Jan 05 17:00","117.5","144.25","23.025","22.6101038810659","25.4165394536473","187.234489861879"
"Year 1 Jan 05 18:00","28","39.5","21.25","22.7547239312851","23.0868926347415","188.455100705068"
"Year 1 Jan 05 19:00","0","0","19.15","22.7646807929224","21.2484097462448","179.008974546942"
"Year 1 Jan 05 20:00","0","0","17.4","22.6381524286294","19.9831975536252","160.093130695873"
"Year 1 Jan 05 21:00","0","0","15.95","22.4089888163663","19.1278993180317","134.611339311062"
"Year 1 Jan 05 22:00","0","0","15.375","22.1220427740226","18.5372037890416","105.543657391614"
"Year 1 Jan 05 23:00","0","0","15.225","21.8137010490242","18.0691939481696","76.052435029526"
"Year 1 Jan 06 00:00","0","0","15.575","21.506103568624","17.6453070720031","48.1633653599838"
"Year 1 Jan 06 01:00","0","0","15.625","21.2106650706515","17.3378148376298","22.718144747068"
"Year 1 Jan 06 02:00","0","0","15.3","20.9263998902544","16.8685621693296","1.19727898111248"
"Year 1 Jan 06 03:00","0","0","14.225","20.6523576779269","16.0540981387752","-17.0238708153913"
"Year 1 Jan 06 04:00","0","0","13.075","20.3752505529932","15.1120674220212","-32.865100426421"
"Year 1 Jan 06 05:00","0","0","11.15","20.0806080362403","14.2317899348943","-48.3959063651619"
"Year 1 Jan 06 06:00","0","0","10.075","19.7573755045833","13.5942201682238","-63.5953126368966"
"Year 1 Jan 06 07:00","0","0","10.35","19.4160039334479","13.629441715294","-79.6368054975061"
"Year 1 Jan 06 08:00","12","80.25","11.625","19.0884030833406","16.6288548704126","-97.4708858869015"
"Year 1 Jan 06 09:00","64","343","13.95","18.8425767332864","26.1520836394362","-109.662773844312"
"Year 1 Jan 06 10:00","108.25","492.25","16.475","18.8988993044517","30.9379291809497","-98.1684919444313"
"Year 1 Jan 06 11:00","94","778.75","18.825","19.3457435993608","33.4549647312385","-55.9056260151761"
"Year 1 Jan 06 12:00","97.5","857.5","20.3","20.08751840453","30.9157492039717","3.71097801204233"
"Year 1 Jan 06 13:00","151.5","713","21.2","20.8857027965217","26.9647295752696","64.0731592960431"
"Year 1 Jan 06 14:00","200","548.25","21.55","21.4974456856098","26.5756526730253","108.673958264126"
"Year 1 Jan 06 15:00","197.75","461.25","21.9","21.8897447759001","26.0887349045645","132.667170348507"
"Year 1 Jan 06 16:00","180.5","337","21.85","22.1436505846425","25.511073270233","143.171477932143"
"Year 1 Jan 06 17:00","105","277.75","21.5","22.3063604437212","23.998687432102","146.442339465958"
"Year 1 Jan 06 18:00","27","32","20.275","22.3862530452471","22.0610295181796","143.476723759177"
"Year 1 Jan 06 19:00","0","0","18.55","22.3597852647243","20.2993394706728","134.185179692105"
"Year 1 Jan 06 20:00","0","0","16.375","22.2191960546762","18.8356761995537","117.795135195857"
"Year 1 Jan 06 21:00","0","0","14.6","21.9774429483064","17.4840359689323","96.2241113685297"
"Year 1 Jan 06 22:00","0","0","13.3","21.66646925634","16.4364688760925","69.4220774461778"
"Year 1 Jan 06 23:00","0","0","13","21.3093021371692","15.6167818316493","39.9320689274991"
"Year 1 Jan 07 00:00","0","0","13.15","20.9307799360937","15.2278402160318","9.52085436293529"
"Year 1 Jan 07 01:00","0","0","13.5","20.5490790775727","15.2385771356661","-18.7179121776151"
"Year 1 Jan 07 02:00","0","0","13.45","20.1861682060159","15.3248629079219","-42.6576280664342"
"Year 1 Jan 07 03:00","0","0","13.025","19.8555918902868","15.0708958458306","-60.6534371266288"
"Year 1 Jan 07 04:00","0","0","11.925","19.563991896678","14.585874310046","-75.3537605664108"
"Year 1 Jan 07 05:00","0","0","10.7","19.2892175527621","13.5292191551954","-86.6518338877542"
"Year 1 Jan 07 06:00","0","0","9.95","19.0099912017409","12.9979165503548","-97.5008161866132"
"Year 1 Jan 07 07:00","0","0","10.25","18.7144879300651","12.7416243997826","-109.910493857424"
"Year 1 Jan 07 08:00","13.5","52","11.3","18.4207540503929","14.9073100465507","-123.44431965864"
"Year 1 Jan 07 09:00","52.75","363.75","14.075","18.181061209983","24.3920087924736","-133.846849136745"
"Year 1 Jan 07 10:00","40.25","898.25","17.525","18.2066668372396","34.9151881593276","-125.077311001414"
"Year 1 Jan 07 11:00","13.5","1100","21.4","18.7307981155398","36.4247691754681","-76.3701381661602"
"Year 1 Jan 07 12:00","16","1100","24.125","19.6753318544632","32.8566124891049","-0.686742109260392"
"Year 1 Jan 07 13:00","47.5","1039.75","25.9","20.6969369077596","28.9032544377877","71.7911940862356"
"Year 1 Jan 07 14:00","115.5","815.75","26.15","21.4830346111343","28.709031511819","127.794700296995"
"Year 1 Jan 07 15:00","156.75","536","25.95","22.0130102964494","28.3384570274211","161.137971735813"
"Year 1 Jan 07 16:00","181","119.75","25","22.3854743117178","27.6157978128733","179.474442528781"
"Year 1 Jan 07 17:00","113.5","169.25","24.025","22.6489460284498","26.1026766194493","189.235138437491"
"Year 1 Jan 07 18:00","18.5","7","22.525","22.8158752321666","23.9064229293258","190.522445264023"
"Year 1 Jan 07 19:00","0","0","21.125","22.8619124153801","22.6405168624639","182.973351973786"
"Year 1 Jan 07 20:00","0","0","19.45","22.7926648532418","21.1667954674188","166.354001374099"
"Year 1 Jan 07 21:00","0","0","18.175","22.6312590522595","19.9992283562911","144.683632651254"
"Year 1 Jan 07 22:00","0","0","16.625","22.3990138614522","19.1103876931675","119.150982216589"
"Year 1 Jan 07 23:00","0","0","15.3","22.1170972841342","18.2677318224948","92.6687129532938"
"Year 1 Jan 08 00:00","0","0","13.575","21.8058324283619","16.9057361611483","66.3018473984956"
"Year 1 Jan 08 01:00","0","0","12.35","21.4661538147845","15.7335909398958","40.3511524463594"
"Year 1 Jan 08 02:00","0","0","11.275","21.0960332912331","14.841211674694","12.8118806762116"
"Year 1 Jan 08 03:00","0","0","11","20.6991609609242","14.0950659512903","-14.5507472655816"
"Year 1 Jan 08 04:00","0","0","10.55","20.2913664397395","13.4400003320101","-41.3722943338835"
"Year 1 Jan 08 05:00","0","0","9.95","19.8768553354431","13.354695193441","-65.1096487872667"
"Year 1 Jan 08 06:00","0","0","9.725","19.4709340694799","13.0581507073632","-85.7942520748698"
"Year 1 Jan 08 07:00","0","0","10.525","19.1014240879216","12.9503903890041","-105.38742549124"
"Year 1 Jan 08 08:00","12.5","71.25","12","18.7686781667121","15.7971559608579","-122.948515148502"
"Year 1 Jan 08 09:00","55.5","381.5","14.575","18.5211022316157","26.5831140336212","-134.441951764029"
"Year 1 Jan 08 10:00","64.5","754.75","17.55","18.589513719421","35.889119087116","-121.068886298955"
"Year 1 Jan 08 11:00","81.25","877.5","20.625","19.1716214416341","38.0346371697051","-66.5547128604689"
"Year 1 Jan 08 12:00","186.75","549","22.9","20.1711935277621","33.9281619767953","13.8082646329633"
"Year 1 Jan 08 13:00","155.5","704","24.525","21.2323082411973","30.4855763495952","89.9351816273468"
"Year 1 Jan 08 14:00","182.5","606","25.125","22.0458576043725","29.9060886996944","150.521990265291"
"Year 1 Jan 08 15:00","201.5","461","25.275","22.6086547605433","29.8151211688349","185.506373475565"
"Year 1 Jan 08 16:00","157.25","421.25","24.625","23.0084009673889","28.5749729999553","204.89596246283"
"Year 1 Jan 08 17:00","117.5","213.25","23.65","23.2932009473543","26.8766172350283","214.94804135052"
"Year 1 Jan 08 18:00","29.5","41","21.975","23.4615845736188","24.3791724800922","215.155265289648"
"Year 1 Jan 08 19:00","0","0","20.3","23.4933865553877","22.657918073069","205.377752227104"
"Year 1 Jan 08 20:00","0","0","18.475","23.3897069944193","21.4162169000722","185.027460758758"
"Year 1 Jan 08 21:00","0","0","17.25","23.1833770842318","20.2198447918667","159.022594461264"
"Year 1 Jan 08 22:00","0","0","16.175","22.9141315266724","19.5166875733292","129.133436265787"
"Year 1 Jan 08 23:00","0","0","15.375","22.6072792074785","18.9671077890045","98.8199513412095"
"Year 1 Jan 09 00:00","0","0","14.225","22.2873069037398","17.9691213457376","70.3146434360205"
"Year 1 Jan 09 01:00","0","0","13.225","21.9600478488806","16.9910979662483","44.0708446179236"
"Year 1 Jan 09 02:00","0","0","11.95","21.6187685981484","16.0052231627331","18.5363836653091"
"Year 1 Jan 09 03:00","0","0","11.075","21.257126931797","15.314856792712","-5.91420767859019"
"Year 1 Jan 09 04:00","0","0","10.225","20.8819483655044","14.5056638324618","-30.0243555205118"
"Year 1 Jan 09 05:00","0","0","10.45","20.4984193255127","14.0789202268436","-52.5490848250265"
"Year 1 Jan 09 06:00","0","0","10.075","20.1132885448779","13.8909173944787","-73.2969232253215"
"Year 1 Jan 09 07:00","0","0","10.65","19.7431227682388","13.6861197760735","-92.270763228398"
"Year 1 Jan 09 08:00","13.5","30","12.175","19.4082309557237","15.0263408703646","-110.467207542233"
"Year 1 Jan 09 09:00","45.5","355.5","15.525","19.1344040895187","23.9016063133679","-125.237727584339"
"Year 1 Jan 09 10:00","15","1071.5","19.275","19.0974679265549","37.4711944175625","-123.479413347359"
"Year 1 Jan 09 11:00","28.25","1022.25","23.2","19.602122013728","37.1463625587403","-76.722136139132"
"Year 1 Jan 09 12:00","116.75","789.25","25.625","20.5674640374339","34.5689445507047","0.610068735428774"
"Year 1 Jan 09 13:00","143.75","742.25","27.15","21.6060177495973","31.590105704279","76.043527830108"
"Year 1 Jan 09 14:00","192.5","577.75","27.125","22.4430750326776","31.1450257070584","137.005477771159"
"Year 1 Jan 09 15:00","199.75","464","26.85","23.0487137606031","30.7243272302049","177.465881180382"
"Year 1 Jan 09 16:00","184","246.5","25.825","23.4953463042033","29.7466716484032","201.824025694776"
"Year 1 Jan 09 17:00","98.75","52.5","24.825","23.8208373530903","27.7537020296698","216.095270195589"
"Year 1 Jan 09 18:00","29.5","39","23.025","24.0239393010415","25.4368321125409","219.010711157817"
"Year 1 Jan 09 19:00","0","0","21.3","24.0837229024635","23.5132166737792","211.472638881098"
"Year 1 Jan 09 20:00","0","0","19.325","24.002585340605","21.9524188027052","192.387845281351"
"Year 1 Jan 09 21:00","0","0","18.125","23.8059473579037","20.813328742636","166.399534879258"
"Year 1 Jan 09 22:00","0","0","16.925","23.5346086391491","19.7762257868953","135.370930060818"
"Year 1 Jan 09 23:00","0","0","16.15","23.2162414950306","18.7922139117012","103.562900230838"
"Year 1 Jan 10 00:00","0","0","14.875","22.8695006565827","18.0886903495441","72.0987303046189"
"Year 1 Jan 10 01:00","0","0","13.9","22.5045130101645","17.2393063710947","42.6204851517033"
"Year 1 Jan 10 02:00","0","0","12.575","22.1352226711419","16.4729483022666","14.5662585489399"
"Year 1 Jan 10 03:00","0","0","11.9","21.7577010141098","15.8441286475671","-10.9140946346099"
"Year 1 Jan 10 04:00","0","0","11.05","21.3802244885574","15.0642007079493","-35.1946617123595"
"Year 1 Jan 10 05:00","0","0","11.7","21.0006879807239","14.8856136073169","-57.0344687767567"
"Year 1 Jan 10 06:00","0","0","11.475","20.6276115908618","14.54490393753","-77.1651853504076"
"Year 1 Jan 10 07:00","0","0","12.125","20.2786135989594","14.7414735082987","-95.4569982052843"
"Year 1 Jan 10 08:00","10.5","125","13.75","19.9667078597603","19.1205253603368","-112.344533185056"
"Year 1 Jan 10 09:00","34.5","650","17.2","19.7709365590156","33.6616273762176","-121.049356445993"
"Year 1 Jan 10 10:00","9.5","1100","20.975","20.0103511605734","41.7694115873669","-95.9819450611824"
"Year 1 Jan 10 11:00","3","1100","24.675","20.8563177518436","39.5757945287592","-23.4584918407974"
"Year 1 Jan 10 12:00","26.25","1055.75","26.575","22.0384847717188","35.5483063581977","64.1885180178461"
"Year 1 Jan 10 13:00","104.5","868","27.35","23.1105196496186","31.7712476233887","146.375115962366"
"Year 1 Jan 10 14:00","168.5","651.5","26.675","23.8736062032316","30.8315441712576","200.231476061337"
"Year 1 Jan 10 15:00","204.25","452.25","26.1","24.3524963756879","30.2911779486438","227.101435856964"
"Year 1 Jan 10 16:00","187.75","325","25.175","24.6556067760505","29.2655807745717","236.138777100055"
"Year 1 Jan 10 17:00","111.25","290","24.825","24.8438514933471","27.7124334663399","235.77989365701"
"Year 1 Jan 10 18:00","32","61","23.9","24.9370209544757","25.7347718641632","226.316564679642"
"Year 1 Jan 10 19:00","0","0","23.15","24.922642694891","24.2327433122786","209.924123727543"
"Year 1 Jan 10 20:00","0","0","21.8","24.806659656008","22.9908556460127","185.689102004535"
"Year 1 Jan 10 21:00","0","0","20.8","24.6073672744724","22.277680324754","158.167600155101"
"Year 1 Jan 10 22:00","0","0","19.4","24.3585863236968","21.1260329930522","128.709796138105"
"Year 1 Jan 10 23:00","0","0","18.25","24.0751396338063","20.0544084877247","100.606182137032"
"Year 1 Jan 11 00:00","0","0","16.5","23.7623360843559","18.9995943219076","72.2181001115286"
"Year 1 Jan 11 01:00","0","0","15.175","23.4170687904751","18.3194860453984","45.1911047752225"
"Year 1 Jan 11 02:00","0","0","13.775","23.0567907487964","17.4250623030598","17.70407048289"
"Year 1 Jan 11 03:00","0","0","13.175","22.6856830326368","16.5921589141993","-7.79095791691665"
"Year 1 Jan 11 04:00","0","0","12.35","22.3082437863949","16.1492308368602","-32.7808463196253"
"Year 1 Jan 11 05:00","0","0","12.775","21.9257130296809","15.6235740741354","-55.3322154577273"
"Year 1 Jan 11 06:00","0","0","11.95","21.55045682996","15.0110220429737","-75.7058136466194"
"Year 1 Jan 11 07:00","0","0","11.75","21.1828904316926","14.5150847635944","-94.1687009260753"
"Year 1 Jan 11 08:00","13","63.75","12.85","20.8294814643369","16.8863972163906","-112.819694562384"
"Year 1 Jan 11 09:00","52.75","388.25","15.675","20.5392898727774","26.9697921664794","-127.916887386574"
"Year 1 Jan 11 10:00","59","806.25","19.125","20.5376546649894","36.6295689813635","-121.051673843884"
"Year 1 Jan 11 11:00","67","897.5","22.7","21.0384270184563","38.2028506231809","-73.2112549526694"
"Year 1 Jan 11 12:00","100","871.5","25.175","21.9428343998405","36.0634023619769","1.17882793721443"
"Year 1 Jan 11 13:00","255","400","26.675","22.9519745259018","33.042429927868","74.5972594838084"
"Year 1 Jan 11 14:00","275.75","315.25","27","23.774834808056","32.9441157968784","136.685446399835"
"Year 1 Jan 11 15:00","161","599.75","26.925","24.3868413742838","31.4323377451466","178.121427115323"
"Year 1 Jan 11 16:00","160","436.5","26.225","24.8338411783609","30.1214963186144","203.038556284066"
"Year 1 Jan 11 17:00","113.25","297.75","25.4","25.1305237175469","28.3469861698959","214.397556955128"
"Year 1 Jan 11 18:00","31.5","51","23.925","25.2911875411878","26.0353518155671","213.479469591513"
"Year 1 Jan 11 19:00","0","0","22.225","25.3109614134095","24.4073576514634","202.166453101808"
"Year 1 Jan 11 20:00","0","0","20.15","25.1990997077344","23.2093382349211","181.241985725592"
"Year 1 Jan 11 21:00","0","0","18.475","24.9881324609726","21.8565073262039","155.598613399993"
"Year 1 Jan 11 22:00","0","0","17.2","24.7137695140398","20.8554487839833","126.357108129349"
"Year 1 Jan 11 23:00","0","0","16.675","24.3949069889972","19.7032562804821","95.3279536974844"
"Year 1 Jan 12 00:00","0","0","16.375","24.0496477926039","18.692930115495","63.260484019069"
"Year 1 Jan 12 01:00","0","0","16.525","23.6824853430768","18.4076335536024","31.5668599239539"
"Year 1 Jan 12 02:00","0","0","16.3","23.3105261196323","17.9708436062418","1.52221516255706"
"Year 1 Jan 12 03:00","0","0","15.825","22.9494831477472","17.4712057089539","-23.9553885898546"
"Year 1 Jan 12 04:00","0","0","14.65","22.6007755804295","16.8657229138645","-45.5656453441265"
"Year 1 Jan 12 05:00","0","0","13.325","22.2560236593184","16.1453662995968","-63.5227110756954"
"Year 1 Jan 12 06:00","0","0","12.25","21.9105527510671","15.5479550693869","-80.0553954010953"
"Year 1 Jan 12 07:00","0","0","12.525","21.5669445437822","15.6654195007336","-96.983668459303"
