1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)"
,"Environment","Environment","Environment","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0","BLOCK1:ZONE1_WALL_3_0_0"
"Year 1 Jan 11 03:00","0","0","14.9","-15.1650357340992","28.9717440406197","20.1189492512513"
"Year 1 Jan 11 04:00","0","0","14.1","-54.6564439733068","28.4046810325526","19.2803806655204"
"Year 1 Jan 11 05:00","0","0","13.375","-88.768138918451","27.8484850133066","18.4970943191591"
"Year 1 Jan 11 06:00","0","0","12.6","-117.942450654493","27.2991758668368","17.7215002005096"
"Year 1 Jan 11 07:00","0","0","12.475","-146.772141010903","26.7725407740358","17.1021159996504"
"Year 1 Jan 11 08:00","33.5","54.5","12.65","-173.284234557764","26.2648705953108","18.2080569001926"
"Year 1 Jan 11 09:00","110.25","290.75","12.775","-194.478989852079","25.8029430430572","23.9874947435259"
"Year 1 Jan 11 10:00","140.75","568.75","15.425","-199.347196644192","25.5186401207441","32.4505798515063"
"Year 1 Jan 11 11:00","120.75","769.75","19","-176.064571343924","25.6009102573317","40.4864142281885"
"Year 1 Jan 11 12:00","117.25","841.5","22.525","-115.554533124863","26.1386177905848","46.5286836745214"
"Year 1 Jan 11 13:00","117.75","859","24.225","-26.8898855366747","27.0965604669746","50.3960471385536"
"Year 1 Jan 11 14:00","115","844","25.25","80.1682331530535","28.33220299894","52.2738698676207"
"Year 1 Jan 11 15:00","106.5","794.5","26.325","195.505539185188","29.6564211065252","52.3434247675601"
"Year 1 Jan 11 16:00","97.25","672.75","26.3","300.020419780452","30.9468502503795","49.6293208780884"
"Year 1 Jan 11 17:00","81.5","408.5","25.9","387.604663214421","32.0436749857505","43.6555850661231"
"Year 1 Jan 11 18:00","37.75","78","25.5","436.952521666609","32.8318361669746","35.9561569840926"
"Year 1 Jan 11 19:00","0","0","24.35","439.207572493362","33.1865591853283","31.2197295773797"
"Year 1 Jan 11 20:00","0","0","22.95","400.48604532029","33.1154240259488","28.7645219014502"
"Year 1 Jan 11 21:00","0","0","21.55","337.876416598581","32.7535826738952","26.8035785810164"
"Year 1 Jan 11 22:00","0","0","20.075","268.523106831901","32.2295657754625","25.1746682781807"
"Year 1 Jan 11 23:00","0","0","18.5","199.006811370044","31.6315144799184","23.6850026541682"
"Year 1 Jan 12 00:00","0","0","16.975","134.906631881897","30.9964817368743","22.3122931472703"
"Year 1 Jan 12 01:00","0","0","16.3","75.1251346490624","30.3518626340852","21.3519536077176"
"Year 1 Jan 12 02:00","0","0","15.9","19.94138404249","29.7169584858986","20.6164177451257"
"Year 1 Jan 12 03:00","0","0","15.5","-28.0540217599367","29.1010721367353","19.9969118440616"
"Year 1 Jan 12 04:00","0","0","14.65","-68.5959834969713","28.5114085416595","19.3359793780441"
"Year 1 Jan 12 05:00","0","0","13.65","-101.227589090276","27.9436434868156","18.6742185835631"
"Year 1 Jan 12 06:00","0","0","12.65","-130.422362051195","27.4036564372846","18.054399383516"
"Year 1 Jan 12 07:00","0","0","12.325","-156.715141478702","26.8906033931417","17.3882801581974"
"Year 1 Jan 12 08:00","33.5","55.75","12.15","-180.509118668508","26.4000378641923","18.2688714729864"
"Year 1 Jan 12 09:00","107.75","301.25","12.025","-199.354081675492","25.9481923098349","23.870137090447"
"Year 1 Jan 12 10:00","133","590","14.925","-203.387302952901","25.6628763498336","31.9955459125327"
"Year 1 Jan 12 11:00","118.5","775.25","18.75","-181.25194790237","25.7318319347725","39.2806579959237"
"Year 1 Jan 12 12:00","113","849","22.625","-123.906490632227","26.2308866618244","44.6359969258498"
"Year 1 Jan 12 13:00","118.75","859","24.275","-40.6486521176353","27.1138063345161","48.0344148418845"
"Year 1 Jan 12 14:00","115.75","844.25","25.25","56.8461095256387","28.2494498108399","49.8151886534854"
"Year 1 Jan 12 15:00","106.5","796","26.175","163.73863454587","29.4529980187906","49.8716830796316"
"Year 1 Jan 12 16:00","97.25","676.5","26.175","259.005814133082","30.6284877069755","47.6218552675316"
"Year 1 Jan 12 17:00","81.25","416.75","25.95","337.992674088102","31.6368495837069","42.4523709860535"
"Year 1 Jan 12 18:00","37","89.25","25.675","384.924810692486","32.3688930948375","35.3728874862508"
"Year 1 Jan 12 19:00","0","0","24.4","389.686480669324","32.7112338443383","30.6720375281842"
"Year 1 Jan 12 20:00","0","0","22.8","357.144327471694","32.6546250564972","28.1570284587025"
"Year 1 Jan 12 21:00","0","0","21.2","301.292516704296","32.3135469338893","26.0841803062985"
"Year 1 Jan 12 22:00","0","0","19.825","237.086560647081","31.8071261819156","24.4776728465042"
"Year 1 Jan 12 23:00","0","0","18.6","171.279543856663","31.2208244804767","23.1728198453412"
"Year 1 Jan 13 00:00","0","0","17.325","109.885293348735","30.5978982898172","21.9525630311037"
"Year 1 Jan 13 01:00","0","0","16.55","53.0234672241861","29.9701921155248","20.9843508050048"
"Year 1 Jan 13 02:00","0","0","15.95","1.57761287622628","29.3517739976922","20.1655364335393"
"Year 1 Jan 13 03:00","0","0","15.35","-43.2656936230925","28.7489533689318","19.4237417382853"
"Year 1 Jan 13 04:00","0","0","15.05","-81.5262563473994","28.1649019658771","18.8657722656356"
"Year 1 Jan 13 05:00","0","0","14.85","-113.56410759284","27.6006262150106","18.4003274688833"
"Year 1 Jan 13 06:00","0","0","14.65","-144.115747611297","27.0794150133821","17.9987977582827"
"Year 1 Jan 13 07:00","0","0","14.75","-169.72154037541","26.5914163341286","17.8310439597642"
"Year 1 Jan 13 08:00","30.75","66.25","14.95","-191.251185705971","26.1406792029342","19.6075570817553"
"Year 1 Jan 13 09:00","102.25","325.75","15.15","-205.433520947129","25.7579011990829","26.7325181731098"
"Year 1 Jan 13 10:00","141.75","567.5","17.375","-199.953206642863","25.5905901982368","34.423183179611"
"Year 1 Jan 13 11:00","122","767.5","20.2","-164.218813522501","25.8086265532082","40.328838355441"
"Year 1 Jan 13 12:00","119","839.75","23.075","-97.2618335383145","26.4267501431605","43.9702376991021"
"Year 1 Jan 13 13:00","118.25","862.5","24.625","-14.1327820696783","27.3530435201701","47.032213931919"
"Year 1 Jan 13 14:00","113.25","853.5","25.65","80.2441823859898","28.4373354489163","49.1998544548764"
"Year 1 Jan 13 15:00","102.5","810","26.725","177.565832244194","29.5735756983401","49.9474235019217"
"Year 1 Jan 13 16:00","96","686.75","26.775","267.297440589013","30.6947109176494","47.9176472077134"
"Year 1 Jan 13 17:00","88","403.75","26.4","343.77211761081","31.6815437383768","42.5114324278173"
"Year 1 Jan 13 18:00","41.5","72.75","26.075","390.070017236182","32.4077169895837","35.3220772416342"
"Year 1 Jan 13 19:00","0","0","24.575","394.027456900911","32.7451428408451","30.9083129661945"
"Year 1 Jan 13 20:00","0","0","22.6","361.491693704181","32.6850383133813","28.5410830855902"
"Year 1 Jan 13 21:00","0","0","20.675","306.799501695783","32.3476896547668","26.6229478962223"
"Year 1 Jan 13 22:00","0","0","19.525","244.140218584564","31.8545987457112","25.0979940972985"
"Year 1 Jan 13 23:00","0","0","18.55","179.448821660149","31.2930161878845","23.7782629646357"
"Year 1 Jan 14 00:00","0","0","17.625","119.556086996489","30.6976185254506","22.5816195272453"
"Year 1 Jan 14 01:00","0","0","16.95","63.7196954497827","30.0979199588355","21.5999683476846"
"Year 1 Jan 14 02:00","0","0","16.275","13.41371204315","29.5044565377084","20.726315477999"
"Year 1 Jan 14 03:00","0","0","15.65","-30.7679780495987","28.9231389334721","19.9264400120295"
"Year 1 Jan 14 04:00","0","0","15.05","-69.103433346446","28.3568109722862","19.1827611491782"
"Year 1 Jan 14 05:00","0","0","14.375","-101.146527508303","27.8016420354974","18.451428077455"
"Year 1 Jan 14 06:00","0","0","13.75","-131.221214699123","27.2686955031069","17.7574853695407"
"Year 1 Jan 14 07:00","0","0","13.975","-158.720844042199","26.7575117645945","17.5176068216924"
"Year 1 Jan 14 08:00","33.5","56.25","14.4","-183.757393251523","26.2748899425538","19.1877942699548"
"Year 1 Jan 14 09:00","107.5","305","14.875","-201.668290281469","25.8569387222056","26.3255817183548"
"Year 1 Jan 14 10:00","136","592","17.325","-199.952299050764","25.654524525463","34.4600753894413"
"Year 1 Jan 14 11:00","133.75","757.5","20.5","-166.607694516276","25.8491928298454","40.24644606112"
"Year 1 Jan 14 12:00","124.25","842","23.625","-100.809360167406","26.4574213462604","43.9562476869989"
"Year 1 Jan 14 13:00","115.75","873.5","25.225","-17.4666145384203","27.3778565170256","46.9757585730007"
"Year 1 Jan 14 14:00","112.75","861","26.4","75.5047651492754","28.4658518932446","48.9354025737331"
"Year 1 Jan 14 15:00","106.5","809.5","27.525","171.554423995978","29.6020013989997","48.7495565502908"
"Year 1 Jan 14 16:00","105.75","673.5","27.425","260.115732857705","30.6938747310636","46.7250172113434"
"Year 1 Jan 14 17:00","88.25","410.25","27","331.80754265496","31.6329720812404","41.6361586054232"
"Year 1 Jan 14 18:00","42.25","76.5","26.525","373.392932131125","32.3086363858103","34.8298028313307"
"Year 1 Jan 14 19:00","0","0","24.75","375.362625004884","32.6107347230286","30.5209752833492"
"Year 1 Jan 14 20:00","0","0","22.55","343.186416291088","32.5324722703913","28.2557433790784"
"Year 1 Jan 14 21:00","0","0","20.35","290.341102910983","32.1878230475048","26.4438828156808"
"Year 1 Jan 14 22:00","0","0","18.75","230.026756661829","31.6948416320579","24.8379896841995"
"Year 1 Jan 14 23:00","0","0","17.35","168.522065804307","31.1332584834145","23.3734986410854"
"Year 1 Jan 15 00:00","0","0","15.95","110.291187049065","30.5351750771783","21.9729467699306"
"Year 1 Jan 15 01:00","0","0","15.375","55.3010987881502","29.9238074779711","21.0889835601633"
"Year 1 Jan 15 02:00","0","0","15","4.40641378210034","29.3151157059352","20.5010981128747"
"Year 1 Jan 15 03:00","0","0","14.675","-39.7766720986015","28.7241496713877","20.028602646544"
"Year 1 Jan 15 04:00","0","0","14.375","-76.7926151898944","28.1625264053143","19.3511403977852"
"Year 1 Jan 15 05:00","0","0","14","-106.802808529127","27.627108253085","18.5233065067814"
"Year 1 Jan 15 06:00","0","0","13.675","-134.847498818349","27.1190367233407","17.73221948543"
"Year 1 Jan 15 07:00","0","0","13.75","-160.734192325145","26.6273682482807","17.3782261736702"
"Year 1 Jan 15 08:00","33.5","56","13.95","-184.395917868687","26.1538437187055","18.93409848915"
"Year 1 Jan 15 09:00","107.75","303","14.15","-201.821174819453","25.7356920094351","25.90727936287"
"Year 1 Jan 15 10:00","137.25","586.5","16.675","-200.362717995331","25.5241092143411","34.4943978304378"
"Year 1 Jan 15 11:00","136.25","749.75","20.05","-167.668858060227","25.7125608716681","41.2032917899468"
"Year 1 Jan 15 12:00","132","823.75","23.375","-100.108029671857","26.3411971469107","45.3177425945216"
"Year 1 Jan 15 13:00","145.5","808.5","25.025","-12.2850253213663","27.3218957463094","48.5866431081395"
"Year 1 Jan 15 14:00","184","702.25","26.2","88.3034388046133","28.4861116744092","50.8215966857588"
"Year 1 Jan 15 15:00","193","584.5","27.325","191.769169130676","29.7122982450557","50.4858700494455"
"Year 1 Jan 15 16:00","146.75","514.75","27.525","286.704474699495","30.8971689469755","48.3846841102573"
"Year 1 Jan 15 17:00","100.25","324","27.35","365.137223484927","31.9095420173739","43.2569508936234"
"Year 1 Jan 15 18:00","40","72","27.225","410.356708781844","32.6516007445799","36.6045154113044"
"Year 1 Jan 15 19:00","0","0","25.625","414.577561410987","33.0127652068889","32.1124923164227"
"Year 1 Jan 15 20:00","0","0","23.6","383.692550635799","32.9880319837207","29.6285214042289"
"Year 1 Jan 15 21:00","0","0","21.525","329.980855291039","32.6888964158724","27.511742553399"
"Year 1 Jan 15 22:00","0","0","20.025","268.424035453046","32.2230985739472","25.9492737936662"
"Year 1 Jan 15 23:00","0","0","18.65","203.530008800249","31.6789019405706","24.7121148648841"
"Year 1 Jan 16 00:00","0","0","17.325","143.377193217584","31.0957352793246","23.633891751103"
"Year 1 Jan 16 01:00","0","0","16.7","87.7874144934841","30.5081951544409","22.7284592228979"
"Year 1 Jan 16 02:00","0","0","16.3","36.9813161644095","29.9358755451857","21.9534830338292"
"Year 1 Jan 16 03:00","0","0","15.9","-7.36279454124925","29.3817270325219","21.2438856378011"
"Year 1 Jan 16 04:00","0","0","15.575","-45.6663016427529","28.8483654281578","20.5130012931456"
"Year 1 Jan 16 05:00","0","0","15.2","-78.4110206655031","28.3332509091733","19.7378491960503"
"Year 1 Jan 16 06:00","0","0","14.875","-106.155865825343","27.828597108117","19.001813237874"
"Year 1 Jan 16 07:00","0","0","14.575","-133.140963935378","27.3431085247678","18.5089592891036"
"Year 1 Jan 16 08:00","33.75","42.25","14.2","-157.378006005521","26.8739315781829","19.6409950262626"
"Year 1 Jan 16 09:00","109.25","252.5","13.875","-176.114258844049","26.4485032134203","25.2565291535892"
"Year 1 Jan 16 10:00","141.25","553","16.5","-179.363959877646","26.1949076116284","33.6336993446124"
"Year 1 Jan 16 11:00","141.25","733.75","20.1","-155.600965584763","26.3034770118855","39.9565181022068"
"Year 1 Jan 16 12:00","132.75","824","23.7","-98.1675876892792","26.829601097272","44.1125574843095"
"Year 1 Jan 16 13:00","164.75","768.25","25.35","-19.503286041097","27.6975823982191","46.773910917267"
"Year 1 Jan 16 14:00","249.5","552.25","26.35","71.2694177976992","28.7517573329141","46.8963136294362"
"Year 1 Jan 16 15:00","270.25","350.75","27.35","163.308448424886","29.8245259976042","44.8912452771542"
"Year 1 Jan 16 16:00","196.5","313","27.45","237.851449081455","30.7860374539983","42.7647893626061"
"Year 1 Jan 16 17:00","128.5","167.25","27.25","292.106675635983","31.5337870688045","38.1505500467959"
"Year 1 Jan 16 18:00","41.5","27","27.05","316.518725712619","32.018897274792","33.1618402769324"
"Year 1 Jan 16 19:00","0","0","24.975","309.167377550763","32.1863347103829","29.8204769167573"
"Year 1 Jan 16 20:00","0","0","22.35","278.503352673141","32.0525360826312","27.7360301045389"
"Year 1 Jan 16 21:00","0","0","19.675","233.655767544972","31.7073652666635","26.0078453092296"
"Year 1 Jan 16 22:00","0","0","18.4","181.889335377696","31.2432281240749","24.5555614737277"
"Year 1 Jan 16 23:00","0","0","17.6","127.662271709008","30.7230907346839","23.2437467944354"
"Year 1 Jan 17 00:00","0","0","16.8","75.5071787304628","30.1752403651493","22.0250597786785"
"Year 1 Jan 17 01:00","0","0","16.45","26.9218153377432","29.6145640915211","21.154732617016"
"Year 1 Jan 17 02:00","0","0","16.25","-17.7328665713473","29.0548557418285","20.4998532167586"
"Year 1 Jan 17 03:00","0","0","16.05","-56.778753723004","28.5068801038669","19.9345433320211"
"Year 1 Jan 17 04:00","0","0","15.85","-89.3097217399471","27.9761114386561","19.4313174691591"
"Year 1 Jan 17 05:00","0","0","15.65","-118.204681574158","27.4737505045098","18.9745576383299"
"Year 1 Jan 17 06:00","0","0","15.45","-144.056565623288","27.0049756144068","18.5542129520887"
"Year 1 Jan 17 07:00","0","0","15.475","-166.100608435964","26.56374769372","18.2314250406805"
"Year 1 Jan 17 08:00","29.25","44.25","15.65","-184.966995733589","26.1497200529752","19.2624878460755"
"Year 1 Jan 17 09:00","104.75","203.25","15.775","-198.720959482274","25.7823397268197","24.0264053204968"
"Year 1 Jan 17 10:00","191.25","302.5","17.9","-198.880323719823","25.5635755745121","29.9106482734772"
"Year 1 Jan 17 11:00","247.75","372.75","20.7","-177.851030659242","25.6263072526606","35.4473139346448"
"Year 1 Jan 17 12:00","275.5","445.75","23.5","-130.695017390781","26.0130244343538","40.6586177186546"
"Year 1 Jan 17 13:00","244.75","622.25","25.175","-62.3818571629662","26.7043941000673","47.0458161124006"
"Year 1 Jan 17 14:00","172.5","754.25","26.4","22.3086270304641","27.6915454500774","51.5601959318245"
"Year 1 Jan 17 15:00","108","803.75","27.675","126.99126125418","28.9016274186354","53.2377545393537"
"Year 1 Jan 17 16:00","98.75","688","28.075","236.734501238258","30.2163047861229","51.5716786416009"
"Year 1 Jan 17 17:00","87","429.75","28.1","338.212870862882","31.4484616692101","46.527105669638"
"Year 1 Jan 17 18:00","40.75","112.5","28.175","408.913282787962","32.4301930127101","39.2481865545557"
"Year 1 Jan 17 19:00","0","0","26.55","434.290450916953","33.0080267197717","34.0360875805699"
"Year 1 Jan 17 20:00","0","0","24.35","417.47301693615","33.1455672345169","31.3673657228261"
"Year 1 Jan 17 21:00","0","0","22.15","371.180852259872","32.9574598394605","29.1355764076298"
"Year 1 Jan 17 22:00","0","0","21.15","311.972403205284","32.5725379140394","27.6337011591301"
"Year 1 Jan 17 23:00","0","0","20.55","247.50167362977","32.0909387351243","26.5463723280371"
"Year 1 Jan 18 00:00","0","0","19.95","185.720599136105","31.571932456832","25.5887882642028"
"Year 1 Jan 18 01:00","0","0","19.2","130.471617869703","31.0453366305116","24.6693478465673"
"Year 1 Jan 18 02:00","0","0","18.4","81.3076298012661","30.5278337833055","23.788110829755"
"Year 1 Jan 18 03:00","0","0","17.6","37.5000466579331","30.0249181400161","22.8977836769707"
"Year 1 Jan 18 04:00","0","0","16.8","-1.19141609025107","29.5333690944397","22.0576640968356"
"Year 1 Jan 18 05:00","0","0","16","-35.5354151489625","29.0498302111269","21.2135823612253"
"Year 1 Jan 18 06:00","0","0","15.2","-66.0114031532073","28.5710140375392","20.4125604103337"
"Year 1 Jan 18 07:00","0","0","15.9","-92.7626750362554","28.0930454085367","20.1219450999451"
"Year 1 Jan 18 08:00","34.5","57","17.1","-119.607974176154","27.6385936461529","21.9069932526149"
"Year 1 Jan 18 09:00","108.75","306.5","18.3","-140.803448826445","27.2533190563734","29.0712314379397"
"Year 1 Jan 18 10:00","128.5","605","20.475","-141.903420823925","27.0894540627371","38.3361724034165"
"Year 1 Jan 18 11:00","103.5","806.5","22.9","-108.274240258611","27.3384048539634","46.0105567925644"
"Year 1 Jan 18 12:00","116.25","847.75","25.375","-37.3545375240426","28.0665814142551","51.5107148891509"
"Year 1 Jan 18 13:00","123","857.25","27.2","59.1625735114529","29.1955870452412","55.5828089793793"
"Year 1 Jan 18 14:00","113.5","855","28.8","177.256326257785","30.5419234709136","57.7374628161866"
"Year 1 Jan 18 15:00","84.5","842","30.4","296.549350134423","31.9843028351971","57.9792670078588"
"Year 1 Jan 18 16:00","83.5","723.25","30.575","408.739452549637","33.3700320101877","55.5326878019982"
"Year 1 Jan 18 17:00","77.5","462.75","30.35","500.209139274721","34.5749316068066","49.5175333925827"
"Year 1 Jan 18 18:00","41.75","117","30.075","552.719500738734","35.4752289592907","41.5271768745409"
"Year 1 Jan 18 19:00","0","0","28.275","556.57856390904","35.9299420346649","36.195899186574"
"Year 1 Jan 18 20:00","0","0","26.05","516.332784861193","35.9365293895706","33.5687051821552"
"Year 1 Jan 18 21:00","0","0","23.775","449.03484803846","35.6288361677061","31.3451277520662"
"Year 1 Jan 18 22:00","0","0","22.6","372.53684898122","35.1446908182752","29.7128239929736"
"Year 1 Jan 18 23:00","0","0","21.8","294.859637785601","34.5796945487568","28.397918067674"
"Year 1 Jan 19 00:00","0","0","21","221.903300087438","33.9867816625588","27.227036042865"
"Year 1 Jan 19 01:00","0","0","20.2","156.854654905697","33.389389386257","26.1711616386717"
"Year 1 Jan 19 02:00","0","0","19.4","99.1161839639601","32.8013530022197","25.1879849346245"
"Year 1 Jan 19 03:00","0","0","18.6","47.5267278849911","32.2313393271726","24.2560579386522"
"Year 1 Jan 19 04:00","0","0","17.725","2.23812015966772","31.6766809862529","23.1972870230729"
"Year 1 Jan 19 05:00","0","0","16.9","-37.7142194025016","31.1323362869225","22.0698481005702"
"Year 1 Jan 19 06:00","0","0","16.025","-73.5579326005738","30.5889709049354","20.9469695481011"
"Year 1 Jan 19 07:00","0","0","15.8","-105.223857947524","30.0355960823023","20.3593251787549"
"Year 1 Jan 19 08:00","34.5","56.5","15.8","-136.990072135374","29.4925870294787","21.7659946103666"
"Year 1 Jan 19 09:00","111.25","298.5","15.8","-162.98383282773","29.0044327346232","28.4862732444875"
"Year 1 Jan 19 10:00","136.5","583.75","17.6","-169.487064153563","28.7208272935662","36.8567405576555"
"Year 1 Jan 19 11:00","105.75","799.5","20","-143.360872066683","28.8289090150762","43.4470255946521"
"Year 1 Jan 19 12:00","118.25","843.25","22.4","-81.7159943663401","29.3751891566876","47.5590949584556"
"Year 1 Jan 19 13:00","121","863","24.05","1.22341044605497","30.2732408038151","51.2964599899937"
"Year 1 Jan 19 14:00","114.75","860.75","25.45","102.606120396199","31.3523634721073","54.289217045054"
"Year 1 Jan 19 15:00","106.25","817.75","26.85","207.508258733626","32.5331662394128","55.5522754990659"
"Year 1 Jan 19 16:00","109.75","679.5","26.975","304.771417268799","33.7475132707042","53.0157487377341"
"Year 1 Jan 19 17:00","97.5","413.75","26.75","392.399058557554","34.8282616054961","46.6786698938008"
"Year 1 Jan 19 18:00","47.75","93.75","26.475","443.956169317089","35.620864176153","38.7433966906678"
"Year 1 Jan 19 19:00","0","0","25.125","447.020839527906","35.979804217785","33.5994650413689"
"Year 1 Jan 19 20:00","0","0","23.35","407.578460013088","35.8963695486948","31.2263995236173"
