1,"Building 1.eso"

"Date/Time","[1] Site Diffuse Solar Radiation Rate per Area  (W/m2)","[1] Site Direct Solar Radiation Rate per Area  (W/m2)","[1] Site Outdoor Air Drybulb Temperature  (C)","[1] Surface Inside Face Temperature  (C)","[1] Surface Outside Face Temperature  (C)","[1] Surface Inside Face Conduction Heat Transfer Rate  (W)"
"Year 1 Jan 03 01:00","0","0","17.3","23.7884573738562","19.7654621310324","20.1590768668031"
"Year 1 Jan 03 02:00","0","0","15.5","23.518829511825","18.9263423559588","1.79464131505225"
"Year 1 Jan 03 03:00","0","0","14.7","23.2320574895329","18.2643709299611","-15.5525527739079"
"Year 1 Jan 03 04:00","0","0","13.7","22.9333839926828","17.5433546412033","-33.8666078070684"
"Year 1 Jan 03 05:00","0","0","10.85","22.6166593127323","15.5849585663304","-50.4134134600606"
"Year 1 Jan 03 06:00","0","0","8.575","22.2582798918348","13.8959649157775","-66.4061014862316"
"Year 1 Jan 03 07:00","0","0","8.325","21.8361213902977","13.4324977142732","-86.9537152910061"
"Year 1 Jan 03 08:00","7.5","25.5","10.2","21.3752835846801","15.1621535083047","-111.185180611436"
"Year 1 Jan 03 09:00","42.25","199.5","14.175","20.9694582606224","22.1853482579157","-136.217966459067"
"Year 1 Jan 03 10:00","65.75","636.75","18.825","20.7883044415223","35.090048207336","-145.347690024317"
"Year 1 Jan 03 11:00","32","1055.5","23","21.0934330901906","42.3932043089201","-113.563070779327"
"Year 1 Jan 03 12:00","60","982","25.425","21.9752415600999","39.538088420967","-36.1053756764274"
"Year 1 Jan 03 13:00","124.25","798.5","26.275","23.1385125062341","33.8321368316674","53.6651402137352"
"Year 1 Jan 03 14:00","242","439.5","25.95","24.1304465825055","31.7339537730499","132.373340760581"
"Year 1 Jan 03 15:00","274.75","276.25","25.575","24.7883139470195","30.7612214581439","179.71465879757"
"Year 1 Jan 03 16:00","218","262.5","25.2","25.1963523590241","29.51676826686","201.404173491745"
"Year 1 Jan 03 17:00","139.25","294.25","25.025","25.4373793006499","28.4340415310587","207.142473664528"
"Year 1 Jan 03 18:00","62.25","207.75","24.175","25.5584617008329","26.6524149559373","202.066729430819"
"Year 1 Jan 03 19:00","0","0","22.625","25.5716254299012","24.3893157276779","190.165240441203"
"Year 1 Jan 03 20:00","0","0","20.1","25.4660382547633","22.5761864721578","170.938806192011"
"Year 1 Jan 03 21:00","0","0","17.45","25.2382238850754","20.7194140980179","146.304087489396"
"Year 1 Jan 03 22:00","0","0","15.225","24.9105199927523","19.2890433438511","116.040569432252"
"Year 1 Jan 03 23:00","0","0","14.175","24.5110030234394","18.5843439418414","81.0394477949811"
"Year 1 Jan 04 00:00","0","0","14.075","24.081188858461","18.3770449402142","43.7561177463701"
"Year 1 Jan 04 01:00","0","0","14.7","23.6573389528639","18.1139303534233","9.10479806558186"
"Year 1 Jan 04 02:00","0","0","14.975","23.2643445475739","17.9990605017687","-20.6316408828235"
"Year 1 Jan 04 03:00","0","0","14.55","22.9022317891645","17.4709116431018","-44.1066536079347"
"Year 1 Jan 04 04:00","0","0","12.825","22.5636886098952","16.2375628257218","-62.264218541747"
"Year 1 Jan 04 05:00","0","0","11.025","22.2196556234559","15.1513660168953","-77.5114909196485"
"Year 1 Jan 04 06:00","0","0","9.7","21.8501722532158","14.2721326157576","-94.0949971434858"
"Year 1 Jan 04 07:00","0","0","9.775","21.4579787534237","13.6825545833666","-112.671221959875"
"Year 1 Jan 04 08:00","7.75","37.5","11.025","21.0604982152928","15.244167577812","-133.188747804541"
"Year 1 Jan 04 09:00","30","347.25","14.325","20.7074170905678","24.2656266853113","-151.797269031983"
"Year 1 Jan 04 10:00","29.5","954.5","18.15","20.6004799420555","37.8289741387432","-152.605447779171"
"Year 1 Jan 04 11:00","32.5","1025.75","22.025","21.040266407495","38.7948025556224","-106.947018688048"
"Year 1 Jan 04 12:00","18","1100","24.2","21.9633379645193","35.5848069415029","-26.4794451798021"
"Year 1 Jan 04 13:00","40.25","1032.5","25.275","22.9979667382639","30.6113435051268","52.3998706275228"
"Year 1 Jan 04 14:00","124.25","796.5","24.975","23.7979903983195","28.9630500516487","113.237794004878"
"Year 1 Jan 04 15:00","171.25","585.75","24.875","24.2845231914293","28.4439557950585","146.356574777119"
"Year 1 Jan 04 16:00","206.25","332","24.675","24.5651732404312","28.1441656327167","158.126112094819"
"Year 1 Jan 04 17:00","103.75","498","24.9","24.7321550563871","27.284872999292","160.092431935622"
"Year 1 Jan 04 18:00","61.5","227.25","24.4","24.8297206402522","26.0027447214372","155.567727878108"
"Year 1 Jan 04 19:00","0","0","23.525","24.8546808401701","24.4435996315549","147.333691959147"
"Year 1 Jan 04 20:00","0","0","21.575","24.7958543650175","23.0470355207941","133.707916264874"
"Year 1 Jan 04 21:00","0","0","19.575","24.6472168693083","21.5109534284767","116.801806742332"
"Year 1 Jan 04 22:00","0","0","17.15","24.4182009347442","19.8383026306344","95.35666377207"
"Year 1 Jan 04 23:00","0","0","15.375","24.1119015881154","18.4888028693532","70.5146110299521"
"Year 1 Jan 05 00:00","0","0","13.65","23.7464164746591","17.5740769168853","40.9324013120223"
"Year 1 Jan 05 01:00","0","0","12.825","23.3384224604228","17.00965797052","10.7110456987204"
"Year 1 Jan 05 02:00","0","0","12.175","22.9197493067379","16.4500766831606","-19.1350319409332"
"Year 1 Jan 05 03:00","0","0","12.075","22.5050883359878","15.8938459526057","-45.6317712546707"
"Year 1 Jan 05 04:00","0","0","11.425","22.1005443787609","15.4728701661291","-68.9871506914285"
"Year 1 Jan 05 05:00","0","0","10.6","21.7017147176809","14.3818357181845","-88.126012393621"
"Year 1 Jan 05 06:00","0","0","9.5","21.314064373341","13.681789577398","-107.439576392144"
"Year 1 Jan 05 07:00","0","0","9.275","20.9157051204975","13.4409570669348","-125.727343961538"
"Year 1 Jan 05 08:00","1.25","0","10.275","20.5260247042729","13.6249179996432","-144.309758324293"
"Year 1 Jan 05 09:00","12.5","217","13.075","20.1715340696799","19.1100248378317","-161.742402381612"
"Year 1 Jan 05 10:00","27.75","926","16.825","19.9572032107358","34.2448567282044","-170.394351605524"
"Year 1 Jan 05 11:00","10.25","1100","20.95","20.2203211629471","36.2261961370642","-138.888352079995"
"Year 1 Jan 05 12:00","21.5","1100","24.025","20.9933279916536","34.3731767398779","-68.1285912651105"
"Year 1 Jan 05 13:00","41","1035.5","26.125","21.9445050968538","30.574489549073","8.53263436912936"
"Year 1 Jan 05 14:00","155","713.5","26.75","22.778427449113","29.8249815753072","67.0791687401776"
"Year 1 Jan 05 15:00","271.25","294.5","26.8","23.3645852465923","30.2975000924053","108.703383535164"
"Year 1 Jan 05 16:00","223.75","194","26.125","23.7937402893067","29.4871279388391","135.227213884522"
"Year 1 Jan 05 17:00","146.5","161","25.225","24.1223203871404","27.7270456382033","153.517788397625"
"Year 1 Jan 05 18:00","59.25","46.5","23.65","24.3442625185553","25.4101453794127","162.289276632192"
"Year 1 Jan 05 19:00","0","0","21.925","24.4274790497478","23.4917958175423","160.378425069109"
"Year 1 Jan 05 20:00","0","0","19.775","24.3673176685268","22.0804348998568","147.192304901167"
"Year 1 Jan 05 21:00","0","0","17.85","24.1874180921421","21.1101520630725","127.141699244024"
"Year 1 Jan 05 22:00","0","0","15.975","23.9291933245602","20.0889499142905","102.55923393966"
"Year 1 Jan 05 23:00","0","0","14.675","23.6247801833005","18.9761368698686","76.3806426290845"
"Year 1 Jan 06 00:00","0","0","13.575","23.2919143369542","17.9756458696195","48.5524480934709"
"Year 1 Jan 06 01:00","0","0","13.075","22.9321860647115","17.0434152304115","20.8851720624869"
"Year 1 Jan 06 02:00","0","0","12.55","22.5545560067523","15.8799730278353","-6.89174337863275"
"Year 1 Jan 06 03:00","0","0","12.25","22.15645141038","15.0198849579447","-33.541393002826"
"Year 1 Jan 06 04:00","0","0","11.525","21.7381124962395","14.319547192414","-59.3525546784908"
"Year 1 Jan 06 05:00","0","0","11.075","21.3051683095655","14.4522122757762","-82.4848746704874"
"Year 1 Jan 06 06:00","0","0","10.4","20.8901899515056","14.2593644828103","-104.7832998151"
"Year 1 Jan 06 07:00","0","0","10.65","20.5113504032985","13.6140828515724","-122.82092911245"
"Year 1 Jan 06 08:00","7","15","12","20.1653674458015","14.3157432113063","-139.429588356878"
"Year 1 Jan 06 09:00","34.25","220.5","15.025","19.8596214120684","20.3734701296556","-154.533736102561"
"Year 1 Jan 06 10:00","43.25","801.5","18.75","19.7174160884657","32.5664760360481","-158.841068375601"
"Year 1 Jan 06 11:00","18.25","1099.5","22.625","20.0052853022348","36.8786484657368","-127.238184695056"
"Year 1 Jan 06 12:00","57.5","1010","25.25","20.7749567214842","35.4927094374302","-59.0028155052907"
"Year 1 Jan 06 13:00","163","673.25","26.7","21.7569899865448","31.8637112964601","19.6346683821431"
"Year 1 Jan 06 14:00","253.75","407.5","26.7","22.6509401001475","31.0234983943699","82.9322299100317"
"Year 1 Jan 06 15:00","277","229.5","26.15","23.2978703874973","30.6351669077635","131.444468336907"
"Year 1 Jan 06 16:00","204.25","100","25.175","23.7714761970909","29.2080203333698","161.801816465488"
"Year 1 Jan 06 17:00","109","34","24.225","24.1055051914231","27.3135576145561","179.608075577778"
"Year 1 Jan 06 18:00","54.75","32.25","22.875","24.3010882852265","25.4359404172391","184.458700470668"
"Year 1 Jan 06 19:00","0","0","21.45","24.3559943777237","23.3328609818124","178.167924340584"
"Year 1 Jan 06 20:00","0","0","19.525","24.2767837067899","21.8681659640194","161.545654232242"
"Year 1 Jan 06 21:00","0","0","17.725","24.07934120451","20.4465059427266","138.495934966388"
"Year 1 Jan 06 22:00","0","0","15.8","23.7975632585848","18.9219002911042","110.662615673415"
"Year 1 Jan 06 23:00","0","0","14.325","23.4489833521754","17.6343012126918","80.460178653654"
"Year 1 Jan 07 00:00","0","0","13.025","23.0528512639248","16.5974764397836","47.3906331563264"
"Year 1 Jan 07 01:00","0","0","12.475","22.6235237569198","16.0967000034435","14.293013204393"
"Year 1 Jan 07 02:00","0","0","12.1","22.1865013854655","15.9547231040862","-17.6286629600014"
"Year 1 Jan 07 03:00","0","0","12.075","21.7642329072844","15.5753051557332","-45.1612466581319"
"Year 1 Jan 07 04:00","0","0","11.65","21.3689303152606","15.3864173556268","-67.678211978592"
"Year 1 Jan 07 05:00","0","0","13.675","21.0025972218342","15.5417097523396","-86.7564203989411"
"Year 1 Jan 07 06:00","0","0","13.95","20.6898425372174","15.4598357718993","-105.928661776941"
"Year 1 Jan 07 07:00","0","0","14.325","20.4085800668969","15.6517607779939","-117.928586346978"
"Year 1 Jan 07 08:00","5.5","6","14.875","20.1673957201587","15.9962101763044","-127.930627894607"
"Year 1 Jan 07 09:00","38","125.5","17.175","19.9687446467078","20.2214030682894","-134.596488094005"
"Year 1 Jan 07 10:00","74.25","569","19.85","19.8885222662595","31.0711637800817","-135.060258062678"
"Year 1 Jan 07 11:00","69.5","883.25","23.125","20.1469484972073","36.323188979566","-106.989854872875"
"Year 1 Jan 07 12:00","195.5","495.75","24.975","20.8491696013215","33.3675046509352","-45.8996532814925"
"Year 1 Jan 07 13:00","301","271.25","26.275","21.7365039911044","31.2199239816587","24.6411321366067"
"Year 1 Jan 07 14:00","304.25","291.5","26.15","22.5315955066254","30.4960806319798","80.3535559811934"
"Year 1 Jan 07 15:00","281.5","211","26.225","23.122366776783","29.9133867479577","124.235063497538"
"Year 1 Jan 07 16:00","221.25","159.75","25.475","23.5662913099962","28.8796907789961","151.193232724916"
"Year 1 Jan 07 17:00","148.25","168.5","25.05","23.8827937437712","27.633672568088","167.753217311509"
"Year 1 Jan 07 18:00","60","46.5","23.725","24.08941783711","25.5807549864276","173.121218594743"
"Year 1 Jan 07 19:00","0","0","23","24.1726802766612","24.1464439587911","169.708242503885"
"Year 1 Jan 07 20:00","0","0","21.925","24.1420214457785","23.3325530883927","155.388687207042"
"Year 1 Jan 07 21:00","0","0","21.825","24.024728012649","22.7202187623998","136.145248301143"
"Year 1 Jan 07 22:00","0","0","21.15","23.8660428785344","22.2668667461743","113.182898355369"
"Year 1 Jan 07 23:00","0","0","20.525","23.6797987888846","21.5787400178235","92.2327454446803"
"Year 1 Jan 08 00:00","0","0","18.525","23.4796507639927","20.3594107336489","72.3674905698062"
"Year 1 Jan 08 01:00","0","0","16.7","23.2457794807368","19.4841073592555","54.9708335350351"
"Year 1 Jan 08 02:00","0","0","14.725","22.9800948275359","18.3763239065824","35.1312973710213"
"Year 1 Jan 08 03:00","0","0","14.2","22.6822849903533","17.5939246299919","14.5798833375468"
"Year 1 Jan 08 04:00","0","0","13.825","22.363821792875","17.0217876500925","-8.545506196396"
"Year 1 Jan 08 05:00","0","0","16.925","22.0345204433164","17.7177724067437","-31.1027487631434"
"Year 1 Jan 08 06:00","0","0","17.55","21.7338550310221","17.9029678609785","-52.7186540359934"
"Year 1 Jan 08 07:00","0","0","17.85","21.4812066264776","18.024613557701","-67.2438971874941"
"Year 1 Jan 08 08:00","3.5","1.25","18.6","21.2786483564202","18.1355341137048","-78.3143253249128"
"Year 1 Jan 08 09:00","29.75","129.5","20.3","21.1184988152485","22.5768162959714","-86.4022172230326"
"Year 1 Jan 08 10:00","72.25","597","22.075","21.0651606225449","35.1371566125222","-87.3880683062626"
"Year 1 Jan 08 11:00","61","890.5","23.925","21.3868916394106","38.6626105350755","-56.3587893177278"
"Year 1 Jan 08 12:00","124.25","777.75","25.075","22.1613587461183","35.6231256841735","7.7233052939698"
"Year 1 Jan 08 13:00","264.25","399.75","26.05","23.1014142835424","31.4960000081911","77.5289590823089"
"Year 1 Jan 08 14:00","181.75","626.5","26.525","23.8519867153906","30.2455592654747","135.43265018039"
"Year 1 Jan 08 15:00","164","585.25","27.05","24.3563829447465","29.9891103636172","166.930882262656"
"Year 1 Jan 08 16:00","214.75","211.75","27.05","24.6889238031338","30.1785406820436","180.978233394262"
"Year 1 Jan 08 17:00","127.5","333.75","26.7","24.9293248303439","29.1400413876288","187.408316153509"
"Year 1 Jan 08 18:00","63","54","25.325","25.1073480347892","26.9417192004777","189.158919617779"
"Year 1 Jan 08 19:00","0","0","23.55","25.188243534584","24.939243987739","184.809691755692"
"Year 1 Jan 08 20:00","0","0","21.525","25.1456879091162","23.4033157030178","171.00313546308"
"Year 1 Jan 08 21:00","0","0","20.25","24.9900227298685","22.0831404381436","149.607972116194"
"Year 1 Jan 08 22:00","0","0","19.475","24.7530340141297","21.3482188968065","122.164657399378"
"Year 1 Jan 08 23:00","0","0","19.525","24.4684072036","20.9018314383726","92.0051500987374"
"Year 1 Jan 09 00:00","0","0","19.6","24.1718565857208","20.7632387089311","62.1655740735751"
"Year 1 Jan 09 01:00","0","0","19.75","23.8831575895517","20.7678627780017","36.0701780290685"
"Year 1 Jan 09 02:00","0","0","19.5","23.6218654817903","20.7552269349296","14.0658771208525"
"Year 1 Jan 09 03:00","0","0","19.25","23.390755685607","20.7020795894775","-2.87938746030429"
"Year 1 Jan 09 04:00","0","0","18.6","23.1889222972308","19.9840377616718","-16.1312910942785"
"Year 1 Jan 09 05:00","0","0","17.65","22.9979357890445","18.9472648631278","-26.6706591923839"
"Year 1 Jan 09 06:00","0","0","15.375","22.7879981891206","17.8140011007172","-37.1301779902217"
"Year 1 Jan 09 07:00","0","0","14.1","22.5354310882702","17.2466330028672","-48.4768705502694"
"Year 1 Jan 09 08:00","5","4.5","13.375","22.2497290738008","17.0886355763943","-62.4200638439474"
"Year 1 Jan 09 09:00","28.75","183.75","15.225","21.9558828238942","22.3822144736025","-76.6764216004157"
"Year 1 Jan 09 10:00","42","785.75","17.85","21.7788908390659","36.2539489220195","-86.268850714039"
"Year 1 Jan 09 11:00","2.5","1100","21.575","22.0383903184834","38.924956474089","-59.6044501371626"
"Year 1 Jan 09 12:00","7","1100","24.025","22.7988451410589","35.6863087478695","2.61881137560826"
"Year 1 Jan 09 13:00","74.5","953.5","26.15","23.7159473747621","31.382905003258","70.9407913386901"
"Year 1 Jan 09 14:00","200.5","574.25","26.775","24.4499284804302","30.664384661913","125.109922636643"
"Year 1 Jan 09 15:00","132.5","735","27.625","24.9303257136125","30.189686989292","155.577282921951"
"Year 1 Jan 09 16:00","127.25","646.25","27.075","25.2506482570616","29.7046320100073","168.756465142463"
"Year 1 Jan 09 17:00","107","434","26.2","25.4626042553469","28.5781840037311","175.075869429166"
"Year 1 Jan 09 18:00","60","42","23.525","25.5921991060899","26.4418979111813","174.865545087223"
"Year 1 Jan 09 19:00","0","0","21.05","25.6102254910851","23.9685583703092","169.703725991235"
"Year 1 Jan 09 20:00","0","0","18.325","25.4999072344091","22.3298496500156","154.22856414512"
"Year 1 Jan 09 21:00","0","0","17.6","25.2646433570504","21.2667049815208","130.485962372407"
"Year 1 Jan 09 22:00","0","0","17.45","24.9626502008862","20.6729906636479","98.0819495963301"
"Year 1 Jan 09 23:00","0","0","18.6","24.6275613538368","20.3809743676393","65.146348479152"
"Year 1 Jan 10 00:00","0","0","18.925","24.3000253025492","20.4299989048602","33.1676727040676"
"Year 1 Jan 10 01:00","0","0","19.575","23.9915263389885","20.6025766337497","7.60608685316427"
"Year 1 Jan 10 02:00","0","0","19.2","23.7238872177613","20.0724720480169","-13.1724642234911"
"Year 1 Jan 10 03:00","0","0","19.375","23.483723474625","19.8126576913621","-28.1736191658956"
"Year 1 Jan 10 04:00","0","0","18.45","23.2571867550206","19.3374526806939","-41.2231023042355"
"Year 1 Jan 10 05:00","0","0","15.325","23.0315167494232","17.4335803042141","-51.7143959180795"
"Year 1 Jan 10 06:00","0","0","13.275","22.7726349125051","15.8946060372826","-61.9582980074792"
"Year 1 Jan 10 07:00","0","0","12.6","22.4474557170307","15.1446049609181","-76.8733762737453"
"Year 1 Jan 10 08:00","7.25","19.5","12.425","22.07356409229","15.5355617675233","-96.5370740810454"
"Year 1 Jan 10 09:00","43.5","164.5","13.825","21.6996153048968","20.0511400476124","-116.670868497693"
"Year 1 Jan 10 10:00","69.5","593","15.875","21.449500130189","29.6597981887511","-128.386426112858"
"Year 1 Jan 10 11:00","29.75","1058","18.65","21.5352454151867","34.7580120366131","-111.645740823017"
"Year 1 Jan 10 12:00","55.75","974","20.75","22.0513180584635","31.4196246963939","-61.6016332962135"
"Year 1 Jan 10 13:00","30","1078.5","22.55","22.7517470167192","27.2052709916463","-3.21022533774279"
"Year 1 Jan 10 14:00","63.5","1007.5","23.3","23.3275312716149","25.9073618909603","39.7141427076009"
"Year 1 Jan 10 15:00","84.75","898.25","23.925","23.6658070161069","26.0070601387599","62.5596996944241"
"Year 1 Jan 10 16:00","130.25","647","23.65","23.8515082209513","25.8938108411181","71.2006529144904"
"Year 1 Jan 10 17:00","87.75","609","23.275","23.9608154390382","25.0789871426126","75.4156289227443"
"Year 1 Jan 10 18:00","66","251","22.075","24.0201059461723","23.6491424507638","75.5675708881057"
"Year 1 Jan 10 19:00","0","0","20.95","24.0096379791737","21.8873737543847","72.4352371334507"
"Year 1 Jan 10 20:00","0","0","19.725","23.9110528306","20.9159764186536","62.4509468835699"
"Year 1 Jan 10 21:00","0","0","19.325","23.7320435575934","20.3460956234809","46.5595892319801"
"Year 1 Jan 10 22:00","0","0","18.85","23.509083122712","19.8075151985432","26.5864977924006"
"Year 1 Jan 10 23:00","0","0","18.775","23.2634628489744","19.4988761349966","7.13411640895334"
"Year 1 Jan 11 00:00","0","0","18.05","23.0137941669179","19.0988190884265","-11.4492116175969"
"Year 1 Jan 11 01:00","0","0","17.425","22.7636068458767","18.6166666770799","-27.0127934878825"
"Year 1 Jan 11 02:00","0","0","16.475","22.5154119605454","17.9411540255495","-41.1778676700345"
"Year 1 Jan 11 03:00","0","0","16.05","22.2600699550708","17.3532333515614","-53.871643724791"
"Year 1 Jan 11 04:00","0","0","15.175","21.9978039991328","16.5765098260692","-67.5380767666769"
"Year 1 Jan 11 05:00","0","0","12.875","21.7189998209791","15.4205837073773","-80.2630341153909"
"Year 1 Jan 11 06:00","0","0","10.4","21.4066680426081","13.9881962010586","-92.3333123930207"
"Year 1 Jan 11 07:00","0","0","9.275","21.0511642824104","13.154248931487","-106.931540473421"
"Year 1 Jan 11 08:00","7.5","25.25","9.475","20.6596515330109","13.547659863923","-125.436177388856"
"Year 1 Jan 11 09:00","28.75","314.5","12.075","20.2740609060295","20.6432072173837","-144.971687988322"
"Year 1 Jan 11 10:00","18.75","991.25","15.6","20.0607276805401","33.5660485360294","-153.747758587061"
"Year 1 Jan 11 11:00","0","1100","19.425","20.3260307622953","34.2215828188581","-122.177523886587"
"Year 1 Jan 11 12:00","10.25","1096.75","21.825","21.038666938951","31.6713045333957","-57.1213382542809"
"Year 1 Jan 11 13:00","53.75","1044.25","23.2","21.8628102132677","28.0982238544999","9.2722929149514"
"Year 1 Jan 11 14:00","104.5","870","23.275","22.5359942532648","26.6540063962232","57.7604047161234"
"Year 1 Jan 11 15:00","138.75","721","23.5","22.9582997292994","26.6290543194188","87.920877384968"
"Year 1 Jan 11 16:00","122","676","23.45","23.2187767359085","26.3079004463551","101.415242310044"
"Year 1 Jan 11 17:00","97.75","571.25","23.55","23.3900702733355","25.6902407726814","107.686477756456"
"Year 1 Jan 11 18:00","66","273.75","22.7","23.5020819124203","24.3091089226725","108.726735779161"
"Year 1 Jan 11 19:00","0","0","21.275","23.5414027593282","22.2202384471852","106.387755211261"
"Year 1 Jan 11 20:00","0","0","18.725","23.4809855296574","20.8384077968498","97.5671673648708"
"Year 1 Jan 11 21:00","0","0","16.35","23.3069617814338","19.3810411442637","84.0682962802469"
"Year 1 Jan 11 22:00","0","0","14.15","23.0508420690088","18.2027211478333","63.7228120569058"
"Year 1 Jan 11 23:00","0","0","13.15","22.732298753934","17.2692325400492","39.283103046809"
"Year 1 Jan 12 00:00","0","0","12.775","22.3780012835026","16.5852237731041","11.9809222187975"
"Year 1 Jan 12 01:00","0","0","13.45","22.0063496259007","16.2270781312251","-15.1810028709557"
"Year 1 Jan 12 02:00","0","0","14.075","21.6382509947059","15.9112799308691","-40.8143802389468"
"Year 1 Jan 12 03:00","0","0","14.65","21.2813239881197","15.6784574971564","-62.0409384537077"
"Year 1 Jan 12 04:00","0","0","13.975","20.949982384134","15.2955500845971","-81.3317583652837"
"Year 1 Jan 12 05:00","0","0","14.975","20.6387101165214","15.4419036667408","-97.1047460447698"
"Year 1 Jan 12 06:00","0","0","13.375","20.3584870678557","14.9506388208943","-111.953491680207"
"Year 1 Jan 12 07:00","0","0","11.875","20.084555152132","14.1620804362148","-119.648995522845"
